miliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
2400,0.05537111633164136,0.5713920042791921,0.0012740272466395671,0.01745954296986437,0.007262002645320395,0.00032753336880037936,0.14041892183388335,0.0033218888418686996,2.896714778437735,0.3311292440598183,0.6660153894683024,1.9837616112911114,1.7960494868114414,0.32692259546753816,0.10422756332465374,0.018826157976098597,2.0,2.0,2.0,2.0,3.0,1.0
2500,0.0546258722895075,0.5729016920383644,0.0012938023350363096,0.01636635360346145,0.007141040656586183,-3.36038828295266e-06,0.14259896370880082,0.003133905123799781,2.8960265433000907,0.34147939556361756,0.6953121015247625,2.0101515715446343,1.888932311917814,0.3529344470672537,0.11334849482647935,0.01675019958796407,2.0,2.0,2.0,2.0,3.0,1.0
2600,0.04654064447926568,0.5706212972995199,0.0013172668447773957,0.017328753163438314,0.007052719753254546,-2.1444126003387865e-05,0.14763004890947037,0.004085452538201824,2.8945538527365833,0.3514367840063236,0.6924745192319037,1.9873584579910724,1.9437208639218635,0.41003191799138533,0.11039463507317578,0.016796431977192453,2.0,2.0,2.0,2.0,3.0,1.0
2700,0.05447829046601875,0.5776003270749647,0.0013167782296384508,0.013684822764292164,0.007035543849878502,0.00020181902536134188,0.15055955968920126,0.004001158170489691,2.8931349042675114,0.3529803065487383,0.7382441825478484,1.967841519923222,2.003010075059618,0.43112279887315386,0.11999301313044358,0.01619429585151702,2.0,2.0,2.0,2.0,3.0,1.0
2800,0.05316166359485212,0.5820837331623773,0.001365129261415735,0.014699107215484982,0.006871736216365634,0.0007534029255528337,0.15285457091729052,0.003637601066964351,2.8914716768211735,0.36505918192613923,0.7445210753031771,2.004459773547489,1.993613101111149,0.44671134285814346,0.13557607641591402,0.01732871456970096,2.0,2.0,2.0,2.0,3.0,1.0
2900,0.05170552894675522,0.5845842229620665,0.001346197271553901,0.012806406884125035,0.006843129029250422,0.0012077915627552093,0.15861701565582673,0.004091606520642551,2.8897161885351514,0.3777057369880009,0.7831706845023756,1.9808305037700489,2.027219605776626,0.47820131476291206,0.1453891425470287,0.017477822189601495,2.0,2.0,2.0,2.0,3.0,1.0
3000,0.051494993110520824,0.586430546867729,0.0013832032347453152,0.010900759990913219,0.006643392269570227,0.0010527897740332064,0.1624555878139662,0.003756066609851781,2.888750643767573,0.3844936887177306,0.7847386487930461,1.9813354505297678,1.982595948762363,0.5257710023243751,0.15475140177493843,0.018117378618541045,2.0,2.0,2.0,2.0,3.0,1.0
3100,0.047035934279718396,0.585218628063208,0.0013893979059199943,0.01183587692796142,0.006644211274604587,0.0010059896068504615,0.16648943563210747,0.004778318932137578,2.885497239027827,0.38616879909167534,0.8273389189997108,2.006789836614053,1.9905047781540934,0.5765720677895475,0.16905788238526695,0.017599669614523094,2.0,2.0,2.0,2.0,3.0,1.0
3200,0.04312316772342637,0.5868157580142098,0.0013951919217467077,0.009960395752464124,0.006519812336727727,0.0008182398682088892,0.16647623291808944,0.004061746070363276,2.88390789841191,0.4026427332750848,0.8251853106601127,1.9682192464509454,2.03280344053013,0.5778523554056627,0.17038095810246454,0.018517910365697724,2.0,2.0,2.0,2.0,3.0,1.0
3300,0.04239827268387423,0.5997372928951377,0.0014120205944064504,0.010878422189546334,0.00638066930067092,0.00018201901954662756,0.1719410903934912,0.004253244846847654,2.88447695496859,0.4121490849162883,0.8423410944621579,1.9928497440153483,1.9872874148798432,0.6227119298060828,0.1873311904952565,0.019279617323385807,2.0,2.0,2.0,2.0,3.0,1.0
3400,0.04399032741967575,0.5988829880984071,0.0014622211134756753,0.00827314783408506,0.006255555214371218,0.0012632102509324142,0.17799593284602952,0.004103889139044642,2.8807746800522493,0.4229579965373877,0.8860102651651114,1.9807189357025172,1.968251705261604,0.6680197068826619,0.1992969808697052,0.01881703506314748,2.0,2.0,2.0,2.0,3.0,1.0
3500,0.04156671643562052,0.6041187281058505,0.0014493495508570641,0.008637684984322873,0.006227196433084297,0.00021937359473536054,0.1833030073428689,0.004070550660226535,2.87858462818018,0.4215116866784742,0.8858073277709823,1.9976407894101038,1.9900883987185407,0.6972965200829928,0.20757270028386063,0.01994642228546696,2.0,2.0,2.0,2.0,3.0,1.0
3600,0.048986523904254675,0.6048362869913538,0.0014684344534840596,0.00797390525289921,0.005985778882013207,0.0006280086117354932,0.18788443477787262,0.004320831217423519,2.8788099248221553,0.43118656925888105,0.9147110105121163,1.9793786931846804,1.9777739398799468,0.7069559258477887,0.22588735775415106,0.021812701619189447,2.0,2.0,2.0,2.0,3.0,1.0
3700,0.04071182916184234,0.6000362291130479,0.0014787361146355428,0.008566330110421436,0.005867107027807011,0.0006890796116100646,0.18965086058169678,0.004444602214106486,2.8751416241126564,0.44159973154096915,0.9505972756481236,1.9986302191768428,1.9717061049466509,0.7541190384855386,0.23566428821988256,0.022837575572667048,2.0,2.0,2.0,2.0,3.0,1.0
3800,0.045888535598128034,0.6091622779013154,0.0014904657152631496,0.007276263465084124,0.005874220869059622,0.001248644065679609,0.1901351027739818,0.004389542884182281,2.8745150698125226,0.4557006214831495,0.9758438834410189,1.9695205800582847,1.9726197051265453,0.7993895244664944,0.24897379968957206,0.02346121253983972,2.0,2.0,2.0,2.0,3.0,1.0
3900,0.04634236034711616,0.6052723339093891,0.0015343982262857041,0.0052756816819309205,0.0056526551763351335,0.00022796489028192684,0.19994969885897898,0.004861275516117576,2.871349170968129,0.45531635093745826,0.9971392689716948,1.9685454356904906,1.997124305746246,0.8220220119999542,0.27359766306437217,0.0244500618656146,2.0,2.0,2.0,2.0,3.0,1.0
4000,0.04237142179545302,0.6098256559867965,0.0015474372279286074,0.005862570581819106,0.005550987713429685,0.00039240342558962034,0.20395567303872597,0.005888718452862868,2.8681981384863633,0.4655447862839051,1.0091782289067808,1.983241494214982,2.003842371383781,0.8315838771994274,0.2845040548344015,0.02545682279658544,2.0,2.0,2.0,2.0,3.0,1.0
4100,0.041410122098073224,0.6143762790361905,0.001566337248168248,0.005430385613582009,0.0054593414942889175,6.778357721569437e-05,0.20602242413133817,0.005638663742432201,2.8671658711644543,0.4763551163496002,1.0124359984939935,1.9982208169854216,1.9758952448262839,0.8949283724925801,0.29246011370058317,0.02632283448800149,2.0,2.0,2.0,2.0,3.0,1.0
4200,0.04398874117472715,0.6152033595275072,0.00156160309689823,0.005052665700711496,0.0053322967539692154,0.000923519253935397,0.20962884007984717,0.005451291969896756,2.8636274624851237,0.4877117090378257,1.0466675736314488,2.002236974235753,1.9802909460511087,0.9023511970733712,0.31510561185663205,0.027700731670408603,2.0,2.0,2.0,2.0,3.0,1.0
4300,0.03977416738454559,0.6234242410294377,0.0015857134925080384,0.0042004925535323746,0.005272315511805727,0.0010486200554462358,0.21258698010856944,0.005985085102247974,2.862607331200388,0.48917279739741304,1.0828462006388286,2.0074307725765355,1.995512198325774,0.9291455246902411,0.3309057219701907,0.029210376478575033,2.0,2.0,2.0,2.0,3.0,1.0
4400,0.04636967282765154,0.6246413516375214,0.001612540193168891,0.004422192991486366,0.005042053514933094,0.0009670119899074341,0.21665627667883217,0.005207768301841161,2.859358032626422,0.5002681318423776,1.077550241605343,1.9842774390614994,1.9994258087058272,0.957549608657906,0.3382910938347157,0.031626988772207265,2.0,2.0,2.0,2.0,3.0,1.0
4500,0.038553200237757115,0.626237541463335,0.001613231413545597,0.004079519921477429,0.005028478109136164,0.00020363285887410837,0.2187448466758329,0.006573507453693604,2.8578587429875695,0.5068999931000359,1.0966300555124773,1.981409256704497,2.0051475074661727,1.0205514330200074,0.35240650107583754,0.03365773283541884,2.0,2.0,2.0,2.0,3.0,1.0
4600,0.04059641607542398,0.6232955239034996,0.0016092453077152936,0.004088898425716977,0.00481484817491543,0.0008491216655844315,0.22548975370453267,0.006214345709674191,2.8563639082605174,0.5188123614172659,1.1282281588647736,1.9808788710604364,2.0211746451494825,1.0504217834274054,0.3678694859817542,0.03567692707134621,2.0,2.0,2.0,2.0,3.0,1.0
4700,0.04792058910576604,0.6328241790313337,0.0016579791221281851,0.004908376322646108,0.004748317433896965,0.001482553294133279,0.228615263858784,0.005687347697508796,2.853410112601317,0.5218487516349618,1.1490558161707851,1.9795163564638039,1.9696046697940233,1.0627404333066552,0.39106020096218636,0.03738217239496238,2.0,2.0,2.0,2.0,3.0,1.0
4800,0.039967134874881606,0.63409173268029,0.0016559806523261359,0.0034445415840293563,0.004640270812551328,0.0014792752987305945,0.23382026717849058,0.005888487636066845,2.849684398966129,0.5293324783711562,1.1734933901766977,1.9807489603820685,2.008384660532538,1.106596309189567,0.4005017119161474,0.03859748594725677,2.0,2.0,2.0,2.0,3.0,1.0
4900,0.04575486488000534,0.6319855056133118,0.0016796871534513523,0.002313445159435619,0.004478939665234942,0.0012994441911259426,0.2337256645673498,0.005892819274556516,2.8473178743821586,0.5481453916231875,1.1920105868917825,1.9851829180244651,1.9691573721653106,1.1353404160863705,0.4224560993393189,0.04087223749583878,2.0,2.0,2.0,2.0,3.0,1.0
5000,0.03786266611681789,0.6372986626261452,0.0017046752903769457,0.004154188965970952,0.004373558915103946,0.0003327876330980284,0.24266557105186087,0.006455342848752105,2.8449862352101194,0.5484917408001467,1.2181386531905662,1.9955138512780006,1.9810416788415413,1.1680602091532177,0.43324435202199624,0.041994486172476406,2.0,2.0,2.0,2.0,3.0,1.0
