miliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
1000,0.0014309986558896312,7.99421148418089e-08,0.013145659273755078,-8.100565904213146e-12,0.013287616637014355,9.145821125451791e-05,2.526879645884012e-07,4.668493148948603e-11,0.009880773223882807,-1.0427407831225548e-17,8.918099552014567e-05,7.579730072864777e-11,-1.128716618375767e-14,0.00011161629190629952,1.686194185905203e-05,0.036831732695283836,3.161106835965642e-10,2.081039366384508e-06,-1.5702025156554087e-18,1.6769421506188044e-05,2.1038367531066527e-08,2.839804606555279e-05,-5.580484883726569e-11,6.665065386022248e-13,1.0664368414601479e-08,1.4390436770734162e-40,2.6230000635118833e-40,1.745528098489793e-05,0.0008803899709925782,-1.3231198599590872e-12,6.831137952359403e-07,6.410357850560933e-13,0.0001077980811745063,-4.586036044348989e-10,0.0008872147469174425,5.736552998575756e-07,1.6164169861475252e-10,-1.6918815732341138e-09,0.0023843173516164507,1.7102122713495124e-12,-2.0730613328124337e-14,5.423708516183425e-10,-2.622802016550984e-13,6.949462334822345e-07,3.8721877971858527e-10,5.741321636496383e-05,4.6486817189277694e-12,6.315138529501989e-13,2.1612832408709877e-14,0.09999999518554027,8.19531269576676e-12,-1.0117368890894012e-13,1.0767078361222167e-06
1100,0.0016310685479424955,6.61674564498904e-08,0.013521939260569143,6.8577921180650094e-12,0.013966869987147447,0.00010349403846074848,2.384880836196888e-07,-2.3553504831567345e-10,0.010756391678008457,2.837200462088568e-17,9.811260743039747e-05,1.2015224392352349e-11,1.0815110863210182e-14,0.00011604192249712031,1.775320292631607e-05,0.04292181722472141,-2.580342035354936e-10,6.716232977348349e-07,-6.216787687603438e-17,1.77722631506736e-05,1.7395181759502008e-08,2.878003563762788e-05,-6.0620003012857e-11,6.220518823648509e-14,5.791681198348302e-09,-2.8303031619183015e-42,-5.025550891262299e-41,1.924370011610196e-05,0.0009760362409073521,-5.151288618829456e-13,9.659623509241893e-07,-3.117596153270268e-13,0.0001425333004777544,-2.5496562198844425e-10,0.001310689385553044,4.906434314258944e-07,-1.2130526817489465e-10,-9.443639478761415e-11,0.0029928794381817656,1.912536888480337e-12,-1.1807058274958117e-14,2.931030690384688e-10,5.576060302827024e-16,8.725538834723259e-07,-2.812732439951803e-10,6.525695255813899e-05,6.327595501800459e-11,1.260431858189179e-13,-7.128311718565987e-14,0.09999999518197765,3.8770243387640795e-12,9.321633014602141e-14,1.066579760757982e-06
1200,0.0017046460468023027,1.799921679076039e-07,0.015216805457710609,-2.708212863320694e-12,0.014890435906196788,0.000113501418760135,1.015648987530386e-06,-1.858172301592311e-10,0.012481257466447874,4.162258803178675e-17,0.00010672412437070227,-1.6573343942605763e-10,1.963774857321165e-15,0.0001185145217919719,1.9917873779591493e-05,0.04371533689693101,-9.068454506524245e-11,2.9709315612612286e-06,7.927819835670978e-17,2.026613450456813e-05,5.518335475182493e-08,2.8865415632429243e-05,5.381579687588625e-11,-4.3989366516088766e-13,1.1791480927597656e-08,-1.7018098567512643e-40,-1.4900183646518934e-40,2.1473246464465667e-05,0.0012032325895294054,-1.6363695758197608e-12,1.3228105273100336e-06,4.559162322694759e-13,0.0001567973640235281,3.569801045106874e-10,0.0013323270911287182,6.565550556962003e-07,-6.02782308029749e-11,3.544776304377203e-10,0.003753018233387764,5.679648527821227e-13,-1.3145933639816828e-14,6.729092117983435e-11,4.508333595025258e-15,1.0756989787766486e-06,7.445355002333978e-10,7.818422104394497e-05,1.0200141331589861e-10,8.63374767523886e-13,-3.107178760147741e-14,0.09999999519386037,-1.1095838396227162e-11,-4.456155824735069e-14,1.3480957141673502e-06
1300,0.0019346337266668296,1.6108090230730742e-07,0.015132367998645216,-5.920871473620629e-12,0.01630436190303244,0.0001184368564908825,9.729542868035533e-07,-1.840418583264542e-11,0.012697725962662151,-5.798941410992652e-18,0.00011798293001169245,1.4929861424035385e-10,9.20530950020944e-15,0.00012072444864718013,2.1281268252194138e-05,0.048962167836603995,-2.7850226030361086e-10,3.7113199502396892e-06,9.056529101179383e-17,2.1205615164543526e-05,3.2547730616798806e-08,2.9300680326195418e-05,9.217043270721283e-11,-2.502458147030572e-13,1.0432612397224806e-08,3.0942167676421084e-41,1.8684012753319324e-40,2.3221950304425334e-05,0.0014547779173950841,1.7283073196135422e-12,1.3259818248092303e-06,-4.488437596504723e-13,0.00016506797481040706,-2.750213911721221e-10,0.0015976313986504475,8.009926628666076e-07,2.0065856701666334e-11,2.5841792596205057e-09,0.0037861320584404697,-8.655846816665699e-14,-1.5135250333835477e-14,-5.95055145850778e-10,-4.834474432401528e-13,1.4220220420084746e-06,1.120432683552877e-09,8.554443797511122e-05,7.28614242140073e-11,3.87279706246825e-13,7.241917112312935e-14,0.0999999951944231,-1.0261183016503844e-11,-8.818476524402089e-15,1.2589749863899484e-06
1400,0.001966722400884974,2.7612259096822683e-07,0.018025574702342867,2.4653762367377535e-12,0.017795265970092452,0.0001272061111331896,9.853578916927683e-07,-1.4017978240204425e-11,0.014057431084370586,-3.958346514495003e-17,0.00012981146565368355,2.910120215951182e-11,-1.1018577409397514e-14,0.00012797319803463443,2.310011438718775e-05,0.05057677800328022,1.1162828859971858e-10,3.0770134216334335e-06,5.913212905365041e-17,2.233199650065143e-05,6.5498375648835e-08,2.919790514481203e-05,-5.1157392641044426e-11,-7.906297703074469e-13,2.5240535370902014e-08,1.249749496176634e-40,-1.0139779690406968e-40,2.4658780549777906e-05,0.0015040003668717857,-2.494737032079886e-13,1.6705904470117447e-06,-4.880709989891763e-13,0.00019610354297311766,5.683224239575634e-10,0.0016863322320921721,7.69306068070145e-07,2.705340376735301e-10,-1.071611727585947e-09,0.004929144343336374,7.553239726335155e-13,2.0349843294158515e-15,1.1452608600441952e-10,7.458024733025192e-14,1.536933901779457e-06,-2.1027246974779747e-10,9.094355596378388e-05,1.38085586640697e-10,1.6100124098926727e-13,6.460207278555554e-14,0.09999999517347267,6.221391278646346e-12,2.6082980386637887e-14,1.7716992287913753e-06
1500,0.0021136802394396887,2.4642886604105895e-07,0.017877126207056858,9.141214624855501e-12,0.017860121391209977,0.000136791019855403,1.6511746439321902e-06,-1.7081684362735025e-10,0.014372408495572973,-3.123051237969973e-17,0.00013975476207676808,8.173742677593333e-12,4.67553102445974e-15,0.00012884712131979497,2.3382988249924034e-05,0.054763804453336305,8.891195879557522e-11,4.760480971568347e-06,7.895487819982862e-17,2.440461640404691e-05,7.26827853641221e-08,2.9491638495653606e-05,8.786057988049568e-11,2.1467992625829732e-13,2.38362324631609e-08,-3.298947665004666e-41,5.41685036551319e-40,2.5966963558064695e-05,0.001741839845439239,1.593294221663624e-12,1.7836097673999634e-06,2.5082530770268447e-13,0.0002045460662782382,1.8220560360210243e-10,0.001952487585665626,1.0539660828525198e-06,2.6543824218225076e-10,1.835659674497054e-09,0.004976182767331245,-1.8041736074364864e-12,1.2187051493625458e-14,-6.551009261601942e-10,3.757451399788906e-13,1.8792918156283187e-06,2.3916054499862067e-09,9.931138960193947e-05,3.2665399615283554e-11,6.170834633410023e-13,1.8590460032858125e-14,0.09999999517079655,1.2846761182651493e-11,4.0561807910602776e-14,1.8292108785352211e-06
1600,0.002271045387292507,1.9840632805835957e-07,0.018723231202891138,1.0223918243558584e-12,0.019554452900966534,0.00014571105523126555,1.3512972759837032e-06,-1.3655703062149817e-10,0.01532823369719496,3.294029530584674e-17,0.00014282273698666757,1.328550235703616e-10,-1.509846880932249e-14,0.00013556605807198312,2.573781400809689e-05,0.05764302816762027,-1.244213137418365e-10,4.54408998274549e-06,-2.4789229259059466e-18,2.5534697292670496e-05,6.604244743928093e-08,2.9728570571581926e-05,1.4843213280340467e-11,-1.4804590682813583e-13,3.0392175374504915e-08,5.237225266561452e-41,3.3368096217812867e-40,2.6900392910144138e-05,0.00189076341983888,-1.5242778254080917e-12,1.8088151981590565e-06,-5.640666463978642e-13,0.00022179530525930844,3.431528238168824e-10,0.002046647270557281,1.2175424477974643e-06,2.2384650859424496e-10,7.664491910833939e-10,0.006113251880158592,-1.6269993342116637e-12,-5.57508697004385e-14,3.248979874121989e-10,-3.8612450373431066e-13,1.9058650346260783e-06,1.7444213841091897e-09,0.00010677357305122739,6.252871685632061e-11,8.907570527272554e-13,2.950816253658022e-14,0.09999999518288788,1.031524973827682e-11,4.5412246408697556e-14,2.121902521804374e-06
1700,0.0023250452220044174,3.1407284200601165e-07,0.0214680112944588,-6.5657639952782386e-12,0.020424416176857776,0.00015064904442753884,1.7535207682763398e-06,-7.603956071571073e-11,0.016289349631103272,4.387626280909634e-17,0.00015029035020904666,-7.656697379655343e-11,5.15789060992932e-15,0.00013730285398972557,2.5746556782763375e-05,0.058868975435422854,-2.936928530308845e-10,4.6659852098946175e-06,-6.889757278007867e-17,2.5744510841647926e-05,8.953770663888075e-08,3.006225507507969e-05,-9.944956351966758e-13,1.0331354222378868e-12,2.8251456483170912e-08,1.1702508412005913e-40,2.7986107195125115e-40,2.8419634502782665e-05,0.0019657012960595664,-8.088463164315995e-13,2.0303070784247077e-06,3.819530398357915e-13,0.00024204851881168328,5.412416392033916e-10,0.0024807392764389386,1.2318275979125264e-06,3.1886875531906025e-10,-6.116631087325903e-10,0.0060459732432597965,1.3486161800890877e-13,4.5017224588492764e-15,-3.993388013002005e-10,-7.568706677174073e-13,2.055532308412787e-06,3.4066762870087353e-09,0.0001203782491417633,1.4626291274555094e-10,-2.5474445998055107e-13,4.570438704227176e-14,0.09999999517521944,9.357105993576316e-12,4.7812548775571116e-15,2.4401057032626677e-06
1800,0.0025807344522151133,4.3119636461924127e-07,0.021213713086314548,1.6724301092074876e-12,0.021759546218773986,0.0001570101490740643,2.163695101927035e-06,-1.973543798596693e-10,0.01641990304575611,4.7576602784043953e-17,0.00015878499566778648,4.945175009301781e-12,-9.701808620871308e-15,0.0001374056724853524,2.69638020770969e-05,0.06091329905161772,2.6528464125954583e-10,7.457531861817584e-06,2.4217877405143293e-17,2.7594126073636686e-05,1.228537108822651e-07,2.972650875074978e-05,-1.8208745941186432e-11,-3.115574273445541e-13,4.169392123178467e-08,-3.028775102189422e-41,-3.9255119212371365e-40,3.128263858863618e-05,0.002354865487408465,-1.0470875595483386e-12,2.4824646628879564e-06,-1.2020470715857096e-13,0.00026842428409715,-2.2907880561169575e-10,0.002674506271264601,1.384650831268921e-06,1.3963732157035607e-10,2.0589629326749806e-09,0.006581695218724016,-1.1680235154926794e-12,-5.3082058739879965e-14,7.49134827005236e-11,4.2161869372025283e-13,2.2988274851134833e-06,5.825728068294693e-10,0.0001302911258489325,1.3653370286319967e-10,8.584429457669576e-13,3.6952967679703803e-14,0.09999999518313508,9.702205368981738e-12,-6.237942181807616e-15,2.8971207676175296e-06
1900,0.0027866530806766048,3.7351778085233005e-07,0.022709727599901905,-2.9646724792963094e-12,0.021574176549560144,0.00016708615577185933,2.1585193874147754e-06,-1.8433173848140377e-10,0.01793545314343894,-5.328474244508473e-17,0.00017137667060469717,6.83541656062525e-11,-1.7010925139072453e-14,0.00014396418187734498,2.8123382431382465e-05,0.06265006796993974,1.6375440924618744e-10,7.696469396763987e-06,-5.964505231555389e-17,2.8639593761505005e-05,1.2700158085073673e-07,3.041006661265691e-05,7.445278034259289e-11,4.4517394110256126e-13,4.325177575101392e-08,1.2881398139300315e-40,2.3516866655993397e-40,3.217728688470267e-05,0.002720651952438229,-1.4082237317399346e-12,2.5594436888291035e-06,1.1442350875858355e-12,0.0002947359820973853,3.774694387155475e-11,0.002735790839838398,1.45283413360502e-06,2.7854339419289287e-10,3.3748649505292376e-09,0.007365149919035764,-1.7036640045296403e-13,-5.238427732277791e-15,1.5462497788830192e-10,1.4194444828721868e-13,2.5683086566271704e-06,4.0032765199275105e-09,0.00013829793343328014,1.7184497212779832e-10,1.4545966070106364e-13,-7.187427887254999e-14,0.09999999517607044,1.8736571461842807e-11,-5.104075794068611e-14,3.0277305185576427e-06
2000,0.0027821182196562048,4.941756524752093e-07,0.0237977360371994,8.224126946125019e-12,0.022539630441518806,0.0001810647807787404,2.8655449732007687e-06,8.976237997183004e-11,0.018731754142533964,-4.784569952026532e-17,0.0001805189882414773,1.2669783986653705e-10,1.7507391186686356e-14,0.00014380807371370085,2.967486370787139e-05,0.06552336284769189,6.932796191705962e-11,8.394742370560519e-06,-7.675543245602384e-17,2.992846794590103e-05,1.527375593233558e-07,3.0504312360820973e-05,7.376328062670992e-11,-4.878493433569523e-13,5.0858854648087366e-08,1.3598165303944698e-40,7.198995836505319e-41,3.2748201087607326e-05,0.002820810481778698,-1.6938491906299578e-12,2.997144230590626e-06,4.229433575825521e-13,0.0003053744371829738,4.531526624681224e-10,0.003019532001677321,1.8444863892395824e-06,5.570760058797169e-10,5.532027336199526e-09,0.007836473152718682,-1.323347780363437e-12,1.4058000051574581e-14,-3.926960505761526e-11,2.763498312208201e-13,2.772934390299098e-06,4.3116072770496586e-09,0.0001506103953644698,2.3522561515570226e-10,1.2951775673286312e-12,3.048980382462307e-14,0.0999999951706943,1.1672446855233406e-11,-4.998784456754221e-14,3.5187474785338242e-06
2100,0.00300590490866381,6.376361981197272e-07,0.02523574430255501,1.3047151156445331e-11,0.02392741663141609,0.00018015138764247788,3.518909076330806e-06,9.466049163713317e-11,0.01903918232621778,-7.796465864249552e-18,0.0001902654997292364,1.4304359333410247e-10,1.7145636724518764e-14,0.000147872987515484,3.1132768718419675e-05,0.06800456834422615,5.322996347174848e-10,9.813030109177625e-06,4.56481453429231e-17,3.0571581122485245e-05,1.6614478038455836e-07,3.0409936282266252e-05,7.197316681805709e-11,1.0514215351724962e-12,6.218149361902418e-08,1.5999995459703596e-40,1.0631372616636665e-40,3.4202136030682645e-05,0.0029463077371053924,4.826638942807816e-13,2.911118550638043e-06,6.904567483421574e-13,0.00030885108834170864,1.2643952843584593e-10,0.003472946838633234,1.9149275211666934e-06,5.121397340495579e-10,3.3774788101834336e-09,0.008839457207374632,-6.392556847423175e-13,6.605103631968838e-14,9.356709216899796e-11,4.922476836931283e-13,3.1405953408724716e-06,4.602292250903637e-09,0.00015228280993997048,3.0540723626848e-10,3.883959514948631e-13,7.800460490483445e-14,0.09999999516370545,2.0641768283687412e-11,-3.408113995280388e-14,3.4817573702669217e-06
