miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
1400,51978.82880881224,221.93123914921043,6.744247117791683e-05,0.0432529399344859,2.494557793315017e-07,3.5431699999885486,8.867236026049488e-12,-2.637831651921895e-15,16508.878158850584,0.0,0.0
1500,50542.64017311302,246.25288810167285,0.00010692572851082725,0.04323434405928194,2.1615163931582614e-06,3.5431700000122093,1.3611991560596571e-11,1.4587317542796803e-14,16912.446210036513,0.0,0.0
1600,49942.206015173666,304.57681505108974,8.48952466523133e-05,0.04318451025088406,4.1985711365445755e-06,3.543170000011531,-1.6086874172405699e-12,-1.939912233073096e-15,17457.145756103535,0.0,0.0
1700,49236.78565781714,291.0149050260705,9.883375005954244e-05,0.043150989214625075,6.651198135566641e-07,3.543169999998573,3.849729160148167e-12,-2.827778626174411e-16,18734.771515014174,0.0,0.0
1800,47532.67002887401,333.9032773173517,0.00011320662555085981,0.043189048742245995,1.7828448419625581e-06,3.5431699999975033,1.0811582727438877e-11,-1.5103666891297033e-15,20263.90117646217,0.0,0.0
1900,46909.91548225457,399.74749011021146,0.0001621822223630748,0.04310978886447049,3.904834051731622e-06,3.543169999970893,2.089473106976273e-11,1.2835027009108621e-15,20578.507929943455,0.0,0.0
2000,46095.53920082407,397.2248691350653,0.00016933348432686466,0.04307997944526923,5.700714239703508e-06,3.543169999972802,6.520661703494427e-12,2.296589635931054e-14,21949.61816628796,0.0,0.0
2100,45150.473419391885,453.6695328564249,0.00024077623429252646,0.043046137649449326,7.220859910709437e-06,3.54316999996376,3.080114911388439e-11,-4.65324880342598e-15,22465.657335751417,0.0,0.0
2200,44245.64775461954,479.9799852453085,0.00022317835240739776,0.04305835661922781,6.296023529934925e-06,3.5431699999742334,2.0093167919814887e-11,-9.86081584163907e-17,23023.348331648485,0.0,0.0
2300,44094.790595887054,520.3461779371595,0.00031121956125606864,0.043013768829554114,9.709759790949736e-06,3.5431699999793413,4.505078569501301e-11,1.7476867037545082e-15,23359.564414812783,0.0,0.0
2400,42994.711280281714,573.2808746869072,0.0003410737255970162,0.0430027395249601,1.1050135653889842e-05,3.543169999977368,3.351273000714824e-11,1.650144250877893e-14,24083.619080934055,0.0,0.0
2500,41760.91654950237,633.6100751795514,0.0003283679113337103,0.04295965822416952,1.005068382615085e-05,3.543169999953633,6.389168772896719e-11,2.5532795593938173e-14,25260.12239113376,0.0,0.0
2600,42161.16437968524,682.1925870115718,0.00042966973264725074,0.04293047339947153,1.5660909191323854e-05,3.5431699999462736,5.5758482722938626e-11,4.349806527067222e-14,25920.756677968482,0.0,0.0
2700,41424.87900185246,690.5758146297608,0.0004720843598118674,0.042864442560345446,1.5706630454907926e-05,3.543169999929731,5.862984621112522e-11,4.4281934436612543e-14,26208.430659074136,0.0,0.0
2800,40169.972860608745,757.7714482723075,0.0004744812966961229,0.042791173255069315,1.8937488282899057e-05,3.543169999908102,7.639452239565846e-11,4.1325551521544184e-14,26722.753504265398,0.0,0.0
2900,39129.410126591865,783.5227309860226,0.0005447824159919434,0.042778315475938015,2.1001003911745752e-05,3.5431699999015422,1.0846582692753938e-10,4.6636091722586537e-14,27648.200604696845,0.0,0.0
3000,39064.538253168015,818.5040363945426,0.000561398955883525,0.042670710396245655,2.5912699532713387e-05,3.5431699998737036,1.049100666825386e-10,5.458001949517422e-14,27932.241880307298,0.0,0.0
3100,37862.65680178379,881.8758530776843,0.0006478087388989081,0.04266996775426549,2.858361541808735e-05,3.543169999874336,1.2509262082308702e-10,7.555405599871358e-14,28681.01147134265,0.0,0.0
3200,37913.57984276785,906.7252665541546,0.0006931500060308336,0.042554779764520906,3.082493604751983e-05,3.5431699998578967,1.5209576792414731e-10,1.1080430742258754e-13,29275.782595430646,0.0,0.0
3300,36487.29115136257,960.3398534288467,0.0007453626782103249,0.04254624011593186,3.581472473124003e-05,3.543169999825534,1.7299797681172013e-10,1.1229156453965392e-13,30444.114611993988,0.0,0.0
3400,35794.12821440742,1041.4162565031643,0.0008205957129195681,0.04246423417966004,3.830013417125492e-05,3.543169999809244,1.9330947953408283e-10,1.5483384850281226e-13,30902.59602667517,0.0,0.0
3500,35595.42440005638,1096.5940246891507,0.0008719551618443927,0.04237439549751897,4.4396839368942115e-05,3.5431699997792268,2.301824125929162e-10,1.6014829785034836e-13,30851.22366370291,0.0,0.0
3600,34585.83719815819,1117.939795013335,0.0009795115706748476,0.04232099936942541,4.885474606023613e-05,3.5431699997265294,2.7853758866963965e-10,2.062852907149705e-13,32306.09347733274,0.0,0.0
3700,34236.1760943624,1200.1806706900518,0.0009979563366652481,0.04225767047104933,5.214874692478122e-05,3.54316999970052,3.132782210664339e-10,2.3618310334478516e-13,31975.55166213876,0.0,0.0
3800,34102.18647559358,1250.371689326714,0.0011243088532608247,0.04216716980933354,5.6101903787200865e-05,3.5431699996656256,3.5231752514674175e-10,2.873780723187074e-13,33231.44959812944,0.0,0.0
3900,33148.03008824796,1253.5934106115294,0.0011452563820677339,0.042073157527064864,6.559476088204488e-05,3.5431699995970987,3.838097586698864e-10,3.306479493852867e-13,32831.66653028132,0.0,0.0
4000,32448.146834045743,1326.8940270474427,0.001221996726698018,0.04199130131520016,6.910797621759258e-05,3.5431699995649817,4.379674968058862e-10,3.69098894123479e-13,34157.50987016452,0.0,0.0
4100,32222.46916967413,1377.5240965387184,0.0013573357095342674,0.041927998391831305,7.63479681688977e-05,3.5431699995128723,4.963577994308562e-10,4.2886898326789523e-13,34427.37424065625,0.0,0.0
4200,31508.693834228314,1410.7596145455784,0.0014072213272441872,0.04183589657095659,8.386007000227402e-05,3.5431699994309445,5.46726301177684e-10,4.992477493803639e-13,34714.587850498334,0.0,0.0
4300,31361.57791784137,1513.7577826246884,0.0015238293117868043,0.04170237895995305,9.144264266804718e-05,3.5431699993906407,6.288459651706227e-10,5.513481440827009e-13,35669.122878464885,0.0,0.0
4400,31108.994568896513,1572.2979207762667,0.00155929246412404,0.041610863413602636,9.973976866102756e-05,3.543169999320718,6.826384246795608e-10,6.561924807523519e-13,35396.06292353277,0.0,0.0
4500,30333.857092167396,1618.7767313966917,0.0016738592050086004,0.04154828882060873,0.00010891228238855609,3.543169999242515,7.680369028074026e-10,7.238255096756116e-13,35896.89480751339,0.0,0.0
4600,29759.47873092566,1666.1602447346634,0.0017566326477006266,0.04140423183833678,0.00011778924976190135,3.5431699991552503,8.453541530998299e-10,8.269385151358972e-13,36550.15617313484,0.0,0.0
4700,29430.682350175564,1705.457698665486,0.0018947279506805166,0.04134242423491754,0.00012646686613299493,3.5431699990462495,9.550598391800453e-10,9.431916781366177e-13,36697.73649860582,0.0,0.0
4800,29035.89019938254,1754.7124379775719,0.0019461928936443382,0.04121115555998956,0.0001331964671733665,3.543169998959527,1.0443784810041244e-09,1.0681499790351591e-12,36609.99272478265,0.0,0.0
4900,29108.83582366723,1829.7415070315126,0.0020475380406089205,0.041074937902733456,0.00014545778688433388,3.543169998858693,1.1554076855130817e-09,1.1969954971589669e-12,37199.05757206407,0.0,0.0
5000,28062.274746674913,1863.6947589184458,0.002205067196523058,0.04094755918771081,0.00015478975136265803,3.5431699987316074,1.2597573568530052e-09,1.3366477561559026e-12,37995.012912401035,0.0,0.0
