milliseconds,species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017
1500,4.129309387213639e-11,5e-06,9.729736495496745e-10,6.160936994738748e-10,4.47870475980165e-23,2.419145737330191e-09,1.5834942616415513e-13,1e-05,1e-05
1600,4.1438300258925254e-11,5e-06,9.7151544553213e-10,6.869012728983284e-10,4.500710934493762e-23,3.0556773560690787e-09,1.690470246355559e-13,1e-05,1e-05
1700,4.127048101475399e-11,5e-06,9.765825329751342e-10,7.072040444589243e-10,4.518581627690592e-23,3.679020764851984e-09,1.818552286312438e-13,1e-05,1e-05
1800,4.1459535607218994e-11,5e-06,9.731709088032144e-10,7.600195281578556e-10,4.525305399061471e-23,3.6579460735851888e-09,1.8506507223331208e-13,1e-05,1e-05
1900,4.133350908548235e-11,5e-06,9.650492652998267e-10,7.793680846393528e-10,4.498646884672392e-23,4.17726273892216e-09,1.960654645223691e-13,1e-05,1e-05
2000,4.1111583240898895e-11,5e-06,9.72830531446285e-10,8.267174401838755e-10,4.5229766436253586e-23,4.668370748838955e-09,2.0635149926054128e-13,1e-05,1e-05
2100,4.1140982802438436e-11,5e-06,9.759452623195984e-10,8.367222811496706e-10,4.516079460635166e-23,4.752841469359433e-09,2.2102115134108606e-13,1e-05,1e-05
2200,4.124366358801912e-11,5e-06,9.750878296048778e-10,8.830262581132027e-10,4.5350557037725903e-23,5.081288440297082e-09,2.2049252558089026e-13,1e-05,1e-05
2300,4.1439809539253027e-11,5e-06,9.746647301714506e-10,9.187744324887563e-10,4.517174012774255e-23,5.5161938837970565e-09,2.3821488596377166e-13,1e-05,1e-05
2400,4.1315342245888955e-11,5e-06,9.750180669893046e-10,1.008167646722107e-09,4.5331214350966295e-23,6.05295124977545e-09,2.447803723990589e-13,1e-05,1e-05
2500,4.1149147639699965e-11,5e-06,9.701038222514676e-10,1.0103839429785425e-09,4.4957018314423183e-23,6.7507166477988345e-09,2.473980442147359e-13,1e-05,1e-05
2600,4.133526072948819e-11,5e-06,9.740649304954573e-10,1.099375763612754e-09,4.484640189916244e-23,7.316550030091108e-09,2.685244411929545e-13,1e-05,1e-05
2700,4.132344823154701e-11,5e-06,9.735815334502967e-10,1.1359573589164723e-09,4.528037129206157e-23,7.618191433563117e-09,2.7405333511645113e-13,1e-05,1e-05
2800,4.1177410856703346e-11,5e-06,9.663913522706832e-10,1.1413042878012206e-09,4.494687155143354e-23,8.298085757941089e-09,2.7589455470185313e-13,1e-05,1e-05
2900,4.134985412644205e-11,5e-06,9.756467512045287e-10,1.1808313487315375e-09,4.5356409165303306e-23,8.945355903981221e-09,2.9377330523462844e-13,1e-05,1e-05
3000,4.128942802511023e-11,5e-06,9.675375711010027e-10,1.2391212503481576e-09,4.5342681135866156e-23,8.877586529072577e-09,3.028180242537315e-13,1e-05,1e-05
3100,4.122317140343805e-11,5e-06,9.766645115773625e-10,1.2638572365110627e-09,4.4772876689443595e-23,9.38944949591504e-09,3.124764959107826e-13,1e-05,1e-05
3200,4.138033700528737e-11,5e-06,9.77734327885931e-10,1.2928099870623536e-09,4.506823173141699e-23,1.0500324562459586e-08,3.153376507815155e-13,1e-05,1e-05
3300,4.133063701096253e-11,5e-06,9.672311609419515e-10,1.3471145737691699e-09,4.4821346603532297e-23,1.0882431787039957e-08,3.25381103005442e-13,1e-05,1e-05
3400,4.1072676266921736e-11,5e-06,9.705969052580228e-10,1.3750630793630878e-09,4.5333538102775426e-23,1.1109903187874289e-08,3.4347276458148175e-13,1e-05,1e-05
3500,4.099204770124082e-11,5e-06,9.669822092214744e-10,1.42835744377564e-09,4.482569577539196e-23,1.20156822479196e-08,3.493614894103371e-13,1e-05,1e-05
3600,4.1442594144708436e-11,5e-06,9.750134642259398e-10,1.4821487844825195e-09,4.478874130479036e-23,1.2473983590617176e-08,3.5443286199178336e-13,1e-05,1e-05
3700,4.143120325479449e-11,5e-06,9.717496723194559e-10,1.5300063693190537e-09,4.5074476407076924e-23,1.286999613206739e-08,3.7289754561714996e-13,1e-05,1e-05
3800,4.146882604600684e-11,5e-06,9.662512100820024e-10,1.5459708778888494e-09,4.492841674843546e-23,1.367571654721176e-08,3.7445405243353123e-13,1e-05,1e-05
3900,4.1471628972740176e-11,5e-06,9.767335673273478e-10,1.6203549336243046e-09,4.5209670709274113e-23,1.3875998341587325e-08,3.9198602532521194e-13,1e-05,1e-05
4000,4.146492187709627e-11,5e-06,9.65031533667587e-10,1.641076877604438e-09,4.503868656345225e-23,1.4956296546782485e-08,3.9993020123234695e-13,1e-05,1e-05
4100,4.1101208806743195e-11,5e-06,9.773022413975835e-10,1.7127124338335723e-09,4.5351795843963207e-23,1.5120061028792604e-08,4.1068679912168354e-13,1e-05,1e-05
4200,4.1414428220994354e-11,5e-06,9.722163170763604e-10,1.7605055353926178e-09,4.5277726060753523e-23,1.6214260087015436e-08,4.106331791226499e-13,1e-05,1e-05
4300,4.1137479792024834e-11,5e-06,9.652955013454928e-10,1.7550609298871005e-09,4.53704544556948e-23,1.6819297636598645e-08,4.251225775938225e-13,1e-05,1e-05
4400,4.143258953033348e-11,5e-06,9.7203265257328e-10,1.8385170903383444e-09,4.48338141045618e-23,1.696562608268598e-08,4.359685825966458e-13,1e-05,1e-05
4500,4.146668665917931e-11,5e-06,9.656446551566413e-10,1.8437074234861328e-09,4.5089836131577084e-23,1.7611744457575758e-08,4.3947422910749656e-13,1e-05,1e-05
4600,4.136153887293345e-11,5e-06,9.6848732478458e-10,1.9052525745231335e-09,4.5075227306232876e-23,1.8275982641593442e-08,4.569520818516692e-13,1e-05,1e-05
4700,4.0953362800802973e-11,5e-06,9.652217189602988e-10,1.9230062637435207e-09,4.527979453694061e-23,1.874288802485098e-08,4.618548198384291e-13,1e-05,1e-05
4800,4.0994766240827054e-11,5e-06,9.756459925186158e-10,1.985685071542906e-09,4.499536666702022e-23,1.9958380658611727e-08,4.761366263264179e-13,1e-05,1e-05
4900,4.096772938570187e-11,5e-06,9.740705417689847e-10,2.0188681980340207e-09,4.5234549346990533e-23,2.021280210912726e-08,4.866773053884085e-13,1e-05,1e-05
5000,4.149784391527077e-11,5e-06,9.68692060529083e-10,2.0399673190196905e-09,4.512838169824976e-23,2.0866895572265816e-08,4.942318774559563e-13,1e-05,1e-05
