milliseconds,species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017
3000,4.0986851328061805e-11,5e-06,9.744285270556254e-10,1.2519216306876032e-09,4.485458349809332e-23,9.0539814463176e-09,2.983380210534261e-13,1e-05,1e-05
3100,4.14795653787882e-11,5e-06,9.729853730933511e-10,1.2575108778907946e-09,4.517658515437299e-23,9.58324726649562e-09,3.152894732600083e-13,1e-05,1e-05
3200,4.103472436759091e-11,5e-06,9.676694750447534e-10,1.3189678408905064e-09,4.51581476651666e-23,1.0169389967564073e-08,3.1978389361676763e-13,1e-05,1e-05
3300,4.10046137380532e-11,5e-06,9.762159113339368e-10,1.3672213453105266e-09,4.4938615601820355e-23,1.1054691997050667e-08,3.2878961495707774e-13,1e-05,1e-05
3400,4.1509454781398313e-11,5e-06,9.741000312885477e-10,1.3953423253611e-09,4.5107390529864716e-23,1.1315203660660552e-08,3.47587512023256e-13,1e-05,1e-05
3500,4.1241240641180634e-11,5e-06,9.646536866827548e-10,1.4153785365057046e-09,4.484579916284968e-23,1.2122126810654114e-08,3.4546326106262373e-13,1e-05,1e-05
3600,4.099632171007804e-11,5e-06,9.75086173780152e-10,1.4905504909927345e-09,4.530729566417769e-23,1.2435094343007721e-08,3.549503893110195e-13,1e-05,1e-05
3700,4.1022338948450276e-11,5e-06,9.697252163783377e-10,1.5042746145702795e-09,4.4989399971407014e-23,1.320546908292773e-08,3.7578837676430494e-13,1e-05,1e-05
3800,4.09999383347586e-11,5e-06,9.736332276815523e-10,1.5608082552343218e-09,4.526125238352347e-23,1.3263199254042447e-08,3.82847645274303e-13,1e-05,1e-05
3900,4.1406014214019014e-11,5e-06,9.762283542453522e-10,1.6023526093122241e-09,4.5335844129640316e-23,1.4081605465722438e-08,3.8669625590729466e-13,1e-05,1e-05
4000,4.0952593916660186e-11,5e-06,9.748844909964792e-10,1.66785326377756e-09,4.508616770696753e-23,1.4735645575206166e-08,4.032689138506575e-13,1e-05,1e-05
4100,4.1056780908925884e-11,5e-06,9.738246372512e-10,1.669558255058482e-09,4.5222343059754624e-23,1.5128015784460413e-08,4.089829064378935e-13,1e-05,1e-05
4200,4.1084886102761467e-11,5e-06,9.709220178692112e-10,1.737558565680284e-09,4.52920802175325e-23,1.6187840892755013e-08,4.1702048236903007e-13,1e-05,1e-05
4300,4.130652173828706e-11,5e-06,9.660330966184468e-10,1.7788593778110736e-09,4.502884155957056e-23,1.6522942478041513e-08,4.309582882895429e-13,1e-05,1e-05
4400,4.105779247611401e-11,5e-06,9.664646355447655e-10,1.8384478349241018e-09,4.520519756418091e-23,1.7145997084432455e-08,4.3622870696731227e-13,1e-05,1e-05
4500,4.126226522697791e-11,5e-06,9.74145841223576e-10,1.8536107636966766e-09,4.5257894777060807e-23,1.7984511514153682e-08,4.48106216899844e-13,1e-05,1e-05
4600,4.103686280394121e-11,5e-06,9.76410478519062e-10,1.8892998185405177e-09,4.536103894805395e-23,1.8605011137523707e-08,4.627416355566273e-13,1e-05,1e-05
4700,4.1237833069753777e-11,5e-06,9.778412503546417e-10,1.943570542099811e-09,4.5282717273309026e-23,1.8990895236571555e-08,4.724268743516486e-13,1e-05,1e-05
4800,4.135108657043667e-11,5e-06,9.749394144299273e-10,1.9535788714363763e-09,4.538428354418854e-23,1.9533157288505282e-08,4.805257580883217e-13,1e-05,1e-05
4900,4.131785229439823e-11,5e-06,9.736919830120617e-10,1.997124763977777e-09,4.516166118731554e-23,2.0077027107806046e-08,4.826147852941871e-13,1e-05,1e-05
5000,4.0997160972039424e-11,5e-06,9.695455533077777e-10,2.066797370439661e-09,4.516332762666485e-23,2.0733570463057084e-08,4.993496203636712e-13,1e-05,1e-05
