milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
1000,0.0003333135425102106,0.0003333123544112625,0.00033331333013855263,8.0665245793925e-14,-4.093050276941511e-14,6.292075442440338e-12,-3.521431068312878e-18,2.372382699990387e-11,-8.953743946607651e-14,1.4583644622234082e-11,2.223377103997709e-14,2.7189140938744817e-40,2.2694221009578543e-40,-5.329654311946838e-41,0.0,0.0,1.0571984167786857e-05,-1.1131378247027909e-05,-3.156919791445984e-09,3.8293292435801866e-09,-3.243410351053425e-09,4.580945529408624e-09,4.408453579119539e-11,3.1963680396085084e-09,2.3192455471010083e-41,0.0,3.2348356241912815e-31,0.0,5.924196808569742e-46,6.64329475984805e-06,2.5250860108402245e-08,-2.201849475682541e-33,-1.651401257731178e-39,4.976520010515138e-50,6.644920012653882e-06,2.3160638595172133e-08,-4.185757496707154e-41,-8.611642972520834e-52,6.646982391608808e-06,1.9525299279736704e-08,-3.0729749288715906e-09,4.529571044787446e-39,7.755460628073678e-50,-5.046749624914026e-41,1.01610289084085e-51
1100,0.00033330732225435864,0.0003333112782723714,0.0003333057474578098,1.5953453883625522e-13,2.900810975815222e-14,2.620087289622027e-11,1.2312760998118596e-17,4.795729054145506e-11,1.2323232291661812e-13,5.595262578332733e-12,1.784111535462391e-14,2.0760539141828044e-40,3.458383399549054e-40,1.024159842282592e-40,0.0,0.0,1.0740956948192846e-05,-1.0246944931344776e-05,-5.031394221550926e-09,4.746325225748592e-09,-5.5359014396093285e-09,5.273395536694744e-09,3.799410794949969e-11,3.2897392883011143e-09,-6.075917508462591e-42,0.0,-2.474968514082595e-31,0.0,2.6319953578313907e-46,6.64432061514832e-06,2.595741259291528e-08,1.0770037161869343e-33,4.485632977651003e-39,-1.3294627801367632e-49,6.639043200851126e-06,2.3937830153527055e-08,2.4998119947003163e-41,1.2292574565216376e-51,6.644245737436968e-06,2.5275240319681385e-08,-3.4754864711156116e-09,-1.5757312426507892e-40,1.2404478257642726e-49,-3.2321008599107717e-41,1.2388509234076524e-51
1200,0.00033330745515393676,0.0003333047553763878,0.0003333050720876634,-1.1583515825383804e-13,1.665271553055397e-13,5.355453984506063e-11,1.3306002248410355e-18,5.033032804142987e-11,-1.1416383224895729e-14,5.63704625577986e-12,3.725961831779216e-15,5.788533612838147e-40,4.915531477072444e-40,-1.926649168857289e-41,0.0,0.0,1.2291390972834446e-05,-1.083653291049063e-05,-6.064280327888737e-09,6.2410037724489934e-09,-4.668765215841139e-09,6.641933963641302e-09,5.1174319142932436e-11,4.334698413825225e-09,-2.5090249583992646e-41,0.0,-2.619152899608537e-31,0.0,-1.2877370468826242e-45,6.640865159124562e-06,2.613376883337088e-08,2.1339917237631616e-33,3.9603756999906706e-39,-9.466559897203043e-50,6.641265710488198e-06,2.7022452724985023e-08,2.6340991184862653e-42,1.0503515155159556e-51,6.6380433485378675e-06,2.952980376041641e-08,-3.7062920532257602e-09,1.5889864051905524e-39,1.5057242524364837e-49,-1.3964636266356183e-41,1.2016242726390331e-51
1300,0.00033330577247929103,0.0003333020103172675,0.00033330486221279344,-2.3079669502831374e-14,2.056544614687463e-13,5.0903085281413155e-11,-4.714014263861278e-18,4.3103740922642314e-11,-3.732610942792699e-14,7.329104784931636e-12,2.882303255485433e-14,2.9883182352767523e-40,5.706190331896906e-41,9.342477498795272e-41,0.0,0.0,1.3244729247113626e-05,-1.3132580730145516e-05,-7.283715962395493e-09,6.504348234905162e-09,-6.790532454652809e-09,4.880223950645952e-09,8.345648315318732e-11,4.4535947779190244e-09,-1.090520481662412e-41,0.0,3.1641240652945813e-31,0.0,5.89034169079385e-46,6.639793975244386e-06,2.8231058614846574e-08,2.3392433436721765e-33,2.0181521348225918e-39,-3.862059267871848e-50,6.637212862066883e-06,2.832436075043653e-08,-5.103866771259731e-42,1.0971375113589238e-51,6.63950127348474e-06,3.14610135282254e-08,-4.499559880021736e-09,1.9646829584036078e-39,2.669419674393644e-50,3.195088851362968e-41,-8.046285024681926e-52
1400,0.00033330554908571076,0.00033330469795476287,0.0003333032232050502,1.1963285594510634e-13,1.1104834537198281e-13,2.142626868372366e-11,5.097623469827309e-18,1.0192752681138094e-10,2.293740663409887e-13,9.402012779786155e-12,3.952383782750116e-14,-4.570497814297341e-40,2.4320201552478104e-40,-1.6589785292949278e-40,0.0,0.0,1.25497193711718e-05,-1.467964279523475e-05,-7.520915058539778e-09,7.1702814811161865e-09,-7.543096664715274e-09,5.696851698428109e-09,1.1163741021631456e-10,4.772565582477897e-09,-2.277291069582253e-41,0.0,1.4147086214876839e-31,0.0,-1.6935458546435454e-45,6.6374098830636636e-06,2.8695572131580074e-08,-8.384351098965843e-34,3.689839515039429e-39,1.2403702632869934e-49,6.637635727037223e-06,3.3255452672690354e-08,2.6906192921244724e-41,-2.902266748168786e-52,6.632584257222004e-06,2.8987222271239178e-08,-4.7129455955369294e-09,2.6052904648770143e-40,4.557715890545264e-50,4.589190246922173e-41,9.56090995686968e-52
1500,0.0003332968498849678,0.0003332991941578478,0.0003332994408327348,7.480715909262991e-14,2.3573456898580045e-13,5.853704218095806e-11,1.694375479615678e-17,5.82247314335819e-11,4.1976406875699766e-13,4.7894712391280155e-11,4.229937796892093e-14,3.4345278218916513e-40,-4.761598274866161e-40,1.36473444186972e-40,0.0,0.0,1.4712224286994261e-05,-1.6208774617803845e-05,-6.4658536736894075e-09,6.3822058834788655e-09,-7.641689623236948e-09,7.0705597960202574e-09,1.0440392204696623e-10,5.891113766821765e-09,-5.252976861583211e-41,0.0,5.006625687026955e-32,0.0,-8.872691842323811e-46,6.631417811959174e-06,3.6180816793272215e-08,1.3532534552690451e-33,9.702136839499253e-40,-3.7911226441765398e-50,6.632408418850974e-06,3.436267898546428e-08,-2.8507666509468035e-41,-1.2659533968597959e-52,6.631764426727181e-06,3.0138010867447604e-08,-5.0841685259575416e-09,-4.0909096475606075e-39,-1.4359305890868697e-49,-4.762864973317766e-41,-4.788196330119254e-52
1600,0.00033329605212870447,0.0003332951937781367,0.0003332997389312207,7.871396250552848e-15,6.14357339009416e-15,4.556545952855917e-11,-3.3332902175484606e-18,7.8518560872921e-11,3.5295238159491027e-13,4.119569555017573e-11,2.322481411322822e-14,-2.629093558971438e-40,5.857905509635161e-40,1.1620343898013022e-40,0.0,0.0,1.4524908764616227e-05,-1.5877596493339772e-05,-9.159234477155946e-09,7.269413013220611e-09,-8.185924846503304e-09,8.284304195889143e-09,1.4228129419094783e-10,6.275519053028664e-09,4.391468176425464e-41,0.0,3.058280644919676e-31,0.0,7.164824853776187e-46,6.628440732058585e-06,3.808666865881109e-08,1.4980496027962029e-33,3.703584663069907e-39,-6.606644488449684e-50,6.631357325677256e-06,3.243176060073679e-08,2.087709061038985e-41,-6.525264219084508e-52,6.631512287915029e-06,3.818995707324366e-08,-5.70166980044513e-09,5.282272734766185e-39,3.1165779275433784e-50,5.476321331988455e-41,-8.454085106690753e-52
1700,0.00033329591530271535,0.0003332959078937928,0.00033329642314388827,6.53678352675529e-14,1.2208371554305365e-13,5.158444524786302e-11,-5.3133483748710445e-18,9.064982697029715e-11,5.828436463063098e-13,4.767105270522306e-11,2.7249934844060485e-14,2.1730280876381406e-41,-2.924001156891641e-40,1.1077565936114092e-40,0.0,0.0,1.7955561856111766e-05,-1.6972686802470814e-05,-7.754986286543177e-09,7.882299225771889e-09,-9.620702625034221e-09,9.741969168900733e-09,1.4495209133869913e-10,5.64159737734394e-09,1.0165299043771578e-41,0.0,3.080881133435905e-31,0.0,-1.9561253276951212e-45,6.62601675157743e-06,4.048420371134374e-08,6.201569577274834e-34,-4.170416351858522e-39,-4.571871493374343e-50,6.630111473147508e-06,3.577338126828453e-08,1.5943831323470348e-41,-1.0001969953718954e-51,6.628999824357798e-06,3.645104156772346e-08,-6.239120474313382e-09,-5.230882676373544e-39,-6.6617166270555065e-50,-2.4477413272104337e-41,-5.8303539490221224e-52
1800,0.0003332967206776578,0.00033329589751314106,0.0003332909905335469,-8.143967827716435e-15,9.91164359695066e-14,8.979086002108989e-11,-7.556480162495115e-18,1.2162492525560469e-10,1.9732169174270256e-13,1.8448634956378568e-11,2.3518193440102502e-14,-1.3727381967480088e-40,-6.331958818052637e-40,-1.6559162894862138e-40,0.0,0.0,1.781057712994716e-05,-1.9376494395053914e-05,-9.954129644451888e-09,9.110708342983925e-09,-8.946320505686914e-09,9.106808813944252e-09,1.755951170255518e-10,6.949643432468185e-09,4.718797904281538e-41,0.0,-7.521075466747793e-32,0.0,6.486419417273369e-47,6.62638798919191e-06,3.75001509979499e-08,-1.9395133268965253e-33,-5.228744178305974e-39,4.78705853783143e-50,6.623859826765983e-06,3.880866633972237e-08,5.296712389511695e-41,-3.6029198408237227e-53,6.629928494730042e-06,4.0063753744066575e-08,-6.643718460094311e-09,3.711279073781779e-39,9.098168291889117e-50,4.4052747753195096e-41,-4.875051181964536e-52
1900,0.00033329148178227075,0.0003332880432679324,0.00033328952752434486,2.5094088794370116e-13,2.3576650526877236e-13,9.846117982920461e-11,9.45754592104176e-18,1.1904652760880249e-10,3.3556008989535606e-13,6.070163306896211e-11,5.837871797948504e-14,4.965188308205237e-41,-6.436345840947231e-40,-6.760732715572816e-41,0.0,0.0,1.9632509387072038e-05,-1.8537199003051124e-05,-1.0020576465944038e-08,9.757859682277947e-09,-1.0773073892775289e-08,1.0677625196809418e-08,1.3068073671650966e-10,6.845322178613385e-09,2.1738386175436676e-41,0.0,5.355298702994687e-32,0.0,-1.8913813430570872e-45,6.627035678092217e-06,4.134691020167331e-08,2.932129214901272e-34,1.2063123538995457e-39,-9.291128872317337e-50,6.6277809442109305e-06,4.346898393174212e-08,5.225917575753455e-41,1.8938813187477603e-52,6.627699339321471e-06,3.9858803258078915e-08,-7.524131700100253e-09,1.1585400177088407e-39,8.077298224667662e-50,1.5170317777216673e-41,4.291945191466589e-52
2000,0.00033329199520893197,0.00033328622007353434,0.0003332871649841286,1.3485749869321353e-13,1.610757580943448e-13,1.2192269679063284e-10,2.4215746304301552e-17,1.8473893398095225e-10,8.046087653688056e-13,7.509983647591021e-11,5.515534777725263e-14,-2.1740457538715597e-40,-2.1409494107006055e-41,8.276172360634122e-41,0.0,0.0,2.0633618942576896e-05,-1.9191932251498965e-05,-1.1295443685378676e-08,1.2163812977864244e-08,-9.972987799444152e-09,1.1293698449857223e-08,2.1159482152290328e-10,6.95086339731405e-09,1.0654710868995337e-41,0.0,-1.0329473375687588e-31,0.0,8.189939751963238e-46,6.625426263551088e-06,4.476790889966376e-08,1.7070685350074476e-33,1.537744521472703e-39,3.9268254850246525e-50,6.623538898216384e-06,4.274841229277745e-08,-1.4420700641723956e-41,-8.212733395463504e-52,6.6250817549133785e-06,4.2348473995128696e-08,-7.326753577699173e-09,1.84042108240104e-39,1.1520177710620397e-49,4.122030664403265e-41,-5.4995228845023855e-52
2100,0.00033328837230772,0.0003332859831546271,0.0003332882196009388,7.448102710268831e-14,2.1960689042393352e-13,1.086232761904616e-10,4.109297692183821e-17,1.3495771436021692e-10,9.509128956854739e-13,8.992951759691228e-11,7.557459132031648e-14,9.736320914800103e-41,-9.609264918666878e-41,7.716721300388154e-41,0.0,0.0,2.053587822509161e-05,-2.2049714995408452e-05,-1.2859433881780054e-08,1.0888463909474596e-08,-1.1384122373282475e-08,1.0839883171185703e-08,1.8526088077145687e-10,7.4015786538182595e-09,2.8784089771198916e-41,0.0,1.6096828482828546e-31,0.0,1.8420772882583147e-45,6.623274368332456e-06,4.643678042769556e-08,1.938539678933881e-33,-2.2923066327523004e-39,1.3047943599452557e-49,6.6200908330704135e-06,4.4169485193957445e-08,-5.458365688496674e-41,5.453531467652084e-52,6.61783366783047e-06,4.8375308547892085e-08,-7.925483485655707e-09,-9.657620211321898e-40,-6.82761839003266e-50,1.5210809222750745e-41,7.350091811207332e-52
2200,0.0003332815005078544,0.000333287104313496,0.00033328348655588003,2.916196365126237e-13,4.857267987949586e-13,9.843783592225617e-11,2.9916739014232735e-17,2.0925294338610777e-10,4.601089960953535e-13,7.771388212726926e-11,5.767176319503163e-14,4.9644120046854515e-40,6.536631567885751e-40,1.0217447851472257e-40,0.0,0.0,2.0886555040264732e-05,-2.144228054659264e-05,-1.390617532584662e-08,1.332319015524296e-08,-1.2877106079679459e-08,1.2975265179199085e-08,2.399289712157667e-10,7.755427351926046e-09,9.855532999298929e-42,0.0,-6.1422083059111e-33,0.0,6.6796963873674226e-46,6.616166865166939e-06,4.6476831688180946e-08,-1.0793033736609264e-33,4.515548415599199e-40,-9.772470139460858e-50,6.62118810984062e-06,5.095259020387691e-08,-7.992666510956294e-42,-8.231248800120025e-52,6.620937007954761e-06,4.906716406505304e-08,-8.72396912359011e-09,1.7993795420542626e-39,7.976698781874473e-50,-7.759165640235435e-42,6.472461464495904e-52
2300,0.00033328469795468324,0.0003332820575675195,0.00033328092972647835,3.1622135131732977e-13,2.8376558882353506e-13,1.1155114822891697e-10,4.6311126081157834e-17,2.1259561624492257e-10,1.0651589146409137e-12,9.33077751483219e-11,6.155984165050518e-14,2.9541684109975593e-40,1.8309154540145593e-40,1.7892396153119903e-41,0.0,0.0,2.236387762066754e-05,-2.3272089074023368e-05,-1.3611172705739916e-08,1.3952512704966089e-08,-1.2847852618042842e-08,1.3378552879279991e-08,2.029156517026013e-10,8.80383686717077e-09,1.756688365021734e-41,0.0,-9.138776209266737e-32,0.0,-2.4394246990383125e-46,6.617385261174841e-06,5.069880248583574e-08,-1.4638788673574227e-33,4.502515722266034e-39,-7.632456201908088e-50,6.617309032966341e-06,4.844395435217281e-08,-2.719179284995352e-41,-4.5074459240759254e-52,6.6190150201009235e-06,5.206784832594466e-08,-8.593099307516519e-09,4.389857022003667e-39,-1.4028762015362296e-49,-3.780123855558532e-41,-1.1223839876194717e-51
2400,0.00033328014838922564,0.00033328147993005126,0.00033328132064939326,5.265796700594037e-13,5.635524358494136e-13,1.6719313823272994e-10,4.124880283973636e-17,2.716756068293986e-10,8.179416567423034e-13,1.2899220426666544e-10,8.731231408591818e-14,-6.003130009342966e-40,-3.218781710535637e-40,4.5577444466073764e-41,0.0,0.0,2.3929292838790757e-05,-2.483258508373258e-05,-1.5216490523997424e-08,1.315201068882455e-08,-1.4356640201288796e-08,1.3508554435457218e-08,2.3256346115910671e-10,9.369565553153494e-09,1.8264617271782196e-41,0.0,3.2359943747095728e-31,0.0,-1.8468743968184706e-45,6.613869696507216e-06,5.1784669719396286e-08,-2.0003849052521553e-33,3.0633942470173865e-39,1.1875226412828387e-49,6.613226025581568e-06,5.5096259474506506e-08,2.4662312763598895e-41,1.783895092909145e-52,6.613358581145233e-06,5.5079919700143324e-08,-9.870543157472495e-09,3.124195907092908e-39,1.6949561883739362e-50,-3.271428101484714e-41,2.8523484021979357e-52
2500,0.00033328098191111793,0.0003332752760032397,0.00033327549223238697,3.19131273013215e-13,6.218360005410129e-13,1.8011096979924765e-10,3.732534389205972e-17,2.394774389060581e-10,8.669839161938649e-13,1.4287765247955774e-10,1.1049838123403519e-13,-6.2851444275459105e-40,2.941582850648298e-40,2.4425029142570263e-41,0.0,0.0,2.4286463590315896e-05,-2.4172481186865423e-05,-1.6059706679606044e-08,1.5976748712421896e-08,-1.493226021440641e-08,1.5979041236735733e-08,2.9716451454339107e-10,9.386196306152785e-09,1.0239000971619427e-41,0.0,-7.579039933114498e-32,0.0,-6.3446220393014765e-46,6.613227901288062e-06,5.223204660757227e-08,2.053958740921252e-33,3.9751468324819233e-39,-9.043344782910595e-50,6.614023256363642e-06,5.2401312907659775e-08,-5.484370843301824e-42,7.651650441295005e-52,6.612986711063163e-06,5.4909948792565304e-08,-9.329331673378797e-09,-2.28573674398996e-39,-4.536962765510507e-50,4.885053634112596e-41,-5.8852436271435e-52
2600,0.0003332788041487245,0.00033327467880999795,0.0003332776469249092,5.466022660930963e-13,6.663119746557116e-13,1.6057686008169386e-10,5.048332297736807e-17,2.622927368570055e-10,1.2373205978177065e-12,1.0993039869559772e-10,1.0406519079239375e-13,-2.1719448576216776e-40,5.151993013789208e-41,1.4914388666546566e-40,0.0,0.0,2.6781441573745556e-05,-2.680400115294517e-05,-1.5227106475123265e-08,1.6272311950723165e-08,-1.499172664507662e-08,1.7069675290737292e-08,3.317935109511703e-10,9.93433567243261e-09,5.081998926265933e-41,0.0,3.506235399215371e-31,0.0,-1.13029976147145e-46,6.609509115219132e-06,6.074735519649018e-08,1.90303764549377e-33,-4.44546522120817e-39,3.9864908867037787e-50,6.608744853551203e-06,5.636032371939371e-08,3.3718352207471324e-41,4.5436034199509944e-52,6.611745917603296e-06,5.670330345298768e-08,-1.015651001271418e-08,3.339294456063643e-39,-6.363209384469774e-50,2.7523840393970096e-41,3.789030484322522e-52
