miliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
1000,5.420694890650833e-06,7.437024618652884e-11,1.9047326270408776e-10,3.1105461671888645e-11,3.6757564973943023e-09,1.202175862913211e-10,1.2021784874236854e-10,1.2021903636064502e-10,1.2021759464776738e-10,1.2021814228056676e-10,1.2021701986144964e-10,1.2021913673393835e-10,1.2021636912837392e-10,5.517048272602083e-10,2.426700163287831e-10,2.428200073645472e-10,2.1885079381571363e-10,2.1885079565140398e-10,2.1885080485175573e-10,2.1885080699018026e-10,1.0213094964529481e-07,1.6862677505743466e-10,5.2524021295487195e-11,2.1189749593572883e-10,3.754158394831884e-09,1.2278113363715915e-10,1.2278165022832098e-10,1.2278179717302391e-10,1.227816857525709e-10,1.227838556834349e-10,1.2278144039164633e-10,1.2278375537294145e-10,1.227806471663629e-10,2.414820198329762e-11,2.4148207802607672e-11,2.4148199557913923e-11,2.414820479024496e-11,3.253335502449261e-13,1.8085269773443644e-13,4.2843912232711905e-05,1.6546024623915117e-07,1.4941255290662274e-06,7.009433524690563e-06,7.340985589181774e-09,1.3643252165984662e-08,5.025338300697352e-08,4.555810757916305e-07,1.141084349803078e-07,1.0037891878813106e-08,9.386098822072541e-07,1.5101064655769175e-09,7.105506124082669e-06,9.6230671300394e-05,7.586783348428562e-07,1.1793021861340502e-05,2.4319106665170095e-07,8.609791610469254e-07,4.712811523028461e-07
1100,5.4206912734201856e-06,7.436840355300843e-11,1.9047149085930746e-10,3.1104749502214995e-11,3.6757506927738524e-09,1.2021522519990391e-10,1.2021467257682528e-10,1.2021409093433877e-10,1.202161136416471e-10,1.2021371676883203e-10,1.2021536254793803e-10,1.2021515035373555e-10,1.2021597763442615e-10,5.517049108168806e-10,2.4267001607249495e-10,2.4282000724931157e-10,2.188507944521394e-10,2.1885079415801091e-10,2.1885079803308977e-10,2.188507895782745e-10,1.021393448882792e-07,1.686279627624496e-10,5.252624435091126e-11,2.1189903154014194e-10,3.7543198225944536e-09,1.2278599217314747e-10,1.2278432638205093e-10,1.227848850084984e-10,1.2278475691045655e-10,1.2278445068849588e-10,1.2278489408013908e-10,1.227851852947977e-10,1.2278618935454338e-10,2.4148213425024696e-11,2.4148214542548648e-11,2.4148214028370132e-11,2.4148215114561076e-11,3.253338097446205e-13,1.8085274918821023e-13,4.284389659298077e-05,1.6546027157214866e-07,1.4941470158193913e-06,7.009440241729998e-06,7.340902078928757e-09,1.3643275183174271e-08,5.025325030327979e-08,4.555808457020438e-07,1.1410855125289482e-07,1.0037909538009503e-08,9.386098620609932e-07,1.5101071471133233e-09,7.105507542328396e-06,9.623071918618098e-05,7.586783079874008e-07,1.1793021978512064e-05,2.4319110692664434e-07,8.6097914264141e-07,4.712926924737652e-07
1200,5.420684397742045e-06,7.436633655670991e-11,1.9047079275069723e-10,3.1102419004514805e-11,3.675589558938866e-09,1.202121958214625e-10,1.2021395928016996e-10,1.2021185550229393e-10,1.2021360186056365e-10,1.2021230913701562e-10,1.2021157412990544e-10,1.2021236575880168e-10,1.2021239963754908e-10,5.51705212517146e-10,2.4267001604083456e-10,2.428200071410331e-10,2.1885078043559505e-10,2.188507822405108e-10,2.1885077541093417e-10,2.188507877293518e-10,1.0214127724341511e-07,1.6863074442728475e-10,5.252886877880394e-11,2.1190074062628964e-10,3.7543574036847495e-09,1.2278758464399487e-10,1.2278666028263697e-10,1.2278727182974012e-10,1.2278784100366923e-10,1.2278623397568302e-10,1.2278791177308032e-10,1.2278713272228085e-10,1.2278618382863523e-10,2.41482155883567e-11,2.41482255198588e-11,2.4148214460117162e-11,2.414822622286674e-11,3.253340881812974e-13,1.8085282502253706e-13,4.284389409671797e-05,1.654603109339949e-07,1.4941824228275287e-06,7.009441873727045e-06,7.341317162515771e-09,1.3643239869199262e-08,5.0253295758478794e-08,4.5558028793013693e-07,1.1410856984633991e-07,1.0037908366627154e-08,9.386098648913231e-07,1.5101073781315158e-09,7.1055127099665555e-06,9.623081092390588e-05,7.586789299788872e-07,1.179302211940001e-05,2.431910400790551e-07,8.609791554822332e-07,4.7132462243367944e-07
1300,5.420680383765877e-06,7.436454730648343e-11,1.9046798037589107e-10,3.110201997487626e-11,3.6755785580860997e-09,1.202099509351958e-10,1.2021041261207702e-10,1.202087894803254e-10,1.2020927091582428e-10,1.2020902753955844e-10,1.2020974394945068e-10,1.2021082844245496e-10,1.2021041771907622e-10,5.517054655017741e-10,2.4267001603339034e-10,2.4282000715427855e-10,2.1885077751490724e-10,2.1885077466051578e-10,2.188507739984051e-10,2.1885076672470926e-10,1.0214898590135528e-07,1.6863224241718371e-10,5.253016955828779e-11,2.1190178815036413e-10,3.754451323019468e-09,1.2279160455751492e-10,1.2278996127724542e-10,1.2278971988705238e-10,1.2279119157239484e-10,1.2279135043922971e-10,1.2279132903247734e-10,1.2278928689223135e-10,1.2278946230372447e-10,2.4148226770843867e-11,2.4148233237443035e-11,2.4148230148055925e-11,2.4148234012516264e-11,3.253342036097839e-13,1.8085284401329669e-13,4.284386837607763e-05,1.6546036685923984e-07,1.4942565057865238e-06,7.009447448656031e-06,7.341913839776743e-09,1.3643235852737392e-08,5.0253424292437744e-08,4.555788055359482e-07,1.1410828018297589e-07,1.0037910484261317e-08,9.386098507826869e-07,1.5101080110590192e-09,7.105511767613759e-06,9.623085228818202e-05,7.586790943765514e-07,1.1793024512396579e-05,2.4319104754173234e-07,8.609791504621728e-07,4.7134462512752645e-07
1400,5.420672260001317e-06,7.436161599690175e-11,1.904676013550243e-10,3.1099989907521345e-11,3.675447215968766e-09,1.2020856949879757e-10,1.202066071273742e-10,1.2020578143285894e-10,1.2020815239748842e-10,1.2020672552361966e-10,1.202071778419698e-10,1.2020680382446365e-10,1.2020672184548814e-10,5.517054534195396e-10,2.4267001585256975e-10,2.428200070980927e-10,2.1885077105732055e-10,2.1885076283378406e-10,2.1885076375947878e-10,2.1885076417393334e-10,1.0215233573015194e-07,1.6863623025662033e-10,5.253223633649811e-11,2.1190226242195611e-10,3.754552668392449e-09,1.2279316454575062e-10,1.2279146243061596e-10,1.2279319613055948e-10,1.2279365806951083e-10,1.2279245593194079e-10,1.2279149472780837e-10,1.2279336632369298e-10,1.2279346865075672e-10,2.4148243350363676e-11,2.41482287686174e-11,2.4148236482860283e-11,2.4148229794317002e-11,3.25334269265062e-13,1.8085291419048716e-13,4.284386167430338e-05,1.6546038535308012e-07,1.4943254518810438e-06,7.009456368714957e-06,7.34223107610513e-09,1.3643223831064378e-08,5.025340218631665e-08,4.5558030384108915e-07,1.141083469082335e-07,1.0037910801346491e-08,9.386098331338674e-07,1.510108910094507e-09,7.105515757995136e-06,9.623093244650599e-05,7.586790189518616e-07,1.1793031326446019e-05,2.4319108483768865e-07,8.609790482486117e-07,4.713634829696043e-07
1500,5.42067000649958e-06,7.436088399033902e-11,1.9046601356030998e-10,3.1099865817946105e-11,3.6754339899792996e-09,1.202063576149963e-10,1.202043191810858e-10,1.202049669368544e-10,1.2020356581819181e-10,1.202045285646815e-10,1.2020630504779444e-10,1.202051269015346e-10,1.2020491231565458e-10,5.517056921502303e-10,2.4267001565801826e-10,2.4282000692543365e-10,2.1885074869693577e-10,2.1885075486740846e-10,2.1885075242641524e-10,2.1885075933110805e-10,1.0215260696492888e-07,1.6863662540665373e-10,5.253395024541816e-11,2.1190292474964173e-10,3.754618544170692e-09,1.2279583456254575e-10,1.227942317961291e-10,1.2279622870648542e-10,1.2279410723736635e-10,1.2279587826172611e-10,1.2279605697006513e-10,1.2279517989844765e-10,1.2279530976467384e-10,2.4148248915695247e-11,2.414823860077792e-11,2.4148243718570553e-11,2.4148237338764765e-11,3.2533439004379086e-13,1.8085302255665187e-13,4.284385677691737e-05,1.6546038255512762e-07,1.4944035340780102e-06,7.009461568007671e-06,7.342489296140245e-09,1.3643208099798923e-08,5.0253397554007614e-08,4.555830636795247e-07,1.141085379375635e-07,1.0037905741266367e-08,9.3860982931644e-07,1.5101092107027467e-09,7.1055155778090936e-06,9.62310229046178e-05,7.586795937587896e-07,1.1793033407883143e-05,2.4319103124247163e-07,8.609791893558434e-07,4.7137115104155704e-07
1600,5.42066012567209e-06,7.435864457832946e-11,1.904638583269252e-10,3.109841811825927e-11,3.675287745845811e-09,1.2020297017794517e-10,1.20202342490341e-10,1.2020283866864618e-10,1.202028214811645e-10,1.2020315722237406e-10,1.2020382757280919e-10,1.2020162901175078e-10,1.2020091402816502e-10,5.51705726185187e-10,2.426700156363725e-10,2.428200069167307e-10,2.1885075033548283e-10,2.1885074247142887e-10,2.1885075737972464e-10,2.1885075582424655e-10,1.0216204348808611e-07,1.6863927091301761e-10,5.253502329772087e-11,2.1190396752250762e-10,3.75465377434461e-09,1.2279790123480801e-10,1.2279782549287896e-10,1.2279664117170243e-10,1.2279674271034373e-10,1.2279729445211072e-10,1.2279731925765964e-10,1.227963968035286e-10,1.2279703797788899e-10,2.4148248689269127e-11,2.4148251664653575e-11,2.4148249440943527e-11,2.414824792654771e-11,3.253345334218693e-13,1.8085305936467688e-13,4.2843862952078796e-05,1.654604248147709e-07,1.4944867924215264e-06,7.009468750099852e-06,7.342577178065356e-09,1.3643196807647609e-08,5.0253588168232e-08,4.5558173586368313e-07,1.1410845254560757e-07,1.0037909790328192e-08,9.386098153542386e-07,1.5101097215916097e-09,7.105512618439549e-06,9.62310361757693e-05,7.586796438634535e-07,1.179303606112798e-05,2.431910426044709e-07,8.609790368448645e-07,4.7138724432824856e-07
1700,5.420658855836858e-06,7.435534449984289e-11,1.904620619847789e-10,3.1097409598958985e-11,3.6752112450075053e-09,1.2020128522426122e-10,1.202002356908828e-10,1.2020096086917525e-10,1.202003143554342e-10,1.2020142815022198e-10,1.2019923408956564e-10,1.201992281443931e-10,1.2020125373440833e-10,5.517059252935117e-10,2.4267001536949343e-10,2.428200069033862e-10,2.1885073889253938e-10,2.1885074788973524e-10,2.1885074184157005e-10,2.1885074253214548e-10,1.0216395444319501e-07,1.6864320441331456e-10,5.253611102551948e-11,2.1190577906862398e-10,3.754783550037656e-09,1.2279995288064828e-10,1.228003783740143e-10,1.2280035714890988e-10,1.2279993700673352e-10,1.2280112407098725e-10,1.2279890548519327e-10,1.2279868500923712e-10,1.2279919542368316e-10,2.4148258046265437e-11,2.4148256246943334e-11,2.4148263496388905e-11,2.414825483184122e-11,3.253344580192672e-13,1.8085317351735801e-13,4.284382881730272e-05,1.6546044349617689e-07,1.4945657856518403e-06,7.009472430423912e-06,7.342894003099728e-09,1.3643129005009015e-08,5.0253667721793995e-08,4.555846003823884e-07,1.1410865591120207e-07,1.0037911708744447e-08,9.386098064339107e-07,1.510109918956694e-09,7.105518483999324e-06,9.623113583394253e-05,7.586797515808333e-07,1.1793034039228974e-05,2.4319103365536033e-07,8.609790283834793e-07,4.7143146856951394e-07
1800,5.420651481413261e-06,7.435411451904834e-11,1.9045927271507487e-10,3.109653981671485e-11,3.6751956888338167e-09,1.2019830043125644e-10,1.2019805343518535e-10,1.201961013834928e-10,1.2019831004835127e-10,1.2019891173910444e-10,1.201988749107828e-10,1.2019654880953512e-10,1.2019610584194207e-10,5.517062658040466e-10,2.4267001540367093e-10,2.4282000678753013e-10,2.1885072906357061e-10,2.1885074135074152e-10,2.1885073380284581e-10,2.1885073257090513e-10,1.0216577174361256e-07,1.686437635810719e-10,5.253777226822163e-11,2.1190630749468393e-10,3.75479757451691e-09,1.2280265693356192e-10,1.228026443110858e-10,1.2280315489027868e-10,1.2280226311772752e-10,1.2280117137799997e-10,1.2280290308879213e-10,1.2280192423157888e-10,1.228011115570201e-10,2.4148263475566036e-11,2.414826974553649e-11,2.414825733495422e-11,2.4148269090301683e-11,3.25334686883545e-13,1.8085321111052354e-13,4.284383845654811e-05,1.654604916177094e-07,1.494609942415222e-06,7.009476752880643e-06,7.343518734337638e-09,1.3643155540819982e-08,5.02537212440283e-08,4.555853534241536e-07,1.1410892027729995e-07,1.0037918345067383e-08,9.386097895444429e-07,1.5101103087038516e-09,7.105518080264594e-06,9.623113103862089e-05,7.586802544482092e-07,1.1793038022313829e-05,2.431910453840008e-07,8.60979191700154e-07,4.714305994388517e-07
1900,5.4206454175716135e-06,7.435059172825072e-11,1.9045766421463016e-10,3.1094988389407283e-11,3.67513338138875e-09,1.2019362111994464e-10,1.2019332357680732e-10,1.2019543067137992e-10,1.201953599825377e-10,1.201957884889525e-10,1.2019621732310204e-10,1.201941813718887e-10,1.2019358502334652e-10,5.517063846955431e-10,2.4267001538930714e-10,2.428200068034364e-10,2.188507234144908e-10,2.188507268364598e-10,2.188507246260311e-10,2.1885072620561587e-10,1.0217304477437368e-07,1.6864512755722204e-10,5.2540457348244775e-11,2.1190738699541255e-10,3.754914967724242e-09,1.2280429811609037e-10,1.2280608229446514e-10,1.2280469843618145e-10,1.2280408981232968e-10,1.2280431753333802e-10,1.228036875330202e-10,1.2280584222630693e-10,1.2280435509893175e-10,2.4148268829670236e-11,2.4148264980927253e-11,2.414826408764452e-11,2.414826633893338e-11,3.2533477682494846e-13,1.808532081587291e-13,4.2843825907705565e-05,1.65460531738598e-07,1.494694749029305e-06,7.009484025785562e-06,7.3437595650198345e-09,1.3643081224743175e-08,5.025391546612333e-08,4.5558605514556727e-07,1.141089898739686e-07,1.003794036649815e-08,9.386097817110504e-07,1.5101110474078085e-09,7.105516881901539e-06,9.623120094368845e-05,7.586802919255738e-07,1.1793039068122537e-05,2.431910275927859e-07,8.609792733708882e-07,4.714497505269631e-07
2000,5.420644141037105e-06,7.435114843166647e-11,1.9045675584370078e-10,3.1094507876213375e-11,3.6750372072213936e-09,1.2019405287607786e-10,1.2019190759837633e-10,1.201919691552943e-10,1.2019326838208848e-10,1.2019154434912477e-10,1.2019208588416907e-10,1.2019302942451745e-10,1.2019120699116181e-10,5.517063884391447e-10,2.4267001524109173e-10,2.4282000673298057e-10,2.1885072733106282e-10,2.1885072055500332e-10,2.1885072083897143e-10,2.1885072140575755e-10,1.0217579590732594e-07,1.686483035823965e-10,5.254307371363313e-11,2.1190872792047823e-10,3.754950899024275e-09,1.2280828040837315e-10,1.228077795621674e-10,1.228066042420063e-10,1.228072547269662e-10,1.2280829824597826e-10,1.2280610322834082e-10,1.2280915235974836e-10,1.228061813721653e-10,2.414826705038e-11,2.4148273898384207e-11,2.41482673355899e-11,2.4148273131962385e-11,3.253349074616383e-13,1.8085319642680087e-13,4.284383724246385e-05,1.6546055915925897e-07,1.494737644623172e-06,7.009492619652874e-06,7.343989456073514e-09,1.3643053815859224e-08,5.025399516114351e-08,4.5558744534941937e-07,1.1410916086639164e-07,1.0037960348076946e-08,9.386097712979268e-07,1.510111449209509e-09,7.105522809965007e-06,9.623130955970473e-05,7.586807891460292e-07,1.1793040826657902e-05,2.4319103966284304e-07,8.609794110319443e-07,4.71486208698306e-07
2100,5.420638834479157e-06,7.434871688991739e-11,1.9045522813026752e-10,3.109244324914087e-11,3.674969041902392e-09,1.2018989289045372e-10,1.2018874081546696e-10,1.2019044531310375e-10,1.2019167943647234e-10,1.2019038594896324e-10,1.2019020907907662e-10,1.201898848001517e-10,1.201893011430478e-10,5.517067741594412e-10,2.426700150595586e-10,2.42820006639712e-10,2.188507181805497e-10,2.1885072593933914e-10,2.1885072521609569e-10,2.1885071477963221e-10,1.0218017879440056e-07,1.6865089353633789e-10,5.2543958477090995e-11,2.1191079808052081e-10,3.755018327956826e-09,1.2281118606044236e-10,1.2281012022063342e-10,1.2281140757664165e-10,1.2281092190557593e-10,1.228087015092294e-10,1.2281033769221598e-10,1.2280918252505072e-10,1.2281058179633374e-10,2.4148277458434103e-11,2.4148283597756857e-11,2.4148282748958484e-11,2.41482827842397e-11,3.2533486359254536e-13,1.8085325206073644e-13,4.284384318853359e-05,1.6546058226958872e-07,1.4947950765407772e-06,7.009493023116784e-06,7.344383420391384e-09,1.3642984505790867e-08,5.0254122067386e-08,4.555906749977756e-07,1.1410913086124738e-07,1.0037957961201479e-08,9.386097533268183e-07,1.5101120657401412e-09,7.105524516508483e-06,9.623137887325401e-05,7.586806863626914e-07,1.1793047161109982e-05,2.431910970451525e-07,8.609794353571232e-07,4.714999613193077e-07
2200,5.420632833461957e-06,7.434606906527491e-11,1.9045269163788458e-10,3.10911157473768e-11,3.674886128328689e-09,1.20187335014081e-10,1.2018920006019032e-10,1.2018672209947093e-10,1.2018734046573788e-10,1.201886501323547e-10,1.2018822856659707e-10,1.201865700620034e-10,1.2018814919938218e-10,5.517068108996959e-10,2.426700151810769e-10,2.4282000668992825e-10,2.1885071422347792e-10,2.1885072509226794e-10,2.1885072107228509e-10,2.1885071288823507e-10,1.021861684258284e-07,1.6865227996720596e-10,5.254652355184179e-11,2.1191052098767488e-10,3.755171000540226e-09,1.2281363884421565e-10,1.2281123394354988e-10,1.2281346808400937e-10,1.228128174046944e-10,1.2281082695152166e-10,1.22810937061999e-10,1.228109848964233e-10,1.2281344963659115e-10,2.4148286422075888e-11,2.4148279294170313e-11,2.4148285896850265e-11,2.4148283378689178e-11,3.253348496823341e-13,1.8085334891281616e-13,4.2843831137342994e-05,1.6546060393394527e-07,1.4948019377999093e-06,7.009498559608795e-06,7.344601680841575e-09,1.3642932156181728e-08,5.0254263673005015e-08,4.5559228733221294e-07,1.1410914973606879e-07,1.0037978410309963e-08,9.386097475125802e-07,1.5101125718361132e-09,7.105528139541833e-06,9.623143557774357e-05,7.586810062850271e-07,1.1793050801198511e-05,2.431910500575364e-07,8.609795381359931e-07,4.715098164778826e-07
2300,5.420629498201638e-06,7.43441938278114e-11,1.9045169675454366e-10,3.1090079313392393e-11,3.6747574175351e-09,1.201856513785984e-10,1.201860895698313e-10,1.2018448887549667e-10,1.2018561198445978e-10,1.2018585726886625e-10,1.201854207663841e-10,1.2018540652185266e-10,1.2018510885592397e-10,5.517068663085354e-10,2.4267001509525545e-10,2.428200066752813e-10,2.1885071558938591e-10,2.1885071760398037e-10,2.1885072246047003e-10,2.1885071488571986e-10,1.0219051705527904e-07,1.686534772102069e-10,5.2546891972437164e-11,2.1191292438017767e-10,3.755171077153108e-09,1.2281523016068748e-10,1.2281553520402442e-10,1.2281436894482625e-10,1.2281582610326769e-10,1.228141840390306e-10,1.228150393903742e-10,1.2281584769311103e-10,1.228163146470271e-10,2.4148282851271613e-11,2.414827993474749e-11,2.414827527154918e-11,2.4148277041503864e-11,3.25334827202266e-13,1.8085328038268347e-13,4.28438234489668e-05,1.654606383015989e-07,1.4949010057233587e-06,7.009508758290295e-06,7.344834780413711e-09,1.3642897062016007e-08,5.025431836919165e-08,4.555934772345852e-07,1.1410966406494046e-07,1.003799538878609e-08,9.386097403664621e-07,1.5101128876295706e-09,7.105526344984239e-06,9.623142997041303e-05,7.586812387540915e-07,1.1793053068281949e-05,2.431911172584755e-07,8.609796235977432e-07,4.715305115198892e-07
2400,5.420625169923301e-06,7.434185476925954e-11,1.9045075570393686e-10,3.108935094604692e-11,3.674724628679441e-09,1.201845763539626e-10,1.2018367342203503e-10,1.2018166880639087e-10,1.201817634151152e-10,1.2018286536808548e-10,1.2018418994948407e-10,1.2018432191164847e-10,1.2018140447778674e-10,5.51706898899491e-10,2.4267001499306933e-10,2.4282000672026727e-10,2.1885071340695825e-10,2.1885071581937363e-10,2.1885072363589283e-10,2.188507209455935e-10,1.0219422158836027e-07,1.6865699665465133e-10,5.2548306316408204e-11,2.1191314829145513e-10,3.75522697286485e-09,1.2281773089709742e-10,1.2281627213174295e-10,1.228174560605573e-10,1.2281744012780263e-10,1.228163348021101e-10,1.228164674346068e-10,1.228169795422815e-10,1.228181250752141e-10,2.4148283717186774e-11,2.414828144904508e-11,2.4148289970204095e-11,2.4148286615409107e-11,3.25334802779454e-13,1.808532799039808e-13,4.2843843199243266e-05,1.6546067187893623e-07,1.4949115932150779e-06,7.009509069066668e-06,7.345018698439321e-09,1.3642841945961173e-08,5.025433657319663e-08,4.555942803511132e-07,1.141098648554089e-07,1.0038021059383634e-08,9.386097275935368e-07,1.5101130970267274e-09,7.10553080618383e-06,9.623148494947367e-05,7.586817676545516e-07,1.1793058519745797e-05,2.4319108202221217e-07,8.6097950405372e-07,4.7155991828862424e-07
2500,5.420624468682376e-06,7.433913096580229e-11,1.9044803561009485e-10,3.108798617208667e-11,3.6746524955078496e-09,1.2018125031827873e-10,1.201793759030008e-10,1.2017929043455492e-10,1.2017968730224637e-10,1.2018101988533704e-10,1.2018218096926456e-10,1.201795488164308e-10,1.20180906328526e-10,5.517067088026029e-10,2.426700150286792e-10,2.428200067031277e-10,2.1885070792585974e-10,2.1885070803258352e-10,2.1885070980814475e-10,2.1885070863348631e-10,1.0219830344269636e-07,1.6865816558717295e-10,5.254961639766369e-11,2.119136656869357e-10,3.755386357649429e-09,1.2281993558026665e-10,1.2282052445445586e-10,1.228199706537693e-10,1.2282025656592912e-10,1.2282092036231629e-10,1.228177902759656e-10,1.2282049341301628e-10,1.2281983938961128e-10,2.414828890603501e-11,2.4148289198260035e-11,2.4148277058283614e-11,2.414828400937705e-11,3.2533498946484157e-13,1.8085334898859482e-13,4.284384312859864e-05,1.6546070901058956e-07,1.4950344782340344e-06,7.009518867911753e-06,7.345388435388204e-09,1.364278611437041e-08,5.0254654491469174e-08,4.555986527289059e-07,1.1411007345883736e-07,1.0038025802228494e-08,9.386097156866358e-07,1.510113599502836e-09,7.105531415943911e-06,9.623160015742801e-05,7.58681914780125e-07,1.1793061813841113e-05,2.4319110734886935e-07,8.609798560596705e-07,4.7157442182909933e-07
2600,5.420620644821625e-06,7.433756582242668e-11,1.9044695602792386e-10,3.108720983896292e-11,3.6745817392697416e-09,1.201796612228025e-10,1.201783787708582e-10,1.2017878921376233e-10,1.2017690712564555e-10,1.2017913675305707e-10,1.201774333424121e-10,1.201793294989412e-10,1.2017901220344062e-10,5.517067681193286e-10,2.426700150859951e-10,2.4282000666397055e-10,2.188507197612023e-10,2.188507085762327e-10,2.1885071523051097e-10,2.1885071336381967e-10,1.0219914170539906e-07,1.6865990508230866e-10,5.255270213228592e-11,2.1191469856710082e-10,3.7553919702093115e-09,1.2282184171286797e-10,1.2282156485338052e-10,1.2282174526013102e-10,1.2282272323491216e-10,1.2282173731244893e-10,1.2282042183698963e-10,1.228217149746642e-10,1.2282310623822775e-10,2.4148277048389438e-11,2.414828164983397e-11,2.4148281041010876e-11,2.414828617258661e-11,3.253348215365152e-13,1.8085328290179384e-13,4.284386974745196e-05,1.6546070917304868e-07,1.4950483210950713e-06,7.009517686021449e-06,7.3459085188425886e-09,1.3642705978771044e-08,5.025481336644036e-08,4.5559990119668596e-07,1.1411006194374271e-07,1.0038047901468574e-08,9.386097153422183e-07,1.5101138077231094e-09,7.1055372419830375e-06,9.623165707900685e-05,7.586818671538002e-07,1.1793062592293054e-05,2.431911746623041e-07,8.609798462038004e-07,4.7157911580956176e-07
2700,5.420613404589768e-06,7.43369946680903e-11,1.904449399393176e-10,3.1086610035747057e-11,3.6745320467629784e-09,1.2017654329603317e-10,1.2017722264594514e-10,1.2017713002207807e-10,1.2017536118421074e-10,1.2017742157063034e-10,1.2017771410883288e-10,1.20174614578609e-10,1.2017568813031466e-10,5.517065583873998e-10,2.426700150861153e-10,2.428200067147056e-10,2.1885071734117899e-10,2.188507213003978e-10,2.1885071216144091e-10,2.188507193207744e-10,1.0220293440592207e-07,1.6866157890156168e-10,5.255243477335022e-11,2.119169370556685e-10,3.755445768580199e-09,1.2282266807514177e-10,1.2282532775619688e-10,1.2282511792120189e-10,1.2282458449801909e-10,1.228222205096733e-10,1.228249107950726e-10,1.2282239021317912e-10,1.2282380440201561e-10,2.414827386358224e-11,2.4148279623018033e-11,2.414828539228621e-11,2.4148285925281258e-11,3.253347811912579e-13,1.8085324728084307e-13,4.284386253148293e-05,1.6546075412752127e-07,1.4950874937856365e-06,7.009521712087747e-06,7.346069449675181e-09,1.3642624986940328e-08,5.02548048480509e-08,4.556042610118263e-07,1.1411036864586009e-07,1.0038061039650191e-08,9.386096968117661e-07,1.51011407773541e-09,7.1055359698913e-06,9.623166156806539e-05,7.586824370312599e-07,1.179306912800405e-05,2.4319116370760903e-07,8.609799275309967e-07,4.7160384196327046e-07
2800,5.420614613247462e-06,7.433286186039735e-11,1.9044433852691123e-10,3.1085240123945937e-11,3.6744289137528767e-09,1.201739338821622e-10,1.201750836560362e-10,1.201735382655751e-10,1.2017516579962894e-10,1.2017410820927618e-10,1.201741718724283e-10,1.201751144710408e-10,1.2017260567218168e-10,5.517066643613927e-10,2.426700150653846e-10,2.4282000672985895e-10,2.188507204330609e-10,2.1885073068497174e-10,2.1885072427545125e-10,2.188507185152292e-10,1.022063852479829e-07,1.6866520152003523e-10,5.2555004532318404e-11,2.1191749971387449e-10,3.755507931789366e-09,1.228270543022112e-10,1.228254153169371e-10,1.228254913922185e-10,1.228261699845106e-10,1.2282708727232692e-10,1.2282476852302458e-10,1.2282518676480768e-10,1.228250163502632e-10,2.4148273693442016e-11,2.4148274041965988e-11,2.4148275536105298e-11,2.414826782399252e-11,3.2533489402784937e-13,1.8085326191082892e-13,4.2843873700599204e-05,1.654607590559727e-07,1.4951410612129831e-06,7.009530680127563e-06,7.346316973729999e-09,1.3642597760987396e-08,5.02551184116942e-08,4.5560419100231223e-07,1.1411057764993547e-07,1.0038103104124301e-08,9.386096851221175e-07,1.51011464722886e-09,7.1055444591020755e-06,9.623172457613644e-05,7.586824729282138e-07,1.1793070688123685e-05,2.431912412201114e-07,8.609803514765502e-07,4.7163248864707745e-07
