miliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
1000,5.4206967899643535e-06,7.437157710797404e-11,1.9047407456244004e-10,3.110572356805312e-11,3.6757693764154266e-09,1.202167134675796e-10,1.2021901549105787e-10,1.2021937706084769e-10,1.2021625468905122e-10,1.202178122458347e-10,1.2021634632054474e-10,1.2021850267713189e-10,1.2021799556691372e-10,5.51704655313139e-10,2.426700161907281e-10,2.4282000732729325e-10,2.188508051895056e-10,2.188507984088647e-10,2.1885079883697343e-10,2.18850802791465e-10,1.0213100625270557e-07,1.6862624006690494e-10,5.252586732899028e-11,2.1189767761714832e-10,3.75417584267128e-09,1.227814991128539e-10,1.2278342312749147e-10,1.2278223190718184e-10,1.2278162924064847e-10,1.2278156421657448e-10,1.2278376514055818e-10,1.2278194608271184e-10,1.2278116645729613e-10,2.4148196667783617e-11,2.4148204394326474e-11,2.4148208151377853e-11,2.4148193617803524e-11,3.2533367384008885e-13,1.808525966285965e-13,4.28438987390756e-05,1.654602545899015e-07,1.4940962948754699e-06,7.0094288585341284e-06,7.340912710288631e-09,1.3643249845478349e-08,5.025345693536297e-08,4.555792447572075e-07,1.141085573338796e-07,1.0037909108444671e-08,9.386098779075325e-07,1.5101062948293657e-09,7.105511653913648e-06,9.623071033815464e-05,7.586782845075177e-07,1.1793020815711744e-05,2.431910645698501e-07,8.609791523857021e-07,4.7128678639440207e-07
1100,5.4206900592895185e-06,7.436802619852752e-11,1.9047179641163733e-10,3.1103940637337054e-11,3.675708232906154e-09,1.2021428058521605e-10,1.2021503372552864e-10,1.2021453980532188e-10,1.2021411907245482e-10,1.2021527553462608e-10,1.202165846579126e-10,1.2021661463009498e-10,1.2021396178363053e-10,5.517049877787613e-10,2.426700162361456e-10,2.4282000729379543e-10,2.1885079603055444e-10,2.188507853668157e-10,2.188507958206236e-10,2.1885078569490482e-10,1.021354829207812e-07,1.6862887452868675e-10,5.2527787359254926e-11,2.118984490645448e-10,3.754297192153046e-09,1.227846778880655e-10,1.227863315824849e-10,1.2278652933744156e-10,1.227854027552134e-10,1.227846350929941e-10,1.227863785078379e-10,1.2278390789674325e-10,1.2278621451594718e-10,2.4148212537481005e-11,2.414821184213568e-11,2.414821676268416e-11,2.4148217800762874e-11,3.253339680159682e-13,1.808527184880709e-13,4.284389653560736e-05,1.6546028263168617e-07,1.4941545751356941e-06,7.009436087543793e-06,7.340899075667648e-09,1.3643298002449648e-08,5.025343234155084e-08,4.555784081237036e-07,1.1410840751305388e-07,1.0037903273109893e-08,9.386098632460799e-07,1.5101069621126668e-09,7.105510262232195e-06,9.623073430271864e-05,7.586784414653952e-07,1.1793025012590107e-05,2.4319108561244523e-07,8.609792187651831e-07,4.713059084960173e-07
1200,5.42068285279896e-06,7.436754726213614e-11,1.90471284522838e-10,3.110330056379506e-11,3.6756489934794696e-09,1.2021409099093214e-10,1.2021111717257623e-10,1.202116843989415e-10,1.2021125109405904e-10,1.202139183277194e-10,1.2021254439851038e-10,1.2021116536871634e-10,1.2021374399129977e-10,5.517051198184942e-10,2.426700159627717e-10,2.4282000722209847e-10,2.1885077636907887e-10,2.1885077973953004e-10,2.1885078708688056e-10,2.1885078398485684e-10,1.021445227438008e-07,1.6863060741536485e-10,5.252767910521221e-11,2.119005872197822e-10,3.754336967045803e-09,1.227869278744718e-10,1.227861811160186e-10,1.2278666448138384e-10,1.227881490550438e-10,1.227886289933382e-10,1.2278908085876204e-10,1.2278786390863904e-10,1.2278805850444103e-10,2.4148222703170322e-11,2.4148220260726662e-11,2.4148215812574573e-11,2.414822546352348e-11,3.253338208351472e-13,1.8085277832138022e-13,4.284388466922783e-05,1.6546030720538043e-07,1.4942154186276025e-06,7.009445670594523e-06,7.341250712241272e-09,1.3643251495966147e-08,5.025328778852625e-08,4.555782034960328e-07,1.1410835059104607e-07,1.0037891513854899e-08,9.386098511730018e-07,1.5101073119301657e-09,7.105513367874599e-06,9.623083998081932e-05,7.586787685628528e-07,1.1793023965671375e-05,2.43191073208307e-07,8.609790566706913e-07,4.7131394206318893e-07
1300,5.420680353553065e-06,7.436586016060347e-11,1.904695047001107e-10,3.1101390911010866e-11,3.67551250921662e-09,1.2020973501696576e-10,1.2020990568135126e-10,1.202091380223774e-10,1.2020944749815013e-10,1.202101368337349e-10,1.2020831795869354e-10,1.2020884725855255e-10,1.202098841237922e-10,5.517052984371655e-10,2.4267001603287925e-10,2.4282000717252357e-10,2.188507662949529e-10,2.1885076810751823e-10,2.1885077332472205e-10,2.1885077196491085e-10,1.0214626426098058e-07,1.686336997385495e-10,5.253025567508326e-11,2.1190080276047028e-10,3.754426855794763e-09,1.2278920524297598e-10,1.2278926722901673e-10,1.2279131091712264e-10,1.2278872901542188e-10,1.227899083505798e-10,1.2279053435435162e-10,1.2278996632205395e-10,1.2278876036019234e-10,2.414822899023468e-11,2.4148231120495925e-11,2.414823448428268e-11,2.4148231845066847e-11,3.2533418766574993e-13,1.808528314279579e-13,4.2843857139364324e-05,1.6546036569174256e-07,1.4943187603734355e-06,7.0094486003020844e-06,7.341733374818893e-09,1.3643226887326936e-08,5.025338394422031e-08,4.555793602080916e-07,1.1410853282256316e-07,1.0037903414681309e-08,9.386098451042972e-07,1.5101079709388942e-09,7.105513098675952e-06,9.623085895710108e-05,7.586790446013652e-07,1.1793027167626132e-05,2.431910749498607e-07,8.609791687741031e-07,4.713303438482586e-07
1400,5.4206753309006295e-06,7.436290931477148e-11,1.9046626625308058e-10,3.110034490677728e-11,3.6754973650166926e-09,1.2020810111979465e-10,1.2020829811473978e-10,1.2020838331112397e-10,1.2020600996950428e-10,1.202072129767104e-10,1.2020892376706022e-10,1.2020581486563328e-10,1.2020691892671451e-10,5.517054318640372e-10,2.4267001579730224e-10,2.428200070558029e-10,2.1885077064304764e-10,2.1885075699846604e-10,2.1885075880619983e-10,2.1885076606568736e-10,1.0214830545994239e-07,1.6863543604188747e-10,5.2532961994827965e-11,2.1190292041034002e-10,3.754539706328354e-09,1.2279201990447522e-10,1.2279335506004716e-10,1.2279231489733057e-10,1.2279209241967511e-10,1.2279103796853574e-10,1.2279324442802578e-10,1.227915485742866e-10,1.2279365837343128e-10,2.4148243695406433e-11,2.41482319347431e-11,2.4148230263560996e-11,2.4148230384055197e-11,3.253341831781496e-13,1.8085292832267037e-13,4.2843860475399466e-05,1.6546037859126825e-07,1.4943083940068502e-06,7.009459079547786e-06,7.3418952727793664e-09,1.364322749067622e-08,5.0253399952383085e-08,4.5558220342342643e-07,1.1410862729140094e-07,1.0037891649215126e-08,9.386098357822463e-07,1.5101087368593621e-09,7.1055101447043066e-06,9.623092286292439e-05,7.586793013009294e-07,1.1793030274505978e-05,2.4319109212555457e-07,8.60979119751635e-07,4.713526445842445e-07
1500,5.420666764256715e-06,7.436170396084157e-11,1.9046462537956122e-10,3.109953375919756e-11,3.6753814751790393e-09,1.2020585946788795e-10,1.2020628177856577e-10,1.202064273903042e-10,1.202049188754529e-10,1.2020637165301062e-10,1.2020415985681734e-10,1.2020406192625386e-10,1.2020520544952886e-10,5.517057284293881e-10,2.4267001570968464e-10,2.4282000703390485e-10,2.188507513704501e-10,2.188507488262132e-10,2.188507542784965e-10,2.1885076066238672e-10,1.0215436348395301e-07,1.6863646835192973e-10,5.253309808466443e-11,2.1190408922192738e-10,3.754601439578778e-09,1.2279646360742197e-10,1.2279536000621522e-10,1.2279642616943828e-10,1.2279454211494799e-10,1.2279646142757348e-10,1.227947143915202e-10,1.2279441694048276e-10,1.2279373285516975e-10,2.414824087872394e-11,2.4148249219005728e-11,2.414824155999095e-11,2.414824004966345e-11,3.2533424776559045e-13,1.808530635274907e-13,4.2843861071801606e-05,1.6546039519468036e-07,1.4944299008789846e-06,7.0094636281294836e-06,7.3423063222458005e-09,1.3643178346170362e-08,5.025350386072192e-08,4.555806552016869e-07,1.1410845522756087e-07,1.0037916025314481e-08,9.386098213788521e-07,1.5101089710702177e-09,7.105512300678247e-06,9.623102237364214e-05,7.586792333945327e-07,1.1793033759271505e-05,2.4319104597450233e-07,8.609790191782588e-07,4.713765664804241e-07
1600,5.420663579100373e-06,7.435695077585209e-11,1.904642034530427e-10,3.1098378452546935e-11,3.6753316242834077e-09,1.2020242465556505e-10,1.2020311763083742e-10,1.2020270211162992e-10,1.20202920205121e-10,1.202029233852228e-10,1.202011797124311e-10,1.202010290845721e-10,1.2020183535090952e-10,5.517058673336501e-10,2.4267001553617497e-10,2.4282000693510717e-10,2.1885075778565934e-10,2.1885074911062808e-10,2.1885075760009543e-10,2.1885075057072092e-10,1.0216198590325372e-07,1.6863907661202603e-10,5.25350881333703e-11,2.1190502036203334e-10,3.754635604665801e-09,1.2279922765397846e-10,1.2279792258711593e-10,1.2279670621291898e-10,1.2279776293459303e-10,1.227985910682637e-10,1.2279702573700116e-10,1.2279754403979696e-10,1.2279612012165825e-10,2.4148246587245435e-11,2.4148253930448876e-11,2.4148247273497564e-11,2.4148245630040993e-11,3.2533436693898866e-13,1.8085307643761725e-13,4.2843850277117286e-05,1.6546045005683813e-07,1.4944431425754567e-06,7.009465501863059e-06,7.342830689586736e-09,1.3643139826919366e-08,5.025361607720467e-08,4.555817082496913e-07,1.1410848944348937e-07,1.0037913186773075e-08,9.386098091407904e-07,1.5101096395104482e-09,7.105514960034998e-06,9.623104674822519e-05,7.586797711453325e-07,1.1793034319194924e-05,2.431910353030004e-07,8.609792290124305e-07,4.7141093598116153e-07
1700,5.4206560772672095e-06,7.435506815027399e-11,1.9046234690890306e-10,3.109695418660986e-11,3.6752890507195393e-09,1.2020057379436007e-10,1.2019987419732662e-10,1.2020124655666245e-10,1.2019854172779736e-10,1.2020095277645024e-10,1.2020121451284942e-10,1.202013259014745e-10,1.201992217100527e-10,5.517060773663426e-10,2.4267001540843466e-10,2.428200069049234e-10,2.1885073944354093e-10,2.1885074149596166e-10,2.1885074754005477e-10,2.188507399474569e-10,1.0216243969637571e-07,1.6864184125283822e-10,5.253777730455976e-11,2.1190650548752584e-10,3.75477087244755e-09,1.228006414290311e-10,1.227999747308167e-10,1.2280135083094617e-10,1.2280093421512485e-10,1.227993960384261e-10,1.2279868225189067e-10,1.2280108802546738e-10,1.228005836864273e-10,2.4148250441664997e-11,2.4148251505080773e-11,2.4148256290635576e-11,2.4148264806733908e-11,3.253346159389774e-13,1.8085319040792045e-13,4.284385591781382e-05,1.654604607281288e-07,1.494492669473564e-06,7.009474647570542e-06,7.343211609997565e-09,1.364314644640356e-08,5.025361771064894e-08,4.555819976844555e-07,1.1410850935446469e-07,1.003790646275687e-08,9.386098063654644e-07,1.5101098399390459e-09,7.105517513431955e-06,9.623107691352092e-05,7.586801100975042e-07,1.179303565158145e-05,2.431910754287258e-07,8.609791948027843e-07,4.7142300887851645e-07
1800,5.420650486843692e-06,7.435444472303126e-11,1.9046085708267503e-10,3.109560809283924e-11,3.675210280407861e-09,1.2019791372070508e-10,1.2019566383309208e-10,1.201984011244455e-10,1.2019755374953688e-10,1.2019566000721414e-10,1.2019847566705945e-10,1.2019676927636027e-10,1.2019859573818276e-10,5.51706238838793e-10,2.4267001535915114e-10,2.428200068402496e-10,2.1885072892316363e-10,2.188507410632158e-10,2.1885074222134252e-10,2.1885074348103424e-10,1.0216566595031318e-07,1.6864397332307324e-10,5.2538416872537676e-11,2.1190753665864201e-10,3.754823006524587e-09,1.228024462019238e-10,1.2280185935198365e-10,1.2280412766784514e-10,1.2280116957223665e-10,1.2280371118838235e-10,1.228038131779844e-10,1.2280419993025314e-10,1.2280196585048022e-10,2.4148261238254677e-11,2.414825701657987e-11,2.414825984858702e-11,2.4148268428430357e-11,3.2533454931913063e-13,1.8085312428977214e-13,4.28438437993554e-05,1.6546050637051726e-07,1.494613274141845e-06,7.0094790657910646e-06,7.343245708486078e-09,1.3643136665671837e-08,5.025379454234501e-08,4.5558377292405845e-07,1.14108684532576e-07,1.0037915289210036e-08,9.386097985613785e-07,1.510110509033624e-09,7.105520769879312e-06,9.6231165292343e-05,7.586803868356946e-07,1.1793035401810463e-05,2.4319105142320847e-07,8.609792917300583e-07,4.714484659360071e-07
1900,5.420646871476218e-06,7.43520832682455e-11,1.90457808369494e-10,3.109456169597269e-11,3.675120715531075e-09,1.201962162206325e-10,1.2019398831495613e-10,1.2019467755458627e-10,1.201961318792298e-10,1.2019504149365416e-10,1.2019328673184543e-10,1.2019404636091102e-10,1.2019527047574394e-10,5.517063430408277e-10,2.426700152908415e-10,2.428200068188921e-10,2.1885073680174733e-10,2.1885072773460273e-10,2.188507250078744e-10,2.188507238196135e-10,1.0216897789619445e-07,1.6864472639854415e-10,5.254082423662947e-11,2.11907929714981e-10,3.754859189515217e-09,1.228040656582498e-10,1.22804617848818e-10,1.2280655940144055e-10,1.2280373526051097e-10,1.2280390701511054e-10,1.2280510469969637e-10,1.2280443060168776e-10,1.2280382846042252e-10,2.4148268372408955e-11,2.4148273529046002e-11,2.4148265424890064e-11,2.414827506001684e-11,3.253346061487656e-13,1.808532737026901e-13,4.284382474588584e-05,1.654605009072594e-07,1.4946247010174336e-06,7.0094838302415e-06,7.343817282046012e-09,1.364305543109835e-08,5.0253874709139736e-08,4.5558738946625423e-07,1.141088773389674e-07,1.0037946105786158e-08,9.386097817843041e-07,1.510111059271559e-09,7.105517610652035e-06,9.623126334758024e-05,7.58680536111501e-07,1.1793041416438716e-05,2.4319107138941876e-07,8.609792865881447e-07,4.7146402171935156e-07
2000,5.4206435234480455e-06,7.434998205827724e-11,1.9045780865208386e-10,3.1093541864330937e-11,3.675033943284495e-09,1.2019323155736695e-10,1.201910198132416e-10,1.2019394053211634e-10,1.201938182606334e-10,1.2019167624598709e-10,1.2019212078604392e-10,1.2019104202913187e-10,1.2019285381718606e-10,5.517066295746376e-10,2.4267001517235406e-10,2.428200067930746e-10,2.1885071863954946e-10,2.1885072919866025e-10,2.1885072328826297e-10,2.1885072046136898e-10,1.0217758583732124e-07,1.6864863175098833e-10,5.254117559129099e-11,2.1190910559170673e-10,3.754956341754371e-09,1.2280783341452047e-10,1.2280746050434137e-10,1.2280640085995085e-10,1.2280625797646794e-10,1.2280876608507877e-10,1.2280826106958394e-10,1.2280733327087272e-10,1.228089419929298e-10,2.4148271598537925e-11,2.414827567778098e-11,2.4148269295079757e-11,2.4148281433288457e-11,3.253347561615832e-13,1.8085331220854318e-13,4.284383608754869e-05,1.65460560508114e-07,1.494697970702402e-06,7.009491000679357e-06,7.343797132744503e-09,1.3643039795496536e-08,5.0253896992574636e-08,4.555874848066902e-07,1.141091660461844e-07,1.003796545689249e-08,9.386097760330725e-07,1.5101112867828876e-09,7.105519644088054e-06,9.623127173716274e-05,7.586808155153388e-07,1.1793040695126473e-05,2.431910596016318e-07,8.609791525810177e-07,4.7147903688366483e-07
2100,5.420640202837389e-06,7.434690720147099e-11,1.9045434177360365e-10,3.1093270928684404e-11,3.674953883353905e-09,1.2018872926035126e-10,1.2019074954124634e-10,1.2018967585890048e-10,1.2019070029063106e-10,1.2018878034898625e-10,1.2018978752181444e-10,1.2018932377305077e-10,1.2018934940198882e-10,5.517065150484489e-10,2.426700152138683e-10,2.4282000673226573e-10,2.1885071847428601e-10,2.1885072628604329e-10,2.188507184718241e-10,2.1885071589550537e-10,1.0218098118201322e-07,1.6865014680059728e-10,5.254363021214894e-11,2.1190988079409735e-10,3.755062418514713e-09,1.2281149037226758e-10,1.2280865487209497e-10,1.228083251145791e-10,1.2280882398338647e-10,1.2281029885125034e-10,1.2281080249380227e-10,1.228102007895734e-10,1.2281144570795927e-10,2.4148282881228754e-11,2.414827776771531e-11,2.4148270584261695e-11,2.414827551094646e-11,3.253347666477318e-13,1.8085327863591134e-13,4.284383782801486e-05,1.6546055958488887e-07,1.4947572791886387e-06,7.009494659960376e-06,7.344160860180834e-09,1.3642941868345896e-08,5.025399305693896e-08,4.555892179911083e-07,1.14108973462866e-07,1.0037950629803396e-08,9.386097595916909e-07,1.5101121602771065e-09,7.105524311481468e-06,9.623133393278611e-05,7.586807588655402e-07,1.179304751402066e-05,2.43191037427881e-07,8.609793936367203e-07,4.714908902282514e-07
2200,5.42063423920175e-06,7.434709223183314e-11,1.90454601529757e-10,3.109236894470561e-11,3.6748479690052515e-09,1.2018609017144658e-10,1.2018900673826134e-10,1.2018728798581813e-10,1.2018905671073602e-10,1.2018653828950774e-10,1.2018605938526315e-10,1.2018930246701495e-10,1.201873511067948e-10,5.517064928870363e-10,2.4267001525489246e-10,2.4282000674622316e-10,2.18850727451102e-10,2.1885071929966412e-10,2.1885072558621442e-10,2.188507186601415e-10,1.0218644122525029e-07,1.6865189196836873e-10,5.2544644031788195e-11,2.1191105623773376e-10,3.755105910552235e-09,1.2281341982271198e-10,1.228139151539206e-10,1.2281360116526073e-10,1.2281223181057676e-10,1.2281127047792845e-10,1.2281096602611098e-10,1.228116513728875e-10,1.2281134926555652e-10,2.4148285921560477e-11,2.4148273602602572e-11,2.4148272343923113e-11,2.4148286522961818e-11,3.253347789460983e-13,1.8085333984714028e-13,4.284384764584891e-05,1.6546060505981874e-07,1.4948228422204667e-06,7.009500200640505e-06,7.3446089715205835e-09,1.3642895700701891e-08,5.025425510205327e-08,4.5559045384238816e-07,1.1410941531083837e-07,1.0037982850854025e-08,9.386097471914479e-07,1.5101125843142397e-09,7.105525665426402e-06,9.623141470771895e-05,7.586808755481322e-07,1.179305047912554e-05,2.4319108479089834e-07,8.609795281956153e-07,4.7152381313367847e-07
2300,5.420628221377309e-06,7.434439657676757e-11,1.9045274536903544e-10,3.109010077330778e-11,3.674793043606404e-09,1.201857278198065e-10,1.201861258882436e-10,1.2018613216461167e-10,1.201850892883874e-10,1.2018650624016803e-10,1.2018403167448082e-10,1.2018581398062306e-10,1.201840125809365e-10,5.517066533951463e-10,2.4267001502546405e-10,2.428200067232356e-10,2.1885072391698124e-10,2.188507137043458e-10,2.1885071489302345e-10,2.1885071536031094e-10,1.0218497045313051e-07,1.6865370649393636e-10,5.254750986925874e-11,2.1191230077070856e-10,3.755200483273315e-09,1.228130630793958e-10,1.228158919629517e-10,1.2281597184751191e-10,1.2281463232014547e-10,1.2281459816037367e-10,1.2281480303467234e-10,1.228130825169324e-10,1.2281508585223886e-10,2.4148282790914538e-11,2.4148288084711023e-11,2.41482784588888e-11,2.4148278992070473e-11,3.253350097719929e-13,1.8085334222794064e-13,4.2843850002418335e-05,1.6546061073828254e-07,1.4948614739019448e-06,7.0095030451589655e-06,7.344722535974107e-09,1.3642894615528182e-08,5.025435548316297e-08,4.555941058719403e-07,1.1410959176032269e-07,1.0037992791738408e-08,9.386097427523401e-07,1.5101130101879363e-09,7.105527482634927e-06,9.62314408928529e-05,7.586812752150963e-07,1.1793054658370807e-05,2.4319112116357735e-07,8.609795825229415e-07,4.7153488778895977e-07
2400,5.42062738256295e-06,7.434109505344307e-11,1.9044984800379176e-10,3.1089690586231335e-11,3.6747130565487225e-09,1.2018404154570883e-10,1.2018169747242232e-10,1.201831589499893e-10,1.2018420727850072e-10,1.2018246411533795e-10,1.2018155138454933e-10,1.2018389264365593e-10,1.201826026776126e-10,5.517067272249328e-10,2.4267001519401833e-10,2.428200067131379e-10,2.188507202808186e-10,2.1885072371699233e-10,2.1885072385316764e-10,2.1885071765032425e-10,1.021937937360602e-07,1.6865539492808882e-10,5.254758852980294e-11,2.1191334413607846e-10,3.7553081547498044e-09,1.2281769153780129e-10,1.22817552648306e-10,1.2281635088026247e-10,1.228161127614528e-10,1.2281632744861807e-10,1.2281562709688734e-10,1.2281614487256059e-10,1.2281724638776011e-10,2.4148276156792604e-11,2.4148286786191614e-11,2.4148278252845755e-11,2.414828256571403e-11,3.253348688407715e-13,1.808533114178055e-13,4.28438516816483e-05,1.6546065994777305e-07,1.494976644316981e-06,7.00951432357168e-06,7.345033666364821e-09,1.3642820362823076e-08,5.0254413870570256e-08,4.555971628283511e-07,1.1410955707680133e-07,1.003800723630091e-08,9.386097260594756e-07,1.510113298751728e-09,7.10552727535904e-06,9.623150764759397e-05,7.586815475506674e-07,1.1793055495270355e-05,2.4319109797025724e-07,8.609794893983849e-07,4.715569056112084e-07
2500,5.4206217304662595e-06,7.433964675946602e-11,1.9044842463947694e-10,3.1088208970726556e-11,3.6746396718240466e-09,1.201820527582463e-10,1.201790315593791e-10,1.20181467592302e-10,1.201799652637556e-10,1.201807581552859e-10,1.2018005859473124e-10,1.2018105046966358e-10,1.201814051329059e-10,5.517066589626029e-10,2.426700149866916e-10,2.4282000670857864e-10,2.1885072015553392e-10,2.1885071815086e-10,2.1885071836457405e-10,2.188507103750705e-10,1.0219759831873545e-07,1.6865733951252383e-10,5.255070007708911e-11,2.1191411989944758e-10,3.755354588068712e-09,1.2281772374646987e-10,1.228199269943311e-10,1.2281788000150253e-10,1.2281907682648894e-10,1.2281819055272857e-10,1.2281837387251213e-10,1.2281805793608603e-10,1.2281949269117101e-10,2.4148279917205067e-11,2.4148284907857447e-11,2.4148289296600265e-11,2.4148288211766866e-11,3.253350763295801e-13,1.8085341293866665e-13,4.284383776732876e-05,1.65460709810828e-07,1.4950426220027532e-06,7.009514107953499e-06,7.345318831742882e-09,1.3642742520157712e-08,5.025466194318666e-08,4.5559689921878517e-07,1.1410997699322497e-07,1.0038035101365357e-08,9.386097105927779e-07,1.510113508544631e-09,7.105531996544078e-06,9.6231557622118e-05,7.58681929967021e-07,1.1793056435834944e-05,2.4319113913238823e-07,8.609798232324178e-07,4.715817595697432e-07
2600,5.420618225032773e-06,7.433807837786929e-11,1.9044819301820538e-10,3.1087535529855774e-11,3.674583359432032e-09,1.2017690608168595e-10,1.2017693785724263e-10,1.2017938243402258e-10,1.20177255384853e-10,1.201777355867305e-10,1.2017804775386698e-10,1.2017855695971003e-10,1.2017989674976978e-10,5.517067448619481e-10,2.4267001501070787e-10,2.428200066531186e-10,2.1885071024949616e-10,2.18850716798909e-10,2.1885071554364557e-10,2.1885071821413567e-10,1.0220093069296499e-07,1.686591899318448e-10,5.255087645071477e-11,2.11915287552602e-10,3.7554061733106734e-09,1.2282316593128502e-10,1.2282149484050845e-10,1.22820885062005e-10,1.2282006139303575e-10,1.2282049211000605e-10,1.2282118726259558e-10,1.2282270490240703e-10,1.2282304524081548e-10,2.4148285798128547e-11,2.414828039539776e-11,2.414828648212558e-11,2.4148276513034427e-11,3.2533482947793916e-13,1.808533058889259e-13,4.284384645710129e-05,1.6546070019942409e-07,1.4950634789978124e-06,7.0095215411515415e-06,7.345969582509243e-09,1.3642669557007047e-08,5.0254770610414295e-08,4.5560193873268627e-07,1.1411032548195866e-07,1.0038041689386883e-08,9.386097111623729e-07,1.5101136410615804e-09,7.105535815982725e-06,9.623160835481636e-05,7.586817991171707e-07,1.1793061203288552e-05,2.431911374048402e-07,8.609798041041662e-07,4.715923641228667e-07
2700,5.420613476015614e-06,7.433722952421362e-11,1.904454583410346e-10,3.108719291140031e-11,3.67451386070627e-09,1.2017656096697315e-10,1.2017518776403464e-10,1.2017548696422232e-10,1.2017560900481676e-10,1.2017773101626432e-10,1.2017708774233923e-10,1.2017557578278984e-10,1.2017596182185265e-10,5.517066130808383e-10,2.4267001511594184e-10,2.4282000666932923e-10,2.188507234613591e-10,2.1885072026677345e-10,2.1885071626221876e-10,2.1885072250576102e-10,1.0220330323510956e-07,1.686629792826893e-10,5.255227817912423e-11,2.119169302159323e-10,3.755429269664962e-09,1.2282248701098914e-10,1.22824252894179e-10,1.2282343656910803e-10,1.2282400688214557e-10,1.228233646228014e-10,1.228237032446167e-10,1.2282229308313012e-10,1.2282426567231896e-10,2.414827313178851e-11,2.4148285196839344e-11,2.4148288636058156e-11,2.4148278749720205e-11,3.2533476860556254e-13,1.808533303934774e-13,4.284388354154472e-05,1.6546073127981694e-07,1.4951030336100797e-06,7.009527703240855e-06,7.346054881432536e-09,1.3642613652723535e-08,5.0254835950458846e-08,4.5560388588531745e-07,1.141105334954051e-07,1.0038085046244633e-08,9.386097010251232e-07,1.510114290237903e-09,7.105539328674558e-06,9.623164754848359e-05,7.586822325220778e-07,1.1793069592787024e-05,2.4319118704405144e-07,8.60979954313615e-07,4.716154625229138e-07
2800,5.4206116708840115e-06,7.433500870581238e-11,1.9044360802863467e-10,3.108579242359303e-11,3.6744697246127615e-09,1.2017531459718388e-10,1.2017300437231856e-10,1.2017535944455644e-10,1.2017523305127649e-10,1.2017424091242103e-10,1.201736128527068e-10,1.2017226912739891e-10,1.2017329916501106e-10,5.517066267689992e-10,2.42670015095635e-10,2.428200067263408e-10,2.1885072251932362e-10,2.188507176794068e-10,2.1885072589556081e-10,2.1885071659453301e-10,1.0220948288072673e-07,1.6866474218189774e-10,5.255524534792986e-11,2.119172276356486e-10,3.755529376408532e-09,1.2282512763175856e-10,1.2282698809753444e-10,1.2282688965737944e-10,1.2282693130111077e-10,1.2282707613784791e-10,1.2282571399115454e-10,1.2282686833070813e-10,1.2282696841812955e-10,2.4148275054559432e-11,2.4148270904950184e-11,2.4148283699241068e-11,2.414826917206434e-11,3.2533483161487526e-13,1.8085330983308643e-13,4.284389236871068e-05,1.6546078911523346e-07,1.4951813563766402e-06,7.009531288190924e-06,7.346364841966032e-09,1.3642554393183094e-08,5.0255046761886334e-08,4.5560714097312554e-07,1.1411076708954745e-07,1.0038095733860029e-08,9.386096812763627e-07,1.510114295005476e-09,7.105541619787015e-06,9.623175684447817e-05,7.586823784686648e-07,1.1793072475739134e-05,2.431912017029934e-07,8.609800656797233e-07,4.716153603568107e-07
