miliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
1000,5.420695830875974e-06,7.437068378068823e-11,1.9047355133487697e-10,3.1104822547383086e-11,3.6758358980924995e-09,1.2021611289168065e-10,1.2021924323919745e-10,1.2021848141878145e-10,1.2021860000009716e-10,1.202185792640017e-10,1.2021711698246618e-10,1.2021787588065184e-10,1.2021926656493319e-10,5.517046122078408e-10,2.426700162246834e-10,2.428200073245166e-10,2.1885079116437518e-10,2.1885079367515995e-10,2.188507989139423e-10,2.1885080180025748e-10,1.0213238673292277e-07,1.6862693083994922e-10,5.252579971407542e-11,2.1189754263972187e-10,3.754167637619427e-09,1.2278075611288956e-10,1.2278273801036517e-10,1.227835652876651e-10,1.227836090360471e-10,1.2278117022814572e-10,1.2278321980170577e-10,1.2278074111439274e-10,1.2278143339090215e-10,2.414820814898838e-11,2.414819608005401e-11,2.414819256101934e-11,2.4148194406422815e-11,3.253337844711013e-13,1.8085265830844504e-13,4.284390812120302e-05,1.6546027627459638e-07,1.4940464717289596e-06,7.009433346039263e-06,7.340685998022057e-09,1.3643299328011842e-08,5.025325397735807e-08,4.555793014302701e-07,1.141084503485002e-07,1.0037888823721718e-08,9.386098739536055e-07,1.5101066706064869e-09,7.1055070172698735e-06,9.623071225653296e-05,7.586779610975415e-07,1.1793020584667125e-05,2.431910591429976e-07,8.609792002566121e-07,4.7129029639334447e-07
1100,5.42068889106432e-06,7.436991945324772e-11,1.9047163032402615e-10,3.110428284448134e-11,3.6757345301757728e-09,1.2021663392049691e-10,1.2021510355209498e-10,1.202167199516659e-10,1.2021625003710597e-10,1.2021666605004983e-10,1.202150447353142e-10,1.2021529433007129e-10,1.2021390295340528e-10,5.51704884364439e-10,2.4267001616240834e-10,2.4282000728089203e-10,2.1885078231650437e-10,2.18850789377553e-10,2.188507883403632e-10,2.1885079494469563e-10,1.0213748911642485e-07,1.6862971046983113e-10,5.252652453589425e-11,2.1189893012367852e-10,3.754321809792561e-09,1.227832919761556e-10,1.2278538390128118e-10,1.22784017955002e-10,1.2278524782306156e-10,1.2278480063263176e-10,1.2278368801392613e-10,1.2278578267554492e-10,1.2278355007571506e-10,2.4148212680352897e-11,2.4148214375142158e-11,2.4148209491269146e-11,2.41482081714985e-11,3.253336983863316e-13,1.80852715522179e-13,4.28439066395378e-05,1.6546028059862578e-07,1.4941699572785214e-06,7.00943832377815e-06,7.341092432276263e-09,1.3643227822012887e-08,5.0253434937091316e-08,4.555812136799309e-07,1.1410844016578824e-07,1.0037889416291018e-08,9.386098665591398e-07,1.5101071806760817e-09,7.105511163113317e-06,9.623072625085776e-05,7.586783065980345e-07,1.1793025134339993e-05,2.4319110269037994e-07,8.609790071857983e-07,4.712947659678922e-07
1200,5.420684018020223e-06,7.436746068363611e-11,1.904714268312116e-10,3.1102179923070794e-11,3.6756203995670316e-09,1.2021090061804159e-10,1.2021262809166294e-10,1.2021368669850087e-10,1.2021171156341585e-10,1.2021244140184615e-10,1.2021277980481176e-10,1.2021244539236542e-10,1.2021089742817232e-10,5.517052749692568e-10,2.4267001591171864e-10,2.4282000713507136e-10,2.1885078028063502e-10,2.1885077590089118e-10,2.1885078664410504e-10,2.1885077620522398e-10,1.0214252192473025e-07,1.6862971536670358e-10,5.252766540540578e-11,2.119007082823303e-10,3.754327066487594e-09,1.2278815287168052e-10,1.2278770151924273e-10,1.2278883818253897e-10,1.227865684844344e-10,1.2278807847898735e-10,1.2278835989722046e-10,1.2278618143835034e-10,1.2278590607788813e-10,2.4148218670695677e-11,2.4148221133240724e-11,2.414822754899656e-11,2.414821593533815e-11,3.253340098531271e-13,1.8085274999347467e-13,4.284389206929975e-05,1.6546030725253861e-07,1.4942267329237343e-06,7.009441989325477e-06,7.341475510241301e-09,1.364328968370311e-08,5.0253362429084375e-08,4.5558008004811484e-07,1.141084765385913e-07,1.0037899849068048e-08,9.386098613291089e-07,1.5101077596402557e-09,7.1055122608761836e-06,9.623084556529437e-05,7.58678775466729e-07,1.1793025394110341e-05,2.431910587587532e-07,8.609791835367074e-07,4.7130830875222636e-07
1300,5.420679158727207e-06,7.436493543756566e-11,1.9046756672187576e-10,3.110212373200432e-11,3.6755899894787917e-09,1.2020987045691323e-10,1.2020827774309028e-10,1.2020980775682333e-10,1.2021144391543619e-10,1.202108140347116e-10,1.2020927255008037e-10,1.2020874694729432e-10,1.2020926935182148e-10,5.517054682638195e-10,2.426700159998459e-10,2.4282000717724325e-10,2.1885077844081163e-10,2.1885077991299726e-10,2.1885077399529724e-10,2.1885076922364443e-10,1.0214717303034799e-07,1.6863251014664755e-10,5.253051471979726e-11,2.119015473575895e-10,3.754465063611239e-09,1.2278999944009876e-10,1.227917311538638e-10,1.227907814543747e-10,1.227917093059985e-10,1.2279176198224187e-10,1.2278896841223256e-10,1.2278920920500555e-10,1.2279064592869904e-10,2.4148227816139912e-11,2.41482244801683e-11,2.4148230826909037e-11,2.414822170717634e-11,3.253341218646418e-13,1.8085292393739967e-13,4.2843857055951494e-05,1.6546034705996124e-07,1.4942833049385765e-06,7.009448432691259e-06,7.341733904460537e-09,1.3643272519750224e-08,5.0253362665518885e-08,4.5558003924081183e-07,1.1410847782178875e-07,1.0037884860561696e-08,9.3860985036947e-07,1.5101080796790874e-09,7.1055147547879735e-06,9.623085021135045e-05,7.586787849847131e-07,1.1793030887236105e-05,2.4319107866088696e-07,8.609791340121633e-07,4.7133756078965073e-07
1400,5.420672777420649e-06,7.436129766607074e-11,1.9046767689296238e-10,3.11010664008503e-11,3.675512415861278e-09,1.202078797278101e-10,1.2020809801050746e-10,1.202061582206207e-10,1.2020584148786672e-10,1.2020698536960317e-10,1.2020842845177148e-10,1.202057565962724e-10,1.202084863988842e-10,5.51705378477624e-10,2.4267001581416675e-10,2.428200071276714e-10,2.1885077220810091e-10,2.188507574347446e-10,2.1885075801093162e-10,2.188507717237535e-10,1.0214805479937269e-07,1.6863639734289912e-10,5.253201314208782e-11,2.1190253660507352e-10,3.754516612331927e-09,1.2279188028099964e-10,1.2279275063387051e-10,1.2279338150280833e-10,1.2279266643977962e-10,1.2279299921078785e-10,1.227915887507545e-10,1.227943052913899e-10,1.2279285775964678e-10,2.4148243151993357e-11,2.4148235839732213e-11,2.4148241974135208e-11,2.4148239459311587e-11,3.253341323758791e-13,1.808529658445713e-13,4.284385211407048e-05,1.6546036392856545e-07,1.494359436047988e-06,7.0094549345232095e-06,7.3421796743914385e-09,1.3643190551992626e-08,5.0253451359058935e-08,4.555818547984821e-07,1.1410831509331411e-07,1.0037889816216834e-08,9.386098310830187e-07,1.510108492115892e-09,7.1055156024944975e-06,9.623091844315738e-05,7.586791813946e-07,1.1793028647536636e-05,2.431910918464763e-07,8.60979157178771e-07,4.7136190169664645e-07
1500,5.420669306686979e-06,7.436010547746004e-11,1.904653339672725e-10,3.1099494078440794e-11,3.675440738266223e-09,1.202042729061188e-10,1.2020463930047608e-10,1.2020497586391735e-10,1.202033421565979e-10,1.2020458994542855e-10,1.2020457240133186e-10,1.2020475508964083e-10,1.2020389916983837e-10,5.51705592364474e-10,2.4267001570435615e-10,2.428200069560108e-10,2.188507527840204e-10,2.1885075255556936e-10,2.1885075698816e-10,2.1885075513075306e-10,1.021543196589202e-07,1.686382551357041e-10,5.253296261814351e-11,2.1190329747868606e-10,3.754629635766499e-09,1.2279414135715798e-10,1.2279393982313599e-10,1.2279659290597316e-10,1.227957294258079e-10,1.2279481763496512e-10,1.2279451875874758e-10,1.2279508921366968e-10,1.2279658501186815e-10,2.4148245893521926e-11,2.414824037378264e-11,2.414824830304885e-11,2.4148244406417028e-11,3.2533420006818317e-13,1.8085294188835303e-13,4.2843860912900075e-05,1.6546039390921114e-07,1.4944056738048494e-06,7.009460225783917e-06,7.342539231744223e-09,1.3643235199705758e-08,5.0253416496635223e-08,4.5558012288617e-07,1.1410847453316529e-07,1.0037896661757633e-08,9.386098247906352e-07,1.5101092494261557e-09,7.105516685306308e-06,9.623099499172132e-05,7.58679445100156e-07,1.1793031311500163e-05,2.4319104845225745e-07,8.60979137714324e-07,4.713921624830129e-07
1600,5.4206626642455275e-06,7.435912627859267e-11,1.9046405675064957e-10,3.109850269512577e-11,3.6753323244673733e-09,1.2020103890052354e-10,1.2020112529210625e-10,1.2020243261904356e-10,1.2020157702526722e-10,1.2020314718022174e-10,1.2020146807228608e-10,1.202011809801807e-10,1.2020171097333728e-10,5.517059050249307e-10,2.426700154375264e-10,2.428200068656183e-10,2.1885075696912103e-10,2.1885074571830977e-10,2.1885075065397784e-10,2.188507510430251e-10,1.0216143592522564e-07,1.6863977129696598e-10,5.253514914328705e-11,2.1190502268922522e-10,3.754687721248232e-09,1.2279849898042187e-10,1.227989586540363e-10,1.2279641257242563e-10,1.2279642007120987e-10,1.2279805106691113e-10,1.227984235390525e-10,1.22798586771043e-10,1.227969715416968e-10,2.414825499994814e-11,2.414825264225907e-11,2.414825366511649e-11,2.4148248297507587e-11,3.253343758581425e-13,1.8085306160786186e-13,4.2843860389839476e-05,1.6546041257478728e-07,1.4944852605710353e-06,7.009469629663588e-06,7.3426717904171395e-09,1.3643162150725828e-08,5.025359171050321e-08,4.5558203329174506e-07,1.1410873466614596e-07,1.0037913118838273e-08,9.386098151310625e-07,1.5101095329446991e-09,7.1055177438097665e-06,9.623107402825936e-05,7.586794794941601e-07,1.1793037442875434e-05,2.4319103203534767e-07,8.609790538685846e-07,4.7139226990779344e-07
1700,5.420656786137461e-06,7.435631172608672e-11,1.9046066686417468e-10,3.1097134089612425e-11,3.675253823162167e-09,1.2019940335660576e-10,1.2019918909595794e-10,1.2020075755808547e-10,1.2019819853941806e-10,1.202010813902952e-10,1.201994608755072e-10,1.2020034166548866e-10,1.2020081498930207e-10,5.517061381308512e-10,2.426700154155686e-10,2.428200069243222e-10,2.1885073901631024e-10,2.1885073722317426e-10,2.1885074551791087e-10,2.1885074615203407e-10,1.0216121638426444e-07,1.686418569666651e-10,5.253796636675479e-11,2.11905879489651e-10,3.754773465307255e-09,1.2280072218715178e-10,1.2280064819328165e-10,1.2279894323023135e-10,1.2279869986920667e-10,1.2280037040440976e-10,1.2280050316448447e-10,1.2280120721420277e-10,1.2280093987498388e-10,2.4148262482755078e-11,2.4148253419874754e-11,2.4148259238187428e-11,2.414826124777504e-11,3.253345691010694e-13,1.8085318834533434e-13,4.284384111811011e-05,1.654604782835505e-07,1.494501161443872e-06,7.0094749407534635e-06,7.343176583948861e-09,1.3643156916261483e-08,5.0253711231577575e-08,4.555819748162515e-07,1.1410870185950203e-07,1.0037914687336144e-08,9.386098039956081e-07,1.5101103739730075e-09,7.105515668083129e-06,9.623115426546781e-05,7.58679709929857e-07,1.1793035430494436e-05,2.431910779923441e-07,8.609792057211761e-07,4.714188311754231e-07
1800,5.420649939683376e-06,7.435534827731144e-11,1.9045990194975701e-10,3.109609570472302e-11,3.6751980775210274e-09,1.2019736016864795e-10,1.2019717952052324e-10,1.2019768586213707e-10,1.2019793600933862e-10,1.2019589789278238e-10,1.2019735427538346e-10,1.201968284126959e-10,1.201985782402802e-10,5.517061622452254e-10,2.42670015381751e-10,2.4282000686138904e-10,2.188507399433211e-10,2.188507399715605e-10,2.1885073407610418e-10,2.1885073182798943e-10,1.0216733152780837e-07,1.686434996307681e-10,5.2539883540183156e-11,2.119064425334246e-10,3.7547846277962385e-09,1.2280241159397315e-10,1.228032635556191e-10,1.228029903892285e-10,1.2280351542382822e-10,1.2280427674694957e-10,1.228024423723702e-10,1.228035973192989e-10,1.2280404582814387e-10,2.4148265085649892e-11,2.4148259016335804e-11,2.4148259452525435e-11,2.4148268806945232e-11,3.253347283123121e-13,1.8085320245621482e-13,4.284382168063893e-05,1.654604740039368e-07,1.4945561471604146e-06,7.009481959662792e-06,7.343165752780021e-09,1.3643098615092665e-08,5.0253816674592295e-08,4.5558471625422854e-07,1.1410859127244691e-07,1.0037940886632892e-08,9.386097943850287e-07,1.5101108173829302e-09,7.105520488782921e-06,9.623118013266171e-05,7.586803601396255e-07,1.1793041989846925e-05,2.4319103202318507e-07,8.609793380495545e-07,4.7143926392112177e-07
1900,5.42064775745583e-06,7.435269580103803e-11,1.9045929906427015e-10,3.1094445438709216e-11,3.6751296179718035e-09,1.201954022785221e-10,1.201940738917041e-10,1.2019412263558417e-10,1.2019602290691702e-10,1.201944709291533e-10,1.2019630919134569e-10,1.2019546257433958e-10,1.2019456815266825e-10,5.517064726959319e-10,2.4267001534686223e-10,2.428200067914459e-10,2.1885072796325995e-10,2.1885073506040966e-10,2.188507265043336e-10,2.1885073404256663e-10,1.0217447197922107e-07,1.6864712548874398e-10,5.254165144391473e-11,2.1190800412737514e-10,3.754949735631211e-09,1.228039852929991e-10,1.2280381668947077e-10,1.2280615182999553e-10,1.2280538745904403e-10,1.2280489112350038e-10,1.2280647892377828e-10,1.2280635370007733e-10,1.2280584600480197e-10,2.4148270140257754e-11,2.4148261510042945e-11,2.414826828781332e-11,2.4148264354358725e-11,3.253347748088249e-13,1.8085322885612305e-13,4.2843819300442766e-05,1.654604933784064e-07,1.4946533789080421e-06,7.009485349946981e-06,7.343557021405132e-09,1.364304111557341e-08,5.02536983563845e-08,4.555849148283619e-07,1.1410899429329292e-07,1.0037948925546567e-08,9.386097836468866e-07,1.5101109084138245e-09,7.105519364618154e-06,9.623126394379135e-05,7.586802595227536e-07,1.1793041275669482e-05,2.431910329261478e-07,8.609790929624764e-07,4.7145083887765464e-07
2000,5.420643814553689e-06,7.434886076623452e-11,1.904564716106199e-10,3.109465373119587e-11,3.67497728088749e-09,1.201916747570957e-10,1.2019354555553287e-10,1.2019168460102428e-10,1.2019289183740068e-10,1.2019384312187868e-10,1.2019182201574373e-10,1.201914807899327e-10,1.2019373570122747e-10,5.517066876686176e-10,2.4267001511299873e-10,2.428200066999372e-10,2.188507216069001e-10,2.188507220054025e-10,2.1885072660946232e-10,2.18850733727421e-10,1.0217434263377907e-07,1.6864842750814908e-10,5.254253288318638e-11,2.119088422639821e-10,3.754983299852161e-09,1.2280631283413346e-10,1.2280673143392426e-10,1.2280622855198975e-10,1.2280667259410669e-10,1.2280812296884248e-10,1.2280859916814182e-10,1.2280658572655572e-10,1.228081255361859e-10,2.4148273479381028e-11,2.4148278757533472e-11,2.4148269668322445e-11,2.4148280216482315e-11,3.2533487591970143e-13,1.808533163427009e-13,4.284382394549461e-05,1.654605276889107e-07,1.4947561389872154e-06,7.009489684163745e-06,7.343916521755836e-09,1.3643035864967172e-08,5.0253877077248106e-08,4.555872154035461e-07,1.1410889594896055e-07,1.0037947404316004e-08,9.386097687375878e-07,1.5101117350912745e-09,7.105522055632499e-06,9.62313281339314e-05,7.586807803467792e-07,1.1793041460194793e-05,2.431910710578176e-07,8.609791954439963e-07,4.714901384782161e-07
2100,5.4206397525554525e-06,7.434864946816794e-11,1.9045547976899974e-10,3.109271971250531e-11,3.6749912451862356e-09,1.2019129777505918e-10,1.2019096359084384e-10,1.2018837753132255e-10,1.2019039665391054e-10,1.2019071634615955e-10,1.2018991613859497e-10,1.2019139835665613e-10,1.2019091290532383e-10,5.517067362222649e-10,2.426700153006812e-10,2.428200066811808e-10,2.188507200249729e-10,2.188507277546422e-10,2.1885071725027962e-10,2.1885071846862386e-10,1.0217839616806199e-07,1.686505437718868e-10,5.254358237493291e-11,2.1191011903206048e-10,3.755099953615001e-09,1.2280880790943608e-10,1.2281141698879974e-10,1.2280949540339118e-10,1.2281142699161259e-10,1.2280920842933235e-10,1.2281130371788107e-10,1.228094210427453e-10,1.2280984620492667e-10,2.4148275496456496e-11,2.4148277610346006e-11,2.4148271879708917e-11,2.4148270892026475e-11,3.253348743105933e-13,1.8085326566365295e-13,4.284382891264486e-05,1.6546055585502624e-07,1.4947919578677914e-06,7.00949939594988e-06,7.344414735002143e-09,1.3642943684420547e-08,5.025412480838115e-08,4.5559078783594054e-07,1.141091105388979e-07,1.003795583391521e-08,9.386097557572621e-07,1.5101118374079468e-09,7.1055232544594195e-06,9.623138533271695e-05,7.586810758296497e-07,1.179304317296019e-05,2.431910563849568e-07,8.609792229986079e-07,4.714971618431046e-07
2200,5.420635430718197e-06,7.434571210809033e-11,1.9045320972286123e-10,3.109249583091718e-11,3.6749128198835187e-09,1.2018803361000566e-10,1.201876277140131e-10,1.2018819562720768e-10,1.201890270117171e-10,1.201878450251035e-10,1.2018928771055027e-10,1.2018931840129097e-10,1.2018631372708146e-10,5.517067211905429e-10,2.4267001515085186e-10,2.4282000673755524e-10,2.1885071977227532e-10,2.188507130011373e-10,2.18850726365691e-10,2.188507176476638e-10,1.0218573959580534e-07,1.6865289509031704e-10,5.254571211327886e-11,2.1191160356632165e-10,3.755177057479279e-09,1.2281381450686937e-10,1.2281350937802605e-10,1.2281270141367924e-10,1.2281108062143367e-10,1.2281283462077623e-10,1.2281263971793807e-10,1.2281085199834488e-10,1.2281386389288548e-10,2.41482847209359e-11,2.4148286115287882e-11,2.4148279403169117e-11,2.414827969167367e-11,3.253349366056834e-13,1.8085328368437417e-13,4.284384032735948e-05,1.654605869996154e-07,1.4948344609275745e-06,7.0095037657502454e-06,7.344477815731446e-09,1.3642955440158e-08,5.025409445950906e-08,4.5559282090545845e-07,1.1410918642118236e-07,1.0037977799358002e-08,9.386097455850174e-07,1.5101124027966416e-09,7.105526632611074e-06,9.623143683515423e-05,7.586811194112254e-07,1.1793048256871015e-05,2.4319107231317394e-07,8.60979435104596e-07,4.715079391740133e-07
2300,5.420630948762493e-06,7.434318302245218e-11,1.9045289015514426e-10,3.1091130240548884e-11,3.6748140121089337e-09,1.2018469865854542e-10,1.2018553121234084e-10,1.2018558590682767e-10,1.2018569708739622e-10,1.2018431485278378e-10,1.201861882932178e-10,1.201838516307142e-10,1.201866964262763e-10,5.517068126474995e-10,2.426700152223787e-10,2.42820006720449e-10,2.1885072161863527e-10,2.188507224970348e-10,2.188507181412241e-10,2.1885071902861544e-10,1.0218631913550045e-07,1.686545837988278e-10,5.254807114549461e-11,2.1191274354377177e-10,3.7551630456857645e-09,1.2281333116766657e-10,1.2281624147313978e-10,1.228159243194281e-10,1.2281499684423545e-10,1.2281308932921675e-10,1.2281380072056898e-10,1.2281582855333158e-10,1.2281433122565302e-10,2.4148288006369775e-11,2.4148287181261534e-11,2.4148286864271854e-11,2.4148276218870354e-11,3.253347961041648e-13,1.8085337270879794e-13,4.2843822896521015e-05,1.6546061576053175e-07,1.494934532564611e-06,7.009508885903671e-06,7.34501365287999e-09,1.3642891083108603e-08,5.025419278714979e-08,4.555949452006848e-07,1.1410938496555184e-07,1.0038006627077482e-08,9.386097358518242e-07,1.5101129914963715e-09,7.105529437301384e-06,9.623149204329313e-05,7.586811271150622e-07,1.179305561624422e-05,2.431911135030805e-07,8.609794632110523e-07,4.7153285060710266e-07
2400,5.420624299018349e-06,7.434075003581331e-11,1.904506318990072e-10,3.1090275917589557e-11,3.674712368786012e-09,1.201827679100475e-10,1.2018154431481019e-10,1.2018281753218307e-10,1.201820207954264e-10,1.2018287632727778e-10,1.2018312173110237e-10,1.201823576372597e-10,1.201821216630659e-10,5.517067190154498e-10,2.426700150039484e-10,2.4282000659866665e-10,2.1885072222213572e-10,2.1885071458443054e-10,2.188507092100248e-10,2.1885072335221132e-10,1.021909200658921e-07,1.686557016945638e-10,5.2547993422361827e-11,2.1191326074695388e-10,3.755286136638896e-09,1.22816350446202e-10,1.228179203257347e-10,1.228161165655258e-10,1.2281703648907384e-10,1.2281816383315273e-10,1.2281576610155753e-10,1.228171247094499e-10,1.2281734902873283e-10,2.4148287474469473e-11,2.4148281290817644e-11,2.4148291476560465e-11,2.4148276496412943e-11,3.253348957558625e-13,1.808533759436753e-13,4.2843832733407156e-05,1.6546065969047996e-07,1.4949692018373461e-06,7.009513682463855e-06,7.345179820784371e-09,1.3642861928145268e-08,5.025438595868372e-08,4.5559488601714745e-07,1.1410961981225075e-07,1.0038027165096074e-08,9.386097353643762e-07,1.5101129272033053e-09,7.10553119611925e-06,9.62314898260496e-05,7.586814324065972e-07,1.1793055525116294e-05,2.431911278273472e-07,8.609794635024887e-07,4.715602332001526e-07
2500,5.420620237750499e-06,7.433950498214001e-11,1.90449944490993e-10,3.108882007975915e-11,3.674628424902729e-09,1.2017951686641244e-10,1.2017903706783716e-10,1.2018202774870077e-10,1.2018215338450647e-10,1.2018145781524972e-10,1.2018207101483195e-10,1.2017993233819114e-10,1.201818778620778e-10,5.517069126696052e-10,2.4267001498856455e-10,2.428200066319216e-10,2.1885071860656662e-10,2.1885071127798413e-10,2.1885071364522175e-10,2.1885072406507322e-10,1.0219302958245324e-07,1.6865789694834912e-10,5.2549653396646e-11,2.1191363266282466e-10,3.755335389943408e-09,1.228196655273758e-10,1.2281938735655205e-10,1.2281845331281523e-10,1.228194125646617e-10,1.2282088159146144e-10,1.2281971059848551e-10,1.2281940140722255e-10,1.2281966892800133e-10,2.414828330909715e-11,2.4148283402634722e-11,2.4148286863916567e-11,2.4148280440962854e-11,3.2533497194171404e-13,1.808534108577204e-13,4.2843848472929e-05,1.654607092217567e-07,1.4950458214135172e-06,7.0095129569872325e-06,7.345645990713151e-09,1.3642797239760999e-08,5.025464650432267e-08,4.5559632708939125e-07,1.1411001413875112e-07,1.0038045177415332e-08,9.38609717819991e-07,1.5101135597627247e-09,7.105530676012087e-06,9.623157334662069e-05,7.586815820384869e-07,1.1793062163560075e-05,2.431910935656001e-07,8.609797503618938e-07,4.7157057301645753e-07
2600,5.420618527585667e-06,7.433834697269113e-11,1.9044726054988824e-10,3.108813380533219e-11,3.674564927998383e-09,1.2017906200360083e-10,1.2017834738001378e-10,1.2017995970716433e-10,1.201774396811614e-10,1.2017746550989036e-10,1.201772051774378e-10,1.2017839192849672e-10,1.2017725451856327e-10,5.517068127724931e-10,2.4267001508085077e-10,2.4282000661270246e-10,2.1885070947458065e-10,2.1885072118698316e-10,2.188507122130531e-10,2.188507123148383e-10,1.0219962493150193e-07,1.6866139876267509e-10,5.255223551423147e-11,2.1191479196546818e-10,3.755410659914503e-09,1.228224892684473e-10,1.2282138437768386e-10,1.228201802656635e-10,1.2282077272690957e-10,1.2282053860583862e-10,1.228208599327927e-10,1.2282138712102335e-10,1.2282252319607126e-10,2.4148277416429832e-11,2.4148275774660393e-11,2.41482868165496e-11,2.4148276201144946e-11,3.2533482236060197e-13,1.808533099583447e-13,4.284384258901784e-05,1.6546072349536705e-07,1.4950521161944422e-06,7.009519260126006e-06,7.345718246644472e-09,1.3642650467118983e-08,5.025475455904451e-08,4.555990684394346e-07,1.1411010858705682e-07,1.0038058425696816e-08,9.386097146535495e-07,1.5101138540824642e-09,7.1055348685367265e-06,9.62315842049204e-05,7.58682014784258e-07,1.179306367424487e-05,2.4319115321057826e-07,8.609797168185184e-07,4.7157999364791066e-07
2700,5.420614839606698e-06,7.433614739594513e-11,1.9044600995618614e-10,3.1086963431233724e-11,3.6745441812091127e-09,1.201777111532962e-10,1.2017458567093166e-10,1.2017643481108953e-10,1.20176208871211e-10,1.201753190968879e-10,1.2017629130380814e-10,1.2017781246967674e-10,1.2017557712647772e-10,5.517068558137382e-10,2.4267001520768253e-10,2.4282000664000035e-10,2.1885071195177899e-10,2.1885072559348115e-10,2.1885071932216672e-10,2.1885071818382002e-10,1.0220245705618845e-07,1.6866149571828997e-10,5.2552191486542305e-11,2.119156405105054e-10,3.755522020094992e-09,1.228238615391218e-10,1.2282472316422432e-10,1.2282279975242751e-10,1.2282520257345008e-10,1.2282253091091416e-10,1.2282437664157518e-10,1.2282254654573893e-10,1.22822339659138e-10,2.4148279282070793e-11,2.4148278616744242e-11,2.4148274590753372e-11,2.414827524692931e-11,3.2533501029655105e-13,1.8085336839352454e-13,4.2843873673603586e-05,1.6546074968056375e-07,1.4950945267233318e-06,7.009527286985179e-06,7.346041276531085e-09,1.3642583175116345e-08,5.025500581584835e-08,4.556033008813806e-07,1.1411037654525077e-07,1.0038064857204145e-08,9.386097030069207e-07,1.5101144229350013e-09,7.105538647756977e-06,9.62316501704052e-05,7.586824954134952e-07,1.179306426986696e-05,2.431912029974278e-07,8.609800666527963e-07,4.7160123919639026e-07
2800,5.4206134359125306e-06,7.433429337095673e-11,1.9044489856018e-10,3.1086280433879215e-11,3.6744898251507075e-09,1.201741418578229e-10,1.20172484845401e-10,1.2017334198915164e-10,1.201745974305805e-10,1.2017317598210372e-10,1.2017419017345924e-10,1.2017432882981415e-10,1.2017439642777975e-10,5.517065258666837e-10,2.4267001522092827e-10,2.4282000669285275e-10,2.1885072060769018e-10,2.188507167621661e-10,2.1885072365948418e-10,2.1885071778414403e-10,1.022089404979718e-07,1.6866289826846425e-10,5.2555221485053365e-11,2.1191658603282936e-10,3.755519954745285e-09,1.2282537961475953e-10,1.2282614458926266e-10,1.22825193361986e-10,1.228258292942139e-10,1.228253088622768e-10,1.2282516019144638e-10,1.2282727027484207e-10,1.2282648490730382e-10,2.4148277596039562e-11,2.4148272045880128e-11,2.4148279701932838e-11,2.4148269450399127e-11,3.253347922507307e-13,1.8085329750920627e-13,4.2843879153089415e-05,1.6546078875252308e-07,1.4951440802472384e-06,7.00952767459454e-06,7.346512107148547e-09,1.3642559339381222e-08,5.025516875065186e-08,4.556065432353066e-07,1.1411070941886807e-07,1.003809678348289e-08,9.386096905665087e-07,1.5101145294639714e-09,7.105542885953048e-06,9.623172533751234e-05,7.586825783068666e-07,1.1793068215519095e-05,2.431911906889978e-07,8.6098020292852e-07,4.7161626762543705e-07
