milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
1000,1.3208141118002428e-15,1.3208141118002428e-15,1.8956596983479027e-16,1.623016068098256e-12,3.0574437549858685e-09,2.496721582393786e-06,0.05999879994703131,2.3831357979847636e-26,6.310036304486106e-11,6.593589175416053e-27,1.8952694610968923e-16,1.1984909803188473e-06,7.49380843247013e-09,2.382956891594883e-19
1100,1.7404026177204412e-15,1.7404026177204412e-15,2.6915424492590305e-16,2.135850588126556e-12,3.6924639067947042e-09,2.7460334839818044e-06,0.05999867992903308,4.208676779776059e-26,8.285644369501803e-11,1.2203525874182031e-26,2.6909492760841355e-16,1.31817463373485e-06,9.066695690803715e-09,3.6146629426807916e-19
1200,2.2454493568983207e-15,2.2454493568983207e-15,3.7454263219436475e-16,2.751801665931656e-12,4.385801164289532e-09,2.9952799572986883e-06,0.05999855990714206,7.386531405236813e-26,1.064963573964039e-10,2.2480354051018307e-26,3.7445377808718586e-16,1.4378283619343511e-06,1.0789152529389276e-08,5.4035315488231455e-19
1300,2.8372674287353606e-15,2.8372674287353606e-15,5.058319640513613e-16,3.4724923009603902e-12,5.137387625515369e-09,3.2444610048829256e-06,0.05999843988129529,1.1867088173361121e-25,1.3408382616487585e-10,3.722425133587768e-26,5.057044416701324e-16,1.5574521702147123e-06,1.2661173400273579e-08,7.742881364636279e-19
1400,3.5226749887524397e-15,3.5226749887524397e-15,6.667219479451962e-16,4.305927382718994e-12,5.946913302882441e-09,3.4935766422230954e-06,0.059998319851172474,1.8154030851607942e-25,1.6590541335640908e-10,5.867649682830539e-26,6.665447511530444e-16,1.6770460988566895e-06,1.4682724585035407e-08,1.0743762652564292e-18
1500,4.314086022374937e-15,4.314086022374937e-15,8.676090381771539e-16,5.266208363726482e-12,6.813863086657454e-09,3.74262689837741e-06,0.05999819981622218,2.906376745282242e-25,2.0243324867642463e-10,1.0091231771211778e-25,8.673642158524123e-16,1.7966102719700316e-06,1.6853743130535904e-08,1.4809076540947395e-18
1600,5.2163576678985304e-15,5.2163576678985304e-15,1.109846116763809e-15,6.359203638047551e-12,7.737998872789549e-09,3.991611784079071e-06,0.05999807977620514,4.428950462851392e-25,2.4388886512545593e-10,1.620258734582354e-25,1.109515619992766e-15,1.9161447004582437e-06,1.9174205563444536e-08,1.994759631366177e-18
1700,6.236906016223001e-15,6.236906016223001e-15,1.3978484636306955e-15,7.593569535774958e-12,8.718988755619838e-09,4.240531316266625e-06,0.05999795973077636,6.458204939176383e-25,2.9057865451877036e-10,2.455229448312621e-25,1.3974118270631371e-15,2.0356494335595234e-06,2.1644075041501063e-08,2.630155759100897e-18
1800,7.384302725911169e-15,7.384302725911169e-15,1.7420081012796154e-15,8.978652825200597e-12,9.756518447746757e-09,4.489385514919254e-06,0.059997839679560606,9.520092313917222e-25,3.4278774979306414e-10,3.840132687076973e-25,1.7414358427643403e-15,2.155124566489576e-06,2.4263308879091105e-08,3.438896718926302e-18
1900,8.666010997565706e-15,8.666010997565706e-15,2.1469839669969376e-15,1.0523137983915168e-11,1.0850256761765216e-08,4.7381743970994645e-06,0.059997719622211655,1.3708074228056747e-24,4.0082167609046567e-10,5.821891238559748e-25,2.146243918865323e-15,2.2745701503609908e-06,2.7031869995734963e-08,4.436738001288748e-18
2000,1.0089588199406651e-14,1.0089588199406651e-14,2.617922044934417e-15,1.2235765753562303e-11,1.1999873945988146e-08,4.986897980117544e-06,0.059997599558380826,1.915235399547702e-24,4.649842261595738e-10,8.471144807166484e-25,2.616978816134381e-15,2.393986240033081e-06,2.994972083477595e-08,5.642497269394493e-18
2100,1.1662117653307214e-14,1.1662117653307214e-14,3.1697413706677746e-15,1.4123559280357768e-11,1.3205184458414612e-08,5.235556280370583e-06,0.05999747948778244,2.7670378516865032e-24,5.354377217152519e-10,1.337585132196806e-24,3.1685402122271815e-15,2.513372953651129e-06,3.3016827767120065e-08,7.164733085306372e-18
2200,1.3390977118361333e-14,1.3390977118361333e-14,3.812825941926916e-15,1.6194428413789364e-11,1.4465932203119242e-08,5.484149314864833e-06,0.059997359410098046,4.026672620933564e-24,6.124134937420508e-10,2.1387071175960198e-24,3.81130040222973e-15,2.63273038036827e-06,3.623315491639394e-08,9.069469670868025e-18
2300,1.528410365516219e-14,1.528410365516219e-14,4.548945174833761e-15,1.8457967350412955e-11,1.5781727062684386e-08,5.732677101763689e-06,0.05999723932494692,5.6401882116061775e-24,6.962739605507275e-10,3.1956082846954312e-24,4.547031641285065e-15,2.7520585542652836e-06,3.959866213737968e-08,1.1341934668618216e-17
2400,1.7349130948124723e-14,1.7349130948124723e-14,5.384541204694802e-15,2.092285666367227e-11,1.7152251615596462e-08,5.98113965860289e-06,0.0599971192319821,7.63738780189344e-24,7.873104360975978e-10,4.529343416639301e-24,5.382171016034528e-15,2.8713575392952837e-06,4.3113311600364976e-08,1.401118138127817e-17
2500,1.9593692681663855e-14,1.9593692681663855e-14,6.326056166816531e-15,2.3597776927011047e-11,1.8577188440341888e-08,6.229537002918172e-06,0.05999699913085665,1.0048074569984442e-23,8.858142343389776e-10,6.160967296571888e-24,6.323155613119457e-15,2.990627399411382e-06,4.67770654756375e-08,1.7106263111569113e-17
2600,2.2025422540194513e-14,2.2025422540194513e-14,7.379932196505435e-15,2.6491408713873e-11,2.0056220115407073e-08,6.477869152245275e-06,0.05999687902122361,1.2902051694068265e-23,9.920766692311824e-10,8.111534707637444e-24,7.376422519181187e-15,3.109868198566692e-06,5.0589885933484926e-08,2.0656233162212257e-17
2700,2.465195420813165e-14,2.465195420813165e-14,8.552611429068017e-15,2.961243259770189e-11,2.1589029219278445e-08,6.7261361241199365e-06,0.05999675890273603,1.622912235233403e-23,1.1063890547305293e-09,1.0402100432980242e-23,8.548408820861064e-15,3.2290800007143275e-06,5.455173514419497e-08,2.4690144835928865e-17
2800,2.7479183859017668e-14,2.7479183859017668e-14,9.88339332551768e-15,3.296378513867835e-11,2.3175768676067884e-08,6.9743379322048645e-06,0.05999663877527287,2.1085869611113506e-23,1.2285822712536732e-09,1.4174120130482323e-23,9.878342186472394e-15,3.348263091889483e-06,5.86625912897428e-08,2.9598899572471117e-17
2900,3.051533064630837e-14,3.051533064630837e-14,1.1367648466288064e-14,3.655608240428479e-11,2.481596257730982e-08,7.222474595340846e-06,0.05999651863841106,2.715611444738705e-23,1.3591027797474396e-09,1.907111999575476e-23,1.1361610637752928e-14,3.4674174612128286e-06,6.292241114514204e-08,3.5289622872507394e-17
3000,3.376819313547312e-14,3.376819313547312e-14,1.3008700991515654e-14,4.039855004597191e-11,2.650924886805332e-08,7.470546131431152e-06,0.059996398491782205,3.437222378538777e-23,1.4982855869983404e-09,2.5007834396608308e-23,1.300153959984766e-14,3.586543151563003e-06,6.733115536125165e-08,4.1757030468087404e-17
3100,3.724529002792649e-14,3.724529002792649e-14,1.481516743089636e-14,4.449948851646625e-11,2.825534125277777e-08,7.718552557755214e-06,0.059996278335054304,4.2831949864280413e-23,1.646391536920354e-09,3.207946271936252e-23,1.4806736136877215e-14,3.705640241589812e-06,7.18887871679624e-08,4.9054121632642295e-17
3200,4.0954140025083124e-14,4.0954140025083124e-14,1.6795664314126126e-14,4.886719826849442e-11,3.005395343596257e-08,7.966493891592466e-06,0.059996158167895365,5.263304492322981e-23,1.8036814734274624e-09,4.038120435033706e-23,1.6785807312962232e-14,3.824708809943063e-06,7.659526979516506e-08,5.723389563960334e-17
3300,4.4902261828357587e-14,4.4902261828357587e-14,1.8958808170900858e-14,5.350997975478295e-11,3.190479912208711e-08,8.21437015022234e-06,0.059996037989973376,6.38732612014007e-23,1.970416240433644e-09,5.0008258675851493e-23,1.894736019222333e-14,3.94374893527256e-06,8.145056647275038e-08,6.63493517624017e-17
3400,4.909708424590018e-14,4.909708424590018e-14,2.131651812509875e-14,5.843568541013837e-11,3.3807632240784636e-08,8.462181350722247e-06,0.05999591780097505,7.682510051415223e-23,2.146817133545899e-09,6.127180037601745e-23,2.130329622724811e-14,4.062760718941249e-06,8.645464175432592e-08,7.649711284744455e-17
3500,5.3544938563753336e-14,5.3544938563753336e-14,2.39210352330286e-14,6.364669774260625e-11,3.5762697837413386e-08,8.709927507703056e-06,0.0599957976008154,9.389461188691958e-23,2.3326225963846605e-09,7.711988311829664e-23,2.3905738618085226e-14,4.181744539620611e-06,9.160747635498228e-08,8.830640934135976e-17
3600,5.825406689269175e-14,5.825406689269175e-14,2.675439864327599e-14,6.915492259581106e-11,3.776938590751805e-08,8.95760864006997e-06,0.05999567738901194,1.1377326333832166e-22,2.5284117349236177e-09,9.590966117152234e-23,2.673678308262863e-14,4.300700293178173e-06,9.690902285209761e-08,1.0147918305777826e-16
3700,6.323191722708092e-14,6.323191722708092e-14,2.982782259617683e-14,7.496830802649809e-11,3.982744179534495e-08,9.205224764943518e-06,0.05999555716524736,1.3669625930672126e-22,2.7344142856950524e-09,1.1790621289826476e-22,2.9807627941296467e-14,4.4196280761291384e-06,1.0235924551675427e-07,1.1610274612039972e-16
3800,6.848593756128631e-14,6.848593756128631e-14,3.3152521332067006e-14,8.109480209141259e-11,4.1936610845140406e-08,9.452775899444228e-06,0.059995436929204386,1.628988042304808e-22,2.950859985231242e-09,1.4337461666109387e-22,3.3129471514506834e-14,4.538527984988711e-06,1.0795810862003459e-07,1.3226441065292368e-16
3900,7.402357588967337e-14,7.402357588967337e-14,3.67397090912824e-14,8.75423528472998e-11,4.409663840115074e-08,9.700262060692625e-06,0.05999531668056572,1.926161025479629e-22,3.177978570064465e-09,1.725799508225797e-22,3.6713512122677855e-14,4.657400116272094e-06,1.1370557643302091e-07,1.5005148877904963e-16
4000,7.985228020660756e-14,7.985228020660756e-14,4.06006001141589e-14,9.431890835090498e-11,4.630726980762225e-08,9.94768326580924e-06,0.05999519641901408,2.2608335869752993e-22,3.415999776726999e-09,2.057872937452922e-22,4.0570948086227625e-14,4.77624456649449e-06,1.1960161322679552e-07,1.6955129262247702e-16
4100,8.597932801790829e-14,8.597932801790829e-14,4.4760562472527837e-14,1.01430898749554e-10,4.8568396899524667e-08,1.0195039531533418e-05,0.05999507614428712,2.6501351463950476e-22,3.6650088558984847e-09,2.457388509710858e-22,4.472708538184492e-14,4.895061505468209e-06,1.2564618854520002e-07,1.910821520674583e-16
4200,9.241183912580942e-14,9.241183912580942e-14,4.9258056671873464e-14,1.0888335010939736e-10,5.088004701719081e-08,1.0442330874251908e-05,0.05999495585617336,3.1248643410863866e-22,3.924957407420617e-09,2.974681951006282e-22,4.92202797073333e-14,5.013851170806104e-06,1.3183927680943036e-07,2.1517609070398617e-16
4300,9.915750496312439e-14,9.915750496312439e-14,5.408408687476604e-14,1.1668637789092636e-10,5.32417563326077e-08,1.0689557311629519e-05,0.059994835554277016,3.666272787435347e-22,4.196281477355273e-09,3.5770334578947137e-22,5.404158523836731e-14,5.132613554363364e-06,1.3818083476166226e-07,2.4159055330446994e-16
4400,1.0622374194329813e-13,1.0622374194329813e-13,5.925248914593138e-14,1.2484764897670827e-10,5.5653297325638734e-08,1.0936718860716176e-05,0.059994715238291,4.279449858073527e-22,4.479184037995483e-09,4.271682389510634e-22,5.920481356635864e-14,5.251348766232587e-06,1.446708276496923e-07,2.7045564521077876e-16
4500,1.1361796647977561e-13,1.1361796647977561e-13,6.477709955009533e-14,1.3337483024931033e-10,5.811444247614731e-08,1.1183815538561795e-05,0.05999459490790819,4.96948492563253e-22,4.77386806163428e-09,5.065868104988531e-22,6.472377628271902e-14,5.3700569165063695e-06,1.5130922072131714e-07,3.019014717647819e-16
4600,1.213475949860016e-13,1.213475949860016e-13,7.067175415198359e-14,1.4227558859129955e-10,6.062496426399677e-08,1.1430847362216292e-05,0.05999447456282147,5.741467362743939e-22,5.080536520564686e-09,5.966829963462867e-22,7.061228497885999e-14,5.488738115277308e-06,1.580959792243332e-07,3.360581383083477e-16
4700,1.2942004387542113e-13,1.2942004387542113e-13,7.695028901632204e-14,1.5155759088524332e-10,6.318463516905056e-08,1.1677814348729592e-05,0.05999435420272374,6.600486542039362e-22,5.399392387079735e-09,6.981807324068138e-22,7.688415124619337e-14,5.607392472638001e-06,1.6503106840653725e-07,3.7305575018334584e-16
4800,1.3784258463998449e-13,1.3784258463998449e-13,8.365201732094399e-14,1.6122622980224387e-10,6.579345509108412e-08,1.192471651482503e-05,0.05999423382739892,7.594808048534706e-22,5.73041398018408e-09,8.204088908697799e-22,8.35785597205068e-14,5.726020230745629e-06,1.7211446347897372e-07,4.135319866663281e-16
4900,1.4662258746209882e-13,1.4662258746209882e-13,9.079890251972359e-14,1.7128844673444493e-10,6.845126905860946e-08,1.2171553877448347e-05,0.05999411343656896,8.743294788719658e-22,6.073732606095783e-09,9.668364465160495e-22,9.071741618365852e-14,5.8446215418223775e-06,1.7934613286778973e-07,4.577788729709816e-16
5000,1.557675387276623e-13,1.557675387276623e-13,9.839247956140672e-14,1.8175300662206524e-10,7.115773974632073e-08,1.2418326453807143e-05,0.05999399302988278,1.0030189362129439e-21,6.429659706467948e-09,1.1340326133845432e-21,9.830228135859197e-14,5.963196452196091e-06,1.8672603701022618e-07,5.056814424872447e-16
