milliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
1700,66.74658404205624,5596.385200537,11275.228166544677,4088.1312726632455,4058.1605301574955,123.91075529196029,5546.4260639102395,11470.520839749606,2628.3976762113816,2585.2078508437667,0.0
1800,72.2981387904028,5592.075852961888,11357.445338682719,4025.980986572315,3950.770917122939,125.76452693101739,5540.207918038962,11397.297918520839,2594.527718034978,2551.354190923157,0.0
1900,71.67766358211588,5591.556732069948,11583.997862937886,3878.106341613892,3970.4778600593686,127.9953017408866,5535.721834543834,11628.319877219852,2772.2790801147617,2811.3874982167563,0.0
2000,79.11705012543449,5586.794075242353,11689.356641911898,3924.0893301227165,3950.609839239923,134.58500174622324,5532.784599927444,11586.038257793332,2703.7592471364674,2781.432937301001,0.0
2100,80.8480174293073,5590.1065497829395,11577.682734056396,3828.393289554004,3888.094693300504,133.78228007212638,5529.379419263548,11770.33595214759,2935.794450212791,2929.7668022367166,0.0
2200,80.83439338257818,5583.848342449366,11782.574707111575,3794.856645449234,3754.81689031994,141.58363198665987,5530.723145372266,11685.684457861824,2958.525459375434,2870.9246504643784,0.0
2300,79.08354253082948,5580.420142439927,11892.261975193709,3779.243298782864,3721.3371477613464,135.75643890448302,5527.854767376553,11832.32111604697,2969.436928290393,2929.9959794121105,0.0
2400,82.57537127989139,5580.228548138268,11949.000258816395,3683.702590300429,3612.354638391807,143.9602593562326,5526.180760576879,11844.07614676936,3099.940318844276,3114.1773850027967,0.0
2500,83.77853898042933,5578.5188825738305,12000.912255490262,3452.227017342117,3533.612303979495,148.51637692192736,5519.055856894254,12007.653887684512,3058.954821410261,3080.224006015553,0.0
2600,91.7088560311019,5574.961268661154,12027.850499616436,3458.8929240920634,3579.851909431397,147.5425228860491,5514.208423787688,12118.383919952006,3311.9574938440223,3159.159575968646,0.0
2700,93.03739290754015,5572.701056878379,12150.959653076996,3333.3060920214225,3490.10043913289,150.40687009675838,5513.298044556066,12037.526311319509,3232.360446755948,3287.124891949343,0.0
2800,97.16144148479505,5572.488694691812,12054.446434422181,3315.4720644407425,3276.250311568501,153.3944475344328,5511.703786453082,12103.830779978849,3323.9621276550915,3272.872775487757,0.0
2900,95.45761216529688,5566.959936621805,12275.459175553322,3378.228906363248,3345.8122353820722,159.25287469517704,5506.075515978412,12271.346319453904,3501.058628161948,3357.5204166007293,0.0
3000,98.50219235262966,5569.427330750602,12239.121843864836,3301.9795749204413,3135.171123752304,161.31538732407438,5503.829611143695,12184.880612762012,3474.51708523362,3490.2570135068067,0.0
3100,104.07788662689696,5562.4886651433,12349.444892788026,3086.662488092111,3186.992177212905,166.6172917456101,5497.482521529872,12267.31120535236,3541.5770700206035,3629.7726513296134,0.0
3200,105.54910953608263,5558.110668106191,12349.77464917294,3115.316176834823,3195.810475148226,168.29073591271484,5491.743488362396,12410.098441060696,3683.7068560693065,3697.2904825681576,0.0
3300,106.02382839517803,5554.84213320112,12402.546139599286,2995.782836127904,3087.297996186884,174.17213337377365,5491.452782132676,12516.96420822948,3719.0820005524333,3696.4587718728676,0.0
3400,112.7399636211745,5551.714209962557,12447.929965669531,2962.070887212017,2897.2294425831283,178.78186229402291,5487.657300622809,12545.730316507128,3693.1364203037597,3752.2138805056006,0.0
3500,109.93191131688538,5549.172459299321,12647.778545236244,2836.6726958593326,2924.806834780908,180.03440443216036,5481.913350196842,12659.818249754433,3709.418325882887,3825.9588367114643,0.0
3600,117.74924018038246,5546.20253600369,12708.981861372344,2878.7310630460875,2795.232647366615,187.38657554551284,5485.531115734001,12595.19904174256,3807.2457210103485,3948.2216108828575,0.0
3700,119.82422137134836,5542.629993913398,12773.647709495426,2921.5628582699514,2739.220271825986,184.5743145815011,5477.43817712538,12748.767721814034,3804.2145684281786,3993.849620595176,0.0
3800,121.70733296193096,5545.5423567527305,12795.683429427254,2769.4666370255404,2702.14163746538,193.99549116143746,5473.5662907122005,12819.493978887354,4071.009206984157,3956.9893468380546,0.0
3900,128.3356387716616,5538.509656924925,12851.08052922753,2815.056743648232,2629.161194401277,193.25937000676038,5473.8239889727565,12685.302938530069,4027.161010523531,3946.678640912774,0.0
4000,129.58396302577998,5537.205022595708,12860.71342543048,2697.033627599881,2684.1963637988024,197.94216624136334,5467.164625206806,12886.869022368188,3978.641047180004,4182.5864705648,0.0
4100,132.6539835460076,5531.972499834126,12841.443969443737,2565.9543022438647,2547.734868500656,203.55857384042798,5461.391374733439,12838.81965970301,4156.770949749494,4132.397507121084,0.0
4200,138.71754499722076,5531.184689380902,12985.0687191692,2544.149122652444,2498.2604599920032,205.9259626025107,5462.182593231065,12936.82782927519,4185.939363582999,4186.6626349338285,0.0
4300,142.09537167458743,5527.127426991404,13062.21852173937,2555.841404090695,2564.7048717288108,206.32527870316147,5455.945113928679,13075.398627153516,4328.695723871488,4267.915017462778,0.0
4400,145.63331928257597,5518.486386461653,13117.277809074307,2482.2837112655484,2522.963226893096,213.02812967892106,5449.296507741534,13011.17910523004,4331.081588054328,4198.336203458474,0.0
4500,147.13327598451372,5519.205304409587,12999.58831739743,2361.456780282612,2348.1455141368688,222.01036319107138,5445.908687022201,13141.539367513524,4409.9301005459,4422.951908748184,0.0
4600,148.0140155719177,5513.079741158776,13069.582702888663,2303.369113527464,2435.324883013029,223.6893017524337,5439.85438710107,13081.685040892977,4476.923427057715,4498.445306359315,0.0
4700,156.93951616512842,5509.052036668975,13218.966743470088,2321.123039619274,2300.040874411907,225.49609312219917,5434.440604809572,13184.315308903055,4437.095042421004,4389.179814023222,0.0
4800,161.01724924674014,5508.303394313289,13300.989338891379,2220.6775484533205,2228.24316005387,228.4589637493814,5434.522170637768,13194.376261886408,4555.993514707903,4451.410379820177,0.0
4900,160.52276942854746,5499.662528422027,13316.06966068523,2255.3171503785775,2281.7860551981325,237.38711854862598,5425.881695896988,13271.340902469161,4536.55253118859,4519.33098011405,0.0
5000,164.17729861443004,5495.379874939476,13238.386960117605,2134.4661265579375,2180.4219006643807,242.04872029065717,5419.847406869523,13264.245415598776,4624.647349934087,4531.214180869711,0.0
