milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
1000,1.041243478860617e-11,9.951619466981895e-11,4.160614346074262e-15,2.0493121810133158e-13,2.0538257014425662e-13,4.167718418628382e-15,8.20561224633175e-18,8.639140148048764e-18,1.9087723430692562e-19,1.0760926267628738e-16,8.521680649591092e-18,8.085234783009267e-18,2.6326313082406047e-22,3.3337182196229684e-22,3.334209778219486e-22,2.811007169043693e-22,1.2420258398612732e-27,4.804590086613673e-15,5.884233613463208e-14,5.0311528047167327e-20,3.8934531442221564e-20,3.0226739147258206e-17,1.9806579324559801e-19,4.799634060241903e-15,1.9684147943237014e-19,5.2640887816004077e-20,3.7423022315117975e-20,1.964362118601891e-17,1.1727856330968384e-27,1.2212139804327473e-27,1.0624939282569417e-27,3.3614804677888003e-25,5.126406891012048e-25,3.205388277505348e-25,2.2894460401154473e-22
1100,1.0397729931259216e-11,9.949716948186841e-11,4.128513501257811e-15,2.0895517006455116e-13,2.0878950161939674e-13,4.10124656030613e-15,8.185627484577583e-18,8.521752446527308e-18,1.9080306821178785e-19,1.1215330357850253e-16,8.525727185035057e-18,8.154518576685705e-18,2.8555297518026615e-22,3.2914317318749265e-22,3.2446960146049627e-22,2.499774257476548e-22,1.318719332215567e-27,4.765491089036102e-15,5.980800106011434e-14,4.08025025105805e-20,4.967312695441308e-20,3.1074655455652954e-17,1.9431707424914439e-19,4.899472631124119e-15,1.9647678166130415e-19,5.961126759733747e-20,5.367172691109448e-20,2.3741293814254378e-17,1.6253761370079724e-27,1.3965429164316669e-27,1.4226167571066058e-27,3.4815247928085294e-25,4.683520398109952e-25,4.0963451381323702e-25,2.7754640447688983e-22
1200,1.0391429988683735e-11,9.949879483918248e-11,4.181155525943894e-15,2.0867667755997402e-13,2.0713362734760267e-13,4.121245260028804e-15,7.992909047097592e-18,8.583980334971415e-18,1.885493749462689e-19,1.0625191618920557e-16,8.524959970682035e-18,8.016619243958424e-18,3.0588663251597456e-22,3.292327131617378e-22,3.3138689119617407e-22,3.1952984869129036e-22,1.3684754146464457e-27,4.7956283528560674e-15,6.691136822508514e-14,6.696701105220464e-20,5.221484611797611e-20,3.7946806920550715e-17,1.9620240309102195e-19,4.832837149655415e-15,1.9498433049024327e-19,5.198855609143672e-20,6.495765814824913e-20,2.770399098244678e-17,1.4675175225268047e-27,1.402313445272687e-27,1.7480508650987534e-27,4.535598701213526e-25,6.2522044521282e-25,6.152078618109833e-25,2.5032677354422005e-22
1300,1.039344841677936e-11,9.949411676570284e-11,4.150960171139682e-15,2.0400987469478008e-13,2.044097344162887e-13,4.120747989513402e-15,8.214125340150036e-18,8.469188702749853e-18,1.9028273643393538e-19,1.237941835456069e-16,8.457352730808093e-18,7.992455184447208e-18,3.403053364555483e-22,3.236367981456627e-22,3.275935411788261e-22,2.96666652526978e-22,1.364422732546472e-27,4.8774340268768185e-15,6.988563929849526e-14,5.638450440588962e-20,7.367153980311839e-20,3.2740074763580866e-17,1.977341788313152e-19,4.876366611896355e-15,1.973639592012553e-19,5.48098060216565e-20,5.2498298469989456e-20,4.376148021614192e-17,1.452958951775211e-27,1.5095411376574726e-27,1.6665015914176084e-27,5.349739468112844e-25,5.309378726969341e-25,4.9737085683286705e-25,3.629882236821283e-22
1400,1.0383640446587224e-11,9.950237388886156e-11,4.102648245492687e-15,2.05221188701029e-13,2.0569630469944127e-13,4.183209368272976e-15,8.20578220344906e-18,8.5390756860134e-18,1.9069927903833183e-19,1.3274910159758291e-16,8.596973638690153e-18,8.02628536190657e-18,3.508810441396239e-22,3.320898900644496e-22,3.3040433577142165e-22,3.477728622171418e-22,1.4028569752224422e-27,4.7834865737913245e-15,7.100004992688485e-14,7.607305533736344e-20,6.187302948095426e-20,4.8492846592012574e-17,1.9393069012150027e-19,4.823104370404933e-15,1.9495130886418867e-19,8.075687755723803e-20,6.713724873327729e-20,3.5806436350110803e-17,1.5383081423568118e-27,1.943236488736076e-27,1.5407587000438975e-27,5.63691456092735e-25,6.699389945878245e-25,6.440864376056256e-25,3.810816276250135e-22
1500,1.0359714026310111e-11,9.949631649547569e-11,4.0936020931627135e-15,2.0578956013607174e-13,2.074042744329537e-13,4.114801178027464e-15,8.034802588534326e-18,8.466161332121269e-18,1.930045013986132e-19,1.3895362002652625e-16,8.422340304465631e-18,8.080127813810002e-18,3.7954507892714103e-22,3.2421683060704444e-22,3.2320987745630105e-22,3.567948451051656e-22,1.3990683514985235e-27,4.9225058673917185e-15,8.109890068014885e-14,8.491103727433602e-20,7.936115507683818e-20,5.030206691998368e-17,1.9567861068153011e-19,4.819959577780779e-15,1.9832389378273377e-19,8.425292623470821e-20,8.393848692225688e-20,5.1894466143502626e-17,1.8866902734132832e-27,2.0831012330079917e-27,1.914247298397697e-27,6.939752030375016e-25,6.845453105943511e-25,7.250314312948594e-25,4.0415365693240887e-22
1600,1.0357950423230811e-11,9.947969925624169e-11,4.089912393172669e-15,2.0395901505269788e-13,2.048240626737252e-13,4.175172936251764e-15,8.245742052987673e-18,8.482370731539481e-18,1.9338092855493593e-19,1.4379116665421955e-16,8.410151644156491e-18,8.283432104201172e-18,3.6242584055015164e-22,3.303125315698655e-22,3.3190530524227073e-22,3.8327347562527404e-22,1.4984442915048848e-27,4.835772152549931e-15,7.906254730121264e-14,9.0477253958302e-20,8.067054464013448e-20,5.2376981801952585e-17,1.9448760498619485e-19,4.862242803921369e-15,1.9459228786649566e-19,9.378453577909802e-20,8.976361721996425e-20,5.747914889922209e-17,2.1579157634583002e-27,1.9470839068730485e-27,1.923476808744102e-27,8.730194381497881e-25,6.987953842345781e-25,7.339718099600291e-25,5.004326169695284e-22
1700,1.0356783621968334e-11,9.948381978084311e-11,4.074126133998544e-15,2.060755087448509e-13,2.0360596636743385e-13,4.0842408195527775e-15,8.106463851585e-18,8.453529827247042e-18,1.9744702533804465e-19,1.4377392560396924e-16,8.568252845483894e-18,8.223609971071045e-18,4.1290224368209513e-22,3.283029833488631e-22,3.3204408338894474e-22,3.840409328860192e-22,1.5604254194974708e-27,4.803396872443244e-15,8.306751006092168e-14,8.336037070403315e-20,8.928043973411666e-20,6.044706376041097e-17,1.96916484631819e-19,4.839709375801457e-15,1.9455681496661311e-19,1.0119355797924476e-19,9.319008715049791e-20,5.166572926676019e-17,2.3699818513790054e-27,2.0449940857103464e-27,2.133981933545638e-27,8.912684561830763e-25,8.669142919655767e-25,7.323548085614163e-25,5.473209923553912e-22
1800,1.0339031084832233e-11,9.947301432647997e-11,4.1500312096511096e-15,2.037213312034023e-13,2.051010171663502e-13,4.143889348114646e-15,8.133409579804987e-18,8.413408831452249e-18,2.002710989349904e-19,1.4377340432967022e-16,8.435127096953654e-18,8.1930191061593e-18,4.356924738936162e-22,3.222766174104563e-22,3.2292292228279914e-22,4.3208711247767315e-22,1.5147988831159724e-27,4.90082097403213e-15,9.013544214900696e-14,1.0302683543349175e-19,9.433122630213602e-20,5.398830545085025e-17,1.9768224118611121e-19,4.956082198739533e-15,1.9864436121264017e-19,9.771085002834809e-20,1.0329705578840288e-19,5.78971362894056e-17,2.2944940995431114e-27,2.295349233092439e-27,2.1296780336482906e-27,9.165140865625464e-25,8.099540555430391e-25,8.469515796834406e-25,4.924086814908238e-22
1900,1.0330352563512107e-11,9.947620254124426e-11,4.125696965616043e-15,2.056426943340779e-13,2.0815695789765955e-13,4.1328864749775126e-15,8.250708581047696e-18,8.388144138159918e-18,1.980644480617471e-19,1.5296740001637584e-16,8.452715102905004e-18,8.090205188590543e-18,4.698529901745243e-22,3.3037948234042603e-22,3.26101055997034e-22,4.731325459515458e-22,1.6317604864589952e-27,4.821832282212326e-15,9.069933404016761e-14,9.621579066445694e-20,1.0036483724562106e-19,5.793788145576524e-17,1.9442482842078065e-19,4.917664870696139e-15,1.9465129098353553e-19,1.0189623679134562e-19,1.134627088921474e-19,6.46539533087071e-17,2.2632619112440472e-27,2.511699639816069e-27,2.376800318715061e-27,9.904745940743515e-25,1.0546206710002062e-24,9.730186860539007e-25,5.6757417732800545e-22
2000,1.0331670385769057e-11,9.946931367731367e-11,4.0911998912107665e-15,2.0744360915943843e-13,2.0554919759846487e-13,4.073958917400014e-15,8.073160101590203e-18,8.50998548512228e-18,2.014087201006735e-19,1.687010532848716e-16,8.524755538790568e-18,8.31175403708431e-18,4.659130829087854e-22,3.233153398941087e-22,3.2839832945731194e-22,4.537709386649406e-22,1.661942231204213e-27,4.977000448603182e-15,9.358370627388175e-14,1.2249884045863542e-19,1.07037568277322e-19,7.457006393697815e-17,1.9635733051426213e-19,4.979972620139704e-15,1.9313577315308903e-19,1.2483459374412788e-19,1.0829052138981308e-19,6.573417282656541e-17,2.6357600717372392e-27,2.354989691414323e-27,2.4593245776828097e-27,9.858970038648095e-25,9.188339506690667e-25,1.0099016267397517e-24,6.501988616737049e-22
2100,1.0330903183034877e-11,9.947649149979997e-11,4.095411183924919e-15,2.0404529088069426e-13,2.0505766301664944e-13,4.1540684394128425e-15,8.14935702012251e-18,8.411613051948625e-18,2.019194445882469e-19,1.6696447544004467e-16,8.485642528048537e-18,8.226536105162087e-18,5.136467907371019e-22,3.2226773465925695e-22,3.264183691475445e-22,4.900327910802619e-22,1.7453076916442682e-27,4.9724623798698316e-15,9.807479306494008e-14,1.1601219013118926e-19,1.2580423642559336e-19,7.159211783705812e-17,1.9627233232242088e-19,4.881461282443773e-15,1.9503577558294828e-19,1.1955050543477354e-19,1.318208023787562e-19,7.431354312495311e-17,2.8122110836956457e-27,2.7143218946523043e-27,2.5578606199177637e-27,1.0068032116783072e-24,1.0276386840220463e-24,1.0833443568452154e-24,5.734858087871697e-22
2200,1.0311877273042395e-11,9.946892089967971e-11,4.056370871090354e-15,2.0374060740659385e-13,2.039617259656219e-13,4.1604911791616906e-15,8.261557145195447e-18,8.487306651653184e-18,2.0201056501099432e-19,1.697486593552411e-16,8.385497746056794e-18,8.246056343838004e-18,5.011831059081884e-22,3.2630130638892375e-22,3.2096768776874744e-22,5.159623065360306e-22,1.7492283450717905e-27,4.996947955993575e-15,1.0541483081494343e-13,1.1857716685315347e-19,1.403159674999276e-19,7.98814498357084e-17,1.975188686403871e-19,4.999569163659548e-15,1.9418299844442286e-19,1.245262935695667e-19,1.2947072633129138e-19,7.14660191410125e-17,2.8793348928530645e-27,2.8953680632011907e-27,2.6425954104905144e-27,1.2585265239802952e-24,1.0585365229943445e-24,1.2516811989253397e-24,7.039626355881568e-22
2300,1.0302766136496729e-11,9.947137347743807e-11,4.0948115308198084e-15,2.055860906495805e-13,2.0202811077692129e-13,4.054538092581726e-15,8.17632345459835e-18,8.450442842066113e-18,2.0395927090620344e-19,1.7751963096155031e-16,8.409845324406252e-18,8.11538816736653e-18,5.473702469799325e-22,3.253889690423971e-22,3.2084744037951405e-22,5.233170264224882e-22,1.8160846107740386e-27,4.914470343308533e-15,1.0796251882972624e-13,1.2736579884705898e-19,1.4282482670528871e-19,7.691629110798475e-17,1.936678946655499e-19,4.910896171028464e-15,1.922584359002847e-19,1.4507335859064484e-19,1.317133432826952e-19,7.877375013258475e-17,3.0942587830654624e-27,3.01699998646465e-27,2.983744192399529e-27,1.1485436581324718e-24,1.0691959883328757e-24,1.2959822816096875e-24,6.990735284960896e-22
2400,1.0312565028600436e-11,9.945989434097824e-11,4.102706989565888e-15,2.0612284991586082e-13,2.022788778453463e-13,4.111334138204031e-15,8.208304313155516e-18,8.312739986756345e-18,2.0097399826194126e-19,1.8867517843854196e-16,8.29151743388761e-18,8.20886661970806e-18,5.475515194013546e-22,3.2661110907435372e-22,3.205418900797883e-22,5.669240524481965e-22,1.7668811723852836e-27,4.890963563534451e-15,1.1052569992337776e-13,1.3906021496180956e-19,1.4101330926404327e-19,7.907732081678115e-17,1.9161136483993732e-19,4.95084115663449e-15,1.9350529074120874e-19,1.403427086981645e-19,1.5166368737807264e-19,8.987730901764995e-17,2.9262300350362465e-27,2.8290376516018585e-27,2.9237485442993534e-27,1.1605114164946648e-24,1.1435311542957737e-24,1.3333726293448818e-24,7.484957009183834e-22
2500,1.0301861100421792e-11,9.945998609175531e-11,4.132325874405867e-15,2.0505333081353265e-13,2.0679716630742518e-13,4.152931654673915e-15,8.269119287930439e-18,8.27765044561565e-18,2.051913341394191e-19,1.9977135133131846e-16,8.35845714204977e-18,8.198931101103149e-18,5.744058079147604e-22,3.2761217361233057e-22,3.2394108181647654e-22,5.9590720508640495e-22,1.864854758403495e-27,4.933328549152859e-15,1.1476296968566136e-13,1.564280506904232e-19,1.5237827718549062e-19,9.227264068163457e-17,1.9606476460814934e-19,5.008207333269314e-15,1.9775676069640609e-19,1.5326198766097695e-19,1.575068246180604e-19,9.135393468343088e-17,3.0182525597378182e-27,2.986529171553851e-27,3.046423082358812e-27,1.2055112599771002e-24,1.3617028305691309e-24,1.2301274203319304e-24,8.091822049924616e-22
2600,1.0285180328312789e-11,9.946011754882917e-11,4.1375278022010975e-15,2.0628115927911273e-13,2.0609644872540797e-13,4.086144653396861e-15,8.174585068031183e-18,8.325408777795353e-18,2.0384222964701577e-19,1.9765499165199383e-16,8.309810483314905e-18,8.152303174821264e-18,5.624653322967876e-22,3.2921059096773105e-22,3.2446532093922793e-22,5.903496949595364e-22,1.9099198319603408e-27,5.006185022999871e-15,1.1529747524440772e-13,1.5485594779571654e-19,1.5602033622193612e-19,9.356685518754168e-17,1.9643565283228085e-19,5.028072623705826e-15,1.973571142557136e-19,1.5752828429276607e-19,1.5709578125851712e-19,1.0080442920908533e-16,3.415836426790391e-27,3.338392925202339e-27,3.0208150843636653e-27,1.264268864256569e-24,1.4942804770254503e-24,1.429853881670489e-24,8.887772388782651e-22
2700,1.0291055154185061e-11,9.944280094946462e-11,4.040892553889274e-15,2.0582202751242569e-13,2.0601591332167262e-13,4.053669118983712e-15,8.373972388291277e-18,8.247877828408343e-18,2.0784660877488438e-19,2.1109329947804796e-16,8.233980889477533e-18,8.17781126024863e-18,6.29720189876568e-22,3.2157269279251294e-22,3.2550018229203626e-22,5.994745797218373e-22,1.8873172123506282e-27,4.874874681675309e-15,1.2084365385137162e-13,1.6213553840852211e-19,1.559383210931654e-19,9.515180418834146e-17,1.9144435249179473e-19,4.977148589401498e-15,1.9338413112933251e-19,1.7198306086371005e-19,1.6410632429868473e-19,1.0430390925252846e-16,3.2165779177882288e-27,3.281819364096827e-27,3.51432627266815e-27,1.3201067757145248e-24,1.5509064447439725e-24,1.3762589943209231e-24,8.804441079432003e-22
2800,1.0283667869805804e-11,9.944571346059279e-11,4.086011071767827e-15,2.0296899430970718e-13,2.0682458981015742e-13,4.0774941871325355e-15,8.201865588862192e-18,8.323748499637796e-18,2.1004968293783904e-19,2.089212337579542e-16,8.413030594928458e-18,8.181573341522939e-18,6.603499328619949e-22,3.2345657021176763e-22,3.2164864966525423e-22,6.292632836221616e-22,2.018385568575144e-27,5.0085659613931504e-15,1.2541881440898332e-13,1.7758106680005537e-19,1.694427070502827e-19,1.0549563807304636e-16,1.9422330488539158e-19,4.99143868707388e-15,1.9343023791103715e-19,1.767266482755679e-19,1.68478224953631e-19,1.0323872084149886e-16,3.4846957804187406e-27,3.331162835901952e-27,3.491898968059831e-27,1.6181602270579364e-24,1.604382939053348e-24,1.433116153604673e-24,8.320131554641439e-22
2900,1.0260269037700831e-11,9.943632401678565e-11,4.069082590795948e-15,2.0538109787064657e-13,2.0544759806870377e-13,4.1096302140182804e-15,8.217691361670056e-18,8.38723448538904e-18,2.1049295034446864e-19,2.262946521974964e-16,8.364157226493931e-18,8.302822003307498e-18,6.805139874130915e-22,3.246480279607475e-22,3.2577120821909874e-22,6.584432896752659e-22,2.0087986101865716e-27,4.940005851422139e-15,1.315571351330314e-13,1.900235852627174e-19,1.9086160837616585e-19,1.1095742166763359e-16,1.9304883857545504e-19,4.981484553188226e-15,1.9718089069819382e-19,1.8307246501945751e-19,1.846651352714537e-19,1.118666798591789e-16,3.410931935071836e-27,3.5076660367346994e-27,3.546289614347166e-27,1.5363004599711573e-24,1.6321935074028595e-24,1.5250559103525261e-24,1.0119909276175121e-21
3000,1.0253410777476085e-11,9.944496286073683e-11,4.052531010401741e-15,2.0475509483049988e-13,2.0519964162657064e-13,4.064464019401812e-15,8.366650012073022e-18,8.428124240914526e-18,2.1276276822925929e-19,2.224815882330415e-16,8.325106072794173e-18,8.34700367861336e-18,6.587074720438246e-22,3.2387865646363606e-22,3.2038578522647984e-22,6.519318791678676e-22,2.082595571118463e-27,5.02909955942479e-15,1.3656088688750556e-13,1.9709851034134197e-19,1.9430901736939076e-19,1.0558476826278789e-16,1.9362318355074152e-19,5.025915871753533e-15,1.9198963346366928e-19,1.928590399070964e-19,1.8546203266973483e-19,1.175757820967195e-16,3.8497453682479586e-27,3.80897992797671e-27,3.915134638655188e-27,1.5149922564697657e-24,1.7317275517884888e-24,1.5709756061789256e-24,9.208156328097756e-22
3100,1.0253650264642694e-11,9.94337866127694e-11,4.088781324451553e-15,2.063001434879987e-13,2.0532456430417708e-13,4.070343916569522e-15,8.182862377245093e-18,8.384519945362327e-18,2.1301153628839913e-19,2.2461537105258907e-16,8.343912511333688e-18,8.378701387849696e-18,7.005341860295942e-22,3.211065365869962e-22,3.251423565028862e-22,6.67919948381807e-22,2.0432786645700802e-27,5.037276092457492e-15,1.3284294133084775e-13,1.949953710196898e-19,1.9685087030164197e-19,1.1162384737432613e-16,1.9548802141819238e-19,4.904977260690566e-15,1.9077602481574352e-19,1.9499375534358372e-19,1.998393269289257e-19,1.166681148228058e-16,4.175686224792329e-27,3.741573906780022e-27,3.984563461630016e-27,1.6705665126946243e-24,1.8524178787706005e-24,1.7430598291526853e-24,1.111397803488001e-21
3200,1.0261537506258926e-11,9.944209519360765e-11,4.077967488700652e-15,2.0295409840512866e-13,2.0659888954315276e-13,4.083101524348417e-15,8.400792305231376e-18,8.256745771472939e-18,2.1119332370623263e-19,2.333450061051221e-16,8.372638572389941e-18,8.3446149940308e-18,7.228504292030218e-22,3.2045921292228044e-22,3.2506358971322885e-22,7.016409262362309e-22,2.088948961291837e-27,4.962230290181893e-15,1.3856192335283194e-13,1.9427897245579475e-19,2.142697666718165e-19,1.2373007291750865e-16,1.9447978996090897e-19,5.0207783639830524e-15,1.9297706093436627e-19,2.0395027122856544e-19,2.089231941589414e-19,1.1767770441178881e-16,4.285781084683314e-27,4.360487618237263e-27,4.259214025998314e-27,1.7906279314274975e-24,1.8312626805705637e-24,1.8969711255203662e-24,1.1228200281124586e-21
