miliseconds,U,A6,b,Btot,A4,c,C,g,G,Ep,x
4000,5.133628476064577,1.0500314472077976,1.0000591715144713,1.0000000138395209,1.0095893461591017,1.0000019440232026,1.0000113024822659,1.0000321184020418,1.0001763857486756,1.0856851559957572,1.1707309378854527
4100,5.137988038007984,1.052124131729884,1.0000622349501085,1.0000000155650073,1.0100381205396618,1.000002218051658,1.0000124814105074,1.0000339022185396,1.000183067532663,1.0929176706079378,1.1763033646735779
4200,5.205684047870085,1.054505352817812,1.000067138262173,1.0000000165617349,1.0107598450518622,1.0000024317617517,1.0000131830784391,1.0000364772999661,1.0001991611879153,1.094210133789391,1.1805031567596858
4300,5.189596579332046,1.0574439539937404,1.000071548395516,1.000000018608551,1.0110760581383604,1.0000028334752902,1.0000142590359553,1.0000402320558897,1.0002161400060476,1.1021976020117603,1.1963667075824522
4400,5.235241264530865,1.0610558278437876,1.0000766968330237,1.0000000208521669,1.0114167556201583,1.0000030559044006,1.0000153767382218,1.0000428824552434,1.000234230347045,1.1043923022616429,1.2048777821341474
4500,5.379656374106124,1.06374167747446,1.0000850799501908,1.0000000231767314,1.0120383897069296,1.0000034312944108,1.0000164090074528,1.000045493475139,1.0002509990399064,1.1093331131135828,1.2111595074224704
4600,5.322053268854362,1.066477915633476,1.0000917833711045,1.0000000252516994,1.012627503883623,1.0000037502963814,1.0000177873373939,1.0000488626876605,1.00026017719605,1.111951197082719,1.2180246045886816
4700,5.4614546284406895,1.069490555602596,1.0000948471416056,1.0000000271468925,1.0127668716877058,1.0000041760085323,1.000018445079624,1.0000519309807556,1.0002813750329145,1.1170145644963,1.2273611939144577
4800,5.417633833549508,1.0725311621357492,1.0001027343470041,1.0000000293181162,1.013395430154481,1.000004676944494,1.0000198793931114,1.0000548619193752,1.0002956201702224,1.123112896029623,1.237174332366536
4900,5.485828566110571,1.074734869020419,1.0001100135074095,1.0000000327020806,1.0137727599915567,1.0000051218189148,1.0000211992422825,1.0000573917500224,1.0003214678164627,1.125978267213371,1.2502395979065943
5000,5.570030329112202,1.0790520494103526,1.0001191279370079,1.0000000354705056,1.014581405586075,1.000005662036682,1.0000224276932963,1.000061403997464,1.0003363139766834,1.1323512845562311,1.2592686729953524
