milliseconds,Mb,Bc,Bcp,Bn,Cc,Mc,Ccp,Mp,Pc,Pcp,PCc,PCcp,PCn,Bnp,PCnp,In,Mr,Rc,Rn
3400,2.7359717585809933,0.48957601910655507,0.04402129738490548,0.22565628573733304,0.07685587638638777,0.05015763141714003,0.011249956873808009,0.051114116252743036,0.00811854475026765,0.00426488556219076,9.14271655579968e-05,2.3637475050815387e-05,1.4207694769920275e-05,0.019444970118471832,3.593339307262302e-06,3.6456121962084535e-07,0.043064131299386785,0.004518342665447719,0.0008612796828414513
3500,2.7968613692324635,0.5063294544384176,0.045254790170376445,0.2362811770392925,0.08661683568119466,0.05518526267224407,0.012722693693658294,0.05632961899585525,0.008987360659598667,0.004738220220283906,0.00011609252332491556,3.032848369423903e-05,1.8383685767183094e-05,0.020284789564955778,4.703192235705346e-06,5.009654324667312e-07,0.047379440965345784,0.00498933294977463,0.0009610586804235445
3600,2.857320809360231,0.5231579509331626,0.046476553493713685,0.24705605148719811,0.09721532407974712,0.060518725875313636,0.014320517422959323,0.06189242051190867,0.009914814259802902,0.005245726244508157,0.00014615766444588785,3.855708389654804e-05,2.355763122915221e-05,0.021128263034485128,6.092261185705293e-06,6.802497888341727e-07,0.05194980535974574,0.005490308861224227,0.001067990189605984
3700,2.917364351574371,0.5400628326885444,0.047686795964180476,0.25798159391093994,0.10869366811626353,0.0661658627365908,0.016048301969730255,0.06781675042933033,0.010902927449586366,0.005788872514734615,0.00018255428515033737,4.860132979367799e-05,2.991666064587628e-05,0.021975183652233582,7.815732055369334e-06,9.135060872800848e-07,0.05678022440096989,0.006022110843251228,0.0011822976406058643
3800,2.977005338424466,0.5570453935514188,0.04888571922545219,0.2690587183634237,0.12109587953172786,0.07213454385522355,0.017910856697007132,0.07411743225664341,0.011953767753298287,0.0063691937126489784,0.00022633736875530023,6.0777566942904466e-05,3.767416554550151e-05,0.022825365789235105,9.93693807098656e-06,1.2141265349049336e-06,0.06187558498466394,0.006585591797907803,0.0013042074864824291
3900,3.0362562652395853,0.5741068955627923,0.05007351797889731,0.28028853775028567,0.13446782419361822,0.07843265730211892,0.019912917930175616,0.0808098953120687,0.013069446738587724,0.006988293148994196,0.00027869781642843615,7.544444342645348e-05,4.707244101869336e-05,0.02367864166205956,1.2528209491886276e-05,1.5981768495738263e-06,0.06724065075259429,0.007181617394545978,0.0014339496786039672
4000,3.0951288537581183,0.5912485681479077,0.05125038009650477,0.2916723370223463,0.14885739050764685,0.08506809409096129,0.022059137754610374,0.08791018233747545,0.01425211727569108,0.00764784515243704,0.0003409761823349805,9.300727841381918e-05,5.838552909462132e-05,0.024534858382196153,1.5671787933287507e-05,2.0848159647062055e-06,0.07288004965382854,0.0078110661169412225,0.0015717580564955824
4100,3.153634117854403,0.608471607841314,0.05241648678385865,0.3032115494135058,0.16431465558320524,0.0920487308301584,0.02435406992156386,0.09543495261567567,0.015503969600704022,0.008349596989981025,0.00041467758382866343,0.0001139228149427191,7.192227757057143e-05,0.025393875384345007,1.946081002478628e-05,2.696766801044655e-06,0.0787982596469351,0.008474829077765682,0.00171787065922247
4200,3.2117824220001303,0.6257771784448438,0.05357201278515478,0.3149077354217074,0.18089204716548035,0.09938240964979486,0.026802152594292143,0.10340148000139919,0.016827226078795166,0.009095370257551463,0.0005014879185001828,0.00013870440511804227,8.802963952046174e-05,0.026255562206038672,2.400036903140495e-05,3.4608458502643345e-06,0.08499959276355418,0.009173809620464107,0.0018725299622755003
4300,3.2695835339182104,0.6431664114593132,0.05471712661607017,0.32676256391507313,0.19864449953102012,0.1070769158157239,0.029407688096723554,0.11182764581091796,0.018224134700758756,0.009887061732169904,0.0006032913641498369,0.000167927626613832,0.00010709621075634523,0.02711979654440928,2.940865422538044e-05,4.408553101595048e-06,0.09148817793992772,0.009908922747791996,0.002035983053135433
4400,3.3270466715204763,0.6606404067247638,0.05585199080988658,0.33877779526302876,0.2176296005643796,0.11513995299183871,0.03217481933403956,0.12073192566659642,0.019696961116173906,0.01072664356753184,0.0007221893574976085,0.00020223640396878364,0.0001295560434101864,0.027986462577409974,3.5818181362316354e-05,5.5767346860284545e-06,0.0982679427419841,0.010681094376962998,0.00220848174510615
4500,3.384180545488227,0.6782002331641519,0.056976762168301616,0.35095526591868154,0.2379077284320327,0.12357911663968504,0.03510750330419112,0.13013337049172302,0.021247979301849435,0.011616162835331676,0.0008605209425351445,0.00024234960762010171,0.00015589271752041123,0.028855449484571076,4.337710948358975e-05,7.008317192437336e-06,0.1053425943899186,0.011491260463762627,0.0023902826432284493
4600,3.4409933973819595,0.6958469295949965,0.058091592015216915,0.3632968744052505,0.25954217410260644,0.13240186548168326,0.038209481435942896,0.14005158044424185,0.022879460626672166,0.012557740257395925,0.0010208847025810635,0.0002890682168160661,0.00018664371330259202,0.029726650167085065,5.225065964884673e-05,8.753129712903532e-06,0.11271560019907838,0.01234036599243628,0.002581647161140515
4700,3.4974930343227384,0.7135815055427311,0.059196626444656536,0.375804568268417,0.28259924824875604,0.14161549148148944,0.041484247310152184,0.15050667212452493,0.024593661429967332,0.013553568126258372,0.0012061621230409158,0.000343283008255223,0.0002224050581527458,0.03059996011233152,6.262262869920545e-05,1.0868812102842457e-05,0.12039016776439321,0.013229363863239592,0.0027828415003784603
4800,3.5536868602619753,0.7314049420212309,0.06029200656052003,0.3884803318937794,0.30714836839126747,0.15122708839360127,0.04493501176297514,0.16151923804074006,0.026392808933274843,0.014605907257075097,0.0014195425168721952,0.00040598283645372106,0.00026383627657700353,0.03147527639992853,7.469700983478946e-05,1.342182491797356e-05,0.1283692250632737,0.014159213681097018,0.0029941365926551547
4900,3.6095819044233917,0.7493181922439889,0.061377868707244765,0.40132617491616335,0.3332621240568768,0.1612435192072692,0.048564665897342596,0.173110298342496,0.02827908554423392,0.015717082926589573,0.0016645493947043941,0.00047826348694469614,0.0003116656240207922,0.03235249681855276,8.869971622437423e-05,1.648856432055898e-05,0.13665540072000082,0.015130880465341737,0.0032158080121887605
5000,3.6651848470295585,0.7673221822289509,0.062454344686865816,0.41434412106984564,0.361016315072812,0.1716713826769823,0.05237574225221754,0.18530124422022645,0.03025461143003042,0.016889479636222712,0.0019450683113110558,0.0005613371478892577,0.0003666956165760688,0.03323151908078045,0.00010488041534371809,2.0156597268237467e-05,0.14525100465963126,0.016145333289330595,0.003448135860306927
