miliseconds,G3P,PYR,ATP,NADHm,NADHc,Vm,Cam,Vp,Cac
3200,28.192064450536847,11.82263638885578,3698.9733272545704,72.4738035983948,11.281078074999742,101.2158254462357,0.2000951288659336,-69.99564250168795,0.09999699061251316
3300,28.17794475528434,11.829820905645988,3698.963951538183,72.61664031837739,11.286728508254264,101.22209154136772,0.20009570868554036,-69.99558277408629,0.09999698992017127
3400,28.168621063450363,11.848806131463073,3698.955524639795,72.63255569063517,11.292520517612521,101.22803519904565,0.20009578427517163,-69.99552793092087,0.09999687454497123
3500,28.159993862320736,11.85598158467899,3698.9562774163574,72.6663704668071,11.302674483924863,101.23782439129255,0.2000962259966341,-69.99524185149428,0.09999674145538413
3600,28.140563107142157,11.864389248958908,3698.9489472355413,72.84657216048231,11.313557481812236,101.24552232873825,0.20009726220711788,-69.99512702667845,0.09999671053652051
3700,28.137021103869554,11.868252735734838,3698.944822683424,72.81841477125386,11.320711101864074,101.25222204743318,0.20009752814646836,-69.99495953281556,0.09999651163284184
3800,28.121628689553688,11.878269099861807,3698.936228508589,72.94794009739967,11.322237664805957,101.2622976030412,0.2000980612283495,-69.99482399368362,0.09999651724894114
3900,28.120711389307388,11.895280312252149,3698.930617771271,73.06567039998205,11.327627129923414,101.27955313366944,0.2000984775364974,-69.99472064812848,0.09999634340387654
4000,28.103352048887352,11.902202427504859,3698.931681897657,73.02122701414386,11.332842068931381,101.28958027147102,0.2000991417826787,-69.99469102885375,0.09999633954554574
4100,28.10321550344516,11.916605677275916,3698.920914637658,73.1621724724921,11.34303986987952,101.29011397783401,0.2000994226074255,-69.99445490036457,0.09999624917883773
4200,28.095516673756357,11.921346953829783,3698.918486052944,73.16449855082897,11.351879718195722,101.29764943799273,0.20009995060970184,-69.99433934467147,0.0999961438394327
4300,28.077085759226758,11.934891467435714,3698.912229516352,73.31316398209422,11.35723454514721,101.31159892314061,0.20010054956629467,-69.99433321780049,0.09999602583643409
4400,28.06897210729178,11.94703440832862,3698.910744140089,73.38811969015099,11.369202956599947,101.32246165155162,0.2001017131613862,-69.99410161420292,0.09999596317987641
4500,28.056045501417586,11.958243599688801,3698.9015887764663,73.324522699402,11.367959072180298,101.32949621467355,0.2001020609609122,-69.99392068397685,0.09999581643468158
4600,28.045302790640758,11.96910212940309,3698.895786561857,73.45183707826143,11.376152983409808,101.33506757187571,0.2001022606678229,-69.99379718967272,0.09999578258551067
4700,28.04457417325752,11.972757179077902,3698.895370071516,73.55825760410423,11.382670744171204,101.34769259348481,0.20010258594887917,-69.99365952245513,0.09999560874022116
4800,28.033558203203125,11.975868489362263,3698.8927281258143,73.55197995480616,11.39345241540983,101.35995750184337,0.2001035175415866,-69.9935885352223,0.09999547381240496
4900,28.02814184988098,11.992922043059181,3698.8878485642017,73.69277939682206,11.40419847096436,101.36895383417915,0.20010380844436254,-69.99336706572103,0.09999541221446759
5000,28.01209223726945,12.003872856627453,3698.8771065014244,73.75195316106661,11.401392007343844,101.37095151769893,0.20010454147381193,-69.99338822856399,0.0999954144816973
