miliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
3900,54.84633148609823,1094.8805075460216,214.58806215542145,169.18241682305893,243.84069565946078,0.00022274807650288602,0.005070136349927092,0.001004208028241804,0.00044018238295802896,0.0007269069957959978,-0.07367375059487175,15.331532593496394,4.590579394447129,87.46566142941147,17.20904409075592,15.629242091486777,22.572682517489802,5.705958832088454e-06,0.00012975101684490066,2.5409678290084415e-05,1.1043640222934726e-05,1.8609670584508435e-05,0.008733245031098798,2.1544697079573414,25.53231497197383,683.621094572367,135.4648095228686,0.0,157.59153283553286,0.02121872210166233,10.71410923434399,7.255355583083091,31.537315341972967,20.348717989699132,17.475721720616193,2.4779338587449313,-7267653.27685069,3437102.1590232244,2514313.8147571688
4000,55.21881858474401,1095.0852261957004,215.99475066874695,172.48359121573745,247.11657207891682,0.0002260645577179684,0.005050793156902709,0.0010121399830002485,0.00043343901632639085,0.0007391557858779263,0.09593094804919543,15.346590572374325,4.668964929539611,87.89495560017743,17.143360478249086,15.732376341006049,23.032129294410932,5.6814445561447696e-06,0.00012954289014774999,2.5503662735262268e-05,1.105686054510177e-05,1.8653203472423344e-05,0.013181634116588244,2.1596783311993377,25.661795629537536,691.5419700327809,135.65535332668856,0.0,157.27339880865892,0.04233175798836033,10.680758161148663,7.309464258724151,31.786134108307618,20.395266624611725,17.433858136297598,2.46559685095512,-7301896.874806124,3408491.3752923906,2542595.879488309
4100,55.10918085719688,1108.6005717746561,222.0547390884051,178.62180343019529,248.73201045342032,0.0002267816390995001,0.005114321905444793,0.0010142218291046199,0.00044522668636772026,0.000747521073983349,0.04874553397287384,15.404069739958036,4.720097301726967,89.57576561720904,17.475988561456084,15.882383305423746,23.125430343655854,5.722399893161032e-06,0.0001299246951904705,2.549662351811604e-05,1.1133002902250599e-05,1.86623018482992e-05,-0.004365549992738689,2.166024250094198,26.276740217177554,709.6378045109349,137.01471233210586,0.0,163.710743126075,-0.014158922649767475,10.74462888319254,7.358041539690426,31.899166105029305,20.24629060721073,17.64732979114195,2.5004578919304183,-7338803.305649158,3310912.002305091,2514147.0832830374
4200,56.655959477129656,1110.9945916306795,225.3628928421964,180.8342773379673,252.962117366419,0.0002309046695371921,0.005182343630540673,0.0010278025012107677,0.0004438480875079117,0.0007427951495600135,-0.041646867864410755,15.336024703758433,4.692514052250512,89.8169075589187,17.20048458532604,16.21659375179267,23.315863866475578,5.729961849791658e-06,0.00012997845032541186,2.5472146988889535e-05,1.1088713185884757e-05,1.8812228305267444e-05,-0.012204599696015834,2.166312246750023,26.164062608940895,699.2281367180808,135.82199815960257,0.0,161.31942778018305,-0.06701502401692638,10.74257591353206,7.490193205679212,31.66838952116359,20.499927673423343,18.154432911335082,2.493276262269061,-7300644.647710636,3276210.5005320287,2575673.044017668
4300,57.637214494035184,1127.990756853877,223.16864856396677,183.988582192495,258.136166379864,0.00023275919147311465,0.00522950964772112,0.0010392393446560665,0.0004436354056558556,0.0007578162829930393,0.02849547870220486,15.267202490522152,4.756442530190441,88.52670699015546,17.427977160886982,15.993635801917959,23.651517401197605,5.703468921144329e-06,0.0001295822636196379,2.5551414621112142e-05,1.1109825748211282e-05,1.8793149907238164e-05,-0.013534050744350141,2.1569123858835746,26.275384681900427,719.4655361867386,139.26974763538527,0.0,164.1402737336487,0.03893041029913923,10.75774395419099,7.5788721022368035,31.744234609663664,20.39799116944492,18.281551589227185,2.515053006547689,-7321862.134823831,3253728.30977331,2604049.5455297995
4400,57.19319590209242,1126.9514965087833,224.25409055524497,185.85224449664327,256.8745035635622,0.00023215129792188868,0.005228324262871658,0.0010313580190827003,0.0004472825996817575,0.0007590185818739803,-0.10231522621622569,15.300139454214323,4.826795432444917,89.80272409200606,17.465850532872413,16.193466257028692,23.683158278719212,5.739117916496535e-06,0.0001296062915403277,2.565072720179517e-05,1.1115974434019222e-05,1.8717205151033945e-05,-0.006167979411094242,2.1755809213797033,26.524253140245744,705.8978673206632,141.20287771925965,0.0,169.92859803470637,0.0019165407684794261,10.623435705744724,7.592350359832147,31.847251777598874,20.38360683702296,18.474635470356244,2.5755169403663998,-7316261.321643522,3154958.596997413,2676307.683775866
4500,58.7695858094861,1149.8615140041156,228.01836248594728,186.04009204417932,267.30408865771415,0.00023362586731109767,0.005331398904029242,0.0010460406349160943,0.00045116988985694645,0.0007662911030958647,-0.00474552168032315,15.375501524526221,4.837343211364982,88.93918600330971,17.49638157610495,16.264179275880917,23.847881204735796,5.710925334652794e-06,0.00013010132214897935,2.556430150580311e-05,1.1167526062498535e-05,1.8839531747206797e-05,0.01268696111910186,2.171846794843733,27.09469622665429,718.0263719290881,139.7153239580897,0.0,168.36900127844206,0.04014938447536262,10.746254098133145,7.652506600697916,32.34509519828908,20.458711117133547,18.19925936160777,2.554814175677735,-7285304.341745177,3107216.545721272,2628260.8115085256
4600,58.997756612569155,1169.8878329662964,227.8633104448614,187.1834287477747,265.30073551274637,0.00023359357066631727,0.005337305672697548,0.0010502900034779208,0.0004603874013742059,0.0007640261372918022,0.09441759746512499,15.271236941950123,4.7939895163791455,89.64234941556161,17.394578834668028,16.743927274807113,23.6506139250524,5.736211836481968e-06,0.00012994215948486222,2.5676378762544165e-05,1.1201706582224813e-05,1.881460986073393e-05,0.0019187651772031192,2.1641821829792747,27.09766067362447,721.1898672756301,139.4308486314425,0.0,172.3136102833721,-0.05466975794721263,10.663234726406587,7.588730745925967,32.03440099945054,20.47953450789984,18.491886680011955,2.6105184107401125,-7293605.147135133,3123965.209316571,2667432.47830921
4700,59.00604268027441,1177.464195002073,226.58755482919807,189.94541984980478,266.17092327931556,0.00023263083018050802,0.005386012762034943,0.0010574499672265187,0.0004624129520156979,0.0007700291314425889,0.022942995822459115,15.290353161285474,4.865181630966388,89.44587024540665,17.556491916445573,16.529803182263716,24.152498898450627,5.740066662534671e-06,0.00013002680806246397,2.5590927850909678e-05,1.1188073256396051e-05,1.878187088197984e-05,-0.006240655227776956,2.1790555750616094,27.192157748346084,724.8358130965638,142.49319871778994,0.0,175.96122014614832,0.012617064298905674,10.62385351738746,7.7326764803635,32.325506132081394,20.432517383458205,18.67538894476469,2.608208230903434,-7372945.380711302,3046329.295188308,2688038.010115815
4800,59.53070042866357,1164.4149138895227,230.95308719771904,194.51287084145764,275.9285895892225,0.0002371433604447592,0.005407518241052787,0.0010597573414063816,0.000459855786171877,0.0007673486795245477,-0.04314002568156709,15.285822571974812,4.905508157308858,90.53904841545516,17.600815219333935,16.97096266145224,24.16289173862131,5.7356896615506736e-06,0.00013029701616557317,2.5565916408582306e-05,1.1158034532913935e-05,1.8814737342466977e-05,0.014909891287077957,2.1679568109483482,27.817391842935656,726.0356786776255,143.2930751800602,0.0,174.08032991560205,0.043422124403024474,10.639832448003473,7.744025255455149,32.47186679687644,20.502792782619206,19.040705114708693,2.6277196183632583,-7360474.786921689,2993156.1456475267,2724421.1542732753
4900,60.29945751596939,1186.5320898557827,233.25281670021764,193.2359227418203,280.1499097073446,0.00023842766869834232,0.005431357251197002,0.001053233683017884,0.0004641625549391309,0.0007813295523207274,0.02437838663371784,15.400611324814033,4.868989157863085,90.06781521399287,17.65160202577162,17.013724347433097,24.734981519955507,5.76028635594529e-06,0.00013046327828298407,2.569732000634935e-05,1.1165577481946283e-05,1.8812219037085502e-05,-0.0006770941092254253,2.1729807283966918,27.711872781335607,739.0924586644043,143.491049247979,0.0,179.8015789237441,0.07155465336940096,10.723162934681692,7.859672481747894,32.00334106590982,20.506049602481692,18.78405606494846,2.6491810491090324,-7278350.271274057,2978884.054512532,2731437.207648185
5000,60.777854223220416,1184.493894384724,230.67908186786175,197.45210326017357,277.5979843769541,0.00023975494976786053,0.005478687069786683,0.0010604559400814472,0.00046447051501564426,0.0007917770311059768,0.07242686048226485,15.350941569900325,4.8790755409212245,90.66161120464051,17.51865918309142,16.823973049907604,24.899919138242165,5.756255328996582e-06,0.00013109277218172717,2.5711604148335785e-05,1.1157032121990708e-05,1.8873404437749333e-05,-0.009959874824112949,2.180075013761788,27.98139119511476,737.0853642877928,143.4225336654884,0.0,179.62498471311187,0.002537172922933994,10.70018637385762,7.793223493948813,32.301475391258506,20.742795026848853,19.23797448649785,2.6991193220116356,-7340989.318480069,2948265.4952633176,2736826.6598942885
