miliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
1000,20.916755321320945,510.80513814826696,98.55859835178656,61.87735604916702,82.58794340985992,0.00011824438205387107,0.0026773994399343633,0.0005228092427651643,0.00023320428559117672,0.0003793752672429606,-0.044195932864595854,15.420099757183088,2.4286634833270364,55.48791896075191,11.458947141729967,7.220596238678129,10.4723735068881,4.995269821207857e-06,0.00011380194136660641,2.2290761538147912e-05,9.758115519837505e-06,1.6419326382278354e-05,0.011113720273922127,2.1562997898912135,10.458053580283186,319.5950049735047,64.19087022938179,0.0,55.34152936455567,-0.008729497698989884,10.708996635994218,3.554745969657644,19.408692331227563,13.366322889331107,8.026153225483522,1.1609273025643414,-6456074.659679895,5502763.414357633,658616.1010554645
1100,22.887672855032157,532.0886435731261,108.95929727834483,67.10621685360988,87.70419095601727,0.00012622638013647108,0.0028179432260388533,0.0005509364629511674,0.00023961671980923937,0.00041405557830361645,0.05446450850699181,15.315146405312777,2.4901124669784607,58.35890815034016,11.670932429793632,7.617745377965744,10.890855366055577,5.045321922551661e-06,0.00011539558593803151,2.26426963183443e-05,9.889948568101115e-06,1.6553342361925318e-05,0.01395062102232064,2.177507678089305,11.205237606368607,342.03908193994096,71.5231000616288,0.0,63.03672033132899,0.04852178815574632,10.643202102948845,3.8979013792856096,20.427927151702708,13.95990985562643,8.629262078409674,1.220313349424711,-6619208.680447412,5584648.881507501,802246.2892691277
1200,25.43107449079919,578.4415591466144,112.59866903042241,69.98141556353268,95.59017601063366,0.00012996190649043352,0.003027995748391059,0.0005723854961841618,0.0002572480161941333,0.0004316393755836235,0.04400518905295992,15.310587999079546,2.672853965719874,60.15801302222706,12.120767663237185,8.121973119028961,11.80897029461804,5.125399589419759e-06,0.0001158639267318498,2.283622810873962e-05,9.911788670662144e-06,1.6727960549868718e-05,0.0053957190714776105,2.1615730661819863,12.323597372100863,379.1254167623554,75.67192579635352,0.0,66.77932807149479,-0.05299908311778344,10.741129119796202,4.03368354988664,21.707362055543058,14.440675721943714,8.956449504415124,1.2654456082486831,-6824285.486061503,5545057.09185344,894757.0193988978
1300,26.53692822855888,622.338711638425,121.10060410772947,75.68075005754145,109.54249673657165,0.000133826474504383,0.003035048768706628,0.0006099922237002468,0.00026677661412828505,0.0004526649098271837,0.013741624703206536,15.44527112131654,2.82369287879083,62.14228873039209,12.518978819072224,8.55081780678395,12.63480245427464,5.152237204203144e-06,0.00011738475464522196,2.3007362249854484e-05,1.0065648206027656e-05,1.6907398928918473e-05,0.0032865416356156374,2.1704244817551994,13.09278948198519,383.9952385759135,79.48729133380742,0.0,69.13019817938805,-0.02402998187351588,10.617651040365583,4.233770047705357,22.472145587664087,14.732817037006638,9.447614378810906,1.3455537891121747,-6981603.003831228,5541998.523883915,909877.9600672487
1400,27.506872993766166,625.8478808569075,130.93737542688086,81.72332950925565,114.08859798045289,0.0001412744067364689,0.003237766594426811,0.0006232499401323567,0.00027123469297824697,0.0004750899256886439,0.08330530956236878,15.438825486516905,2.915970600709557,63.96908778784509,13.020130852366304,8.953679810080573,12.916344728098846,5.202836670057912e-06,0.00011860952830659913,2.3271091471124916e-05,1.0087441570487359e-05,1.701534348581801e-05,-0.0020251356359614263,2.1793673020774547,14.119604236657196,419.82332465385866,83.6508402588702,0.0,75.89454541997844,0.0433250698525413,10.73569879628544,4.412209169163205,22.981174456099943,15.18698722178718,10.144739123596644,1.3767014321748627,-7048658.987561167,5494861.106865756,1040315.3557347576
1500,29.98137892010686,658.5935455658383,134.0541243573866,88.04293569269362,122.70386276310408,0.00014484979669857753,0.0033628245809387025,0.000650164864321926,0.00029243758146815156,0.00048273494395555745,0.055973504857329465,15.326721602197992,3.005909772491951,67.66875867377895,13.352784645041403,9.125741511850983,13.660300405983753,5.24383862806852e-06,0.00011903456503756682,2.3447528259919113e-05,1.0183384841782813e-05,1.719147334158075e-05,0.014245343154483338,2.157191518818152,14.177178748267302,434.6965558577712,84.87917680170696,0.0,77.97177594505881,0.04766838887326684,10.65607465318051,4.59818285491236,23.415328726002414,15.754224485726565,10.243791198595815,1.4970586745506917,-7070514.327976984,5384987.161517385,1141168.1970048884
1600,30.33609492305027,696.7909856086278,142.069915538836,92.41047588222027,125.40290284663311,0.00015363569934859873,0.0035055013686405008,0.0006894635425155693,0.00029920885780836153,0.0005017546039247899,0.09668526989577177,15.304949324874125,3.1962927879157417,68.67031125794868,13.892082633241733,9.569987857364344,13.750746110921185,5.282055643725439e-06,0.00012002945217468266,2.3634958328491573e-05,1.028759009634595e-05,1.7358880830652495e-05,-0.004863834357480858,2.1507734321550864,15.189156630351361,459.7657593611359,89.62162352185476,0.0,83.85669827048726,-0.010071479122943488,10.656867674543044,4.729763491036032,24.771044919877706,16.170746683149893,11.109838286985392,1.5033548003991766,-7186415.01157451,5331812.527302527,1248044.3804303883
1700,33.00879528428606,720.2992218499469,143.71307548610199,95.76508707443601,128.7927539267017,0.00015827031621884954,0.0035835896125745274,0.0007124678354737112,0.0003093832487299085,0.0005126554270348236,0.033599799675348964,15.366959812347813,3.2763374025691245,70.33291904184831,14.112442191229215,10.29375537744893,14.853524835307976,5.3338777661007934e-06,0.00012082137694983475,2.3701250555229558e-05,1.0301459380575522e-05,1.7371379085805803e-05,0.0024943348935024313,2.1536647363340196,15.657193668395827,465.4888676398288,93.79240339500599,0.0,90.02130154296589,0.02431854878691607,10.674915451497176,4.989979705640124,25.355793709513154,16.367708665676023,11.254201928528472,1.5682437905286615,-7140120.888867542,5217300.748162542,1302821.4038678675
1800,33.51890209309163,756.5186430517923,149.76671844222668,102.19983085078503,137.55259952095952,0.00016360335483579823,0.003670563547432386,0.0007138568782263728,0.0003153832625891974,0.0005294327998072819,0.10668581033085368,15.288311420044561,3.3976756920222813,72.22918954959111,14.482344981791716,10.541777748563783,14.982606437678388,5.3465982652427534e-06,0.00012104636682289925,2.3797183388262034e-05,1.0404766653207905e-05,1.7552544760570462e-05,-0.010914114797112701,2.158422701722709,16.788049890949587,483.9833013893291,95.58808805613018,0.0,93.7510007489174,0.03799229938090349,10.65661403210753,5.236267279720761,25.930699821253203,16.79975100038437,11.852594175681945,1.6292390877281826,-7266337.551108264,5183940.63692103,1343125.787818115
1900,35.25144045995048,786.8902508174494,158.34538046249548,104.47418059077897,147.4709144320443,0.00016840073496789102,0.0038404069594971837,0.0007524322443037485,0.00032515094205534943,0.0005491753393711697,-0.004127552469346494,15.460482091015095,3.436554317676516,73.88149119282043,14.724666677108091,10.592134005623404,15.781133272059195,5.392468925855208e-06,0.00012189944847948851,2.402519720727234e-05,1.0483445327873997e-05,1.768917545277612e-05,-0.014523016981576885,2.1669958595076872,17.248854824485495,497.28012596377664,99.74351947274404,0.0,96.95373464608538,-0.026696121967048268,10.626445316458737,5.2503133283711145,26.249148754356746,17.201033667185975,11.988048913264748,1.7123586744330634,-7208601.272392968,5090806.121125475,1458466.024317002
2000,37.44035821690757,818.1725812972871,164.5108009681745,105.46817870883152,152.1943291537348,0.00017096741417066747,0.003836714232960568,0.0007673713971347267,0.0003333657162650346,0.0005598710054432257,0.09025478017098164,15.318659514510072,3.515683270998119,74.41955610574261,14.97799667754862,11.037325124141079,16.311753693806725,5.417713544402962e-06,0.00012305882192306926,2.4220558603965955e-05,1.0493365975983323e-05,1.770747165816727e-05,0.010325880824867859,2.173010200263048,17.726866118715765,523.8556762921835,103.71512991961767,0.0,101.62495030566546,0.012464484185767583,10.691592933035906,5.4021704162819315,26.99267362640324,17.503180604191567,12.597395812017274,1.7608178666227443,-7176404.070305636,4991955.088791887,1506443.2439752596
2100,38.160891653752145,816.101849036393,167.50440474244695,111.6969090853753,156.37504840945388,0.00017494321574934858,0.0039844550260571595,0.0007830889323590335,0.0003364784011818425,0.000566042462978187,-0.0820693854392753,15.411812219078627,3.6640151052553653,75.37675430515944,15.173844607996433,11.557571854161361,16.6989815675603,5.442617882338142e-06,0.0001230876942707476,2.4199072547217115e-05,1.0609026472026971e-05,1.7831838005338345e-05,0.015105991061703447,2.178231418447211,18.196253421196385,522.1898518990182,104.3368607500244,0.0,105.18619021527725,0.05957353073119889,10.71147560205233,5.5618873639241215,27.24765931134143,17.55271648243763,12.79381117585044,1.7803879131309837,-7194288.550144543,4875832.8255619425,1616983.0804024779
2200,39.34992178475938,835.0139186523936,173.2262431418902,115.15133012003211,164.65622122273382,0.00017764113098917353,0.004066889634882259,0.0008066028741506178,0.0003421455362524699,0.0005956484656101197,0.02674727957346447,15.285930549655133,3.7185740425792133,78.23733182476981,15.338075236058348,11.607427736837218,16.886584035022743,5.447228626490023e-06,0.00012414455081732813,2.4306923248894207e-05,1.061730452715957e-05,1.7948920944681248e-05,0.007840220260166607,2.153353686477493,18.720810069640432,548.6754814127224,106.07805950274155,0.0,107.63280510165467,0.005358926420281444,10.69102706056685,5.713693727524559,27.83074575111714,18.000218678806757,13.051109062360714,1.882646074101877,-7296115.657817841,4815936.114908878,1638751.53705232
2300,40.85513148329171,868.8708131369999,173.22678485177417,117.90150777091506,170.86677410649116,0.00018072314800994394,0.004093758162256096,0.0008240871327011997,0.00036039902927025757,0.0006043652925280143,-0.09747691923764337,15.329364361841222,3.7391371764141113,78.5068224579698,15.419487693445507,11.985309485166567,17.29875328611636,5.47642903293312e-06,0.0001240962440621022,2.4539231491595356e-05,1.0656253158163248e-05,1.7933528465078886e-05,0.0028873515608671243,2.15549219311829,19.693555545721324,556.3906125541412,110.66235025836362,0.0,109.10515618219638,0.05317591234009832,10.615173057397806,5.991237804646289,28.259151919060987,18.329418416290395,13.671095675168157,1.9119891509970348,-7341586.142760406,4711005.373933067,1719946.8750888952
2400,41.43066312478595,899.9533905656964,176.33128933253428,121.09501688164617,174.2999941566545,0.0001849517342423093,0.004210391485958358,0.0008398816246929393,0.00036506540820432747,0.0006167167002569344,0.09499267669658734,15.387388589746598,3.869671155205807,78.96083053743678,15.61767204563528,12.18324167436584,17.840590552066892,5.518548912277339e-06,0.0001253948914807109,2.448663367502955e-05,1.067663884576131e-05,1.8081661932259688e-05,-0.005464520324803397,2.154488677049718,19.766285206756237,571.0837885258318,111.6956340148372,0.0,113.5172176554769,0.05883772348097652,10.665098514284443,6.00409298721574,28.018718735032643,18.3022033118038,13.982123281771555,1.9189398784796805,-7258937.1667352365,4588887.222085494,1764726.3477202852
2500,42.494613332927834,908.159769943329,183.86835914777697,127.88940003457212,182.91196163006668,0.0001889611312364288,0.004359640798528504,0.0008559348508838582,0.00037141549768073196,0.000618342021318457,-0.08158455559304499,15.417124893282287,3.928842774971432,79.32414273343657,15.72216714684462,12.433285744403975,18.09518610382078,5.50805588837621e-06,0.00012503459894956046,2.462950036592104e-05,1.0730664041202502e-05,1.810418427216446e-05,0.01414257717698994,2.174128960339705,20.28861377986388,585.0691028930299,115.71791109580646,0.0,118.04600937314487,-0.011678668001711108,10.721406685554642,6.097201365949575,28.999578315153673,18.713764777619605,14.278534190677787,1.9710774851915758,-7288034.021575272,4512718.372736451,1852235.1815447973
2600,43.70307246008173,924.4823067373121,182.5130939153636,128.6836769124812,187.51507366538522,0.00019266512625359204,0.0043474845036611705,0.0008599939211704726,0.0003730148043079838,0.0006242348293267407,0.09899195005247428,15.468880959584176,3.945232494105785,81.71939207531801,15.809446425996354,12.860488340486059,18.777519573989057,5.519902001087158e-06,0.0001258214392310972,2.4799701271080947e-05,1.0815643134310451e-05,1.8222687813893924e-05,-0.004481474364658452,2.1577735069613806,20.760917336425596,596.5130002661863,116.45804375276825,0.0,123.36075271149728,-0.02142638972027258,10.731558696883514,6.255140570553417,29.148380954176073,18.81146403006811,14.625673086123538,2.029736597474921,-7374610.600970182,4454065.894326792,1925865.5060011435
2700,44.394430014544504,947.7046364642395,188.12526482293438,135.14815589594207,193.1593309635587,0.000193291806690377,0.004403688758397152,0.0008857497570348967,0.0003840214574998585,0.0006474112856656326,-0.0052486133997020675,15.452376175524176,4.0102581879996935,81.89011104569718,15.961062898338518,13.205544598577973,19.05088167631783,5.535009592519296e-06,0.00012656717220694817,2.47215858599171e-05,1.0834267275825375e-05,1.8186710986136717e-05,-0.006568855295095481,2.1509665135968525,21.161584811689195,593.4646040468953,116.92379707587695,0.0,126.47541618220842,0.030479559019226013,10.685402712175042,6.444921067831871,29.2811269493353,18.929979596759146,14.819710219932176,2.0442309612893053,-7250926.085690776,4396133.147598855,1951493.5800487741
2800,45.84228863346407,955.2050019248247,190.57215801806714,138.4485959530282,198.01455986237212,0.00019890704193285504,0.0044556026534174975,0.000893006023113685,0.00038737760084931513,0.0006557550590330589,-0.026909149619178698,15.397129400087943,4.140473307649954,83.48316423343965,16.170918631623252,13.467262386076762,19.213305836960867,5.557868070089371e-06,0.00012658277198582358,2.483752395528626e-05,1.0879788016173304e-05,1.8285813681381112e-05,-0.00356118593609643,2.1805791156940915,21.27538338447519,615.6772766491696,120.28332218906081,0.0,125.29505532942923,0.007910868378233616,10.704043801475446,6.489874701546236,29.46114252975076,19.149053445190415,14.779558929380288,2.07691613534814,-7314323.040334574,4305792.83015856,2011395.769787047
2900,46.37148872042803,984.9341178806826,195.4884660491289,141.66115345307188,196.36614340633292,0.00020384335068563515,0.004589266429774848,0.0009065078651581471,0.00038977619950150374,0.0006603548651486416,0.01403145553851154,15.270614294940138,4.130347754184563,83.57502224926185,16.2842979737629,13.518965240188297,19.756540238149274,5.594546282365082e-06,0.000126877827573972,2.4962494631536534e-05,1.0895253585211494e-05,1.8376184377155567e-05,0.013828595643230456,2.179416851672996,21.665581928395863,624.1826180936148,123.45408176481602,0.0,130.0451494253877,-0.022357489601755338,10.747974482611912,6.469441441985453,29.74704890117154,19.373307978979312,15.352325432008016,2.153345843584962,-7362218.057605488,4149617.003963546,2088072.2941852445
3000,47.58732410464058,994.9975888760304,195.33699269598605,145.97151720832096,207.6818042745615,0.00020417893694783484,0.004666500418622319,0.0009008954553856274,0.00039352788961341393,0.0006617958776875406,-0.10370895217796634,15.450887153693628,4.2924820420386025,84.29433034572624,16.541594719234954,13.93396373958224,19.87102446642579,5.596871677162778e-06,0.00012706390964817944,2.510059263380356e-05,1.0882209739075873e-05,1.8432084241090295e-05,-0.004391227283611912,2.156223254323373,22.479546334708957,639.0152610182121,123.57863514716799,0.0,132.5953849617944,0.07289620870545062,10.692617883160992,6.65702388102922,29.97854585196863,19.392784205612557,15.390701350628744,2.2098606759574504,-7362895.85223403,4100003.264564993,2099966.4682114106
3100,48.20036604705526,1002.7061746095163,202.68641366522832,147.04711947201596,209.27141588059837,0.00020591295951021042,0.004632452153561122,0.000926957315817648,0.0004044444345320295,0.0006728158455034337,0.07831902162648523,15.468710501254442,4.334439253253317,83.70400650805121,16.551760228566547,14.172743451335105,20.666128883894554,5.592248174295211e-06,0.00012744069615465287,2.4993169370635368e-05,1.088680601733255e-05,1.8390613371924952e-05,0.011834601823279396,2.164032500534073,23.008159861788307,634.6411518856326,123.56021125973682,0.0,137.85467429703314,0.030811789086600372,10.624915176191054,6.8189363654556345,29.93799228899909,19.559000903807426,15.71188984724004,2.2319144277385785,-7371272.91090518,3995410.312676527,2140351.1596764997
3200,50.19353890713393,1007.0740713762889,200.8302716513536,154.09937977033755,217.43887774983443,0.00021031351113871385,0.004801227098540871,0.0009373277788537989,0.00041134203041241155,0.0006833792394672218,-0.012197814985234897,15.460107912747729,4.354390377779867,85.8800101586338,16.631313053056875,14.070414122441532,20.364641558640947,5.618309210760993e-06,0.00012805510814393434,2.5135118119428056e-05,1.091996510253964e-05,1.8446591460240664e-05,-0.006549435784502703,2.1569197715698585,23.470830785924996,648.8594607649752,127.01878961723823,0.0,140.20686739930738,-0.03388447153804894,10.692215042186124,6.75311206828332,30.517818519609257,19.65621302689321,16.02735999307573,2.2694499849864047,-7366368.678639444,3962830.924432393,2240071.875770635
3300,50.78716378619585,1033.302975666883,207.35369620571421,151.92156096718685,217.5314896675401,0.00021107793112036503,0.004817295674501086,0.000944964598640106,0.0004065191378676173,0.0006961951633817877,-0.0636035021233621,15.413690325582271,4.348013236645759,86.45098546698648,16.752048312692438,14.353581697152464,21.12502234358546,5.6371470562375235e-06,0.00012820523427326978,2.5227725186371407e-05,1.094444426856078e-05,1.8512014295090914e-05,-0.014639935975703535,2.1558377960105277,23.174317784389935,653.2278077196036,128.28227028397876,0.0,140.35298580667202,0.0026425639525922435,10.692019500483703,7.0181365674526335,30.572155204601305,19.865549483315256,16.47164667405007,2.261572710730883,-7266445.846383372,3869284.0024966053,2273982.334512888
3400,51.40652447504317,1031.9206957137244,208.9663716491508,157.71639927077257,226.36983334953268,0.00021318900395641757,0.004838081933705396,0.0009549585428877491,0.0004195005929684107,0.0006966505480941214,0.033574003194916505,15.263227685459146,4.485126551257324,85.35163915666494,17.01543781275921,14.478698376456542,21.11638993342331,5.632655360268069e-06,0.00012860792358968784,2.5317697647676105e-05,1.0989016395487262e-05,1.8516427645028195e-05,-0.009828372471797955,2.165306637907992,23.91691942950788,670.2858250955296,128.23704589935187,0.0,143.4798883446794,0.07163110735329262,10.629346735220366,7.0090519635593544,30.700129010040534,19.820893247318867,16.259321310796793,2.3304160295296765,-7373143.92689433,3808728.1486090166,2287275.52932226
3500,50.948970413012994,1059.1058693256898,209.1526397899123,158.5775806818761,227.58274687434147,0.0002132659923541626,0.00483774852044696,0.0009720474486421488,0.00041912496642045125,0.0007048023187699648,-0.008242511704854455,15.375887212107692,4.41815240544466,86.90113989969721,16.987947486833686,14.891200856324364,21.329070870520933,5.6433493397788885e-06,0.00012902999125381388,2.521540880770073e-05,1.1005776514014705e-05,1.850854201410829e-05,-0.00617798279607582,2.1549942600947585,23.884309199928968,670.3987648546739,130.60970759527436,0.0,147.92728910805818,-0.018604920261948057,10.667755867242759,7.040870081999541,31.00208272018892,20.119157719693643,16.919441867884824,2.3102087829755416,-7319097.996412818,3769540.7661082423,2320990.5790603664
3600,53.12638122448797,1062.3740637184437,211.94234983441496,163.42149517057297,233.9571669912923,0.00022009255293921188,0.0049657280585587325,0.000967731726268957,0.00042872250079139715,0.0007149322448874402,0.0905643137164471,15.357063565470039,4.553329337390856,86.61474422737909,16.940016014051686,14.91388271855715,22.030927087744757,5.668200265328292e-06,0.00012858784496789114,2.5398112682447405e-05,1.1005468954876207e-05,1.8651598970780792e-05,-0.014477440653293878,2.159228942396276,24.674491240523242,663.7655879897496,130.72108965352012,0.0,147.2071243868021,0.010930567906951716,10.726632689112563,7.083344508501018,31.283377457547783,19.848508666844214,16.87928525949953,2.3800727287291648,-7363428.850713474,3684501.8496678993,2393121.145880585
3700,54.00177098216163,1091.2803900828428,211.51876171485114,165.7074617972511,230.68220375902007,0.00021986432189181838,0.00499717129737274,0.0009765766768705692,0.00042614499504630636,0.0007208996043062027,0.10268691536586053,15.36520751127962,4.608574940095775,86.85021843277698,16.893254674252912,15.413004226408992,22.19119261042718,5.690513233397671e-06,0.00012884324132230362,2.5434766371795533e-05,1.1030315250798601e-05,1.865734327365773e-05,-0.013173782385056752,2.180612549176596,24.932429758684,685.2178449246625,134.8888918690922,0.0,150.3279476216756,0.05265432529723328,10.717412146500653,7.169000279517876,30.86482271172088,20.19535815014211,17.0589526644311,2.397081369358805,-7275198.445970805,3620974.4565109764,2382886.2923840787
3800,53.68006282777421,1079.5869304763046,213.01576013292143,166.59085621424111,242.80947716821734,0.00022441751028507383,0.005021318532859883,0.0009828966559593754,0.0004360425616222577,0.0007203409967823502,0.07881711014486366,15.349309510021152,4.630081384529592,87.50343497819503,17.121503617309717,15.40096222436484,22.136647634144207,5.664555668521358e-06,0.00012907197484244036,2.5295299062717486e-05,1.1026151055631827e-05,1.8646192185971233e-05,0.00974438687859596,2.1640985303702327,25.24255491486517,682.8551309252439,132.8325168641024,0.0,156.03513376203236,0.06061235176323983,10.755948775128727,7.269740782959616,31.40135867605967,20.18526645286141,17.071040866756437,2.4161424538109886,-7283911.34851285,3482308.932266105,2419619.7553850715
