miliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
1000,12.0,89.66681562999136,126.9890947135345,223.99999997958312,1908.999999611356,3315.9999999718757,0.34830194129682035,0.014406109910779155,2.8052527192602692e-05,-3.437417238860326e-07,1.9371677708907834e-09,3.641010039370006e-10,2.960118749429089e-08,4.94867208212752e-07,-1.978254731568842e-07,2.4976302576267648e-08,6.051867953956253e-09,16.6
1100,12.0,89.63153909664322,126.98339332657791,224.00000003666997,1908.9999992097514,3316.0000000154555,0.39501360826835935,0.014972244175966546,1.7312311293404953e-05,-5.102265297561757e-08,5.942332455298816e-09,5.085598055376908e-10,-1.625038594073158e-09,-3.5970105814769406e-07,-8.920395465631238e-08,3.081277515298751e-08,2.512110581582483e-08,16.6
1200,12.0,89.56626690183022,126.98817781544527,223.99999997968771,1908.999999817271,3316.000000027835,0.4156388344690747,0.01279698211187151,8.818555641049294e-06,-1.0478315541560004e-07,-1.0061706133719923e-10,-3.877814884282614e-10,1.6796001762881177e-08,6.430097027223287e-07,4.588553157923401e-07,-1.5828503809464375e-08,-2.8432674985587893e-08,16.6
1300,12.0,89.5601601011381,126.98055399434978,223.99999999607206,1908.9999996230208,3315.9999999820093,0.4530043106108784,0.02091104844231423,2.1701405518680092e-05,-2.5700064182355985e-07,4.653657387572334e-09,-2.853490022400016e-10,-3.5722210415067394e-08,5.010482250829592e-07,6.399400774973618e-07,-2.7827570268466168e-08,1.9502945604406492e-08,16.6
1400,12.0,89.47667876859423,126.98189057238051,224.00000000972636,1908.9999993097358,3316.0000000258415,0.4935646280421567,0.021163972635363237,9.719994316896677e-05,-1.88692652279886e-07,5.014672185273022e-09,4.062926942732522e-10,5.220275687246379e-09,1.7379878586810953e-07,-5.389151180990508e-07,1.19781952771713e-08,-1.988597992151791e-08,16.6
1500,12.0,89.48885688359518,126.97687169299275,223.99999998548398,1909.0000002277477,3315.9999999984693,0.495968992709079,0.022071331553006477,0.00010711916607660087,4.0140985033479176e-07,2.060399478350946e-09,-4.175873342798947e-10,1.7496519726232884e-08,3.904195556818248e-07,2.896759592497998e-07,-9.903739307784144e-09,-1.9456084423116802e-08,16.6
1600,12.0,89.42822144877547,126.97491173062683,224.00000000017553,1908.9999992432915,3315.999999971163,0.5451374184353633,0.0262269583122074,0.00014120828732064656,3.282079882023854e-07,2.7493535092012644e-09,5.853918854158216e-10,-2.1420018332704816e-08,-5.415818023927179e-07,-2.220193301161968e-07,-6.29851347480363e-09,-1.7735090264150323e-08,16.6
1700,12.0,89.37689971746107,126.96989590560491,223.99999998938424,1909.0000006663954,3316.0000000084283,0.5624335529931324,0.02818546336628676,0.00014760135845417736,3.0784122899679006e-07,6.995324181154515e-09,5.566461563858889e-10,-2.102703938071902e-08,2.712083441943833e-07,5.470275264910513e-07,3.03052931523813e-08,-1.369215630022534e-08,16.6
1800,12.0,89.36114938091089,126.96221902615348,224.0000000116877,1908.9999999438937,3316.0000000216814,0.5921097990452274,0.03228590954542178,0.00022691931731136828,5.411337188453787e-07,8.441758782031107e-09,1.166958101977296e-10,-1.5562028546886865e-08,4.2682984395610017e-07,4.855855629793151e-08,3.193771186677384e-08,1.7700795301699026e-08,16.6
1900,12.0,89.32473953973229,126.96241596597426,223.99999999130858,1908.999999613756,3316.0000000055934,0.6464033704618035,0.04089350868142765,0.0003198076460900502,-1.1357301146338287e-07,7.722950833920834e-09,9.881857425839705e-11,9.586572453809155e-10,1.046522295999229e-06,-1.1816617024285942e-07,7.560505901264996e-09,-1.0091776051566266e-08,16.6
2000,12.0,89.26920216312665,126.9561074482705,224.00000001294842,1909.0000000366213,3316.000000024922,0.6515270470394192,0.0406175056520346,0.00027664888797797305,5.559487950268438e-07,7.551284495924872e-09,3.807621684106779e-10,4.742308751288405e-08,9.839334704041223e-07,8.575796280045893e-07,2.3205780837934677e-08,2.3469999943035735e-08,16.6
2100,12.0,89.27816764891377,126.95205922489859,224.0000000044027,1908.9999992018363,3316.000000010425,0.6892096798493884,0.04405609658140354,0.0003451502348251609,5.640261243147056e-07,7.070212022966056e-10,-2.837776181355056e-10,-1.795947999243551e-08,4.6439414402860085e-07,-8.005495054010181e-08,-3.4220749609201645e-10,2.0602222940765024e-08,16.6
2200,12.0,89.23388394755926,126.95078006712512,223.99999998715703,1908.999999527367,3315.9999999786214,0.7180893098577615,0.04765184650180392,0.00041810211306187725,8.954394680573981e-07,1.067390154689334e-09,-2.8315835607587184e-11,-4.479099539930983e-09,6.416102441909598e-07,4.417611624563663e-07,2.318169678475377e-08,-1.3165615525248492e-09,16.6
2300,12.0,89.17621527641545,126.94096651001058,223.99999999678084,1908.9999986541798,3316.0000000100126,0.7750823292050919,0.05396634161371072,0.0005219807197422411,6.961738961243907e-07,6.069352348264771e-09,2.880888041484958e-10,4.1785295498459254e-08,1.4549420373947633e-06,5.697388170143629e-07,-1.738960249700276e-08,1.5082034171944426e-08,16.6
2400,12.0,89.1545425106036,126.9397352999277,223.9999999805049,1908.9999990993665,3315.999999984557,0.7769186520075322,0.06127888325598958,0.0005301918499472143,9.826464401458748e-07,1.3457957293797368e-09,-2.181015446744375e-10,6.131505457929698e-09,2.639860483209551e-07,1.5449944316437845e-06,4.5235362186738906e-08,-2.314489317128878e-09,16.6
2500,12.0,89.10911353463592,126.935740053621,223.9999999290855,1908.9999994256275,3316.0000000053897,0.8292057644941518,0.06451140415767012,0.00069578817113044,1.3281469261490018e-06,1.366389004789119e-08,-4.4640522094352296e-11,5.2941710373861125e-08,8.315057235485308e-07,8.991713323396537e-07,1.3236654646712465e-08,5.298241805742837e-09,16.6
2600,12.0,89.0715524289176,126.92531537881277,223.99999994851657,1908.9999976721303,3315.999999994869,0.8406674530128194,0.06936892432817406,0.0007243135777597381,1.1784899077239766e-06,2.148221690550925e-08,1.5694694433984576e-10,8.994228791115682e-08,9.169468901214726e-07,8.514572599313703e-07,4.414662008664989e-08,1.95010989434135e-08,16.6
2700,12.0,89.04766542191682,126.92082031810033,223.99999992592618,1908.9999978314386,3315.9999999568818,0.9004904001074326,0.07339943907516626,0.0007372711269809576,1.2597457675053537e-06,1.1839685303448252e-08,9.824588726277705e-10,4.159358099311307e-08,2.4541392546141627e-06,1.2882548755105018e-06,1.919261016049777e-08,6.884891071923074e-08,16.6
2800,12.0,89.02217300261356,126.91929982007866,223.9999998751006,1908.9999967867273,3315.9999999794427,0.9199361338545109,0.08153817093637603,0.000902451199214482,1.6523055133068098e-06,3.058895968913087e-08,1.1678694849878728e-09,1.0137671257560744e-07,2.5707456207343523e-06,2.9669694468516036e-06,2.4584727411967292e-08,4.058590493780392e-08,16.6
2900,12.0,88.98920953545125,126.9104953432136,223.9999999066326,1908.9999963264918,3315.9999999144184,0.9237073485839462,0.08492293120983399,0.000920406253812733,2.366701556964816e-06,2.9028611140534326e-08,8.597883762413167e-10,1.375147461320513e-07,2.49843377924211e-06,3.1232448226327033e-06,9.243968309950341e-08,5.7219047919831236e-08,16.6
3000,12.0,88.93717328338326,126.90884654989891,223.99999985455898,1908.9999965337383,3315.9999999470806,0.9677456388854164,0.0961828959169852,0.0011150066069839286,2.309486085168765e-06,4.0372852039174684e-08,1.7982395843682388e-09,1.393591138055374e-07,2.915175614172414e-06,3.817462208922401e-06,7.28034284607211e-08,1.0524507778513014e-07,16.6
3100,12.0,88.9060326508179,126.89962022662839,223.9999998548548,1908.9999949876828,3315.999999912077,0.9768689025060133,0.09491651382359442,0.0011966452310074,2.886192071678322e-06,3.936246852286582e-08,1.6067660714328694e-09,1.4202807013794296e-07,3.45170262376104e-06,4.228342757963704e-06,1.1192196893946988e-07,6.717142585088063e-08,16.6
3200,12.0,88.8451504978811,126.89437677961634,223.99999975278277,1908.99999515742,3315.999999860978,1.021317379197727,0.10278635212533241,0.001327167926169009,3.11106277087404e-06,5.964208069950638e-08,1.864979479438508e-09,1.968960086994878e-07,5.554071565126654e-06,5.0901035486414965e-06,1.2818526921898234e-07,1.1381481944874062e-07,16.6
3300,12.0,88.83874173895576,126.88647452418978,223.99999978108326,1908.9999941804608,3315.999999849474,1.0627660123661837,0.10874362260369086,0.0014966844879721554,3.875907641470622e-06,5.7006799856679264e-08,2.48835521281677e-09,2.224149789573786e-07,5.9767960529450564e-06,7.128100285709956e-06,1.752389574576165e-07,1.7004169867553741e-07,16.6
3400,12.0,88.81455040107642,126.8787601963787,223.9999997058132,1908.9999930654324,3315.99999980272,1.0739918694391464,0.11518659160983563,0.0015021704853995512,4.029268868683033e-06,7.476387194046424e-08,3.941386400539819e-09,3.2799616096946496e-07,8.220152421134908e-06,7.534356719856262e-06,1.6146331557522558e-07,1.7437075792227963e-07,16.6
3500,12.0,88.74153809732391,126.87260414583268,223.999999655325,1908.9999907228655,3315.999999745546,1.09351859574593,0.12397442660179642,0.0017165963363972264,5.144404862262971e-06,8.616086053802804e-08,4.800593834938996e-09,3.3512984884872086e-07,8.071488125589114e-06,9.298084675794737e-06,2.0859917948899928e-07,2.0494042043046373e-07,16.6
3600,12.0,88.75393065763157,126.8681371085593,223.9999995618229,1908.9999893933148,3315.9999997253517,1.1153677114443135,0.13353747263775395,0.0018579805710598374,6.037751761778494e-06,1.027752560190249e-07,4.681293856530882e-09,4.551252832637866e-07,9.701776614364672e-06,1.0220298479556003e-05,2.8210251198444575e-07,2.6922382562036934e-07,16.6
3700,12.0,88.71168060260993,126.86033874550894,223.99999950429117,1908.9999885912625,3315.9999996976226,1.161513617436364,0.13909278212330278,0.0019370507910160901,6.7625254793438715e-06,1.1361969736627384e-07,6.48455723704991e-09,5.217157366151884e-07,1.3113760369500437e-05,1.2652476470488251e-05,3.2031444584609684e-07,3.198502473801896e-07,16.6
3800,12.0,88.64726716252653,126.8545958235574,223.9999994094199,1908.9999851420314,3315.99999961755,1.1960257534225605,0.14878988331445273,0.00214601339869379,7.29039964754167e-06,1.4311474048937273e-07,7.473725778032928e-09,5.830155898979722e-07,1.448265998116887e-05,1.5239355373533832e-05,4.101439640914869e-07,3.705033247989458e-07,16.6
3900,12.0,88.6508923102591,126.84801316789577,223.9999993177809,1908.9999827427907,3315.999999551908,1.2234993578912112,0.15353212194857294,0.002303363489232181,8.801676224779454e-06,1.681883327737687e-07,8.431650410561237e-09,7.021017982094703e-07,1.7435059454759443e-05,1.6035686873758556e-05,4.819188919206079e-07,4.796031016271398e-07,16.6
4000,12.0,88.58660062191315,126.84057771337643,223.9999992467353,1908.9999803885075,3315.999999417942,1.2424890663912314,0.15924584245359155,0.0024635942521351417,9.889002445432735e-06,1.853832050262595e-07,1.1062418258140053e-08,7.625945498686726e-07,1.900391742472218e-05,1.8850551168933123e-05,5.841388477152835e-07,5.38615482952118e-07,16.6
4100,12.0,88.53871387154346,126.83041168507613,223.9999991183101,1908.9999781291583,3315.999999321544,1.2879698285527053,0.17133241029447613,0.002700494022814908,1.0607823432125357e-05,2.1775571515745147e-07,1.247372533802563e-08,9.133008559268837e-07,2.1826724005885345e-05,2.327743198515148e-05,6.832914348073309e-07,6.857933446271894e-07,16.6
4200,12.0,88.51466350971225,126.82225241797036,223.99999897567525,1908.9999739962257,3315.9999991887953,1.295490842022789,0.17249846605645008,0.002857183769556077,1.2174308735448862e-05,2.4693831846370173e-07,1.5136614156924703e-08,1.0859011876928889e-06,2.65690299763401e-05,2.6667764445154974e-05,8.110406109884684e-07,7.868580471665693e-07,16.6
4300,12.0,88.46919828185669,126.81344813081189,223.9999987618676,1908.9999708924056,3315.9999990728784,1.3027805529831513,0.1874212546007573,0.0031149705801095827,1.3523756303076556e-05,2.907249745922384e-07,1.6854483517737615e-08,1.1813479510251512e-06,3.0088752762372063e-05,2.919094708193458e-05,9.206405103582884e-07,9.45037783295649e-07,16.6
4400,12.0,88.45781006960114,126.80777519527024,223.9999986384585,1908.9999666388067,3315.9999989475095,1.3389969911757045,0.19154929612868243,0.003270462114057247,1.5338547028268807e-05,3.360251252150968e-07,1.993410038966281e-08,1.4149649942234361e-06,3.4703951957354365e-05,3.3067524481218696e-05,1.094076297688957e-06,1.0761201584136498e-06,16.6
4500,12.0,88.41071899326931,126.794775533087,223.99999843079135,1908.999961959895,3315.9999987744427,1.3936856991288757,0.19945624697332118,0.0035457550366073936,1.6727490584963703e-05,3.6518617379904307e-07,2.3610951391925324e-08,1.594806163045981e-06,3.846598739135571e-05,3.9472189558316286e-05,1.248957019518159e-06,1.2745173125293015e-06,16.6
4600,12.0,88.37420028800203,126.78727448608416,223.9999981834131,1908.9999553843854,3315.999998521527,1.3892119568259276,0.21033044813333354,0.003792361854312504,1.8901995214418753e-05,4.317773231302766e-07,2.66883601969185e-08,1.7716821228466042e-06,4.418299213246869e-05,4.3376435838632037e-05,1.4188433470291793e-06,1.4534660936465407e-06,16.6
4700,12.0,88.33303627315613,126.77898828442237,223.99999796161993,1908.9999497707838,3315.999998306449,1.418359683585468,0.2164331412813196,0.004039135268174638,2.1115654817350212e-05,4.847464292649747e-07,3.212803279023312e-08,2.055434210639519e-06,4.920874052755705e-05,5.0018712285802735e-05,1.6685627386063203e-06,1.7033425813590018e-06,16.6
4800,12.0,88.33343172631017,126.77053536046468,223.9999976994225,1908.9999437033505,3315.9999980618777,1.4588842377723257,0.22868010528523217,0.004317874062950348,2.3154414829289953e-05,5.370010426674198e-07,3.687870706815906e-08,2.3137650409937204e-06,5.7180302284813417e-05,5.5646606844754015e-05,1.9262532816965198e-06,1.954800594785508e-06,16.6
4900,12.0,88.30140383856624,126.758017585375,223.99999744057243,1908.9999363919735,3315.9999977478155,1.4590627794895794,0.23204236124848152,0.004543567514618837,2.531549613548898e-05,6.046086480119261e-07,4.1348953465793374e-08,2.6019404987482687e-06,6.37397567702954e-05,6.424077072299516e-05,2.200087289480284e-06,2.2209335795863e-06,16.6
5000,12.0,88.25601811503442,126.75258767115186,223.9999970644759,1908.9999288264426,3315.9999974751186,1.499581926216017,0.24578560644012018,0.004858959934490293,2.7733242970151286e-05,6.861344826322809e-07,4.835466098003784e-08,2.8774434806027672e-06,7.072041477902935e-05,7.148032877601494e-05,2.5747104219618518e-06,2.5580273587608764e-06,16.6
