milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
3600,4.991140764030664e-08,1.2552021712156293e-07,8.754227622355294e-11,1.4055379397033767e-07,1.023344226341449e-09,1.2314278245166302e-07,8.505622588478896e-10,4.886870266675285e-10,9.595949898659915e-09,2.5160628872942843e-09,7.443281984972541e-08
3700,4.9910121016872443e-08,1.2517013373366564e-07,8.925605008091595e-11,1.398701954115558e-07,1.0339768130070228e-09,1.2296746581744694e-07,9.129962519861029e-10,5.086243997188309e-10,1.2485691223616557e-08,2.714455051300049e-09,7.735337021855607e-08
3800,4.9912199781645436e-08,1.253057624709198e-07,8.877228817313809e-11,1.3823314288951832e-07,1.010074876406298e-09,1.226711037572322e-07,9.424718224362022e-10,5.16834494789325e-10,1.0534957498067598e-08,2.9287123932114853e-09,7.619201212939581e-08
3900,4.991046646422874e-08,1.251084227800406e-07,8.958494056302918e-11,1.3712493288973457e-07,1.035039558084641e-09,1.2262248676415402e-07,9.55680876087543e-10,5.180692873224743e-10,1.0349634069953385e-08,2.8699964105798773e-09,7.634554048850084e-08
4000,4.9912182203996016e-08,1.248348673775964e-07,8.794277648047174e-11,1.3688606847401389e-07,1.0162808077489084e-09,1.2242649749197335e-07,9.286620693288423e-10,5.245374488600925e-10,9.861844928428768e-09,2.8912073072652307e-09,7.808064025280144e-08
4100,4.9911864787514225e-08,1.2484502477094674e-07,9.029548641971093e-11,1.3624852886069673e-07,1.0065854826003978e-09,1.2251237522784995e-07,9.55057664997649e-10,5.413833979913865e-10,8.733813177054113e-09,2.9796930478871808e-09,7.805357871217794e-08
4200,4.990979171382906e-08,1.2477989351006235e-07,9.042513227695094e-11,1.3859986746809662e-07,1.0338284492360057e-09,1.2215028620056096e-07,9.7644641433426e-10,5.40630025449935e-10,9.772876710556818e-09,3.266636166844968e-09,7.734518261363538e-08
4300,4.990948909747563e-08,1.2454552148807483e-07,9.085305508490045e-11,1.3803315246675936e-07,1.0147799208244957e-09,1.2223465087110754e-07,1.0402204226866754e-09,5.511524032978753e-10,1.0760653727760446e-08,3.3471482581365458e-09,7.810153422005778e-08
4400,4.991060524639341e-08,1.2449179918634546e-07,8.875437523319112e-11,1.3752838048014061e-07,1.0341951371998388e-09,1.2184662050192964e-07,1.0216549812751412e-09,5.53837475741629e-10,1.0655472414158229e-08,3.4491769726581906e-09,7.55951719097778e-08
4500,4.991091567583132e-08,1.242816047564182e-07,8.822770938166641e-11,1.3599432674061857e-07,1.01338448338606e-09,1.2194321186981606e-07,1.0535677347512416e-09,5.394387031885152e-10,1.1003851896583661e-08,3.4852453291072713e-09,7.866951802266753e-08
4600,4.991130874762053e-08,1.2410298692333943e-07,8.778001919425167e-11,1.3551558145804487e-07,1.0106637714373373e-09,1.2175609673823702e-07,1.1037762215483797e-09,5.527159205417246e-10,1.0159311192471062e-08,3.731370461917442e-09,7.566800186727922e-08
4700,4.991057612729402e-08,1.2399649518809014e-07,8.882343003555023e-11,1.3831726693182054e-07,1.0269705327232474e-09,1.2175360933873674e-07,1.0887680337456033e-09,5.552217539616456e-10,1.1002836044304058e-08,3.6212648832213434e-09,7.900142996302244e-08
4800,4.991041366223434e-08,1.2387532390925278e-07,8.897750274153078e-11,1.3535805996697751e-07,1.0079897088054527e-09,1.2137239569315447e-07,1.1375856493018764e-09,5.753483027306437e-10,9.694279034067637e-09,3.769426798814165e-09,7.598159183165523e-08
4900,4.990987965414501e-08,1.2393584539176404e-07,8.930600175174383e-11,1.352063567393639e-07,9.991550972744105e-10,1.2151648045977693e-07,1.1240989963770967e-09,5.641628533557493e-10,7.942466412596204e-09,3.8662519663630004e-09,7.796131861433674e-08
5000,4.991107949379759e-08,1.2356517275487512e-07,9.011341752230394e-11,1.3771234577480956e-07,1.0380207480778595e-09,1.2131243711991384e-07,1.1757211272404041e-09,5.729302881281753e-10,8.177149160973293e-09,4.025754617938869e-09,7.677251970133449e-08
