miliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
1000,0.06769584760540125,0.0002331328038703301,0.03099003358473856,1.3501762390308052e-06,1.6497391729280426e-08,1.1557744624932513e-06,1.07606361214959e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06940796782248138,0.0005364822148404458,0.0005615474093516556,3.5398374935857504e-09,2.1215738105605732e-09,2.042331274071888e-09,0.004182696014621509,9.98035308699574e-06,7.645096296625852e-06,-7.192716794763022e-10,0.5
1100,0.06768321959792005,0.0003974271867404265,0.031026688823872467,1.7113035762015548e-06,1.7382520550572984e-08,8.460610530396631e-07,1.710888664341e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06881270292717377,0.0005428248993903686,0.0005986116578274681,3.5184062951406643e-09,3.6036824815156517e-09,3.044648718575143e-09,0.00415744280220499,1.090172043309734e-05,7.897465323056516e-06,-9.122847757325174e-10,0.5
1200,0.0678672964062601,0.00024556786991227045,0.03104849805020858,1.3864469700010858e-06,1.9155358531636974e-08,1.599793812306054e-06,1.5430903986176843e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06926656253153476,0.0005496737235331035,0.0006735255692258027,4.56674094137151e-09,4.766005384133145e-09,1.631749364675234e-09,0.004510253421079266,1.3093514825943344e-05,8.934462434555354e-06,1.7897762394139959e-09,0.5
1300,0.06751063160329353,0.00021568038468151987,0.031158933383681874,2.547486762457664e-06,2.068357304681911e-08,1.7046659148249506e-06,1.2468608171764114e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06903694556564607,0.0005594410029792088,0.0007329420758357638,5.434616239469859e-09,1.8146292814436753e-09,2.7987926428723592e-09,0.005501905779145629,1.4436273096755027e-05,9.634811514237136e-06,1.2439403327555005e-09,0.5
1400,0.06752810613107191,0.0001639356474820248,0.03135246568281661,2.223222881388235e-06,1.835093363173318e-08,1.5012147389319467e-06,1.4595221276543264e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911385474636411,0.0005754959140590614,0.0007820116178636786,5.40398256927254e-09,4.619158775409445e-09,4.9087618222343655e-09,0.0061107516131572535,1.5170818129645375e-05,1.0495629401936338e-05,5.592098657074863e-09,0.5
1500,0.06763739237382899,9.497740940259723e-05,0.03109831415018352,3.0408955823507286e-06,2.421186921947154e-08,2.333096027493034e-06,1.6636745114255474e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06851093455549861,0.0005747335935724556,0.0008538065142419146,6.751622395573911e-09,9.202613026667885e-09,4.379307690824067e-09,0.006317294211724918,1.658075001630693e-05,1.1620163834698253e-05,5.054657512424999e-09,0.5
1600,0.06794017150332622,-0.00021091412431046948,0.03123296333992151,3.1416550023325387e-06,2.7428342840427045e-08,2.389104275477496e-06,1.4744480045048409e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06890872777404702,0.000579131502599805,0.0008617085571125913,8.573165223333999e-09,4.655661139649606e-09,4.601992901990592e-09,0.007030040808927573,1.7155289315539537e-05,1.1804441356207069e-05,4.781653997763592e-09,0.5
1700,0.06762987647740501,9.432909423898032e-06,0.031268844354886645,3.528369803137442e-06,2.8881933609851488e-08,2.777444846605258e-06,1.9466371378201335e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06906488576288898,0.0005794983359694836,0.0009083775393323017,8.281795589542151e-09,1.4203918143145183e-08,6.615976015497134e-09,0.007323938677954475,1.754359034412937e-05,1.2511605667861981e-05,4.823113330078371e-09,0.5
1800,0.0680295909564318,0.0007014666721173604,0.03100002895233713,3.9234119695364794e-06,2.5463040939017966e-08,2.750356336154315e-06,1.763206953392845e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06823919688347953,0.0005807823742814479,0.0009814919523653196,1.1498476748750652e-08,7.025007498181309e-09,7.876314609358981e-09,0.00772365610949511,1.955921972303725e-05,1.3746844409103833e-05,8.665197752181409e-09,0.5
1900,0.06797820566028415,0.0005116774060213287,0.03132650012338992,4.688076897986343e-06,3.347731654132126e-08,2.9827533980408196e-06,2.33559848928822e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06861403937428733,0.0005844509966627461,0.00100591646555785,1.3277936960512106e-08,1.3557593300564972e-08,8.602762370073045e-09,0.007906733828038937,2.0661593392014993e-05,1.4554951448797124e-05,1.0512089907150065e-08,0.5
2000,0.06816619440572802,-9.049034921598611e-05,0.03121912924261917,5.199096600204239e-06,3.6612340137144044e-08,3.5195834308152217e-06,2.3579561068637405e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06844031084667951,0.0005925387587953076,0.0010227671815638932,1.532383561466112e-08,1.7132888264161686e-08,1.1297997186164147e-08,0.008306508239436548,2.08976895827156e-05,1.479133191191223e-05,8.779173580443696e-09,0.5
2100,0.06822880423144366,-0.0003320369499887067,0.03136973614341791,5.415801774388032e-06,3.7348620383709343e-08,3.975434210995023e-06,2.544879989991128e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06873892006275961,0.000590482284516551,0.001071176339397393,1.6945670792740857e-08,2.256674387479114e-08,1.0596751932098882e-08,0.009139011231837278,2.2167672386400528e-05,1.5408262914467777e-05,1.4503219990624674e-08,0.5
2200,0.06835745367307144,-1.2703563569172317e-05,0.03146646582848241,6.11869270792061e-06,4.217460315750876e-08,4.1258613527067805e-06,2.8423885728425174e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06860152292931782,0.0005960493608110671,0.0010867570498462966,1.893728268978996e-08,1.898491955563024e-08,1.3175012444313465e-08,0.00922902256523658,2.3599823191817272e-05,1.6168887225236816e-05,1.610250703034345e-08,0.5
2300,0.06838261946035054,0.0003788460572063558,0.031286094735400005,6.615651159431155e-06,4.151735931978117e-08,4.5420503410438435e-06,3.3567664885003236e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06842206002474564,0.0005982265858872596,0.001146084205322644,1.9769780061360887e-08,2.546989599332464e-08,1.3912780834146318e-08,0.010253143520014694,2.404289380975228e-05,1.673517706569805e-05,1.8682500070338227e-08,0.5
2400,0.06846861318246457,0.0005229004297603078,0.031533110195132566,7.21383232557595e-06,4.748725929916776e-08,5.370615584632855e-06,3.9117215256695285e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06869470665078264,0.0005985016576068491,0.0011568892609944955,2.256972150882315e-08,3.344545040571351e-08,1.5966300318094212e-08,0.010135435538009538,2.5636545716132327e-05,1.7694565321062546e-05,1.923280956376686e-08,0.5
2500,0.06852783676357672,-0.00046556638305814764,0.03133325590155939,8.050348773040924e-06,4.8436774877820225e-08,5.409678917309222e-06,4.1610543712250144e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0677939609514091,0.0006101173747784228,0.0011729666024154566,2.271392496346449e-08,3.739975051967116e-08,1.7223319274153493e-08,0.011049663674818976,2.6270610934486815e-05,1.8169120933854065e-05,2.3501127908012378e-08,0.5
2600,0.06886105081439264,0.00039852071379339573,0.0314587462581706,8.278132037067177e-06,5.572925890055134e-08,5.917942034861065e-06,4.137147262877424e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06782205632889347,0.0006065857405750715,0.0011732492725091475,2.650823197477389e-08,4.005993509042704e-08,1.8941069087668872e-08,0.011437386324041801,2.675775380811854e-05,1.887593769499479e-05,2.49598137903584e-08,0.5
2700,0.06923818854245334,0.0007695420196700361,0.03137064708402151,9.108527144296389e-06,5.953087547892574e-08,6.732712890788855e-06,4.676731959949659e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06833564214046829,0.000610063291320381,0.0012344557174544571,2.8694297107798704e-08,4.2378040108474954e-08,2.0012866958705207e-08,0.011765417237325373,2.8608255351648356e-05,2.013556768376826e-05,2.615808017108709e-08,0.5
2800,0.06944623489681666,0.00027702957779858494,0.03169126045462532,9.50635081709736e-06,6.286488187236664e-08,6.988716231107407e-06,4.915133476801774e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06807135123624228,0.0006192318865596558,0.0012493976217822628,3.045663957285881e-08,5.207118143048675e-08,2.116670043211224e-08,0.012164666796479732,2.949264279417456e-05,2.0866473271149782e-05,2.993727911000972e-08,0.5
2900,0.06933179173655282,-0.00040704647021668746,0.031366768907534544,1.0436018857480395e-05,7.210880149309629e-08,7.767468619487874e-06,5.7254955173505806e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06842600550575037,0.0006155257797276846,0.0012328714772430007,3.47892848795715e-08,5.971809672538602e-08,2.3944644091125773e-08,0.012980886062428728,2.989316606582886e-05,2.1918835969819755e-05,3.228161433806759e-08,0.5
3000,0.0693949726408174,-0.00020369288461668478,0.03133846368236502,1.108886063401343e-05,7.52930775434831e-08,7.907555227786525e-06,6.263511915496924e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675357976168266,0.0006205203397093307,0.0012894097133272582,3.630989280762732e-08,6.024441244651303e-08,2.643921275300791e-08,0.01298694199714533,3.153976170459417e-05,2.2335267493757686e-05,3.67383899878417e-08,0.5
3100,0.06961131499795482,-0.0005260931374766774,0.03138245697102392,1.2509310221258634e-05,8.111272974675326e-08,8.55883563400002e-06,6.563851109955297e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06790701206204809,0.0006172839405283343,0.001308884984570572,3.8793760725369244e-08,7.19163029129196e-08,2.9085971840810217e-08,0.013849502702130116,3.163691056626663e-05,2.2852241273515304e-05,4.223874542501625e-08,0.5
3200,0.07022501635342078,0.00017608562763967448,0.031605560191999955,1.2797246419908194e-05,8.373699573082557e-08,9.137482865306129e-06,7.498388955883974e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06742761409616181,0.000627680628903937,0.0012926395938918191,4.112889119332789e-08,8.022731427359762e-08,3.0397016336532016e-08,0.014055123712407601,3.384934874978817e-05,2.4229758999506015e-05,4.8146334737799996e-08,0.5
3300,0.0702277944836413,0.00043493866402744414,0.03167891223249961,1.3367696836515015e-05,8.935223449018932e-08,9.999566375438e-06,7.773893423092343e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06815631956272734,0.00062257882073889,0.0013386553464933672,4.761565694277537e-08,8.618962674345858e-08,3.320886093438354e-08,0.01430253216438781,3.3682542618204086e-05,2.4878807089174862e-05,5.4120533541085976e-08,0.5
3400,0.07042193020198749,3.24126804051323e-05,0.0317062460452818,1.4326929497661617e-05,1.0345682579782398e-07,1.041749789637294e-05,8.631408772081886e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06731194034013667,0.0006265046856108342,0.0013220058840482927,4.995694559277893e-08,1.0090338190844197e-07,3.614664845861972e-08,0.014721209924426475,3.469821955074981e-05,2.5114430656774558e-05,5.433445533365049e-08,0.5
3500,0.0708683316527356,0.00036027290438642363,0.03156928251686209,1.53226646533898e-05,1.0757938373629195e-07,1.0755688473128376e-05,9.296724638866311e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06793109865046956,0.000634792732817535,0.0013626453172064668,5.1738985152162087e-08,1.0905868465074525e-07,3.6845977558617164e-08,0.015537767450227221,3.60308890706758e-05,2.5410448336635526e-05,6.283003453145272e-08,0.5
3600,0.07080131982528423,-0.0004273897514342962,0.032038098697635305,1.5791784041391725e-05,1.1421138341448103e-07,1.1354695583547682e-05,9.928488525375295e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06798352378376434,0.0006301342000381778,0.0013682362418268416,5.4407034461195315e-08,1.1615201440330233e-07,3.926554938417272e-08,0.015824062154320136,3.741170786731498e-05,2.617174056902294e-05,6.802099649777086e-08,0.5
3700,0.07138190182965591,0.00014222172633725398,0.031860992473374476,1.7228014246267206e-05,1.2504925859732883e-07,1.2155827596065681e-05,1.1075874576724883e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06748252418586793,0.0006336588351755794,0.001361572037611908,5.7859738925418705e-08,1.3316118958013097e-07,4.229084098007208e-08,0.01631621875446652,3.7883603499630616e-05,2.7009899360704076e-05,7.544987294898307e-08,0.5
3800,0.0714071423076495,-0.00026407696314587113,0.03198098474931376,1.81694430082722e-05,1.3649131290944146e-07,1.2773703323229151e-05,1.1319238020196733e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06801339416133671,0.0006387531816820946,0.00137194612304743,6.371360404082114e-08,1.4237300007023886e-07,4.619100245380842e-08,0.016739830993355454,3.9433340678605355e-05,2.8512944678079805e-05,8.159389773327987e-08,0.5
3900,0.07185614577015476,0.0002535378271727862,0.031875117934761416,1.916122401960755e-05,1.4208729824849344e-07,1.371227996207864e-05,1.2346845171042845e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06729400019323534,0.0006411822896048937,0.0014104837488367235,6.64718982617061e-08,1.5101893574498997e-07,4.6836852570995475e-08,0.017182495722040385,4.0326409561649406e-05,2.8712963509024114e-05,8.439882544204463e-08,0.5
4000,0.07207171608567922,0.0008347152228449718,0.032248435643353335,1.983097909997406e-05,1.550776364670791e-07,1.435577872671509e-05,1.391592705019174e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06730198456395677,0.0006410443262133275,0.0014234500732058768,6.984743729845239e-08,1.7042552539084974e-07,5.113645916019136e-08,0.017186083770277426,4.14234669005664e-05,2.8976287864207523e-05,9.272618140273189e-08,0.5
4100,0.07272276303573069,-0.00013916588263555683,0.03199304762562124,2.128633437358732e-05,1.6228721179156147e-07,1.4831246522403773e-05,1.4276286976646412e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06688161962835393,0.0006438093277077654,0.0014081226959980645,7.5781166421379e-08,1.8159043045545988e-07,5.24949150002505e-08,0.01792625257810716,4.2189943430731736e-05,3.0386759243929988e-05,1.0146781261384049e-07,0.5
4200,0.07269535249305897,-0.0005203257028459918,0.03200536724270356,2.151205573496172e-05,1.70516940169023e-07,1.5528786114990443e-05,1.5981787016495754e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06719659604195324,0.0006459181721272535,0.001415766364319983,8.003153000342804e-08,2.0055267919884462e-07,5.573933098092836e-08,0.0181264377769828,4.39406122311192e-05,3.091649088786273e-05,1.094627903221744e-07,0.5
4300,0.07315191221852374,0.00038777688673085177,0.032296452131732725,2.307478971401673e-05,1.840921714934592e-07,1.607773804192494e-05,1.703677010622302e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06740682937421844,0.0006579168854413017,0.0014314431745626297,8.406032125984434e-08,2.1486629479755886e-07,5.813330813354846e-08,0.019003080064796736,4.358645765826071e-05,3.1618030879152054e-05,1.179588193167111e-07,0.5
4400,0.07327065015562442,0.0006627192217101858,0.03230412219243765,2.397523975456541e-05,1.9304466129752374e-07,1.7119227286363073e-05,1.779005095299814e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06682924370348381,0.000660685956679836,0.0014360745630483081,8.764011803638343e-08,2.2798886690520353e-07,6.201671515964209e-08,0.01907515284579053,4.539467071407706e-05,3.210067109702932e-05,1.2157495924415575e-07,0.5
4500,0.0740013133108218,-4.376757287981892e-05,0.03232760199809987,2.4793996363178735e-05,2.0601930740856747e-07,1.7890788974026437e-05,1.9458973028803562e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06742271865622093,0.0006654538549594757,0.0014697586246397857,9.102613965744544e-08,2.4714454723087154e-07,6.53459046375519e-08,0.01931971352049494,4.691292522750503e-05,3.288885465307635e-05,1.345797546486598e-07,0.5
4600,0.07406422716918945,0.0001164608177212103,0.032549363160945984,2.6353311029989416e-05,2.1932722789445614e-07,1.842084942571365e-05,2.087971823838667e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06724186668259086,0.0006588495806822471,0.0014496295955172807,9.880430459661421e-08,2.686605720470077e-07,6.890780178627475e-08,0.01987297232894311,4.792035521737372e-05,3.33812340542188e-05,1.4095951322363355e-07,0.5
4700,0.07446805708481567,-0.00016102510380361677,0.03225958352884881,2.7037854316235422e-05,2.336182444640713e-07,1.9648719331599507e-05,2.2240128534055418e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06738276758856362,0.0006626430040785279,0.0014433079203569562,1.0311246574385728e-07,2.807501415718299e-07,7.28876326243321e-08,0.020254825085956087,4.8963928726313355e-05,3.4922937795109426e-05,1.4798696860416018e-07,0.5
4800,0.07501399993941851,-0.0003290892818777396,0.03236625619692004,2.8163620999654753e-05,2.515696939786548e-07,2.012553240723926e-05,2.356165739458942e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06678230875905075,0.0006674545944084444,0.001455934506147593,1.0569817538944555e-07,3.0868016120999364e-07,7.54464800580482e-08,0.020721089330917212,4.926821230109778e-05,3.5162332836870844e-05,1.6182005581275322e-07,0.5
4900,0.07542766588626512,0.0008528154893440879,0.03242044341854666,2.9651635772778612e-05,2.68209788774568e-07,2.1149631117832017e-05,2.486444930201255e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06718829936314175,0.0006712306917831666,0.0014723144964722502,1.1192347376176985e-07,3.2790626475328914e-07,8.012888951659103e-08,0.02103911416513952,5.011287951277477e-05,3.584752994214979e-05,1.6710106156902736e-07,0.5
5000,0.0756284665458916,-0.00041671820022666907,0.03265225902193147,3.068960878652945e-05,2.79175975547649e-07,2.195802625643943e-05,2.625881988048476e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06624771260990914,0.0006776701433863469,0.001469869652147414,1.1579321552732222e-07,3.495809182864592e-07,8.248621841414913e-08,0.021877859029354838,5.110076984475552e-05,3.665292339014641e-05,1.8042084403403629e-07,0.5
