miliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
1900,0.004598165619522345,0.038088956120662744,0.002382874969050845,0.0019613179812066274,1.3178866536438328e-05,1.4232125032716723e-08,1.6795894337128637e-05,8.701000638964434e-06,4.453766313473484e-08,0.0002855058901862526,0.0034348080755115763
2000,0.004314173614520282,0.03809800348343148,0.0023899858135975945,0.0019536573851412797,1.3204971904582294e-05,1.3843136392805293e-08,1.6811476516903446e-05,8.693604245517028e-06,4.4469296194709906e-08,0.00028515130483186286,0.0034421103548190352
2100,0.00427043406399897,0.03811098777112324,0.002288771909136051,0.0019451383191337874,1.3203559807455258e-05,1.3759634512295487e-08,1.6803262057213574e-05,8.711250245440518e-06,4.42893678149723e-08,0.0002851494561263205,0.003449386094177934
2200,0.0038473565704691113,0.038122623747041985,0.002283566981985213,0.0019434059352276681,1.32508975407625e-05,1.3543898942805256e-08,1.674629615958264e-05,8.701565849986755e-06,4.420011108149547e-08,0.00028476108207007,0.003460155389742996
2300,0.0036245344863177244,0.038141346130739905,0.002225489477410746,0.0019354139997294208,1.3240317269340345e-05,1.3307457097351682e-08,1.6690095342401483e-05,8.718379103260867e-06,4.426601680206923e-08,0.0002847017617594753,0.003462056462709766
2400,0.003452647838050568,0.03815116288822727,0.0021884083568368285,0.00193268178482386,1.3302796519400493e-05,1.306291002019578e-08,1.665718154451658e-05,8.731223616512219e-06,4.4094115211094287e-08,0.00028429088239607817,0.0034739720141274914
2500,0.0032840189418052515,0.03816283050975529,0.002166687878242334,0.001923171379339,1.3341546127953561e-05,1.319205190848633e-08,1.665068134410686e-05,8.72786810430782e-06,4.3838652635081224e-08,0.00028396149622257643,0.0034799139675278775
2600,0.0027174153964745237,0.03817770258070455,0.0021589533104022793,0.0019159642116225784,1.3357886031837812e-05,1.3022388869019613e-08,1.6613840676568433e-05,8.737577785979844e-06,4.3738755252872095e-08,0.0002836005742201996,0.0034827716523547097
2700,0.0028391380335218482,0.038184081973115826,0.0021440702681160486,0.0019106787823509072,1.3377853201447065e-05,1.2846590027805115e-08,1.6549338767446238e-05,8.751978943054484e-06,4.367507510327645e-08,0.0002830480170566574,0.0034819366500675247
2800,0.0025984853185573834,0.038196440473299086,0.002139592934114976,0.0019039079808854014,1.342703873335854e-05,1.2718063508764813e-08,1.6504438189661578e-05,8.769627318293057e-06,4.3311193214724945e-08,0.00028282876155412184,0.0034831194016209602
2900,0.0021823990749890495,0.03821218307869107,0.0020659949460308034,0.0018962791841586433,1.3461663691485014e-05,1.2466474810762424e-08,1.644743643766773e-05,8.769125291723968e-06,4.332761469200782e-08,0.0002824698971605361,0.003485227642814533
3000,0.002035666276705981,0.03822842599719155,0.0020597638623148875,0.001893906547229652,1.3482136220428833e-05,1.2385077363478803e-08,1.641930670324455e-05,8.777569848610923e-06,4.299958707384562e-08,0.00028191829513253254,0.0034773904154557648
3100,0.001890823206629112,0.03823553856721736,0.002070390516220836,0.001888855539555558,1.350158349129843e-05,1.2537615445966816e-08,1.638390903351961e-05,8.79687548373838e-06,4.288322757424958e-08,0.0002816275948114104,0.003479514732203925
3200,0.0016482603110357925,0.03824718490100603,0.0020483623685427278,0.001878997277795596,1.3543872835322245e-05,1.2334994390475337e-08,1.634221743978285e-05,8.80397188036519e-06,4.267719322119761e-08,0.0002812819706066017,0.0034778423945671945
3300,0.001758806000782761,0.038262115871221275,0.0020345951351449943,0.001874388882646446,1.3598496808278242e-05,1.2403134457200901e-08,1.6260388965315086e-05,8.822009480714475e-06,4.261114715936563e-08,0.00028078832428445684,0.0034774821187187957
3400,0.0016232448535157273,0.03827434925203457,0.002002047876426179,0.0018622253274670393,1.3651008331704618e-05,1.2249996494056235e-08,1.6225874760523543e-05,8.819630736837603e-06,4.246104729208639e-08,0.0002804938895674128,0.0034766656792136956
3500,0.001413784031944105,0.03828708257430241,0.0019696795857089273,0.0018611932646384996,1.3691762785507797e-05,1.2026396819234056e-08,1.6224975483258056e-05,8.830503148599499e-06,4.2188096279793066e-08,0.0002801329205365087,0.003471025387829299
3600,0.0013927808232965834,0.03830184406148408,0.002003978047453366,0.0018531749804320246,1.3718209215703652e-05,1.2123038163255067e-08,1.61456478954899e-05,8.838984014215018e-06,4.209939462589475e-08,0.0002798714402112063,0.0034671779561474473
3700,0.0012581709438633751,0.038304585607538154,0.0019463350313630938,0.0018410057778928666,1.3724315894733094e-05,1.2129118684810804e-08,1.609929333236063e-05,8.86283098420643e-06,4.1952951124517754e-08,0.00027943706912970245,0.0034627115499789216
3800,0.0011553205947115585,0.03833032362867788,0.001983729892795174,0.0018369148801302422,1.3764634475402959e-05,1.2067618270879375e-08,1.6048217880529458e-05,8.871141843841477e-06,4.179178757435702e-08,0.0002788551123137824,0.0034610599082511304
3900,0.0008928811076841434,0.038340460044724925,0.0019504736629149123,0.0018307337133541665,1.380449177707412e-05,1.1999545443236498e-08,1.6028883299979986e-05,8.872452541427218e-06,4.144983004341375e-08,0.0002783373846893405,0.003455326099475038
4000,0.001078669083033772,0.03835402959819322,0.001939988207721215,0.0018201319886182966,1.3832363030616164e-05,1.1886173214039234e-08,1.5952233359469588e-05,8.889240134060893e-06,4.147220676199934e-08,0.000277885231825006,0.0034517476044849814
4100,0.0009903077097944324,0.038364323603952956,0.001919285058449378,0.0018154689728220983,1.3864872231858452e-05,1.1790059372121238e-08,1.5966356928130975e-05,8.894564232643052e-06,4.115254963379612e-08,0.000277551919094564,0.0034482297755728444
4200,0.0007381639425892558,0.03836412026283519,0.0019511748723124117,0.001808433141418511,1.3902020590065662e-05,1.1779572037390232e-08,1.5892044309797665e-05,8.9101524416862e-06,4.1164006772051724e-08,0.00027715238102218957,0.0034426232662938968
4300,0.0006614449637078482,0.0383819703966266,0.0019103882521870192,0.001803878610244449,1.3942990156448288e-05,1.1841432098594025e-08,1.5832271584562314e-05,8.904524776339701e-06,4.099063804592218e-08,0.00027676985377353376,0.0034394341707596407
4400,0.0006446134574202538,0.03839223033462113,0.001933772216240028,0.001795528714744645,1.3971397970877633e-05,1.1742062832694789e-08,1.582424427509098e-05,8.920834384420444e-06,4.0829821069303324e-08,0.0002761659296807652,0.0034317583071460855
4500,0.0006876772842923345,0.03839857301688766,0.001927851838692189,0.0017886334619324597,1.4000144361110488e-05,1.1850303251739998e-08,1.5787907897056102e-05,8.935430903831366e-06,4.072555956364522e-08,0.0002757524511119839,0.0034241395354445005
4600,0.00040697029312862314,0.03841036052808154,0.001911801890066048,0.0017779201633619944,1.4013255915433457e-05,1.181241779144766e-08,1.5777424986287608e-05,8.943039046047293e-06,4.062840890245966e-08,0.00027516668197330685,0.003422079271304876
4700,0.0004382339676732097,0.03841809165620999,0.0018974971017774985,0.0017690067545998096,1.4018342361170592e-05,1.1544917278172759e-08,1.5754454026353947e-05,8.946383957438025e-06,4.056430683428598e-08,0.00027455257996074605,0.003419181091626181
4800,0.00042232862383917457,0.03843451092968088,0.0018744327888660936,0.0017666699735190503,1.4086755605939565e-05,1.1472597876218416e-08,1.565903681107315e-05,8.954807523388133e-06,4.023905598158441e-08,0.00027437672600034535,0.0034079278531235716
4900,0.0005923421354816531,0.03843593561647986,0.0019187707035009099,0.0017612576523206992,1.40719263833743e-05,1.1511978987707423e-08,1.56265474625079e-05,8.96038246924584e-06,4.015664791721265e-08,0.0002738413646166515,0.003399760885534985
5000,0.0005529971544753351,0.038454355487635296,0.0018667826456217884,0.001747859806598359,1.4136700712931065e-05,1.1605658006905272e-08,1.5657626988828955e-05,8.96268661622667e-06,4.0144716149060125e-08,0.0002734144335700261,0.00340434889200786
