miliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
1000,0.007859020264986158,0.03801093346685269,0.0030526901101770748,0.001988847522350033,1.3365829474363536e-05,1.6687947753581665e-08,1.656132240500176e-05,8.76057870047323e-06,4.378525626602696e-08,0.0002870083290801211,0.0032686541815672323
1100,0.007440628848019092,0.038018370980570225,0.002954942712577069,0.001985621616428064,1.327779136561852e-05,1.634829106488461e-08,1.6695508967887142e-05,8.733762329663836e-06,4.411300971545279e-08,0.0002866302990184408,0.003297427294515554
1200,0.007187000231567133,0.03802844950680286,0.0028547862708367183,0.0019887188078892624,1.3257216376416672e-05,1.6141248315420983e-08,1.673102257589082e-05,8.722967633033614e-06,4.43531478238418e-08,0.00028685380446055487,0.003312322725782035
1300,0.006622023440302109,0.03803003544336772,0.002771695265467206,0.0019847898301538027,1.3202835942627572e-05,1.5770559880682083e-08,1.6780189969739577e-05,8.710868189391389e-06,4.437461967039748e-08,0.0002866647752295096,0.0033439285695219365
1400,0.006291082062289297,0.03804242400701089,0.0027032066008436852,0.0019798766253169187,1.3233160753950965e-05,1.5307421208818392e-08,1.6776530660251255e-05,8.702253249988892e-06,4.442976528727355e-08,0.0002862909466638612,0.0033553140090915572
1500,0.006194997111610444,0.038056297866262384,0.0026612710479460957,0.001976735697830459,1.3193047990096403e-05,1.4914476083851745e-08,1.6832293762744227e-05,8.688604936044776e-06,4.452195326664395e-08,0.0002861845172207858,0.0033746395881868027
1600,0.0058537202850342,0.03805472335758121,0.002541110224808391,0.0019712177275218396,1.3212602713135739e-05,1.4662970961884921e-08,1.6825771059796323e-05,8.693843310357845e-06,4.4618012170200875e-08,0.0002863548278484851,0.0033972946161829032
1700,0.005453994400120428,0.03807229445471567,0.002542342195974788,0.0019685011714695036,1.318929394917342e-05,1.464581328635611e-08,1.685310836149703e-05,8.685915491084768e-06,4.4614826319763186e-08,0.00028612560735134015,0.003407302007012371
1800,0.004962028075643913,0.03807736783760139,0.002483793062396412,0.0019616791462417045,1.3182940925416697e-05,1.4316460422258383e-08,1.6838719558418048e-05,8.684883304502489e-06,4.460199077354048e-08,0.0002855887486110652,0.003427166149308415
1900,0.00488153399747238,0.03808939040797609,0.002383896667611518,0.0019542986005169245,1.3194011221464714e-05,1.3980363362004124e-08,1.681030644717157e-05,8.696258523666592e-06,4.442675812047315e-08,0.0002854767912315881,0.003435534011301218
2000,0.004595594547760755,0.038104262053289574,0.002378976644866705,0.0019561949534099552,1.3219202989078757e-05,1.3911137763878277e-08,1.676925172928451e-05,8.694839066147363e-06,4.454397962120344e-08,0.00028540604905019954,0.0034433695664851144
2100,0.003965926666569177,0.03810833185351094,0.002298128773567214,0.0019440637381944474,1.3230473041319412e-05,1.3663643271169523e-08,1.678501992610678e-05,8.706259263155011e-06,4.4329348373598755e-08,0.0002849379871712184,0.0034530729372564037
2200,0.003698670402569714,0.038131535148417085,0.0022570576673376025,0.0019425557921164773,1.3246651330272047e-05,1.3507729398018585e-08,1.676405311323976e-05,8.71053781160923e-06,4.4229722312052977e-08,0.0002847601763317118,0.0034612128578015546
2300,0.0035014343589650707,0.03813464688825531,0.002261594758218293,0.0019340922825796798,1.3280512382891339e-05,1.3374149360838993e-08,1.6694807457465528e-05,8.722609319717837e-06,4.413091333303981e-08,0.0002846728445185334,0.003473236075862954
2400,0.0031786340017458323,0.038146431248999704,0.0021872469965865723,0.001929518674883922,1.3302849727398786e-05,1.326343653351897e-08,1.6705812913175858e-05,8.72413878209061e-06,4.405163559204179e-08,0.0002840301914564087,0.003467028292136589
2500,0.0031409346701116512,0.03816276670788442,0.0021818578307863335,0.0019209472683085602,1.3294076747798914e-05,1.3158967612263992e-08,1.667559903175793e-05,8.730310468182275e-06,4.3761947369470694e-08,0.0002838551029249023,0.0034833394064469406
2600,0.0029405649885118988,0.03818010686015429,0.002151815099499785,0.0019179452760606291,1.3364872150558636e-05,1.3072617660040236e-08,1.6621588001754528e-05,8.735892754203095e-06,4.3835284258973435e-08,0.0002835355495552733,0.003473568682818034
2700,0.0026203801951947864,0.03818726254392742,0.0021262882739868185,0.0019165498848474868,1.3368899870365175e-05,1.2858581680808571e-08,1.6571231239645187e-05,8.754276673481056e-06,4.363560785036048e-08,0.0002832798208811018,0.0034757117368333867
2800,0.0024750205436956593,0.03819586043804538,0.002116598301761423,0.001904509206641616,1.339484710701592e-05,1.2683724751271776e-08,1.6516330248784715e-05,8.763924052850787e-06,4.3420684031142e-08,0.0002829673831440972,0.0034855429093676184
2900,0.0023580849200327296,0.03822139871157154,0.0020940987553324407,0.0018976747207499981,1.3436190395620209e-05,1.2485389413266912e-08,1.6474872235815704e-05,8.779750373318105e-06,4.322617525278738e-08,0.00028271547887915547,0.003488190377803622
3000,0.0021823438179762794,0.03823437461019061,0.0020656260838471554,0.0018937893977152274,1.3460144126826427e-05,1.236659871095342e-08,1.6440730158068175e-05,8.780201781837986e-06,4.3070076254502595e-08,0.0002821653635712294,0.0034811317027162794
3100,0.0019446499860736636,0.03823997127134839,0.002063705438067151,0.0018877186441260318,1.3499699320057252e-05,1.248200097770006e-08,1.6349942264338473e-05,8.796368015873118e-06,4.282426325437986e-08,0.0002817789536208933,0.0034774949251947366
3200,0.0016375802904654672,0.038250494303848075,0.002069495393091355,0.0018761762993941798,1.3569634417801515e-05,1.2258256582206255e-08,1.6348346499026476e-05,8.804045213629924e-06,4.277788958091213e-08,0.00028129850518210923,0.0034773550038125095
3300,0.0016439926070561895,0.038256072857764195,0.002051113011974829,0.0018764120050350672,1.3611146156005364e-05,1.235229033736002e-08,1.632157381021928e-05,8.809614056933499e-06,4.260933800929222e-08,0.0002809216904571704,0.003471970243020038
3400,0.0014489960703092488,0.038277633794179436,0.002030861727901406,0.001866117170768392,1.3639150156352946e-05,1.2234513442023823e-08,1.6216825639181052e-05,8.824603112224156e-06,4.2274316387070724e-08,0.0002805127322324471,0.003470072477649502
3500,0.0014147277475557286,0.03828738645390568,0.0020080027827275053,0.0018605119812476192,1.364664308192116e-05,1.1988248603370294e-08,1.620173616578697e-05,8.83984415389419e-06,4.2219975062856176e-08,0.0002801611574748283,0.0034717090372206015
3600,0.0011232108842755867,0.03829387786526462,0.002006114893871181,0.0018493911116403883,1.3674761944666877e-05,1.204918593074083e-08,1.6137491603892175e-05,8.849559730844112e-06,4.207065718569712e-08,0.0002798116816991777,0.0034730412624472597
3700,0.0012286722270875392,0.03831165939040382,0.001966751177826711,0.0018422276534258018,1.373475710790006e-05,1.2136506483973938e-08,1.6091072608105515e-05,8.862961546928816e-06,4.1942962407215875e-08,0.00027907509887073885,0.003467990256045291
3800,0.0010675068918760493,0.03832704289163362,0.0019739753040569643,0.0018412779809762541,1.3775262470556771e-05,1.2037581745458734e-08,1.6082027326245937e-05,8.867728013691766e-06,4.160764637786806e-08,0.00027872663194638446,0.003458911851243716
3900,0.0011191365076284256,0.03834148880761363,0.0019464281477377184,0.0018264591777227778,1.3823215897455353e-05,1.2031258649930647e-08,1.6022102767312692e-05,8.881791710942978e-06,4.147275377477383e-08,0.00027845960908763726,0.0034484249077212994
4000,0.0010391525218063388,0.03834376361254611,0.001973034398155327,0.001819761468801002,1.3859427761858103e-05,1.1957184485688134e-08,1.6013679213194254e-05,8.88915523128828e-06,4.1477060629823075e-08,0.00027806067205288595,0.0034455398488479902
4100,0.00097190651294492,0.03835437892760094,0.0019194978943265135,0.0018134960091195727,1.3844678844249614e-05,1.1898936564052546e-08,1.5959715848313322e-05,8.899635901648604e-06,4.114913769177843e-08,0.0002774501017657499,0.003443010547498556
4200,0.0009207505417362833,0.038374248159723005,0.0019457527200869471,0.0018055863304827617,1.3887552516833342e-05,1.1948536014353136e-08,1.5908666481246888e-05,8.89654286281995e-06,4.112192480355091e-08,0.00027709775484440526,0.003434022042813381
4300,0.0008502711383912494,0.03837814852954624,0.0019193845086206605,0.0018003808441774715,1.3900800721438716e-05,1.16781199403463e-08,1.5858866678922466e-05,8.904182190008219e-06,4.1044011082167914e-08,0.0002767399173274109,0.0034369952595433412
4400,0.0007131801341310887,0.038384322913054776,0.00192867528663298,0.0017963814331470207,1.3962182616791263e-05,1.1748067398635574e-08,1.5838739175520922e-05,8.919760392794112e-06,4.0815431400638895e-08,0.00027594432646781006,0.003426789183782529
4500,0.00047710984250977736,0.03840134408918526,0.0018953195022445354,0.0017856390964494327,1.3966963425259567e-05,1.1799925138694186e-08,1.5783420007445714e-05,8.935305757165704e-06,4.0677195785370775e-08,0.0002756500982388681,0.003422921003870374
4600,0.0005671152589280053,0.03841703462947221,0.0019157633750596077,0.0017796244799862411,1.401143922449891e-05,1.1672526582750286e-08,1.5780547657954598e-05,8.93991713655319e-06,4.066936928846273e-08,0.00027519304221593704,0.0034180697372426035
4700,0.0006479290082888119,0.038419447117712176,0.0019235831786832973,0.0017706387547214593,1.4063675260996339e-05,1.1563256336109812e-08,1.5693322724399684e-05,8.93674259082279e-06,4.046794826986501e-08,0.0002748944454563908,0.0034192657569262178
4800,0.0005669328773282651,0.03843163047532137,0.0018771675782509256,0.0017677448204930475,1.4040483217250448e-05,1.1679097031296274e-08,1.5713590915322116e-05,8.95057805514161e-06,4.0290825547717676e-08,0.00027446011775098303,0.00341200957030458
4900,0.0005163222895329351,0.038435337548998874,0.0019071073432423067,0.001757709527966552,1.4082918190092846e-05,1.1488873231519139e-08,1.5646536371666306e-05,8.959538503678347e-06,4.024968899748133e-08,0.00027380740722716723,0.003403818431971441
5000,0.0004396261970213371,0.03845373546478874,0.0019105627509823574,0.0017488192281559217,1.41347903844916e-05,1.1427256217576487e-08,1.565119717555974e-05,8.962298444671115e-06,4.004408535797156e-08,0.0002734980165193298,0.003395126280283067
