milliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
1000,0.14320579879137715,0.4826455865372786,0.0008378508264254183,0.052860312090150366,0.00610777595232146,0.0011562240071520142,0.08120114563574474,0.0037244398358718617,2.9124963626764284,0.22475330538443702,0.3715663521413306,1.4811941422145456,0.711883773543078,0.1301837444887542,0.07596877854689388,0.04129334940195027,2.0,2.0,2.0,2.0,3.0,1.0
1100,0.12247749103868467,0.48080596946752086,0.0009099918839614472,0.04722082373034271,0.006626004938140067,0.0006202531646199652,0.08956472172135867,0.0037245384738308213,2.9115106218591422,0.23053203027517996,0.3944084061523939,1.548903589394184,0.738491611257033,0.13291345589000322,0.08973796944752008,0.03784701066356315,2.0,2.0,2.0,2.0,3.0,1.0
1200,0.12213266653686347,0.49506779234042453,0.0009144001673100378,0.04349543941724887,0.006672319059866904,0.0012873096945124854,0.0876978256562685,0.0036025781278596885,2.9094689356892487,0.22615317163515164,0.41181922509639224,1.6582437009832522,0.8090956424321545,0.09333515621445364,0.09145667183506621,0.0360997335104875,2.0,2.0,2.0,2.0,3.0,1.0
1300,0.09988738024304525,0.5066007419855793,0.0010043409390149208,0.041291832876851536,0.0068595998851658,3.940633168311318e-05,0.0940128446638706,0.0027069641953311853,2.912107546300843,0.230345279504702,0.4439697381106214,1.7155012774527685,0.8206375598438848,0.11643006677952313,0.08580817989287592,0.034789851049241975,2.0,2.0,2.0,2.0,3.0,1.0
1400,0.09495949931788178,0.5177382347085685,0.001009443526931195,0.04005764869671557,0.006962927524029962,0.0012317068361303333,0.09157885641167393,0.00383847426796739,2.9080262282249003,0.24131717067302394,0.46462995152058045,1.7634786033418668,0.9870405746077224,0.1534299890317703,0.08425371831890276,0.03226421951253498,2.0,2.0,2.0,2.0,3.0,1.0
1500,0.09161343955343063,0.5189000523154091,0.001042260668886508,0.032888339563801196,0.00719578527574401,-0.00035479637776226125,0.1009568223634801,0.004008182314802714,2.905399126824841,0.2598039441433835,0.45360827332558845,1.81839787563419,1.0177404659676934,0.13032019866199196,0.08382940143208485,0.02862967830636598,2.0,2.0,2.0,2.0,3.0,1.0
1600,0.08355915121414613,0.5312123241919783,0.0010468255470796313,0.03132825671469883,0.007311930219833804,0.0007643101471816183,0.10252349665385492,0.0038251665415171346,2.9056631589416893,0.25491126936847686,0.47865931738082707,1.9113188756910136,1.1537153294335367,0.1689149617442342,0.07654244461510017,0.029024857541183623,2.0,2.0,2.0,2.0,3.0,1.0
1700,0.06699003634433308,0.5338012670795426,0.0010948629906625724,0.028159827289503316,0.0073325219553616984,0.001216878818180216,0.10560253006209178,0.0031088099805465243,2.9073997922201724,0.27638337537232766,0.5197280569310283,1.956654761557357,1.1565340290779453,0.18554266486427273,0.08329387009541257,0.025998730580949158,2.0,2.0,2.0,2.0,3.0,1.0
1800,0.078108710117882,0.5371613679328026,0.0011529748194614247,0.030644648250182753,0.007159334514024057,-0.0006393352966855468,0.11783569090867262,0.001904732668697106,2.903181603114022,0.290188387135135,0.5285115357712266,1.9928400448321277,1.2856490970720316,0.15722150619452815,0.07570592168430124,0.025064301125027933,2.0,2.0,2.0,2.0,3.0,1.0
1900,0.07709921041403224,0.5448384505107364,0.0011755696241053236,0.025199062440773346,0.007267937207640413,3.0813109473109158e-06,0.12015232401016036,0.002518372216710351,2.905176333814431,0.30178911660752605,0.5572464699410273,1.9932788251846398,1.394281295604396,0.2430052922625538,0.08151062368629232,0.023290315835662993,2.0,2.0,2.0,2.0,3.0,1.0
2000,0.06463855332845424,0.5582750657600475,0.0011913117614934696,0.026034265029368522,0.00720993225618867,-0.0005741138767095485,0.12225682127547054,0.0032159854056164733,2.9049605930562574,0.2989009612658024,0.5697649133338539,2.0129478296121674,1.4494167045342432,0.26272663644495764,0.08618291932315372,0.022342131229695344,2.0,2.0,2.0,2.0,3.0,1.0
2100,0.07070710927402733,0.5561617834185726,0.0012396004088980588,0.02360206182599243,0.007344482621624791,0.0012129806509471057,0.1295024155071562,0.0035483654929675387,2.9021665704929003,0.29865855708435163,0.5921108880178506,1.9935166276454637,1.5846631828175028,0.2707377928982173,0.09139637236169679,0.020490310781276642,2.0,2.0,2.0,2.0,3.0,1.0
2200,0.05933718216637449,0.5565340270007176,0.0012463886258926413,0.024119321793081863,0.0071825613148894935,0.0007775649416739098,0.1331337701001003,0.0031898541565540403,2.9005016225559346,0.3172360904417995,0.6276121162914371,2.005631350511624,1.6602079376700554,0.24564617443654635,0.09483312971271829,0.020000511782791167,2.0,2.0,2.0,2.0,3.0,1.0
2300,0.052002110324882105,0.5697128656070518,0.0012866846129833353,0.02215087264949791,0.007236274685336389,-9.458356252711888e-05,0.13374053049632054,0.003379645416880708,2.897758230641374,0.3310414410395453,0.6145335183087249,1.9504915426471052,1.8039048420408783,0.33984288337671725,0.10151127201430402,0.016873017335277733,2.0,2.0,2.0,2.0,3.0,1.0
2400,0.04661209307302572,0.5603502224692954,0.001310453795658707,0.017224249767895477,0.007063155741558992,0.0003425855210534625,0.14136292243205914,0.0028598816817271555,2.8951340926427873,0.33124299948726266,0.6836522847462753,1.9562104389498318,1.8330246928141063,0.3042573727079386,0.09894215788866303,0.016358895757706982,2.0,2.0,2.0,2.0,3.0,1.0
2500,0.05832290311831224,0.5640271550413197,0.0012948504201668526,0.015182070219675919,0.007024490133008745,0.0011839754321844509,0.13518113365087572,0.0036132574223550202,2.898005478962699,0.34090188702410273,0.6851801618441556,1.9805279920111,1.904305663374428,0.343791313884336,0.10824552200637971,0.018053110853712202,2.0,2.0,2.0,2.0,3.0,1.0
2600,0.052970152951247504,0.5760726037738152,0.0012745129601694468,0.017696407736676557,0.007023660999730062,-0.00046884228450499033,0.14382922378976218,0.0035651939527844914,2.8958554212520085,0.34107024438341904,0.7108903135811384,2.0194171545543873,1.9581698679398967,0.38553772977398343,0.12051288765840978,0.016589920663956113,2.0,2.0,2.0,2.0,3.0,1.0
2700,0.04294005322929495,0.5775131728320602,0.001356862098707327,0.015040169897805515,0.0070841079338101265,0.00047206241120636245,0.1461819231434295,0.003095583669307629,2.8910356216659783,0.36400047598964064,0.7065531600399969,1.9909685710594593,1.9574189056373428,0.4131582633661397,0.12663279919929696,0.016168231941736506,2.0,2.0,2.0,2.0,3.0,1.0
2800,0.03921168857876639,0.5817291620128916,0.001344586019281827,0.01358303726370646,0.006989436054727593,-8.064636022106714e-05,0.15446429728353658,0.0033607191620603047,2.889791533632869,0.36381839129548066,0.7215403513798174,1.9967103486672606,1.9617267776084557,0.4686371219051579,0.13959177525452346,0.016320751361877713,2.0,2.0,2.0,2.0,3.0,1.0
2900,0.051556680686449634,0.5911141726937904,0.0013802968608710886,0.01351742525449051,0.00674065885709582,0.001271138306432366,0.16240826842894515,0.004622360992674067,2.891653066853225,0.3773905856929417,0.7562980853353952,1.9879357874146342,2.0604220219724314,0.48305814084128007,0.1466012990489808,0.018822412151101614,2.0,2.0,2.0,2.0,3.0,1.0
3000,0.05323651035741606,0.5812608707845451,0.0013703605210752742,0.01298891876039802,0.006758976089952233,0.0001274499728372981,0.15920894447884615,0.004035429701807552,2.886140217318173,0.3735434498042099,0.8076319372540733,1.9752009024173216,2.0294822941509727,0.5328315112129149,0.14644722095888701,0.01675526694113044,2.0,2.0,2.0,2.0,3.0,1.0
3100,0.05132102782869295,0.5937591263701781,0.0013973608678464044,0.010449464567992159,0.006619948154903155,-0.0004022975355688691,0.16070785621979294,0.0039024888463912825,2.886481999109203,0.3930845905878921,0.8059983240660119,1.962715154411621,1.983034348551657,0.5737298663238756,0.15528619508565603,0.01937749902582868,2.0,2.0,2.0,2.0,3.0,1.0
3200,0.04994899196251369,0.5822225666706581,0.0014374739766286125,0.010583485459332487,0.006613654240221992,-0.0008126222437488164,0.17455577454630605,0.003975178684828395,2.8824713900341252,0.396891039804585,0.8197216216882287,1.9749487057539674,1.9938332798680005,0.572620217353474,0.1718773606434825,0.017932876380388662,2.0,2.0,2.0,2.0,3.0,1.0
3300,0.04438935031310784,0.5905288310941651,0.0014340117743194142,0.010976939320791376,0.006438916405640202,-0.0007520300038811612,0.17575312084715744,0.004951786248410818,2.8823083880803204,0.4038944375457728,0.8369480473638014,1.9643165091380639,2.044244355133522,0.6028434287951635,0.17817900730445224,0.017183302152511168,2.0,2.0,2.0,2.0,3.0,1.0
3400,0.03951540896487421,0.5994096430026886,0.0014085897025316585,0.010755298668492992,0.006334613226354013,0.00010244312580913863,0.1714747440856279,0.003423523694514543,2.8816881837683845,0.42036228451045704,0.903525425295342,2.0092855175619557,1.975151280666848,0.6791390991916461,0.20073379395938695,0.019603512917475256,2.0,2.0,2.0,2.0,3.0,1.0
3500,0.03650851228101794,0.5894755937214924,0.001472137907810519,0.008328890469398493,0.006307661691181151,0.0012920426548018778,0.17753070327212467,0.004766035557224134,2.8776955399163326,0.42626598909371394,0.9290156673903319,2.0278222409015645,1.965321782390527,0.6906453677823342,0.211864280598011,0.02147963526638137,2.0,2.0,2.0,2.0,3.0,1.0
3600,0.046517200435921294,0.607612775563296,0.0014454442940845154,0.006093567984586533,0.0060567445185946665,0.000213653323709772,0.18923021072009436,0.0038674223627357235,2.875410430110325,0.4299002544394936,0.9006813033652475,1.949680511512588,1.9366798409284955,0.7229842569516479,0.22586406582052043,0.019204515181707352,2.0,2.0,2.0,2.0,3.0,1.0
3700,0.054699849421287264,0.6149630995066795,0.0015113949802854198,0.009668628243638084,0.005942677337924036,0.0008949188884111066,0.19193009860554405,0.003644419895542813,2.876444517208879,0.4459282192514828,0.9488509962832249,1.98269840946895,1.994474890423933,0.7349628669486427,0.23274976218697405,0.023330681588783122,2.0,2.0,2.0,2.0,3.0,1.0
3800,0.04641946287622203,0.6164802318946913,0.0015098738557935856,0.006046216612098939,0.0056876355726485665,-8.411902762316169e-05,0.19762970042040845,0.006100752730362536,2.8757385874968513,0.45306981844329236,0.9909880439273572,1.9874866337359633,1.9421094381609076,0.7940050027266363,0.2556749211954232,0.02519732017680089,2.0,2.0,2.0,2.0,3.0,1.0
3900,0.047687780804308647,0.6067237748052144,0.0014861035387157694,0.005523798560412265,0.0058318213246018585,0.0013071045152168383,0.1926431755758144,0.004346909180899465,2.872265222630542,0.4651020564878501,0.9843434822928364,1.9784319148247536,1.9716505808459572,0.8222585064494661,0.26245811567469357,0.023065105074847894,2.0,2.0,2.0,2.0,3.0,1.0
4000,0.043470548749149275,0.6167443201516785,0.0015004083384186136,0.007893334262923431,0.0055605777053197025,0.0019476090878069192,0.20294181736998743,0.005974256851452968,2.870007649655754,0.4706656828960892,0.9980519910851791,1.987715505858132,2.000059225115762,0.8821131103837517,0.28842591951049235,0.02430303104867788,2.0,2.0,2.0,2.0,3.0,1.0
4100,0.04879752653087195,0.6069503420985578,0.0015775376755789328,0.0059615987261249555,0.005450387869060046,-4.343865594888714e-05,0.2048079747415844,0.004708510071817309,2.866444576205252,0.46625317964806423,1.0523087082648435,1.993639250734854,1.934503710416802,0.8939186647890058,0.2964173953057549,0.02840713064348899,2.0,2.0,2.0,2.0,3.0,1.0
4200,0.0349941516295077,0.6242848149646272,0.001573487869045577,0.006505728311531619,0.005271709515828514,0.00043273884980602004,0.21402265600722986,0.006824520271998573,2.8641092058475635,0.4910067174135528,1.0230768232559884,2.0191197179348017,2.0536737842966346,0.9328784671211943,0.32259134599504125,0.029739540784880142,2.0,2.0,2.0,2.0,3.0,1.0
4300,0.03880083525080837,0.6206160665887787,0.0015714663791521275,0.005249660227381943,0.0051059607618855855,-0.00020455005486014102,0.2170724257678016,0.004881936276882153,2.860811504194412,0.5055292040385261,1.0393654209002077,2.031103622302027,2.0472781600696184,0.9255821736565734,0.3275556349867758,0.031188831468358387,2.0,2.0,2.0,2.0,3.0,1.0
4400,0.04523190105055201,0.6240283772619934,0.0016269151804561308,0.0022790103404217396,0.005081711638217433,0.001192438848833802,0.21560645589169755,0.00581796075357893,2.861669243099719,0.4898194595881801,1.0781438230546154,1.9812462119343028,1.9633754368812866,0.9656350896641429,0.34249157753220144,0.031011804523903775,2.0,2.0,2.0,2.0,3.0,1.0
4500,0.04188255116955836,0.6281417399947262,0.0016053111087469072,0.003918588636681233,0.004922840542636874,0.0011704992434473096,0.22514034374986142,0.004612924602883262,2.8576174018610447,0.51321700645876,1.104359552531585,2.0210876387921277,1.9732447089770735,1.0087646277318476,0.35219431374650145,0.03182365388445498,2.0,2.0,2.0,2.0,3.0,1.0
4600,0.044179315404054925,0.626613934735823,0.0015862470866754544,0.006670729922538948,0.004801771554103452,-7.788598215892014e-05,0.22012824037648018,0.007084366783626032,2.8543917148387994,0.5069528194397653,1.1521890932857117,1.9565542668333487,2.060569668468341,1.0340041925339436,0.3685796972079393,0.03610414516999644,2.0,2.0,2.0,2.0,3.0,1.0
4700,0.04882964896867604,0.6340740161362277,0.0016305083509100865,0.006169688754024385,0.004841388132157255,0.0008425103366111124,0.22995523560614406,0.00677792368090447,2.85151087913077,0.5166563242849769,1.1356925869903087,2.019459283991566,2.012159839430525,1.056849570691158,0.39721870966069295,0.035901008579702465,2.0,2.0,2.0,2.0,3.0,1.0
4800,0.0480206510902079,0.6357684396469248,0.0016356375419513455,0.0025633953796978057,0.00471606177858658,-9.513497224415517e-05,0.23699758279826824,0.007270529172641669,2.8530325463035586,0.5469953573625864,1.1638575767025887,1.9979295350569626,2.025328957216853,1.084499582954248,0.40591250197979495,0.036308234460165414,2.0,2.0,2.0,2.0,3.0,1.0
4900,0.04905974488104141,0.6369288026989555,0.0016571534955064778,0.002086780811759022,0.004421099452684642,0.00039735733659645333,0.23365497544394875,0.006293459936193665,2.8493133410589424,0.5535451987311116,1.2333629336677416,2.017832945727029,1.942728122007197,1.1081441289060636,0.43052940897234393,0.04057300146440671,2.0,2.0,2.0,2.0,3.0,1.0
5000,0.05106304925257104,0.6373265398807993,0.001690633983980193,0.00236391580345131,0.004437109573964319,0.000809600652832036,0.23431481714941443,0.006776822694382287,2.847979822390813,0.5450488321397787,1.2391561644899223,2.003374715176021,1.956948046398945,1.1948998597981588,0.4451286479410114,0.040275959777039835,2.0,2.0,2.0,2.0,3.0,1.0
