milliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
4000,0.04904767251223402,0.6100511452992923,0.0014978922213716337,0.005469800740702695,0.005527864368520598,-0.0006270113762342412,0.19495318048333188,0.0046454295173446744,2.8679488286815684,0.47992645587049554,0.9811508032421331,1.9487365111289885,1.9649553909601447,0.8143558695372239,0.28588440295970796,0.02426277779423466,2.0,2.0,2.0,2.0,3.0,1.0
4100,0.03689737316233712,0.6216768318123628,0.0015862414185056491,0.0036675967334165237,0.005433913926026449,0.000929678131561377,0.2043449683166609,0.005282204349056213,2.86572152943666,0.47584497464710335,1.0256771482547666,1.957695365563155,1.943407215762417,0.9003325337940483,0.3073879490505409,0.02871511843327718,2.0,2.0,2.0,2.0,3.0,1.0
4200,0.0407005635755242,0.6218248595992428,0.0015287044422880676,0.0028894622314392868,0.005412582272530075,0.0013462616609094143,0.20747391916975907,0.005378996269391513,2.8646057222911825,0.4754026218306186,1.0683380849463977,2.0238592999266674,1.9329371879668218,0.89794226898451,0.312950388392711,0.027955793314975864,2.0,2.0,2.0,2.0,3.0,1.0
4300,0.036356489816896806,0.6250696337134102,0.0015376948257799497,0.003987958540935592,0.005272807247992475,4.699621260730253e-05,0.21406275736046443,0.006262309313344427,2.864521693029639,0.4905435512586795,1.0898587596912133,1.992088210083144,1.995913885102608,0.9186075123241227,0.31936508364680183,0.02816485637138573,2.0,2.0,2.0,2.0,3.0,1.0
4400,0.039479421952744356,0.6279183877655584,0.0015741176908834727,0.005764261554381417,0.004991387305930712,-0.00018560757965511727,0.2138421874906291,0.006995427154314943,2.861449436998713,0.4894682580162371,1.0750692253474492,1.973455417246142,1.9854602227510323,1.0091522333580158,0.33551665974508976,0.031024343022417283,2.0,2.0,2.0,2.0,3.0,1.0
4500,0.046136623340647664,0.6219185028730057,0.0016472950721261737,0.0029920701399404294,0.005131165743058298,-0.0002491287805441248,0.22516539066991315,0.005068458389599972,2.859708866760988,0.5180295574419297,1.0829191444248514,1.976091059708375,2.057961656614284,0.9883287883826781,0.36033688983773643,0.03367657751164019,2.0,2.0,2.0,2.0,3.0,1.0
4600,0.0377215457283715,0.635695465506756,0.0016351677706607018,0.005609506005509438,0.004761213931062861,0.0005370534353150989,0.21863933784873443,0.007068465854828269,2.853266341465912,0.5226196035118357,1.1199116989850502,1.9525620027846342,1.9923191485349747,1.0379189394669934,0.36670885212590176,0.03303528693147199,2.0,2.0,2.0,2.0,3.0,1.0
4700,0.04336489395468645,0.6229623520629514,0.0016086862222353365,0.002897017776915301,0.004824921120946487,-0.0004046096855703982,0.22659970726157666,0.007478578983484725,2.8535208906177796,0.534932152934966,1.1726502753777062,1.990175287086158,1.9572613513116477,1.0416444256456268,0.3992076299057482,0.034993098893734934,2.0,2.0,2.0,2.0,3.0,1.0
4800,0.04346821812940858,0.634506180039742,0.0016251527062452786,0.0031306901584440285,0.004578365231103788,0.0014390688889008689,0.2312327039616304,0.006896487595904377,2.8512178110091315,0.5325656198136002,1.1876117709147538,1.9670571313157887,1.9417164835546825,1.1080457535019965,0.40100946969329004,0.036262537420430445,2.0,2.0,2.0,2.0,3.0,1.0
4900,0.049866659156823256,0.6309717987216839,0.0017004239087808227,0.0036739956001781036,0.004573835355899124,0.0011179048174167054,0.24242685414390994,0.005719572070426819,2.845848533241309,0.5465059775793485,1.1888884259047057,1.976015947269215,1.9625112908620004,1.0953606865473686,0.4287810382330647,0.03909479302992493,2.0,2.0,2.0,2.0,3.0,1.0
5000,0.03842218978923454,0.6392516842383764,0.0016948073037746478,0.003795503751510311,0.004413309799661545,-4.0746362310339424e-05,0.2414451147995724,0.006713094859162811,2.8428062315765903,0.5422737558178254,1.1991313710014373,1.958575167639819,2.0063464533701354,1.170413001885503,0.4458801569003239,0.042262727357871434,2.0,2.0,2.0,2.0,3.0,1.0
