miliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
1000,3.5465513595199336e-10,1.8821000864468717e-07,4.8816365651442165e-09,8.585293461501337e-11,1.832224005736181e-10,2.0448643132909743e-09,4.270927418861443e-09,6.167642296250859e-11,2.211719671387536e-10,3.8939936703446384e-13,1.0045069899536354e-12,1.1820754091668313e-14,3.829751250218474e-14,1.6489018614075176e-14,7.70212176009308e-14,3.0788297329777357e-12,3.3837714540731204e-12,1.8414845266377842e-14,7.6745671011041e-16,4.755033455068509e-18,9.74278254338262e-20,4.455927630134923e-20,4.990786855886295e-14,-3.4235872772515514e-16,4.932585665832777e-12,1.909898515713472e-12,3.6823645483777223e-16,1.5034811808919559e-16,9.406070729427833e-13,5.33034750904565e-12
1100,3.6281584417348903e-10,1.8805192670211516e-07,4.78480700306863e-09,9.696344187830522e-11,1.8161835067405447e-10,2.169005362457534e-09,4.475242626979752e-09,7.800344373041151e-11,2.5541247990273394e-10,4.758265599192774e-13,1.2087219975528626e-12,1.3346629654933592e-14,4.106400714473265e-14,2.546059248693107e-14,1.0502554909948432e-13,3.4497493111268894e-12,3.405936790160321e-12,9.701558600214383e-15,8.902365676413764e-16,1.7258423116191716e-18,9.41649643837608e-20,5.008389601866461e-20,6.247196639561035e-14,-2.3891548133050367e-16,5.575263773105724e-12,2.12823598306455e-12,6.718686753307986e-16,5.347011754389699e-17,5.66932817823328e-12,5.890323028494465e-12
1200,3.248204652752576e-10,1.8777713250038387e-07,4.6187011765849485e-09,1.1526616780804251e-10,1.8005485800080995e-10,2.651898444486535e-09,4.5789606415263484e-09,1.0813913326426182e-10,2.813468575759744e-10,5.604184344377136e-13,1.3726554420127952e-12,1.7696099232286365e-14,4.299359069718611e-14,1.5200207331555236e-14,1.1541200203195176e-13,3.748749489764253e-12,4.0016626482895545e-12,2.3271857364763898e-14,8.004087090155952e-16,3.558358594385906e-18,5.2316506867424567e-20,2.8853035506736314e-19,6.93967104166742e-14,5.594427743827244e-16,6.0934189888290384e-12,4.718730621454018e-12,8.709326448912847e-16,-1.8332006853902268e-16,5.029575275206838e-12,6.784172521967664e-12
1300,3.9044545441102057e-10,1.8728158962951162e-07,4.418836581561303e-09,1.2593370053597379e-10,1.8012464807031138e-10,2.524901210546592e-09,4.639798173384349e-09,1.337788957749073e-10,3.070527095694158e-10,4.89142379952074e-13,1.4575096889320766e-12,2.2128951966053702e-14,4.515584748067595e-14,3.117678352582703e-14,1.3792104015692796e-13,4.0294982882091914e-12,4.0501884747204344e-12,2.7389253565460535e-14,1.122445861062096e-15,5.294031921755299e-18,9.61215299815603e-20,1.7455723599456396e-19,8.015559207266216e-14,7.751264919376275e-16,6.789816617965965e-12,8.194971267993062e-12,9.904692066909417e-16,1.9627648929279017e-15,5.089813136381918e-12,7.177412323690604e-12
1400,3.9293688613737993e-10,1.869514059086502e-07,4.2692945178395e-09,1.4097315878622505e-10,1.7739824342991604e-10,2.8447061234309213e-09,4.748443224214165e-09,1.4883245569665507e-10,3.4793572762525033e-10,6.229960352378059e-13,1.6534191333352013e-12,2.316173168399684e-14,4.631092247272235e-14,4.8433500413259366e-14,1.4711518316189713e-13,4.5893553518284915e-12,4.31508142893671e-12,3.311983900710508e-14,1.1540625297661988e-15,7.51432961474461e-18,2.537539724761964e-19,-2.786924784037632e-20,9.288669418433093e-14,9.475994084478958e-16,7.396677736495155e-12,6.36629785116165e-12,1.3236879314737679e-15,1.0803022053725899e-15,7.678660098098911e-12,8.549112323620063e-12
1500,3.7636195449714704e-10,1.8645082757210822e-07,4.273793974448362e-09,1.4312504576298096e-10,1.7456340341227671e-10,3.5530309486284377e-09,4.911369908438144e-09,1.4887396332823847e-10,3.6491249303036905e-10,8.523336285167752e-13,1.7102520525924172e-12,2.4920374763154372e-14,4.691947529831238e-14,4.961044235820222e-14,1.7862158084686785e-13,4.80691381145627e-12,4.960871700020823e-12,3.354650869335519e-14,1.798157315923218e-15,8.783833277779223e-18,2.4854802671046604e-19,7.846793385224906e-19,1.0317198915091604e-13,1.0160106431130775e-15,8.2580914282428e-12,8.14514753765536e-12,1.3449776572465063e-15,3.9800555021999085e-15,6.601051103989273e-12,9.799334243150254e-12
1600,3.559766900198829e-10,1.860948522182349e-07,4.099796350339908e-09,1.5550752149443245e-10,1.7250158926075724e-10,3.663868058923405e-09,4.867219008791503e-09,1.8508263946304183e-10,3.89148621216248e-10,9.769841031288007e-13,1.8495131122725254e-12,3.008744190734387e-14,4.8086466208625644e-14,7.223359828689294e-14,1.9921044757751443e-13,5.055226778824469e-12,5.252181649276867e-12,3.3146353516174324e-14,2.1270701117912933e-15,6.086501002489127e-18,2.795102367387199e-19,7.511551870164491e-19,1.0233750511967324e-13,1.6588972051031535e-15,8.919556669141933e-12,1.0174145130515375e-11,1.6283896250027897e-15,4.946376444785561e-15,8.762391029085384e-12,1.0359468474844393e-11
1700,3.761353253252316e-10,1.858855810149742e-07,4.094818091914388e-09,1.6691013491183726e-10,1.7034977202831138e-10,3.907544905542113e-09,5.021029797271045e-09,1.9834938201438062e-10,3.9938382400710027e-10,1.0972325800872947e-12,1.9957927526165236e-12,3.275381366484186e-14,4.896071705909238e-14,7.202814149255273e-14,2.253333791084905e-13,5.5080460748285195e-12,5.5861275568711906e-12,4.649568728273129e-14,2.439248282394429e-15,8.994020075169774e-18,3.570784133510439e-19,1.295238706484669e-19,1.239991079305208e-13,1.6582202542287322e-15,1.0323999716648994e-11,1.3657371512683048e-11,1.8380162458348394e-15,3.2220277260194028e-15,1.1848417498397713e-11,1.1135532592288629e-11
1800,3.9737161332746784e-10,1.854395255278028e-07,4.033999570405855e-09,1.742537275234007e-10,1.6719357787293658e-10,4.2186964230797465e-09,4.952826574249221e-09,2.402912063302461e-10,4.150751455201394e-10,1.1292892408819533e-12,2.067202982039315e-12,3.4666181411853606e-14,4.9580175530343306e-14,1.0676391186160414e-13,2.5345245915624375e-13,6.048353388494825e-12,5.775370950318908e-12,4.495863599522446e-14,2.3663506307821707e-15,9.755043709931883e-18,3.942037311955521e-19,1.1623083867745892e-18,1.230291910634001e-13,1.8504458832731005e-15,1.0757758722523104e-11,1.572262184619383e-11,2.0737502676942615e-15,5.975784427659492e-15,1.559993977372433e-11,1.215638158793829e-11
1900,4.1468336936028594e-10,1.8507908686404138e-07,4.040039631653467e-09,1.8821439595118734e-10,1.6451549012973742e-10,4.527465249883134e-09,5.0829704217461205e-09,2.5656680728337755e-10,4.530306858611604e-10,1.2682532003960561e-12,2.205866395341397e-12,3.896479598292631e-14,4.888164714695927e-14,1.1504827795255313e-13,2.685321767980588e-13,6.081044580005827e-12,6.019650791973477e-12,6.780441941315996e-14,2.4618868845429632e-15,1.2534874798215623e-17,4.472512001235871e-19,9.705099433052157e-19,1.486915159421964e-13,3.089336698131135e-15,1.2710909709977038e-11,1.7087306424373056e-11,2.4129373213303167e-15,4.747154013537663e-15,1.794202906773026e-11,1.3182247367158115e-11
2000,3.91174916486147e-10,1.8448482992743452e-07,3.931426703370374e-09,1.970457246595777e-10,1.6246991413403482e-10,5.049565233707061e-09,5.124354193214282e-09,3.226786798188072e-10,4.511115917126518e-10,1.4136182349298678e-12,2.297872014598105e-12,4.141893373378278e-14,4.9025316381148305e-14,1.5067304072235305e-13,2.9153589109414246e-13,6.365220459511111e-12,6.555378707959433e-12,7.854515279434569e-14,2.798460582190174e-15,1.4581954246676025e-17,5.590287612235797e-19,1.2430501894532055e-18,1.578992011352134e-13,3.726641440813212e-15,1.2709987106054328e-11,1.648735336215988e-11,2.7049960418024776e-15,8.033781937142308e-15,1.5762015013681815e-11,1.3249023490192471e-11
2100,3.9087709900886987e-10,1.8450336427039911e-07,3.927670409333834e-09,2.100783774339748e-10,1.590803358674799e-10,5.499771320817131e-09,5.05375670349185e-09,3.5161196567279046e-10,4.728489621602237e-10,1.559951967136564e-12,2.418602795621048e-12,4.5553954871707286e-14,4.897933622041786e-14,1.3645316626066828e-13,3.1631158252940167e-13,6.93773778363551e-12,6.693518743956245e-12,8.165813756965739e-14,3.261345666255277e-15,1.5347429570760705e-17,5.872004822644788e-19,1.8188412976515807e-18,1.6795656355066534e-13,3.97197183900391e-15,1.4435723850060296e-11,1.9131470288020068e-11,2.8797204098229758e-15,8.772219815339449e-15,1.8047488361730466e-11,1.5003579791911135e-11
2200,3.66315890302811e-10,1.8425069021791682e-07,3.895366488064496e-09,2.2532227951355837e-10,1.5801628461608848e-10,5.698566997986004e-09,5.145428363286609e-09,3.850290793159171e-10,4.813209859631731e-10,1.8797456348016317e-12,2.5024532889620785e-12,5.0383359374240754e-14,4.961419361031618e-14,1.7741154240174852e-13,3.461081501797936e-13,7.302988108649409e-12,7.190778620856105e-12,9.421251114384107e-14,3.571877482047315e-15,2.052986425103959e-17,6.421901882646019e-19,1.359011981329837e-18,1.74297582319702e-13,3.685319281966591e-15,1.4811328975655725e-11,2.2020331984374018e-11,3.071502051387987e-15,8.477332553304112e-15,2.457423399481648e-11,1.5001171560476332e-11
2300,3.886603708732973e-10,1.8333061026444427e-07,3.845324629958033e-09,2.3110345839630738e-10,1.5667945061456195e-10,6.2840210659554565e-09,5.087340273728191e-09,3.8677748691544527e-10,5.10792565531915e-10,1.8362208556363054e-12,2.51614606902967e-12,5.097151717285631e-14,4.964844503873577e-14,1.852097421921046e-13,3.551978558960813e-13,7.637048380604618e-12,7.306661626638842e-12,1.0335228034341096e-13,4.190321136389671e-15,2.491975875897265e-17,7.5375555066110315e-19,2.2880571177392107e-18,1.9605399378938992e-13,4.831477642827293e-15,1.6490463309876005e-11,2.375137411893491e-11,3.3264492959000903e-15,1.0278321107351897e-14,2.6503081422392617e-11,1.6319497993113246e-11
2400,3.3181503991118244e-10,1.8332108657759785e-07,3.790347714028716e-09,2.4259965349137077e-10,1.5521204567473705e-10,6.5208277029095456e-09,5.1144987956693436e-09,4.1408148582667027e-10,5.178297437307881e-10,2.2377701891499234e-12,2.6625057603564177e-12,5.578064325894799e-14,4.903806511774194e-14,2.2713207053996336e-13,3.7120437718984513e-13,7.830587464698541e-12,7.829936648966809e-12,1.1758281742991862e-13,4.5432806760351194e-15,2.7595320573399532e-17,8.856465532621006e-19,1.945725109715664e-18,2.0860576129281806e-13,5.744328284939561e-15,1.801097021646468e-11,2.8729950494787506e-11,3.5291140710062378e-15,1.3020929267552113e-14,3.047875386656842e-11,1.640294910455194e-11
2500,3.277946355456998e-10,1.8306999925340378e-07,3.819699310965197e-09,2.488014741277703e-10,1.5383214112388957e-10,6.680765056288665e-09,5.092735205323594e-09,4.6229548840995974e-10,5.303685095934981e-10,2.2024231045323443e-12,2.646665601298456e-12,5.924163991286402e-14,4.852188341005752e-14,2.555929283871835e-13,4.1337259995516233e-13,8.243877123310387e-12,8.169025483484774e-12,1.201926596407745e-13,5.310037834081648e-15,3.4244496916426316e-17,8.921661057062618e-19,3.0244220726936706e-18,2.106599198137635e-13,6.355757307693864e-15,1.9388487146558865e-11,3.196461341509383e-11,4.148511807612813e-15,1.3555940808324682e-14,3.205897350909936e-11,1.7239840316849926e-11
2600,2.992203542109753e-10,1.8245951700789808e-07,3.774802903254919e-09,2.5959525920976943e-10,1.5194517878265193e-10,7.08044378799611e-09,5.215868522781619e-09,5.130755523308492e-10,5.47100359459886e-10,2.451139540460133e-12,2.7160187017130147e-12,6.185723009517597e-14,4.839576229878795e-14,2.909095720148721e-13,4.078060705222488e-13,8.448034257286248e-12,8.382602177388757e-12,1.4093604101614446e-13,5.536791824505433e-15,3.8544461069399353e-17,9.780084973254222e-19,3.507851146318879e-18,2.3820793295050105e-13,7.593381364579017e-15,1.9334251903223873e-11,3.1488868721370084e-11,4.311625509915221e-15,1.6862591361663544e-14,3.482395931813347e-11,1.831519299248152e-11
2700,4.078140232961163e-10,1.8226325245611158e-07,3.777714603813643e-09,2.643473444891041e-10,1.5165895917620348e-10,7.434809647285393e-09,5.133431906959249e-09,5.19340618688264e-10,5.548872764262667e-10,2.749225419824627e-12,2.821360588335834e-12,6.391873085231762e-14,4.788106947521959e-14,2.892444523811956e-13,4.413734987832095e-13,8.62393895523874e-12,8.630254874228663e-12,1.4553052110769535e-13,6.2183418379904e-15,4.183397747925345e-17,1.2002487791345606e-18,3.582752904672118e-18,2.371141208683731e-13,7.971032253205314e-15,2.195440090448242e-11,3.5029003778834485e-11,4.543178974625442e-15,1.970761976260884e-14,3.76645883289328e-11,1.935841480927018e-11
2800,3.347677733159763e-10,1.8196638432764168e-07,3.7157367347060666e-09,2.7407844814287377e-10,1.5022490712705266e-10,7.840121547132689e-09,5.189804840250819e-09,5.647347248594613e-10,5.482453307057404e-10,2.9707594219691252e-12,2.8565152501335983e-12,6.684630630432929e-14,4.791339874660634e-14,3.2624461120125123e-13,4.750469302947668e-13,8.775443877034412e-12,8.793320559076664e-12,1.6358436157660268e-13,6.259768364290043e-15,4.615682463480532e-17,1.3294078019002846e-18,4.460824203038655e-18,2.5957631014190253e-13,9.198188767105514e-15,2.2809810305450975e-11,3.948737269019731e-11,5.0608876795894954e-15,1.9942221822530154e-14,4.191250616464954e-11,2.0227099346295722e-11
2900,3.745004720732926e-10,1.8107324893171527e-07,3.7387154091110916e-09,2.775819941756279e-10,1.4940449475085913e-10,8.170275579976354e-09,5.219454115953014e-09,5.851783173246663e-10,5.726112101394636e-10,2.9973421353074797e-12,2.9127783988940275e-12,6.889786526258285e-14,4.740830000722756e-14,3.5727351957459387e-13,4.710655553448235e-13,9.101684820174243e-12,9.172920603109756e-12,1.6623367523281397e-13,7.1317105738468e-15,5.178427669844106e-17,1.389611904092287e-18,5.089672174116872e-18,2.646371093863441e-13,9.691536718635553e-15,2.3088338772536174e-11,4.178286682453982e-11,5.3844856548306545e-15,2.264545270937222e-14,4.7494866571655015e-11,2.070017365654049e-11
3000,3.0148326282877445e-10,1.8065158837268516e-07,3.7042172267686302e-09,2.875542924113295e-10,1.4721761592088868e-10,8.24513227573386e-09,5.229163676857074e-09,6.322521427247148e-10,5.723890261604806e-10,3.354256898354607e-12,2.950743748161097e-12,7.103278536096366e-14,4.7352879216003874e-14,3.9872346569242357e-13,4.996758866472473e-13,9.838412650816938e-12,9.619311567856618e-12,1.9035429643424228e-13,7.095138712836662e-15,5.715378502434184e-17,1.5592787887393511e-18,5.782711073125268e-18,2.885576013019548e-13,1.184202764647544e-14,2.5038743835806423e-11,4.7330293164195747e-11,5.471750674916923e-15,2.472050608975862e-14,4.6635770010464294e-11,2.1399541929547243e-11
3100,3.7213688246776367e-10,1.8034587372265787e-07,3.6711117101033973e-09,2.9724460665578676e-10,1.484216394587857e-10,8.613516143231303e-09,5.142120688946833e-09,6.57526088740964e-10,5.783799395658506e-10,3.5500306929437063e-12,3.098395572192634e-12,7.754488224050944e-14,4.7589334541297e-14,4.33272702436837e-13,5.320815365272525e-13,9.800950056086394e-12,9.75978931163347e-12,1.9685706023098714e-13,7.807584594143602e-15,6.117946492033548e-17,1.6606278526329425e-18,6.429163243558801e-18,2.932846232868883e-13,1.2208753661998549e-14,2.6639798525211765e-11,4.798324728900997e-11,5.7801944598819136e-15,2.9593694274423145e-14,5.517179709895842e-11,2.1861018610664655e-11
3200,3.044925145198113e-10,1.7988833365009553e-07,3.7162304133001794e-09,3.064536951758795e-10,1.4525683150973427e-10,9.294675735787154e-09,5.2302186623446356e-09,7.055685728075606e-10,6.009253455422806e-10,3.554598920059037e-12,3.1401712922993313e-12,8.017942295339699e-14,4.6409260573292756e-14,4.741190421734056e-13,5.443066759002099e-13,1.0469625936356182e-11,9.968706101914965e-12,2.0838955264140555e-13,8.186165493475472e-15,6.651763483204946e-17,1.813491037225265e-18,7.201871761163927e-18,3.2056355146995577e-13,1.316556249395486e-14,2.7265323362771562e-11,5.460549057008406e-11,6.349851961158621e-15,3.18395026760419e-14,5.924753454980271e-11,2.3066208413977274e-11
3300,3.4753482474710817e-10,1.800095696311731e-07,3.6587580881511234e-09,3.138981918488773e-10,1.4471893081479905e-10,9.449717345108077e-09,5.258627251467558e-09,7.483774092987566e-10,5.90942200965976e-10,3.96984297237227e-12,3.1195669120703884e-12,8.122747061807107e-14,4.7125716162576986e-14,5.049831806419534e-13,5.680820812615165e-13,1.0766568022929653e-11,1.0492057119922211e-11,2.2851926661536425e-13,8.641272827598682e-15,7.041012086074834e-17,1.8467759868844604e-18,8.13915663942174e-18,3.27021677143087e-13,1.4895597638215592e-14,2.907798453562061e-11,5.442421573643271e-11,6.479025213720598e-15,3.5527441714462387e-14,6.338379955234986e-11,2.3389284622437656e-11
3400,3.651498158719553e-10,1.7938545057259192e-07,3.69982627031123e-09,3.248065610580665e-10,1.4411977946605364e-10,9.697072250324281e-09,5.158991603727721e-09,7.82405756799828e-10,6.078414281952565e-10,3.99456892317861e-12,3.2027884692226675e-12,8.440319437061418e-14,4.629374952024519e-14,5.366014395111436e-13,5.74163292855966e-13,1.0978159732736176e-11,1.076790807848753e-11,2.4494716633316905e-13,9.385409605819698e-15,8.31231716720313e-17,1.9906847901023125e-18,8.870672662081326e-18,3.4055441961092465e-13,1.6349333534667645e-14,3.031444486736653e-11,5.8952672687394e-11,6.791715850143757e-15,3.850482683477195e-14,6.369940665799854e-11,2.3959712855083885e-11
3500,3.2718811775431433e-10,1.7926931633690823e-07,3.67246970915071e-09,3.3789860603963495e-10,1.4581029348498245e-10,1.0203468784984848e-08,5.163766482637111e-09,8.185202370344644e-10,6.185992566928581e-10,4.379434522638732e-12,3.1746937439577132e-12,8.760706066690419e-14,4.6792192422852093e-14,5.681641108688415e-13,5.817010884204527e-13,1.1262485810828155e-11,1.1208018786989552e-11,2.6597188243322446e-13,1.0035911656772917e-14,8.576186572782055e-17,2.2037413426797217e-18,9.598077186808655e-18,3.522478081087214e-13,1.7936237256061037e-14,3.1805621872837574e-11,6.292665739257852e-11,7.235493323229196e-15,3.9911620907199144e-14,6.903281300166816e-11,2.5278178847736775e-11
3600,3.215701557992998e-10,1.7841652931206667e-07,3.6054278009681046e-09,3.429496444613912e-10,1.4346797971683262e-10,1.0398747457376771e-08,5.230030332896858e-09,8.787511550483287e-10,6.250786440981515e-10,4.449950933341305e-12,3.2236278885885685e-12,9.01626800122326e-14,4.6838361424097925e-14,5.924978560972626e-13,6.161948433909236e-13,1.1456320582710535e-11,1.1207286540178608e-11,2.874792002096228e-13,1.0521792028750895e-14,9.29958287391091e-17,2.383835434684033e-18,1.0297386744064916e-17,3.7366066935825586e-13,1.9475772833944312e-14,3.17487643609607e-11,6.627052160306172e-11,7.604994203076852e-15,4.364644064001455e-14,7.757269953880423e-11,2.5784268059119505e-11
3700,3.79503867088783e-10,1.7812731499544936e-07,3.6241473827542414e-09,3.5289792523926117e-10,1.4452959832368852e-10,1.085071382799525e-08,5.200061674509787e-09,9.139700538860358e-10,6.31692119706847e-10,4.711425491758509e-12,3.259849724632815e-12,9.371571798632126e-14,4.642321282106014e-14,6.60647133064522e-13,6.085649746804603e-13,1.1616075524199672e-11,1.1653996127093622e-11,3.07720540473154e-13,1.1466787208585987e-14,9.967270579542102e-17,2.4456948459475833e-18,1.216671901278948e-17,3.770428965884473e-13,2.067890721980492e-14,3.3992361794700063e-11,7.083314670431981e-11,8.065950313906494e-15,4.680850095340319e-14,7.984970014420556e-11,2.6254869356755802e-11
3800,3.626225858973494e-10,1.7812907409131637e-07,3.576915183964567e-09,3.5712320723904584e-10,1.4372534074405685e-10,1.1132562353261924e-08,5.1752970548948e-09,9.236130512529972e-10,6.343616461415367e-10,4.991518170316798e-12,3.3566172971094036e-12,9.559488017475751e-14,4.653730966253527e-14,6.713506158853782e-13,6.255164325760792e-13,1.2009074980315895e-11,1.2192189657711276e-11,3.2574807690253666e-13,1.160277703817073e-14,1.141950128800571e-16,2.6414350641289847e-18,1.3016719420932179e-17,4.0795624040107014e-13,2.1790581126054025e-14,3.557202588051497e-11,7.765220360009618e-11,8.327463252260173e-15,5.095521299740452e-14,8.78539425466887e-11,2.6879955195506443e-11
