miliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
1000,3.449152184637935e-10,1.8808936189622957e-07,4.867221315885166e-09,9.31743609730124e-11,1.8346638967128412e-10,1.9191085646075046e-09,4.304719251365322e-09,5.371731107498262e-11,2.3830888930657263e-10,3.668016186824045e-13,1.0925168354254404e-12,1.1983639579681822e-14,3.7476185346847487e-14,3.2493814142537097e-14,8.436922923107794e-14,3.123515013271463e-12,3.0994686409000632e-12,1.0053636175473444e-14,3.8398295302995157e-16,1.766838758752066e-18,1.0046568954057611e-19,5.091477878735259e-19,5.665912224843488e-14,9.897090389222032e-16,4.535392257421374e-12,4.702477348857999e-12,4.146456038136054e-16,5.556718318117158e-17,2.6898380549955257e-12,5.075265501146991e-12
1100,3.070973768700479e-10,1.8806741607101126e-07,4.780225915125467e-09,1.0415952027819174e-10,1.806292564331199e-10,2.2470359616915954e-09,4.517035926314256e-09,8.489589862545249e-11,2.6271870236589806e-10,3.270848708979947e-13,1.172118237992344e-12,1.605134737474651e-14,4.062570941530616e-14,8.656914571041724e-15,8.79183644480247e-14,3.608564219713929e-12,3.3232171965573394e-12,1.9899052678118462e-14,4.896273586712154e-16,2.590985450647329e-19,5.672017867253563e-20,4.8493653903374836e-20,4.9997722528445824e-14,7.123099653964305e-16,4.55352251185983e-12,4.7704959530024915e-12,5.388641236194722e-16,-1.3640989980509002e-16,2.8892598425776818e-12,5.33932306985473e-12
1200,3.9840960465480427e-10,1.8772827494662678e-07,4.6016250934798225e-09,1.1560355368525068e-10,1.792234422227705e-10,2.648826888032082e-09,4.585054407086831e-09,9.359418032038721e-11,2.7885249058880567e-10,4.992693301324401e-13,1.389470546654488e-12,1.8042658618335244e-14,4.229464973046905e-14,3.792912022568879e-14,1.0354412553099006e-13,4.030564618694203e-12,3.725531476102966e-12,2.2355180022737043e-14,1.0282302305736631e-15,5.049456421127433e-18,6.662647008965735e-20,-3.1482785104033513e-19,6.075265436939695e-14,6.5062594593922965e-16,6.306867060565672e-12,4.889580924510934e-12,8.219428086593582e-16,4.57416395361091e-16,6.449253175332223e-12,6.4022177714603505e-12
1300,3.4148280616341984e-10,1.8724178547213136e-07,4.483070147894899e-09,1.3082967606018718e-10,1.7904336898819278e-10,2.9834453276260464e-09,4.752408610768737e-09,1.36032379506348e-10,3.1880811376011307e-10,4.770629228411075e-13,1.4221472669337456e-12,2.1036294839049438e-14,4.499080803439707e-14,2.947575168958526e-14,1.251445708368696e-13,4.30054424295161e-12,4.3633143331479605e-12,2.5423028467731242e-14,1.1449406753275434e-15,5.6197489503830674e-18,1.3187890862845505e-19,3.3588081360985956e-19,7.417085409051541e-14,8.455751031111979e-16,7.778764804933597e-12,5.151659455648656e-12,9.937448681668807e-16,1.8824129771733935e-15,4.0896503678771314e-12,7.753421255593899e-12
1400,3.369295938027191e-10,1.8671868878973583e-07,4.373506288496525e-09,1.319475957059405e-10,1.7534641442519783e-10,3.0088176790100195e-09,4.810918826091248e-09,1.2443666356732307e-10,3.315708639428241e-10,7.536424675051389e-13,1.6075859481099613e-12,2.3958004927196742e-14,4.574832598104774e-14,3.32914788005079e-14,1.455564237426659e-13,4.7130598340489686e-12,4.310765784765284e-12,2.0935762997673497e-14,1.2760667927525353e-15,2.2211542009197236e-18,2.4430415897112173e-19,4.702431676540016e-20,8.149159984457969e-14,1.0527955185010038e-15,7.453728249840892e-12,7.815664996663953e-12,1.15562178027045e-15,2.1930593447777127e-15,5.810005269727217e-12,8.534514657534498e-12
1500,3.6779922514233377e-10,1.8677094758930254e-07,4.293024253344439e-09,1.5329624091354797e-10,1.7253434849813502e-10,3.263027047519294e-09,4.900784894059853e-09,1.7477700901606208e-10,3.702624646849384e-10,8.676251063401193e-13,1.7475082460102174e-12,2.4601776355064898e-14,4.692298476476114e-14,5.390547982881539e-14,1.6613508190772779e-13,4.828049218946857e-12,4.8279770717613824e-12,2.918495503352177e-14,1.343477269126281e-15,7.599505286150034e-18,1.9379281781321927e-19,3.3574578269861254e-19,9.707046504702711e-14,1.4783907981943453e-15,7.912739982136012e-12,8.670900677498416e-12,1.3343657510283666e-15,3.893744563120744e-15,9.369870964840997e-12,9.257664144422107e-12
1600,4.1295665356841317e-10,1.863491053905622e-07,4.199798481282479e-09,1.6053068783156638e-10,1.7185389560112173e-10,3.6187983183926705e-09,4.885808920922006e-09,1.8635378415068932e-10,3.83407286965491e-10,9.921256009036506e-13,1.9103385030693793e-12,3.0560213137643017e-14,4.802491281422556e-14,6.211115002876744e-14,1.9407310842324677e-13,5.34417247717431e-12,4.961855133484762e-12,3.406276346290435e-14,2.143115040166907e-15,7.382678129658083e-18,2.328779528275908e-19,2.267652137472385e-19,1.0394616954979409e-13,1.7779573465676574e-15,1.0062875941932888e-11,1.2393578990624712e-11,1.7438927902813505e-15,3.0340709814532536e-15,1.1731152505690737e-11,1.0211742673024516e-11
1700,3.583472027242059e-10,1.8575359604764192e-07,4.159064480447369e-09,1.687378011257257e-10,1.7043908897627508e-10,3.843373776040553e-09,4.981636949671933e-09,2.0204941986509172e-10,4.1070824476523933e-10,1.0997588155007514e-12,1.943678934676375e-12,3.373970348299909e-14,4.808959888109487e-14,1.0028036277535994e-13,2.1826748961811147e-13,5.341585084726793e-12,5.305611604458717e-12,3.975156848710355e-14,2.4056649616727236e-15,6.292389658179656e-18,2.560265266582074e-19,1.4227194522409913e-19,1.2442418609818709e-13,1.5433361015111032e-15,1.1355020734452025e-11,1.0472661007364349e-11,1.795737730657912e-15,4.69425292220601e-15,1.0971033813380636e-11,1.1280739219032829e-11
1800,4.004465619033181e-10,1.8553053416416597e-07,4.002890971746776e-09,1.8643752103248397e-10,1.6526957401396936e-10,4.448446810345349e-09,5.0171490064225106e-09,2.350476410071058e-10,4.263152178922469e-10,1.1123106255092158e-12,2.0551868790346927e-12,3.388133514706992e-14,4.932464239833568e-14,8.569102602985006e-14,2.361118360241564e-13,6.0718250919209164e-12,5.893778524246937e-12,5.3937781616043276e-14,2.6741123675813694e-15,8.762528466465656e-18,3.6220520404681225e-19,6.3218874527864485e-19,1.343828204459468e-13,2.560855017776036e-15,1.2125109310208674e-11,1.4116673834953757e-11,1.8985535254834402e-15,5.933051831229083e-15,1.5847350917790482e-11,1.1660199274717945e-11
1900,3.9686292498779336e-10,1.8511702592387733e-07,3.9983994395244735e-09,1.86187930488559e-10,1.6452233428936828e-10,4.670059911460037e-09,5.1006830466751065e-09,2.726481031098627e-10,4.430389177265233e-10,1.3897337499871724e-12,2.161735077567644e-12,3.7493346682316206e-14,4.94852388197796e-14,1.0435395047654931e-13,2.67831513620679e-13,6.3373538321336905e-12,6.183356630470436e-12,6.94595543481422e-14,3.0179818294859895e-15,1.3581322741539505e-17,4.04199822313224e-19,5.210307797740997e-19,1.4824068080135145e-13,2.372186708092861e-15,1.1792713221770356e-11,1.5656157202931466e-11,2.4676090295387184e-15,7.153483956201744e-15,1.397553928625188e-11,1.3312204741219308e-11
2000,3.9661385219329594e-10,1.8501468325353965e-07,3.940777073278095e-09,2.070342089530498e-10,1.6169527476166803e-10,5.204764203899786e-09,5.0584624996753795e-09,3.1981237226268444e-10,4.54501727898236e-10,1.3541000147344829e-12,2.277223796252274e-12,4.232087789911555e-14,4.9418227138487356e-14,1.4978308382290511e-13,2.992121149339018e-13,6.694279415735488e-12,6.5288376361296345e-12,7.048977689700616e-14,2.8828022619100352e-15,1.8048681375166032e-17,4.642133072847274e-19,1.4794275035109045e-18,1.4868065570712105e-13,3.579766856025283e-15,1.280825307490045e-11,1.9236739207375964e-11,2.4451048642573306e-15,7.318077656350153e-15,1.829827798824721e-11,1.36339483155395e-11
2100,3.2619210376486674e-10,1.8450954363408657e-07,3.902806311867637e-09,2.0390082979648538e-10,1.6016971446866014e-10,5.535412131277411e-09,5.05157918410294e-09,3.1793640018552873e-10,4.671877827342972e-10,1.579757679562879e-12,2.4138352151635896e-12,4.382272529277705e-14,4.905501340844306e-14,1.4192692308690103e-13,3.031632087494784e-13,6.795851048715586e-12,6.7325346496043484e-12,7.719198445150819e-14,3.195026970298082e-15,1.553010480508472e-17,6.148583489522068e-19,1.8095221156521674e-18,1.624007917688263e-13,3.360512571305095e-15,1.5059624550033445e-11,1.8855159278860773e-11,2.8816236186449723e-15,9.591152198085495e-15,2.19220346374587e-11,1.4178636360050391e-11
2200,3.652520627294645e-10,1.8410652657857705e-07,3.858912221674956e-09,2.2150039233671778e-10,1.5953697805672962e-10,5.869297329348644e-09,5.147230253731631e-09,3.6881364090241856e-10,4.980086124958026e-10,1.8830416094173113e-12,2.4917902330371554e-12,5.066331184694369e-14,4.9977804706282627e-14,1.5964981390572158e-13,3.2466231011863e-13,7.2330881520828525e-12,6.890852584791588e-12,9.435770669420332e-14,3.617071912114945e-15,1.996115272219648e-17,7.275280210482734e-19,2.0273017178725633e-18,1.8407240271452333e-13,4.2246057980792915e-15,1.599779389859755e-11,2.4133830139892985e-11,3.1323456666321533e-15,1.149639006910672e-14,2.066007259826975e-11,1.582206583228325e-11
2300,3.8954446700367496e-10,1.8337690428550464e-07,3.799405596600513e-09,2.3449223565808945e-10,1.5568378404503061e-10,5.8773045958728996e-09,5.1818951432770815e-09,3.7743736894015107e-10,5.020892651111743e-10,2.0600612086191124e-12,2.5424668034071427e-12,5.3330295128859674e-14,4.969843224196141e-14,1.9435161309105664e-13,3.526789647729985e-13,7.444288688737532e-12,7.152155085909024e-12,9.528951441191322e-14,3.968192098146347e-15,2.1179850089972756e-17,7.651441511342266e-19,1.6854833896100245e-18,1.894149974901352e-13,5.383630634483195e-15,1.7001825028468965e-11,2.6410955292547043e-11,3.2707532033970046e-15,1.1547805313395725e-14,2.367788111101084e-11,1.5970746122650782e-11
2400,4.1651624443990065e-10,1.8319071781567605e-07,3.86027397471892e-09,2.3815340051218553e-10,1.5578842288405393e-10,6.248729697961811e-09,5.167693089022587e-09,4.213897101258214e-10,5.057978898915649e-10,2.161895970888186e-12,2.629425996295522e-12,5.537244843892873e-14,4.878932995817233e-14,2.1896810769445424e-13,3.815095253631172e-13,7.77907771933361e-12,7.579910216678886e-12,1.0378998485157642e-13,4.9023766206737886e-15,2.8535731352973165e-17,7.987678951375068e-19,2.2420322712336008e-18,2.061372315019657e-13,6.147018920366415e-15,1.843889212070458e-11,2.8702434698203808e-11,3.672678814156197e-15,1.1994150614639108e-14,2.676321307241914e-11,1.654095381179293e-11
2500,3.7467968356854346e-10,1.8275151599301252e-07,3.764676546832999e-09,2.538365296671393e-10,1.546415049249364e-10,6.707574056601438e-09,5.093669278977929e-09,4.816676887365132e-10,5.339342870748237e-10,2.4036552444724915e-12,2.7354166823242984e-12,5.79523130993999e-14,4.8702036391910487e-14,2.373679961781552e-13,4.0046466827263067e-13,7.960757748846111e-12,7.987593377416263e-12,1.1893673846197627e-13,4.8789588014710585e-15,3.366217699120931e-17,9.1738784079152e-19,2.4368896516203304e-18,2.0852256120948123e-13,6.236775468380286e-15,1.88629070888737e-11,2.8560945115185255e-11,3.8910229190529994e-15,1.4171822125390051e-14,2.9142829560066616e-11,1.754986313133954e-11
2600,3.869233879934095e-10,1.825353488531418e-07,3.813775812478256e-09,2.6231582595592584e-10,1.5329717097544678e-10,6.894891320387786e-09,5.195043719136441e-09,4.888938649657375e-10,5.32079118878935e-10,2.5668836280944687e-12,2.7433771688245704e-12,6.03760121826409e-14,4.8179330140710896e-14,2.6878115968071423e-13,4.1321662778586363e-13,8.218073263647355e-12,8.519825346105945e-12,1.3237421589003854e-13,5.484008692494245e-15,3.723023901898473e-17,1.0718393378939292e-18,3.421839485282749e-18,2.309846681713633e-13,8.003655370000504e-15,2.0427795284151324e-11,3.271378012233875e-11,4.365740680259049e-15,1.6391839315739056e-14,3.2815874116716024e-11,1.902027745418433e-11
2700,4.129442911196803e-10,1.8180265231583102e-07,3.812217651923821e-09,2.609442076990499e-10,1.5039523422435658e-10,7.424763259543394e-09,5.107424597271259e-09,5.237898844407875e-10,5.565742077369787e-10,2.7803139541702243e-12,2.808254975468725e-12,6.414675254381175e-14,4.842052526048205e-14,2.9022920399476987e-13,4.3382102285666744e-13,8.75810345074434e-12,8.685368655515155e-12,1.3803790433243854e-13,6.190737430304655e-15,3.8162122258465816e-17,1.1884266371898295e-18,3.4856920025465315e-18,2.3891872447799464e-13,7.727653019055936e-15,2.1696205132013686e-11,3.670275961201512e-11,4.615850049930442e-15,2.0110566421621338e-14,3.797342338505222e-11,1.9666627085270527e-11
2800,3.416385881752847e-10,1.8170812578687003e-07,3.749191022476271e-09,2.8179067427059387e-10,1.4947846503348693e-10,7.971505807316753e-09,5.179985441777774e-09,5.455907894790588e-10,5.68728422293752e-10,2.779480105510088e-12,2.9124490055526458e-12,6.523088953320346e-14,4.8492116178552343e-14,3.5160995617498095e-13,4.667448296502131e-13,8.902336789293224e-12,9.064694276685903e-12,1.65231050733212e-13,6.6761808777212e-15,4.105374523794205e-17,1.3095455469578469e-18,4.21549883444009e-18,2.6481932571587326e-13,8.774011083084456e-15,2.2931363585342318e-11,4.093947682843768e-11,4.774327886232347e-15,2.0453588488144343e-14,4.1134310343775575e-11,1.9728281799252803e-11
2900,3.328163128393362e-10,1.8137681926085224e-07,3.755837093262513e-09,2.8379615809299553e-10,1.5023304391712656e-10,8.213780451740701e-09,5.137131588967368e-09,5.808089983834741e-10,5.750443601982829e-10,3.0738941004228754e-12,2.944909235901309e-12,7.048875138909072e-14,4.817412003585906e-14,3.754894724582043e-13,4.851509148482308e-13,9.262734898342278e-12,9.189074147067085e-12,1.7396383902718563e-13,7.057304204216657e-15,5.0796981085374764e-17,1.3568191789262858e-18,5.297376614607024e-18,2.623545912406754e-13,1.0439807405311955e-14,2.3446252214855083e-11,4.1461363181644775e-11,5.3815873684440054e-15,2.226026275668277e-14,4.515051461778318e-11,2.122703166676048e-11
3000,3.985793669331258e-10,1.8076022940289376e-07,3.738257199905374e-09,2.935574646698891e-10,1.491602252741129e-10,8.475535924179102e-09,5.129205553243762e-09,6.506015333946922e-10,5.695152727251793e-10,3.244024120863172e-12,2.975911241850413e-12,7.15373066590926e-14,4.7512322166933976e-14,3.988157297782511e-13,4.894611554203452e-13,9.668997866071073e-12,9.665153995179152e-12,1.8995606987297446e-13,7.460376653606302e-15,5.629623160558166e-17,1.5753335737984046e-18,5.0889880691484186e-18,2.8949397781965013e-13,1.1656628505016937e-14,2.5459078822542303e-11,4.654115972288156e-11,5.5763380616186335e-15,2.5000180754301748e-14,4.667413957778103e-11,2.1359932171867e-11
3100,3.4462131087732925e-10,1.8057139266213918e-07,3.761430901199684e-09,3.013726596574999e-10,1.4691929406576279e-10,8.554913262388812e-09,5.173760283913197e-09,6.764017943316027e-10,5.90208491339021e-10,3.452175403374346e-12,3.0324396086546875e-12,7.747719365419636e-14,4.7290829824784926e-14,4.20253494054233e-13,5.075992925608315e-13,9.81550182926381e-12,9.76326018746922e-12,1.975616715295832e-13,7.7706617308976e-15,6.084589141699795e-17,1.684898361629509e-18,5.8890833715940044e-18,2.926607273088657e-13,1.2569014918730493e-14,2.638954990080002e-11,4.805606869442103e-11,5.994694068215046e-15,2.9283374304125305e-14,5.230659664161115e-11,2.198261599249697e-11
3200,3.1244268688457606e-10,1.7996765971015432e-07,3.7135892298971098e-09,3.04703558247747e-10,1.4806790498762655e-10,9.105920444259528e-09,5.163302022571417e-09,7.05945179139298e-10,5.908383539242143e-10,3.556869801544707e-12,3.0848616297335495e-12,7.787296921472838e-14,4.686453311257438e-14,4.57375550933575e-13,5.446612193220202e-13,1.0200993775731937e-11,1.0321727134153407e-11,2.1445402842372765e-13,8.57193179039744e-15,6.450643437589549e-17,1.7573534895444706e-18,6.8362154457799075e-18,3.058293543613098e-13,1.4129390431425484e-14,2.7984181906006133e-11,5.156472955190506e-11,6.1525357450464706e-15,3.0643249078002306e-14,5.782088041420262e-11,2.28124582826455e-11
3300,3.452993091162354e-10,1.798680623638205e-07,3.631580529780482e-09,3.1923298006123983e-10,1.4647870066646042e-10,9.628043338226255e-09,5.18129147776536e-09,7.708250608699694e-10,5.894690160386363e-10,3.811893771827984e-12,3.0793247555698846e-12,8.029557332490307e-14,4.7246236254697637e-14,5.086270914392145e-13,5.506476228299441e-13,1.0560619203453724e-11,1.029041617978622e-11,2.2336708403689961e-13,9.21493099072139e-15,7.643930764146832e-17,1.8450914881309824e-18,8.124364584839583e-18,3.230259460524743e-13,1.5494582029805482e-14,2.894979031340408e-11,5.508728261319976e-11,6.487229095684921e-15,3.457813554422273e-14,6.238321610388519e-11,2.3953466690987916e-11
3400,3.3913283094347687e-10,1.7933671000484706e-07,3.7272106990218045e-09,3.255791371233545e-10,1.4514704163371656e-10,9.555082137554829e-09,5.230311065358979e-09,7.932268975734856e-10,5.984017975444636e-10,4.170798858754495e-12,3.1824804319294647e-12,8.414542365836727e-14,4.63157787164723e-14,5.266769580704548e-13,5.690708248576562e-13,1.0695662986775816e-11,1.1017686930113444e-11,2.397805965470407e-13,9.720427360809211e-15,8.300596683001262e-17,2.104929405911413e-18,9.102836690038822e-18,3.4452085905006173e-13,1.637725652673849e-14,3.0527473431827725e-11,5.923749455017876e-11,7.198856657731302e-15,3.5832578527575494e-14,6.540935527997764e-11,2.4225659964284266e-11
3500,3.756610695881238e-10,1.7899714289143895e-07,3.6026303726563964e-09,3.299002589796895e-10,1.4648781767196754e-10,9.904435593751217e-09,5.195438329327642e-09,8.220880528508147e-10,6.073324735313399e-10,4.284127306537831e-12,3.209883033406299e-12,8.78501892502742e-14,4.6364975848379196e-14,5.573983366198802e-13,5.898453291350585e-13,1.1225514560590891e-11,1.0879621276425747e-11,2.6562113484520834e-13,1.0264200604313396e-14,8.92376526466362e-17,2.1969684600535216e-18,9.442613729697817e-18,3.566600070222702e-13,1.6950184427350645e-14,3.040798761700859e-11,6.416123126574469e-11,7.439504512523068e-15,4.005202186829464e-14,6.964331334019275e-11,2.4647013841569773e-11
3600,3.115028282431356e-10,1.785685844452809e-07,3.5882062934569633e-09,3.3738762946125515e-10,1.4405886050547723e-10,1.0603900965022765e-08,5.231239220804908e-09,8.528179771588884e-10,6.275522431961962e-10,4.496349614565544e-12,3.3007493057600415e-12,9.058521521648017e-14,4.606093455670733e-14,6.175515924036907e-13,6.020847181515498e-13,1.146585662036074e-11,1.1309346895720394e-11,2.8065758057641695e-13,1.04474333722337e-14,9.602861367666716e-17,2.2879428931715693e-18,1.0849652281396312e-17,3.785266041058551e-13,1.922009231027837e-14,3.2931504494840554e-11,6.948735104398029e-11,7.803818362556071e-15,4.2809639403553615e-14,7.633916600694492e-11,2.5199284390333362e-11
3700,3.094366929449361e-10,1.784898911887099e-07,3.6749951820129666e-09,3.488892203303786e-10,1.430119587039053e-10,1.0549015936511736e-08,5.265934297261055e-09,8.812233621885152e-10,6.176978689622804e-10,4.58568559980684e-12,3.323451776396025e-12,9.084568760484335e-14,4.667391962155661e-14,6.615422099109258e-13,6.248337549252885e-13,1.1928545726776339e-11,1.1702275377688956e-11,2.966547934289657e-13,1.0973496137756424e-14,1.0319284957214418e-16,2.474923727222787e-18,1.1837540381520876e-17,3.755190630623681e-13,2.0257358065809547e-14,3.411288594577303e-11,7.110050311162321e-11,8.19791395394749e-15,4.639545235406345e-14,8.262411165519041e-11,2.5758777499182072e-11
3800,3.9902203628451037e-10,1.7815330466385555e-07,3.6161695023312383e-09,3.5769358033519536e-10,1.4284524776817364e-10,1.1277797703888546e-08,5.257260199021062e-09,9.332821744312372e-10,6.370072880188067e-10,4.965828517719785e-12,3.2762053186494404e-12,9.468969247043525e-14,4.6272857868769244e-14,6.762246443636683e-13,6.38914275783723e-13,1.225932266933372e-11,1.1872948536427525e-11,3.115349011060049e-13,1.1567824205093981e-14,1.0862050917541167e-16,2.6442692787552067e-18,1.3305445143483988e-17,4.051005669719281e-13,2.250882657510021e-14,3.530322484619937e-11,7.829990445929514e-11,8.336550729768356e-15,4.9960468802763714e-14,8.560056353216744e-11,2.633261192753977e-11
