milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
3300,8.519645557285624,8.019666557035958e-06,7.461772921907903e-07,1.1559482202142,2.6832651234510905e-10,3.5523360300166824,8.853026877619405e-09,3.243996823380725e-11,0.0009863064563516268
3400,8.51959054039792,9.243974220736236e-06,7.558907963598818e-07,1.1559481762145267,2.796227632555607e-10,3.552336028785124,9.944904830507495e-09,3.149573004785374e-11,0.001051670252544082
3500,8.519502487800617,1.0079390554982104e-05,8.779816309211882e-07,1.155948066909076,3.3934951044344807e-10,3.5523360265515684,1.244506572588024e-08,3.729905221695266e-11,0.001143811692269976
3600,8.519409581352248,1.01326450406027e-05,9.926913216728245e-07,1.155947971020132,4.0164463560875844e-10,3.5523360261594705,1.3264673762433793e-08,4.8320641208366805e-11,0.0012042782638497234
3700,8.519392696817832,1.1155212677049629e-05,1.051983845222328e-06,1.1559479134179445,4.3849316680369673e-10,3.5523360234012777,1.6502437855644144e-08,5.4100585554736685e-11,0.0012412600917458521
3800,8.519324729783163,1.2155535900011046e-05,1.1997914584299883e-06,1.1559477600273524,4.709981951251963e-10,3.552336021109699,1.7354813533651263e-08,6.550999350269012e-11,0.0013555274242836879
3900,8.519235363393832,1.3382971757176742e-05,1.3212488940265952e-06,1.1559476045251404,5.63727370061674e-10,3.5523360193184725,2.073441820343121e-08,7.917526607334998e-11,0.0014020605813533317
4000,8.519136628957478,1.3840967383002537e-05,1.4912655188341628e-06,1.1559474605854885,5.970817718642192e-10,3.552336015769914,2.363323065082528e-08,8.932152388142924e-11,0.0014884344912594748
4100,8.519069513618303,1.5145854270594834e-05,1.618721480342619e-06,1.155947329812143,6.916481069944887e-10,3.5523360125680763,2.6903204060642167e-08,1.0424380010584549e-10,0.0015437079943899483
4200,8.519022234196811,1.660798236372738e-05,1.8227981810869801e-06,1.1559471999629454,7.633164574669895e-10,3.5523360093720266,2.9892848383299475e-08,1.1721742653507813e-10,0.0016269864414331045
4300,8.518918466250016,1.7749062846218703e-05,1.9594804756445832e-06,1.1559470499128037,8.776659115703113e-10,3.5523360057492517,3.287602350454381e-08,1.407476917588524e-10,0.0017176605500587628
4400,8.518822835568292,1.889628469153243e-05,2.1652832471736686e-06,1.1559468438686877,9.605321749491177e-10,3.5523360019921393,3.7835680406830255e-08,1.5776420755060033e-10,0.0017896283571686574
4500,8.51872353717477,1.946618759240909e-05,2.3468017470283818e-06,1.155946665603337,1.0508564136094733e-09,3.5523359980056024,4.070333588797113e-08,1.7977667711287638e-10,0.0018752611969925592
4600,8.51863827819815,2.0912362437400756e-05,2.5167476866978357e-06,1.1559463757030088,1.186410294491359e-09,3.5523359937090118,4.5291738343414436e-08,2.0683206555841528e-10,0.0019805981784266164
4700,8.51860291312897,2.203082085809095e-05,2.6893437622618945e-06,1.15594614650749,1.3203603893151996e-09,3.552335987880287,5.072398665357667e-08,2.353236065933729e-10,0.0020224385696642967
4800,8.518526268739324,2.3604768649839158e-05,2.95348610450886e-06,1.1559459883892524,1.446973381340787e-09,3.552335982978423,5.582815111714007e-08,2.5848225175277526e-10,0.002119387192366612
4900,8.51842078675005,2.5066922940573454e-05,3.2464584711397464e-06,1.1559457253139143,1.5835767825516222e-09,3.552335977743371,6.21527624124817e-08,2.952245174080524e-10,0.0022000178269661087
5000,8.518307097969485,2.6452322590576295e-05,3.4859978225133575e-06,1.1559454728594445,1.753422025074559e-09,3.552335970671183,6.934625395402631e-08,3.3015353003620694e-10,0.002287666958814683
