milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
4100,1336207440.5094414,1478.0821871701291,249.45747863182586,219.25620450524778,687.6422718020954,2.7906485870578458e-05,267.39995495419396,1436.1639432330167,0.20445523634347249,181.9132808973353,3289.7283911415066
4200,1336207300.8178277,1539.6456058489587,260.69562972475967,245.86042237949763,717.6228146794793,2.7790501828210158e-05,264.30072364155694,1434.6345212935194,0.2382722782703082,183.1251503271905,3297.509410088216
4300,1336207277.7037513,1524.0011215319473,256.43198395413935,249.74248342238954,718.4863433105336,2.7217438969901834e-05,270.4909701641509,1408.9159108249435,0.24278179173354658,184.84783706979965,3298.60724382943
4400,1336207232.4866443,1559.9319355334185,258.21048180812113,246.19669752197547,749.9499134108036,2.828595746646457e-05,289.21895668956637,1473.1141763232774,0.2599803373486223,185.53289047131227,3324.745115039926
4500,1336207187.1007688,1524.7198613172627,258.516431070978,247.17891584113926,747.3980372940247,2.9320153839969647e-05,305.1307017818901,1447.8259523642673,0.28251419183029647,186.94435733134404,3337.426982768959
4600,1336207144.169585,1533.9143193206103,268.36899688881704,224.78470529211737,784.5267409419787,2.9730507749337114e-05,319.6296579021303,1513.6981643341592,0.2995563289943674,187.7276492870042,3354.825471540592
4700,1336206918.6674564,1537.3575135761637,264.1471933310383,241.6208862409357,831.8224976106329,2.8522132271384413e-05,335.4892549985515,1545.6202876550644,0.3030262058468911,188.2347039920778,3345.797835428222
4800,1336206936.682297,1578.3113714639865,271.7416645430993,238.36012530320534,876.0800992322303,3.0425947696666376e-05,349.2619544698976,1520.6831876574945,0.32673504069362097,189.7945535778865,3365.7798760756264
4900,1336206949.3842185,1569.8588434715957,282.8302209345929,231.74019975514125,864.0182604874262,3.0350907881017803e-05,342.0279741496934,1584.2648234793435,0.3367435540961006,191.7876800657049,3393.0595844988406
5000,1336206729.2113507,1559.301951519044,270.5846101750723,199.2100529900171,933.8821577448642,3.144561937272809e-05,348.5532614102274,1535.027056525227,0.3649626104003821,192.69891389445226,3388.3093768209237
