milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
1300,9.976920160964586e-10,9.540854464024442e-10,1.7815536670366183e-08,9.867546100000465e-10,1.8617877863507717e-10,4.198740599393103e-11,6.211850339384736e-12,6.2739617499176615e-12,2.9162780858161263e-12,5.71973662051975e-14,5.71973662051975e-14,9.393735395830716e-14,0.0,0.0,0.0,0.0,0.0,2.953018073569236e-12,0.0,0.0,0.0,0.0,0.0,0.0
1400,9.940338954669354e-10,9.506828852373055e-10,1.7705377840243422e-08,1.0749264080959434e-09,2.0245662913584004e-10,4.822322277893577e-11,7.0210938819645935e-12,7.780723179888346e-12,3.455791918254392e-12,7.684178167435135e-14,7.684178167435135e-14,1.181705857064129e-13,0.0,0.0,0.0,0.0,0.0,3.497120722286452e-12,0.0,0.0,0.0,0.0,0.0,0.0
1500,9.910188660467426e-10,9.46341972190209e-10,1.7596625103451457e-08,1.1623097211272467e-09,2.1851607122471082e-10,5.4731295156252246e-11,7.846122840698545e-12,9.48700930329233e-12,4.041419380740219e-12,1.009834078186655e-13,1.009834078186655e-13,1.4607110985671102e-13,0.0,0.0,0.0,0.0,0.0,4.086507082778263e-12,0.0,0.0,0.0,0.0,0.0,0.0
1600,9.88496866204539e-10,9.412503640675004e-10,1.748915677005855e-08,1.2488773896027077e-09,2.343508173193065e-10,6.148021091327619e-11,8.682646446447652e-12,1.13971855296324e-11,4.672947105364323e-12,1.302058230776864e-13,1.302058230776864e-13,1.7778204975337714e-13,0.0,0.0,0.0,0.0,0.0,4.720523332040012e-12,0.0,0.0,0.0,0.0,0.0,0.0
1700,9.862369493119397e-10,9.35678349661725e-10,1.7382797551559872e-08,1.3345785906914019e-09,2.4994987953802106e-10,6.843716990470297e-11,9.52580889540938e-12,1.3516973014447717e-11,5.3501439159732796e-12,1.6507398168032807e-13,1.6507398168032807e-13,2.134709201283682e-13,0.0,0.0,0.0,0.0,0.0,5.398540854421317e-12,0.0,0.0,0.0,0.0,0.0,0.0
1800,9.840958724395766e-10,9.298012994248196e-10,1.7277435738677647e-08,1.4193847270651263e-09,2.653067815771726e-10,7.557367916225545e-11,1.037182641619093e-11,1.5850488241526835e-11,6.072794274236911e-12,2.061715615522607e-13,2.061715615522607e-13,2.5328493545099217e-13,0.0,0.0,0.0,0.0,0.0,6.11990764813564e-12,0.0,0.0,0.0,0.0,0.0,0.0
1900,9.82098709528439e-10,9.2361788863496e-10,1.717307627678893e-08,1.5033132753387018e-09,2.804242776160127e-10,8.286654312375994e-11,1.1218460169470899e-11,1.8399012449921275e-11,6.8407121066365216e-12,2.5411869860736413e-13,2.5411869860736413e-13,2.9732813312181853e-13,0.0,0.0,0.0,0.0,0.0,6.883921541150972e-12,0.0,0.0,0.0,0.0,0.0,0.0
2000,9.800444487916995e-10,9.173640682859137e-10,1.706956702446307e-08,1.5863200190441759e-09,2.952927951948358e-10,9.028581958698745e-11,1.2061450114466063e-11,2.1167518740201907e-11,7.653674953791099e-12,3.0948705949160374e-13,3.0948705949160374e-13,3.457603078317115e-13,0.0,0.0,0.0,0.0,0.0,7.689948202131204e-12,0.0,0.0,0.0,0.0,0.0,0.0
2100,9.781777510080196e-10,9.107902565136383e-10,1.696707598348708e-08,1.6684747928285102e-09,3.099263973642239e-10,9.782963275024938e-11,1.2902921437706555e-11,2.4151172731459763e-11,8.511582478675123e-12,3.7294989896049947e-13,3.7294989896049947e-13,3.9861015250855076e-13,0.0,0.0,0.0,0.0,0.0,8.537242732223171e-12,0.0,0.0,0.0,0.0,0.0,0.0
2200,9.763302542800223e-10,9.040986884088142e-10,1.686547337399954e-08,1.7497425231639328e-09,3.2431731229690234e-10,1.0546855850532971e-10,1.3738831813509522e-11,2.735449252688699e-11,9.414215919574751e-12,4.450856966016726e-13,4.450856966016726e-13,4.560300643657595e-13,0.0,0.0,0.0,0.0,0.0,9.425160287338834e-12,0.0,0.0,0.0,0.0,0.0,0.0
2300,9.744297008332658e-10,8.973858065561795e-10,1.6764699095058115e-08,1.8301122660662532e-09,3.3846282415704573e-10,1.1318013157842995e-10,1.4566663223990245e-11,3.077972603493315e-11,1.0361385943201426e-11,5.26495209307924e-13,5.26495209307924e-13,5.181428690602167e-13,0.0,0.0,0.0,0.0,0.0,1.0353033602953715e-11,0.0,0.0,0.0,0.0,0.0,0.0
2400,9.723862922752527e-10,8.907667148906966e-10,1.6664680709550012e-08,1.909568398442435e-09,3.523592701724198e-10,1.2094115375447662e-10,1.538370677494022e-11,3.4429443486346404e-11,1.1352899678297694e-11,6.177753478021312e-13,6.177753478021312e-13,5.850760187546046e-13,0.0,0.0,0.0,0.0,0.0,1.1320200349250164e-11,0.0,0.0,0.0,0.0,0.0,0.0
2500,9.704382694282478e-10,8.840228667133502e-10,1.656553852880047e-08,1.9882106473572935e-09,3.6602712721940736e-10,1.2874042121688807e-10,1.6190366124976466e-11,3.8294595748925734e-11,1.2388927595359572e-11,7.195849302722913e-13,7.195849302722913e-13,6.566349500326971e-13,0.0,0.0,0.0,0.0,0.0,1.2325977615119972e-11,0.0,0.0,0.0,0.0,0.0,0.0
2600,9.68495460689476e-10,8.77271304495641e-10,1.646719604085948e-08,2.066026086540626e-09,3.79463358203458e-10,1.3655454812792588e-10,1.6983882404428248e-11,4.237719834469581e-11,1.3469306594454496e-11,8.325197790136048e-13,8.325197790136048e-13,7.329235620400807e-13,0.0,0.0,0.0,0.0,0.0,1.3369710377480965e-11,0.0,0.0,0.0,0.0,0.0,0.0
2700,9.66492472752448e-10,8.706045887411241e-10,1.636958951179772e-08,2.1430118091223043e-09,3.926670511393224e-10,1.4436097426943652e-10,1.7761710397664e-11,4.667812676657201e-11,1.459391496493102e-11,9.57179922190805e-13,9.57179922190805e-13,8.140103805870389e-13,0.0,0.0,0.0,0.0,0.0,1.4450745423327246e-11,0.0,0.0,0.0,0.0,0.0,0.0
2800,9.64398910490206e-10,8.640803790112575e-10,1.6272674050703867e-08,2.2191784772754433e-09,4.0564016104032256e-10,1.5213834143034286e-10,1.8521616235887638e-11,5.119676332514528e-11,1.5762683235206798e-11,1.0941715383800814e-12,1.0941715383800814e-12,8.999188983141124e-13,0.0,0.0,0.0,0.0,0.0,1.5568430595140824e-11,0.0,0.0,0.0,0.0,0.0,0.0
2900,9.622862981732689e-10,8.575963976294323e-10,1.617652215555277e-08,2.2945391132096777e-09,4.1838634007364355e-10,1.5989795690266174e-10,1.926694564432655e-11,5.592893140354689e-11,1.697546912942389e-11,1.2440885425879324e-12,1.2440885425879324e-12,9.907563804115428e-13,0.0,0.0,0.0,0.0,0.0,1.6722136967247494e-11,0.0,0.0,0.0,0.0,0.0,0.0
3000,9.602047637253942e-10,8.510823113635048e-10,1.608118201517663e-08,2.3691063923832514e-09,4.309090058707589e-10,1.676454792631313e-10,2.0000054667442634e-11,6.0870869323835e-11,1.8232155020454763e-11,1.4075253974352917e-12,1.4075253974352917e-12,1.0866067462847923e-12,0.0,0.0,0.0,0.0,0.0,1.7911236369304257e-11,0.0,0.0,0.0,0.0,0.0,0.0
3100,9.581195178451733e-10,8.445985711408688e-10,1.598660451953191e-08,2.4428912492159573e-09,4.4321034649942843e-10,1.7536118242772e-10,2.071892578549014e-11,6.602127731581532e-11,1.9532698128687382e-11,1.585083712295977e-12,1.585083712295977e-12,1.1874753920851824e-12,0.0,0.0,0.0,0.0,0.0,1.9135089808476582e-11,0.0,0.0,0.0,0.0,0.0,0.0
3200,9.560450894154657e-10,8.381275391557288e-10,1.5892797505152996e-08,2.515905823564356e-09,4.552934232052632e-10,1.8304166261144936e-10,2.1424318901572814e-11,7.137699176297989e-11,2.087702443951127e-11,1.7773582976763895e-12,1.7773582976763895e-12,1.2934057944215754e-12,0.0,0.0,0.0,0.0,0.0,2.0393071936256447e-11,0.0,0.0,0.0,0.0,0.0,0.0
3300,9.539925696761106e-10,8.316696677091928e-10,1.5799756278157144e-08,2.5881574763008597e-09,4.671604554933162e-10,1.9068320826016588e-10,2.2116508107361508e-11,7.693544850501884e-11,2.2265053924624012e-11,1.9849171959355947e-12,1.9849171959355947e-12,1.4044376489158876e-12,0.0,0.0,0.0,0.0,0.0,2.1684574377604295e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.519651823301872e-10,8.252597929305434e-10,1.5707452614569752e-08,2.65964547187197e-09,4.788121589124249e-10,1.9828026433689392e-10,2.2794743566783985e-11,8.269533482679338e-11,2.3696693053919626e-11,2.2082851611653034e-12,2.2082851611653034e-12,1.5206056675993652e-12,0.0,0.0,0.0,0.0,0.0,2.3009013560353678e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.499888671915405e-10,8.188546441719602e-10,1.561591070123728e-08,2.7303838816624615e-09,4.902523169414563e-10,2.058360347713844e-10,2.346096662986795e-11,8.865208817634014e-11,2.5171886492838815e-11,2.448057712834811e-12,2.448057712834811e-12,1.6419478815967081e-12,0.0,0.0,0.0,0.0,0.0,2.4365776661600706e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.480838730695361e-10,8.124373290469829e-10,1.5525136599366104e-08,2.8003803105843094e-09,5.014835344683731e-10,2.133526345501832e-10,2.411635911068447e-11,9.480207710621546e-11,2.6690569084140074e-11,2.7047951989489907e-12,2.7047951989489907e-12,1.7684979293152217e-12,0.0,0.0,0.0,0.0,0.0,2.5754271814506298e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.462644552288963e-10,8.059968996309108e-10,1.5435131621466685e-08,2.8696423234410077e-09,5.125084201446812e-10,2.20831449311132e-10,2.476186936388845e-11,1.0114176373090577e-10,2.8252683570825176e-11,2.9790479147270553e-12,2.9790479147270553e-12,1.9002794821375256e-12,0.0,0.0,0.0,0.0,0.0,2.7173915138235635e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.444351597388194e-10,7.99641684803072e-10,1.5345810624634646e-08,2.938182570460298e-09,5.233293593877385e-10,2.2824296059015799e-10,2.5392617929401215e-11,1.0767199116623332e-10,2.985823220564187e-11,3.271295965407611e-12,3.271295965407611e-12,2.0372097381300344e-12,0.0,0.0,0.0,0.0,0.0,2.8624145978364286e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.426431248016416e-10,7.933235951102455e-10,1.525720077239207e-08,3.006006318792964e-09,5.339490665811089e-10,2.356001496929388e-10,2.6011506503357448e-11,1.1438755379527597e-10,3.1507151204495694e-11,3.582095557517689e-12,3.582095557517689e-12,2.1793341857007737e-12,0.0,0.0,0.0,0.0,0.0,3.010438983267877e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.408821552501789e-10,7.870522148148526e-10,1.5169287185465987e-08,3.0731211349722134e-09,5.443701562613946e-10,2.4290149565480527e-10,2.6618649842853433e-11,1.2128529651581504e-10,3.3199408240103803e-11,3.9119653958625214e-12,3.9119653958625214e-12,2.326644297037988e-12,0.0,0.0,0.0,0.0,0.0,3.161408714127926e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.391439056446291e-10,7.808388730143349e-10,1.508205326359976e-08,3.139534355491776e-09,5.545952551403347e-10,2.501458663136358e-10,2.721413654918365e-11,1.2836199891283298e-10,3.493497697299243e-11,4.2614163608968026e-12,4.2614163608968026e-12,2.479125153428291e-12,0.0,0.0,0.0,0.0,0.0,3.315268576552391e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.374276171611985e-10,7.74688443975636e-10,1.4995477768089334e-08,3.2052870251331625e-09,5.646323304010587e-10,2.573084327267166e-10,2.779452080763958e-11,1.356146546402827e-10,3.6714026135595975e-11,4.630722239648139e-12,4.630722239648139e-12,2.636552753754226e-12,0.0,0.0,0.0,0.0,0.0,3.471985664970205e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.357289620048002e-10,7.686090754716233e-10,1.4909550139405412e-08,3.270378232781601e-09,5.744825659758519e-10,2.643932251291411e-10,2.836089673418263e-11,1.4304016963349133e-10,3.853646117224217e-11,5.020478353794918e-12,5.020478353794918e-12,2.7989852194610755e-12,0.0,0.0,0.0,0.0,0.0,3.631496803790831e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.34042378872991e-10,7.626098632951588e-10,1.4824256933578017e-08,3.33481276251451e-09,5.841481063755713e-10,2.714005422504988e-10,2.8913701024559148e-11,1.506354094615781e-10,4.0402229258468646e-11,5.43122864899898e-12,5.43122864899898e-12,2.9664359758774267e-12,0.0,0.0,0.0,0.0,0.0,3.793743658534708e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.323632211710763e-10,7.56699116917292e-10,1.4739583857938648e-08,3.3986003515958923e-09,5.936318854902699e-10,2.7832722240406054e-10,2.94528462241227e-11,1.583972650613086e-10,4.2311306932070874e-11,5.863481331453013e-12,5.863481331453013e-12,3.1388869797828468e-12,0.0,0.0,0.0,0.0,0.0,3.958671258040069e-11,0.0,0.0,0.0,0.0,0.0,0.0
4600,9.306868423043611e-10,7.508851458090728e-10,1.4655516619818795e-08,3.461750737289749e-09,6.0293683721e-10,2.8517010390309684e-10,2.9978244878226837e-11,1.6632262736944812e-10,4.426367073084426e-11,6.3177446073496895e-12,6.3177446073496895e-12,3.3163201879568984e-12,0.0,0.0,0.0,0.0,0.0,4.126224631145146e-11,0.0,0.0,0.0,0.0,0.0,0.0
4700,9.290085956781503e-10,7.451762594415506e-10,1.4572040926549951e-08,3.524273656860084e-09,6.120658954248146e-10,2.9192602506087844e-10,3.048980953222512e-11,1.7440838732276226e-10,4.62592971925843e-11,6.794526682881698e-12,6.794526682881698e-12,3.49871755717915e-12,0.0,0.0,0.0,0.0,0.0,4.296348806688174e-11,0.0,0.0,0.0,0.0,0.0,0.0
4800,9.27348875209777e-10,7.395273800471087e-10,1.4489186913238271e-08,3.586171188727106e-09,6.210205780727608e-10,2.986064861780934e-10,3.098923283430394e-11,1.8265141283738885e-10,4.8298074539954285e-11,7.293922807857685e-12,7.293922807857685e-12,3.686109784852666e-12,0.0,0.0,0.0,0.0,0.0,4.469026151694923e-11,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.257553480473574e-10,7.338352823857688e-10,1.4407033104134289e-08,3.647437069572084e-09,6.298008608875661e-10,3.052389568681235e-10,3.148014625703651e-11,1.9104854675622113e-10,5.0379794805931915e-11,7.815578454751384e-12,7.815578454751384e-12,3.878580654925706e-12,0.0,0.0,0.0,0.0,0.0,4.6442797006106204e-11,0.0,0.0,0.0,0.0,0.0,0.0
5000,9.241769129879522e-10,7.282073187618408e-10,1.4325482785137178e-08,3.7080952451779032e-09,6.384123046023616e-10,3.1179307484703074e-10,3.195915993807633e-11,1.9959672272338735e-10,5.250459836860712e-11,8.360767937374225e-12,8.360767937374225e-12,4.076021701643026e-12,0.0,0.0,0.0,0.0,0.0,4.8219852132875884e-11,0.0,0.0,0.0,0.0,0.0,0.0
