milliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
1000,63.97751447984874,0.022875062784333867,300.02043368445567,5.383825433193833e-07,69.99999909411568,70.0,3999.9999953924457,4000.0000000000246,4.482288302618904e-06,-1.8095469037836103e-11,3.286213865338659e-06,3.156523285660664e-08,-8.9971136404743e-12,69.9999999979858,2.656481738906821e-07,644.9793656538393,25.25979585386737,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999125332,1000.0000006910193,0.0,0.0,1.0,0.0,0.0,0.0,0.165208071674511,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1100,63.97355647310725,0.023788116885817365,300.02471170624545,4.591106273820469e-07,69.99999913879164,70.0,4000.000004616264,3999.999999999922,1.6201528066916306e-06,5.635122053023547e-12,-5.983940072811427e-06,1.9368839599124166e-08,7.058376755122597e-11,69.9999998217603,1.1010032468041332e-07,643.7160539231057,22.821625283550137,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999039585,1000.0000004730406,0.0,0.0,1.0,0.0,0.0,0.0,0.1919890017156746,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1200,63.9713359068714,0.028204017721438986,300.027518764999,1.0221159388985774e-06,69.9999993329758,70.0,3999.9999910560127,3999.9999999998,2.1652872517219565e-06,1.6512141291081392e-11,1.7807417632830127e-05,-4.183634312446194e-08,-1.3819005335529592e-12,69.99999993780617,3.5193182995297974e-07,640.6587975024476,24.618811750135166,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998976855,1000.0000004950921,0.0,0.0,1.0,0.0,0.0,0.0,0.20724665047492796,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1300,63.97290309454463,0.030692904734464992,300.0292006890943,7.633377879611727e-07,69.99999877961645,70.0,3999.9999988530762,4000.0000000001987,6.5063092371506095e-06,-1.4362672561779166e-11,1.4029638215507458e-05,-6.311912617094727e-08,1.5192514933051599e-10,69.9999998010699,3.5352940586748956e-07,641.1861917726649,31.94838794979053,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999089576,1000.0000008271854,0.0,0.0,1.0,0.0,0.0,0.0,0.20933329584348154,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1400,63.97097574552332,0.03103405178148529,300.02915383219613,7.85351075597321e-07,69.99999913863273,70.0,3999.999991657225,4000.0000000000573,4.632850123896596e-06,4.021481811833112e-12,5.498466307486426e-06,4.9324157385480716e-08,-5.513135266598056e-11,69.99999968994716,3.708305200586184e-07,635.4799972792932,33.21776111153646,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999058631,1000.0000014564162,0.0,0.0,1.0,0.0,0.0,0.0,0.23795598247462113,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1500,63.9673480825582,0.03464966046088049,300.0335766468871,1.3433702893106924e-06,69.99999899676651,70.0,3999.9999877419746,3999.999999999925,8.013228671904321e-06,1.7154131664638104e-11,-2.108678554041195e-06,5.339360530598469e-08,7.520053355651286e-11,69.999999648136,3.517711320357165e-07,637.1732118733397,34.972459348995876,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998414878,1000.0000008985413,0.0,0.0,1.0,0.0,0.0,0.0,0.245662437433128,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1600,63.96708622063379,0.035546756157271986,300.0362754210255,1.351852742466917e-06,69.99999856442578,70.0,3999.999978710454,4000.0000000000655,6.127509441194527e-06,9.940790883818959e-12,1.5656045254842087e-05,-6.162117421918774e-08,3.072151568924603e-11,69.99999976644793,2.3348758345664415e-07,631.2932897366061,39.17859257090274,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998217723,1000.0000013317343,0.0,0.0,1.0,0.0,0.0,0.0,0.26937228098808974,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1700,63.962435460246425,0.03481379465369716,300.0369225814405,1.6324771118217203e-06,69.99999872289544,70.0,3999.999977446363,3999.9999999999445,9.083497436941469e-06,1.5755254396603428e-11,8.001576133728448e-06,-1.027970262403476e-08,8.615499736578224e-11,69.9999995906696,5.518453886485287e-07,633.2692576479449,40.17119801521357,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998174515,1000.0000012907817,0.0,0.0,1.0,0.0,0.0,0.0,0.27119058144074054,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1800,63.95888076612976,0.03687420105107329,300.03963355676115,1.917035055729479e-06,69.99999817058138,70.0,3999.9999708888713,3999.9999999999627,9.34069756591827e-06,2.477863036107964e-12,1.292667165629769e-05,-3.390885893330482e-08,1.6872524480044713e-10,69.99999949913921,4.918421983901206e-07,629.0725275936604,38.38444846840688,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.9999985558,1000.0000021311889,0.0,0.0,1.0,0.0,0.0,0.0,0.26967998673664306,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1900,63.95956464299719,0.041066998291397705,300.03869415582227,1.9999817766520793e-06,69.9999981232916,70.0,3999.999985419864,3999.9999999998226,1.110817287871762e-05,1.0846017492573224e-11,2.3005709197816847e-05,-4.242210581717152e-08,-6.245681946452982e-11,69.99999923233413,4.370266408651391e-07,624.6290560989025,44.95672927949782,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999777879,1000.0000023341757,0.0,0.0,1.0,0.0,0.0,0.0,0.30339756954579433,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2000,63.959892669777126,0.043979692807710996,300.04391328894405,2.3549993276129098e-06,69.99999799730317,70.0,3999.99995868168,4000.000000000066,1.2672797265134762e-05,5.781812095731593e-12,3.4795251211235944e-05,5.271122697045921e-08,-1.1592466366075752e-10,69.99999946572171,7.788324211862541e-07,625.1443312677936,46.36804035816477,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997490386,1000.000001915402,0.0,0.0,1.0,0.0,0.0,0.0,0.3372208934222303,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2100,63.95561241280137,0.04636477611500665,300.04622987243306,2.7605259975429137e-06,69.9999974180342,70.0,3999.9999590427524,3999.9999999998154,1.2342123459810427e-05,-1.456668811546279e-11,4.591547822354194e-05,7.218096341978058e-10,-3.156228845081915e-11,69.9999990591156,9.002353446780333e-07,620.2177252000882,48.23793043921647,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997765863,1000.0000026986511,0.0,0.0,1.0,0.0,0.0,0.0,0.3454765258970958,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2200,63.95577658162008,0.045346380866877485,300.047489718137,2.5695414963607957e-06,69.999997431242,70.0,3999.9999686477076,4000.0000000000787,1.593758984351415e-05,-9.303081371025897e-12,4.815361470006289e-05,6.984740716697088e-09,-4.572953864348261e-11,69.99999913940586,7.744259123405713e-07,621.9191354478735,49.96945516760905,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997528701,1000.000002372091,0.0,0.0,1.0,0.0,0.0,0.0,0.3355169742452175,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2300,63.95390928126692,0.050081294516483424,300.04950794306393,2.6510627436066628e-06,69.9999973680306,70.0,3999.9999455393995,3999.99999999998,1.6509616121644816e-05,-1.9193840344445977e-12,3.602280467134235e-05,3.0584174922301764e-08,-1.0937888889638993e-10,69.999999019916,1.086654372080305e-06,618.4225393821099,54.33912386265794,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997512574,1000.0000025678711,0.0,0.0,1.0,0.0,0.0,0.0,0.3549581494249605,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2400,63.949020174666636,0.05088457477211507,300.04711053653307,2.9583837641017675e-06,69.99999721923132,70.0,3999.9999407087143,4000.0000000000623,1.4794006542571224e-05,-3.5028839780934786e-12,6.090356189035365e-05,5.131174300095633e-08,1.3279149708325184e-10,69.99999905338068,1.2290126161316855e-06,618.3333812202338,51.09968968560779,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996817362,1000.0000033635375,0.0,0.0,1.0,0.0,0.0,0.0,0.3654992966116728,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2500,63.94705873484229,0.053825703283662193,300.0494782357199,3.0756616146134953e-06,69.99999688685277,70.0,3999.9999463845766,4000.000000000081,1.658343817221237e-05,1.4056665060391721e-11,7.034247364569383e-05,5.064426838642889e-09,-8.966577815441246e-11,69.99999877307225,1.1385749660044154e-06,616.6220130877543,53.811826630299436,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996981613,1000.000003361502,0.0,0.0,1.0,0.0,0.0,0.0,0.39998657451748687,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2600,63.94516459371237,0.051910510634458125,300.0555734174785,3.595195861844406e-06,69.99999648856719,70.0,3999.9999409948805,4000.000000000075,1.984766479225937e-05,1.0249872878392013e-11,5.9020397678430416e-05,-1.125157387334089e-08,-1.1409319356235659e-10,69.99999853156896,1.1495748776753605e-06,614.2047800350672,60.99857475163524,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996181237,1000.0000038183855,0.0,0.0,1.0,0.0,0.0,0.0,0.4274653662210502,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2700,63.94746110517698,0.05466937811219532,300.05287247005725,3.6880016437102005e-06,69.99999607626899,70.0,3999.9999390086073,4000.0000000000055,2.2250453816806568e-05,-5.451192369785349e-13,7.604603189248192e-05,1.2977605953305815e-07,9.264074624768736e-11,69.9999984845932,1.4484221106593966e-06,607.2152995436741,59.98399586315057,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995894677,1000.0000040476857,0.0,0.0,1.0,0.0,0.0,0.0,0.4347113520253907,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2800,63.94414772302583,0.05417058726366646,300.0577194588387,4.009574138997383e-06,69.99999598288699,70.0,3999.9999041926767,3999.9999999998245,2.288925250014817e-05,1.5055747845304248e-11,7.410048201403944e-05,4.9241437988360905e-08,2.4040400206215768e-11,69.9999984457106,1.4626166027298562e-06,605.4306316149567,64.65731003722888,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999586789,1000.0000039091924,0.0,0.0,1.0,0.0,0.0,0.0,0.4502127031348343,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2900,63.943218714697515,0.06029662529821128,300.05721086398967,4.135605267302852e-06,69.99999567793596,70.0,3999.999921038943,4000.0000000000973,2.286192798844963e-05,3.291868780991702e-11,8.142577024988274e-05,1.2016091377361148e-07,3.8205506375394544e-11,69.99999820818084,1.6412526794022865e-06,606.5166785844144,61.7143136200303,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995368225,1000.0000045658131,0.0,0.0,1.0,0.0,0.0,0.0,0.47974855803146405,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3000,63.938726753806456,0.05915872093323734,300.05734649146666,4.331170555090476e-06,69.99999538611107,70.0,3999.999885915411,4000.000000000014,2.587623595327849e-05,-4.106996878345033e-12,0.00010613246489867237,1.1316359539343863e-07,2.6128441474376273e-10,69.99999800528181,1.9921892226448905e-06,601.6733690285639,67.34423331733186,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995341543,1000.0000044863815,0.0,0.0,1.0,0.0,0.0,0.0,0.4715696824684694,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3100,63.93924715519173,0.06262787630223207,300.06192433124744,5.274263663956192e-06,69.99999534781118,70.0,3999.9998747838404,3999.9999999998295,2.594821567835663e-05,1.4650197163875885e-11,0.00011165641588862514,1.693621287937403e-07,4.684919122792731e-11,69.99999797069765,1.8885831652802894e-06,598.3770891737998,71.32187648662124,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999533388,1000.0000049687047,0.0,0.0,1.0,0.0,0.0,0.0,0.48376454666177326,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3200,63.93661478964054,0.06077122005246096,300.06126602198174,5.16725849609997e-06,69.99999494489506,70.0,3999.999884033271,3999.9999999999854,3.0071390857067517e-05,4.909450327994614e-11,0.00011564494395309052,2.242913359247338e-07,1.1991531224147622e-10,69.99999791679797,2.1030237454720964e-06,595.751207460802,68.0175759934888,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994918704,1000.0000054785945,0.0,0.0,1.0,0.0,0.0,0.0,0.5174444844348,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3300,63.93775810585802,0.06375048099346982,300.06300505622096,5.333629852696336e-06,69.99999414668302,70.0,3999.999858818851,3999.999999999732,3.053876620681305e-05,1.9144094694468985e-11,0.00012298471587125293,2.7563764784764364e-07,1.8275058893895178e-10,69.99999774038979,2.3365465345221992e-06,596.3038855795179,75.95154320080465,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994502825,1000.0000056849321,0.0,0.0,1.0,0.0,0.0,0.0,0.5094169442169755,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3400,63.93492362445029,0.06775717403763223,300.0663452548228,5.8758509331003985e-06,69.99999433171526,70.0,3999.9998623743377,3999.9999999996953,3.2690421400521195e-05,5.2212212658829716e-11,0.0001503094454674723,2.9617391909472503e-07,9.24592528890905e-11,69.99999756891879,2.5927353190260307e-06,592.9802888381907,75.24240456242421,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994100845,1000.0000057122918,0.0,0.0,1.0,0.0,0.0,0.0,0.5571364488654079,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3500,63.9332202841996,0.06507681626884657,300.06811207710894,6.364876803304151e-06,69.99999346713223,70.0,3999.999843291769,3999.999999999591,3.47470530603133e-05,5.634772828560394e-11,0.00016640520221907737,2.78211490873466e-07,4.1382629387770745e-10,69.99999731889835,2.4686609195911807e-06,591.2951687695801,76.16169884880107,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999340943,1000.0000062372173,0.0,0.0,1.0,0.0,0.0,0.0,0.5808868968310853,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3600,63.929173085959945,0.07065728080502953,300.0668542075583,6.480310937677587e-06,69.99999358574847,70.0,3999.9998302215176,3999.9999999994375,3.6372290050298094e-05,5.741458185028711e-11,0.00018309447646056406,4.0996002563214655e-07,2.8894518626106256e-10,69.99999705542872,2.7161039628430374e-06,588.4747682163925,78.51309862268081,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993395442,1000.0000068965261,0.0,0.0,1.0,0.0,0.0,0.0,0.5585893399535563,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3700,63.92794255130093,0.0689569355425184,300.0715955768597,6.666170444094214e-06,69.99999338874399,70.0,3999.9998056892114,3999.999999999278,3.756969508857115e-05,7.947277048933921e-11,0.0001997512166517326,4.940338347603628e-07,7.054881084922627e-10,69.99999703963803,2.974843461300552e-06,587.3849827021959,84.4169518420718,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993162313,1000.0000071694031,0.0,0.0,1.0,0.0,0.0,0.0,0.5737015793725779,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3800,63.9268058646289,0.07386196821974166,300.0698890044059,7.584953869093836e-06,69.99999259275964,70.0,3999.9997986009053,3999.9999999990796,4.153768496884924e-05,1.1290493379824226e-10,0.00021437378283295218,5.353686206954932e-07,7.379492805197687e-10,69.99999669818658,3.1850978525829434e-06,584.1536660355385,83.86079011666666,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992529492,1000.0000073669556,0.0,0.0,1.0,0.0,0.0,0.0,0.6164529439993636,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3900,63.9258570513236,0.07295132199526033,300.0722594048472,7.461917450028152e-06,69.99999251674774,70.0,3999.999778331649,3999.9999999990823,4.022589952952387e-05,1.6302196627620246e-10,0.0002108806119485806,6.252072491685737e-07,1.0810160677323968e-09,69.99999675745376,3.407482676580006e-06,584.9022873910407,87.04485077659331,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992736659,1000.0000074879745,0.0,0.0,1.0,0.0,0.0,0.0,0.6426556490361018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4000,63.928494989793755,0.07479687266861351,300.0755688210017,8.190832843930471e-06,69.99999174504404,70.0,3999.9997595127747,3999.999999998745,4.163131973309632e-05,1.875000091387048e-10,0.00022925823146484822,7.681814253699792e-07,1.3088492815687354e-09,69.99999651864869,3.6903787476292243e-06,579.8331758739879,87.76775446876637,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999219376,1000.0000082748354,0.0,0.0,1.0,0.0,0.0,0.0,0.6274821953859199,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
