milliseconds,Ligand_EGF,Surface_Receptor_External,Receptor_Ligand_Complex,Internalised_receptors,Receptor_Ligand_Pit_Protein_complex,Free_pit_proteins,Internalised_Ligand
3700,198730648057961.38,2.225717178337219e-18,58842.77534023228,39186.224655258244,0.0,0.0,19128.147498771603
3800,198730648054369.75,2.2093521566037478e-18,58343.60988321903,39685.390112260124,0.0,0.0,19781.639813142516
3900,198730648050804.6,2.1930726465774785e-18,57847.05270204126,40181.94729343079,0.0,0.0,20433.658189537215
4000,198730648047265.7,2.176888492428456e-18,57353.40406331027,40675.59593215984,0.0,0.0,21083.891716803973
4100,198730648043752.94,2.16080917298173e-18,56862.95308989436,41166.04690557593,0.0,0.0,21732.040497873655
4200,198730648040266.16,2.1448433056065425e-18,56375.962628559726,41653.03736691047,0.0,0.0,22377.829937267437
4300,198730648036805.1,2.1289983811166278e-18,55892.66116390634,42136.338831562905,0.0,0.0,23021.0183762446
4400,198730648033369.62,2.113281703852067e-18,55413.271492720094,42615.72850274434,0.0,0.0,23661.3700074393
4500,198730648029959.5,2.097699970294637e-18,54937.997870908875,43091.00212454589,0.0,0.0,24298.667015853993
4600,198730648026574.47,2.0822589125808466e-18,54467.01513994626,43561.98485550022,0.0,0.0,24932.719851567417
4700,198730648023214.34,2.066963970883322e-18,54000.489235832174,44028.51075960573,0.0,0.0,25563.34783256587
4800,198730648019878.84,2.0518201293373893e-18,53538.572184529155,44490.4278108965,0.0,0.0,26190.383879543235
4900,198730648016567.75,2.0368317875249513e-18,53081.39818196586,44947.60181345138,0.0,0.0,26813.678240640304
5000,198730648013280.84,2.02200288595424e-18,52629.08742141848,45399.912573994035,0.0,0.0,27433.094801724335
