milliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
1100,60.50412689062447,5605.766388994135,10831.10648002644,4673.32167014349,4635.387620003183,105.6612022764164,5559.315805670707,10894.953692328509,2059.7554540669166,2016.1346028918035,0.0
1200,60.66149738830424,5601.179025067655,10981.14528429537,4582.015430773942,4499.963007140943,109.14141530521519,5553.3484268469865,10996.41957773914,2145.2624096793643,2078.6291585313047,0.0
1300,62.27978191278606,5600.041985560213,11036.964082712893,4411.3181656110755,4410.205969707477,110.64323824573015,5553.144510594727,11027.00940484216,2265.3339163010364,2269.1182334435202,0.0
1400,65.70619638629707,5599.717750535012,11143.843438806187,4331.446902980496,4327.827306223928,114.7057719980904,5551.479166939917,11091.721861931997,2285.543645926229,2276.055203015226,0.0
1500,66.95542151568333,5597.492347956381,11199.12515654953,4329.354462487851,4293.802209532535,115.59248176942135,5546.443651342978,11181.875167795015,2404.5955916754806,2361.4529537197373,0.0
1600,70.0791907059924,5594.973612812629,11256.610531426564,4254.822765791271,4215.358303729341,120.24478366716629,5544.664544618773,11245.78684088008,2417.0039158236664,2494.1493333636754,0.0
1700,70.56821309366724,5593.146492362472,11337.359086038186,4094.843595015387,4088.1618876411453,125.46205657602012,5542.885934264767,11390.605890611329,2501.683357344055,2593.2699874888476,0.0
1800,71.2086431524149,5593.4372986064345,11413.347472795964,4019.8951565900124,4035.6034401825946,125.69280558583252,5539.395317301015,11476.662294607808,2613.05636685928,2639.722565490412,0.0
1900,75.07695326274265,5589.780020060509,11542.928888247001,3957.0324027930233,3947.7220055517882,130.29021403524834,5535.685838134931,11500.662719497866,2722.481962913002,2718.741126855056,0.0
2000,74.67090471909984,5589.971750957429,11640.313746544438,3884.6840335692973,3907.6626669910333,130.9132893824146,5531.972067928749,11633.503255026098,2793.5454193234227,2819.7719219133364,0.0
2100,79.46890419241713,5588.580227783762,11702.16219092044,3792.6130820429944,3799.937120910194,136.39406952613928,5530.804474413743,11662.749776534305,2842.896185371447,2828.0805902464317,0.0
2200,78.269053605279,5585.992567900634,11755.250562960742,3737.2845215278608,3742.31678136818,137.6400949060909,5525.650818573197,11777.850320618307,2974.7549241750794,2956.8634630273623,0.0
2300,83.62579674073586,5582.953698923589,11829.170734722413,3665.9198819194717,3691.394798043494,137.76095287143394,5526.285311607932,11849.563345744315,3042.5018707036843,3027.245481413331,0.0
2400,84.63307844666384,5579.215471217297,11899.270105952835,3576.7346943232446,3646.27627868519,140.68582547322885,5521.5376064805605,11925.640318635635,3090.1007461395975,3111.8706866656275,0.0
2500,87.03021857097558,5579.237277954577,11946.69866380954,3564.4688986424926,3588.8376108357807,145.56742197001356,5518.816612352919,11913.672179977842,3147.7362099079196,3186.100747150229,0.0
2600,89.01111858502297,5574.624524584045,11980.01866393861,3488.446027143026,3436.955888256665,147.77081440069583,5516.959301532359,11982.280885082422,3258.425424767116,3212.7642286233113,0.0
2700,90.54016489053971,5573.68254693997,12066.773319213895,3446.30116679364,3376.6957716442034,151.00149742557514,5510.643723340014,12047.518439008161,3314.979318667462,3279.014971144959,0.0
2800,93.57935586404368,5571.47286324326,12127.11382556368,3323.6971646122133,3300.319414210855,157.5590672456949,5507.750257792356,12190.572743647512,3337.590784867831,3359.658199221905,0.0
2900,97.47474438877683,5568.691063229208,12227.650937207864,3308.7220892427854,3237.10375707505,160.03384144081497,5505.977706076248,12228.490051081313,3434.0594790327987,3471.1488485159925,0.0
3000,100.5273737761894,5566.790606026607,12309.7674084518,3179.967209558461,3228.2970736046377,163.34829420739356,5502.181306737028,12261.319445201483,3464.1765786002484,3511.767020892279,0.0
3100,101.75607371743098,5562.255643399732,12315.46031395225,3149.4670221293823,3171.8582220816375,163.1695548593729,5499.834708886797,12355.821321833328,3594.2854993087863,3608.22623541909,0.0
3200,105.3584075192177,5559.4961524748815,12424.555827919803,3147.5263434504136,3097.2212190386126,168.4468342953637,5493.92978635684,12389.201184999842,3639.8968064731407,3669.2512641686794,0.0
3300,107.70656564015684,5557.097449693106,12473.031800068407,3085.719547964418,3049.1319533772844,172.86252671847475,5491.279932942395,12491.382462863572,3723.076986664257,3666.8303929096865,0.0
3400,108.69832615974384,5555.862183619647,12512.748851750579,3018.5417953916353,2942.138372962433,177.14196838411718,5490.735971171613,12505.796476132415,3681.365608018603,3767.1785451525816,0.0
3500,112.92040927278008,5553.485202846243,12580.351058734705,2934.3846456016095,2894.4766952769132,179.67845811473083,5484.317450617272,12588.019651634002,3799.7891227467653,3799.9742432996372,0.0
3600,114.45082737414461,5547.581007429246,12649.881969216885,2875.336295746524,2892.74146547763,181.08357055195344,5483.6632960000725,12619.630818932701,3865.2556034638155,3818.069499012559,0.0
3700,119.48325954785675,5544.212130457386,12693.079877908089,2812.008765560503,2823.333870626307,186.5050468361308,5477.278143730988,12660.404102045251,3918.331102933597,3873.0831786141034,0.0
3800,120.99280482234042,5543.312276271591,12692.934942775648,2802.3911296043916,2768.1317689677476,191.81149815450306,5475.0080718335985,12681.53958761524,3920.432528430243,4008.1950593078295,0.0
3900,124.9188300564373,5540.129224336208,12751.840380478932,2714.157674810514,2753.286544791606,194.98938853740165,5469.500644062087,12734.772176989021,3978.8160587535763,4065.105803390568,0.0
4000,130.56695950087305,5537.719920916659,12842.960471434191,2675.8784098386895,2669.623257784296,200.1213089046091,5465.313547974544,12820.333100880696,4132.803877049318,4043.619185567236,0.0
4100,132.01176232346296,5532.46002913234,12914.87853624829,2656.753364336637,2607.2441988102696,202.6072765116797,5462.634289966187,12859.835444420305,4134.437104216768,4158.335071526393,0.0
4200,137.02763270319304,5529.9877281497775,12951.434346099692,2533.3386584488844,2570.16281239314,208.53190789664146,5459.556395266527,12934.80784845426,4195.5886539134635,4233.754141938688,0.0
4300,138.25423917129,5527.049424634977,12968.850466046326,2565.7267747382793,2558.6009591305315,212.73468274622618,5454.060890268941,13001.925427992845,4282.690873300205,4228.085846663303,0.0
4400,143.3390070924728,5522.338705472415,12975.60973545716,2425.28713353423,2477.0746916233174,213.45904773823682,5449.945409457921,12991.86802503891,4342.590080822834,4274.856232565416,0.0
4500,146.74419238168764,5516.5764291975765,13122.871185985765,2419.877507369552,2419.8342853715135,219.75435026676607,5446.495385161655,13028.020507508825,4322.477351468182,4372.571176911977,0.0
4600,150.4160894167178,5512.58889932863,13140.690220345889,2331.9943622739133,2400.6777460274975,222.0514502506941,5439.922582068679,13143.096098597913,4394.537432473601,4382.913381280246,0.0
4700,155.62420377166762,5509.257284442157,13188.979139721054,2364.3129369496883,2363.9422926426896,229.33939150333043,5438.420166067187,13116.912994730492,4412.978544640364,4450.234590290997,0.0
4800,158.86929867273525,5507.174670147419,13249.434971141447,2279.794556397649,2311.3264072947322,233.58937782799916,5432.949608822158,13236.581517435485,4536.594405589952,4490.80333245168,0.0
4900,162.16900686641816,5501.371188492368,13291.012338451972,2259.140502308238,2219.483526273608,237.4819770655136,5428.148110853353,13272.824822338034,4580.133700145352,4513.12155287229,0.0
5000,167.81280413898025,5498.002619923483,13283.123749738399,2205.0152305593365,2253.2019817186247,244.13067424134908,5424.266114552896,13329.072781305433,4540.01675970208,4634.832603236278,0.0
