miliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
1300,32194843.29383823,28685670.445969004,22773159.49354913,19.21994879623765,0.0,0.0,0.0,0.0,0.0,0.0,208184855.4055739,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.263955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.783141955955,47177761.82057828,13047237.080283705,5092450.549084054,237222927.06851912,6.494406082413924,0.009790030986221462
1400,32194847.50500917,28685678.55815825,22773155.676994592,19.219948911668578,0.0,0.0,0.0,0.0,0.0,0.0,208184853.11897725,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.563596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.780600781332,47177758.834605426,13047237.35303333,5092450.465114521,237222926.81876004,6.494406121732067,0.009790030986656564
1500,32194850.916605473,28685684.15260816,22773145.947831295,19.21994894955475,0.0,0.0,0.0,0.0,0.0,0.0,208184850.83823994,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.3560166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.769405753197,47177760.512914315,13047238.075428046,5092450.556913528,237222926.65864152,6.494406126991153,0.009790030981514097
1600,32194857.01636466,28685699.940585546,22773144.89073078,19.219948887814347,0.0,0.0,0.0,0.0,0.0,0.0,208184856.70615923,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.415579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.733598353874,47177760.1337396,13047238.371976431,5092450.525291803,237222926.16197366,6.494406061852342,0.00979003098152325
1700,32194862.10657192,28685708.880867783,22773139.713344485,19.219948675651302,0.0,0.0,0.0,0.0,0.0,0.0,208184852.7335042,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.513931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.75356656947,47177761.8660202,13047238.552836211,5092450.556951351,237222926.09147564,6.494406081319865,0.009790030983474718
1800,32194867.45545378,28685708.644825704,22773140.00084567,19.21994861505499,0.0,0.0,0.0,0.0,0.0,0.0,208184854.3063646,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.295991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.788841288748,47177761.32200027,13047238.892604562,5092450.498764297,237222925.62100205,6.49440605231157,0.00979003098515525
1900,32194875.803186122,28685712.442120474,22773140.30417294,19.219948602279,0.0,0.0,0.0,0.0,0.0,0.0,208184854.85769132,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.68591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.846127203782,47177761.20256977,13047239.23378876,5092450.475348925,237222925.1751288,6.494406044746583,0.009790030987546066
2000,32194879.201450314,28685711.34094732,22773135.18969605,19.219948541358477,0.0,0.0,0.0,0.0,0.0,0.0,208184852.78295502,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.2388916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.838899555536,47177763.54375114,13047239.494223997,5092450.476231466,237222925.0514753,6.494406072104155,0.009790030984116814
2100,32194884.468535874,28685708.163201865,22773131.453365967,19.219948914172463,0.0,0.0,0.0,0.0,0.0,0.0,208184853.3640067,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.373927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.804323762428,47177761.17076133,13047239.546279347,5092450.555469092,237222924.50200388,6.494406041251943,0.009790030983026825
2200,32194886.574101016,28685716.33945399,22773131.1634051,19.219948882646325,0.0,0.0,0.0,0.0,0.0,0.0,208184855.72923496,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.126194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.798433443277,47177762.38373292,13047239.880027989,5092450.472459233,237222924.5472843,6.494406086447006,0.009790030988709975
2300,32194889.062895507,28685703.90705068,22773134.59459377,19.21994883850229,0.0,0.0,0.0,0.0,0.0,0.0,208184853.60296527,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.7406898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.834903256737,47177763.6058995,13047240.24004957,5092450.518087105,237222924.19810045,6.4944060540150055,0.009790030983868134
2400,32194894.62625766,28685705.465557333,22773129.059616305,19.21994862430646,0.0,0.0,0.0,0.0,0.0,0.0,208184850.98714876,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.319253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.836850227215,47177761.516112894,13047240.60419866,5092450.49936031,237222923.93179697,6.494406099910503,0.009790030988649681
2500,32194898.982909385,28685715.31530367,22773131.52912341,19.219949022320158,0.0,0.0,0.0,0.0,0.0,0.0,208184854.0901972,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.221275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.772511946096,47177763.64728001,13047240.819379343,5092450.480250087,237222923.4149961,6.494406114493563,0.009790030984370913
2600,32194903.125545654,28685713.501162153,22773129.770836286,19.219948916346706,0.0,0.0,0.0,0.0,0.0,0.0,208184855.7151991,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.2756157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.84337639146,47177758.53292952,13047241.455840226,5092450.555701482,237222922.90663087,6.494406105984041,0.009790030984700878
2700,32194902.921975706,28685710.235709507,22773129.39712011,19.219948538073194,0.0,0.0,0.0,0.0,0.0,0.0,208184855.37142113,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.647821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.748914337386,47177763.58720794,13047241.52923716,5092450.491021082,237222922.59197342,6.494406045784477,0.009790030982172607
2800,32194905.153735556,28685712.751737528,22773131.54206264,19.219948649317836,0.0,0.0,0.0,0.0,0.0,0.0,208184853.65400183,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.1502004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.800609766427,47177758.92817254,13047241.886366185,5092450.488929387,237222922.5998111,6.494406080517022,0.009790030986369018
2900,32194910.572419092,28685711.83037646,22773127.94620655,19.21994855084018,0.0,0.0,0.0,0.0,0.0,0.0,208184855.30849543,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.285207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.736174818132,47177762.628112964,13047242.116444316,5092450.516167116,237222922.10770023,6.4944060437666735,0.009790030983902121
3000,32194909.588710926,28685706.81977722,22773129.09534472,19.219948825389675,0.0,0.0,0.0,0.0,0.0,0.0,208184856.6427515,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.4745803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.737749135813,47177759.4195646,13047242.46358718,5092450.572095306,237222922.07267004,6.494406087637372,0.009790030984640563
3100,32194910.330128007,28685709.422246613,22773125.310099684,19.219948646763548,0.0,0.0,0.0,0.0,0.0,0.0,208184850.9788611,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.98473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.801480251645,47177762.55908593,13047242.633400435,5092450.495335466,237222921.65092862,6.494406056310584,0.00979003098970203
3200,32194910.336534984,28685710.749089245,22773129.760933053,19.219948373885735,0.0,0.0,0.0,0.0,0.0,0.0,208184851.10414383,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.3660655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.810412115055,47177763.08303202,13047242.87914505,5092450.575102984,237222921.38164333,6.494406071393568,0.009790030984168963
3300,32194911.642518215,28685705.501894068,22773124.510665886,19.21994863483722,0.0,0.0,0.0,0.0,0.0,0.0,208184854.48034933,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.4141603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.80071152412,47177761.54024143,13047243.591025444,5092450.464490823,237222921.18486962,6.494406096137378,0.009790030983877603
