miliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
1000,32194830.55915779,28685638.16381765,22773187.644767508,19.21994871297625,0.0,0.0,0.0,0.0,0.0,0.0,208184856.3310156,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.0087733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.741360054555,47177764.2142557,13047236.401901485,5092450.485217824,237222928.37908584,6.494406098002071,0.00979003098281215
1100,32194834.434782844,28685654.871661562,22773174.48052882,19.219948806019634,0.0,0.0,0.0,0.0,0.0,0.0,208184853.36238173,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.8060355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.774708031786,47177761.208338365,13047236.341079358,5092450.480426915,237222927.83130834,6.494406102568912,0.009790030979356044
1200,32194835.88851459,28685659.119198013,22773169.922546502,19.21994875287319,0.0,0.0,0.0,0.0,0.0,0.0,208184852.45070705,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.6989026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.746485446638,47177760.52599217,13047236.695605023,5092450.511758554,237222927.30108485,6.494406060377534,0.0097900309830512
1300,32194841.28373545,28685674.621196445,22773158.481262207,19.21994861251087,0.0,0.0,0.0,0.0,0.0,0.0,208184853.6237024,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.14161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.828457297575,47177759.239659645,13047237.009313643,5092450.516371849,237222927.26110747,6.494406057808664,0.00979003098501938
1400,32194845.803207118,28685691.713723645,22773156.03967463,19.219948583528755,0.0,0.0,0.0,0.0,0.0,0.0,208184852.2693304,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.9248414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.759863245612,47177759.26288018,13047237.567149166,5092450.489654092,237222926.7890379,6.494406068989371,0.009790030987279229
1500,32194851.759812236,28685694.951164234,22773152.236814052,19.219948974494752,0.0,0.0,0.0,0.0,0.0,0.0,208184855.94190338,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.909278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.758749162476,47177758.0155963,13047238.034616845,5092450.5158944335,237222926.6278955,6.494406081427797,0.00979003097912372
1600,32194859.681198448,28685690.004827626,22773143.380798534,19.219948420903112,0.0,0.0,0.0,0.0,0.0,0.0,208184854.58945513,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.437713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.777974831317,47177759.177049026,13047238.105991628,5092450.539072004,237222926.3792367,6.4944061080932105,0.009790030987306369
1700,32194863.998098925,28685699.85619861,22773144.839053288,19.2199490236751,0.0,0.0,0.0,0.0,0.0,0.0,208184853.87676343,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.9270716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.734635653123,47177760.74010654,13047238.631509837,5092450.487063171,237222925.74832678,6.494406046342396,0.009790030979602895
1800,32194870.89564144,28685701.787721496,22773136.731721748,19.219948914622847,0.0,0.0,0.0,0.0,0.0,0.0,208184852.0507725,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.2461667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.779261310174,47177759.18221277,13047238.870913297,5092450.5551121,237222925.75842223,6.494406047830144,0.009790030984949709
1900,32194872.3951285,28685705.145706713,22773134.300247554,19.219948936149013,0.0,0.0,0.0,0.0,0.0,0.0,208184851.10424823,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.0427146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.770735745831,47177761.81562545,13047239.08457883,5092450.493534251,237222925.09811053,6.49440611562147,0.009790030983492924
2000,32194880.000273116,28685701.97173579,22773133.607947983,19.21994871931489,0.0,0.0,0.0,0.0,0.0,0.0,208184852.77219456,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.7099347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.80065545698,47177760.78591932,13047239.601336954,5092450.460245384,237222925.07002077,6.494406050789281,0.00979003098863052
2100,32194885.207957797,28685712.39234101,22773131.633796167,19.21994843741461,0.0,0.0,0.0,0.0,0.0,0.0,208184856.6602689,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.4674964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.81786813987,47177758.59869898,13047239.671249125,5092450.51210332,237222924.8152856,6.494406117829851,0.009790030989280748
2200,32194887.257200986,28685699.829566576,22773131.935397252,19.21994879598571,0.0,0.0,0.0,0.0,0.0,0.0,208184853.27140075,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.4197974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.81345956315,47177759.1098152,13047240.285449017,5092450.466784579,237222924.21795684,6.494406105700024,0.009790030988582752
2300,32194888.481486432,28685712.85293594,22773129.711652584,19.21994860542647,0.0,0.0,0.0,0.0,0.0,0.0,208184851.0255852,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.76939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.8281638217,47177762.89942178,13047240.293665756,5092450.497679748,237222924.23512417,6.494406046381798,0.009790030989503798
2400,32194892.46687994,28685715.38629947,22773133.442960236,19.21994877833262,0.0,0.0,0.0,0.0,0.0,0.0,208184853.57241905,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.719394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.819793958288,47177760.93182411,13047240.855059527,5092450.55509084,237222923.8493266,6.494406096242734,0.009790030982081713
2500,32194899.348381843,28685702.61705669,22773129.6644981,19.21994877588555,0.0,0.0,0.0,0.0,0.0,0.0,208184854.2080244,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.2022963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.82442722602,47177758.43332725,13047240.859505214,5092450.493260172,237222923.4709415,6.494406059103553,0.009790030988395102
2600,32194900.885143932,28685708.20855713,22773133.078456424,19.21994868354794,0.0,0.0,0.0,0.0,0.0,0.0,208184852.12880293,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.573356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.72217677629,47177758.013540395,13047241.190396642,5092450.511903798,237222923.2112206,6.494406093556662,0.009790030983700654
2700,32194905.412439514,28685696.68190169,22773131.348627467,19.219948902465816,0.0,0.0,0.0,0.0,0.0,0.0,208184853.55672848,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.5483336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.74608521205,47177763.685004495,13047241.547043983,5092450.493508967,237222922.79102626,6.4944061026696875,0.009790030990072208
2800,32194906.98000041,28685699.532305643,22773131.820955504,19.219948380661076,0.0,0.0,0.0,0.0,0.0,0.0,208184852.88192257,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.733281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.787026407652,47177760.82252717,13047242.049611095,5092450.501242798,237222922.3266863,6.494406062740728,0.009790030988764837
2900,32194909.914916825,28685711.967918523,22773126.416876372,19.21994892687984,0.0,0.0,0.0,0.0,0.0,0.0,208184857.09357235,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.9181595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.783233731527,47177758.720840834,13047242.193670683,5092450.556906091,237222922.16479757,6.494406056436572,0.00979003098945149
3000,32194911.54980158,28685702.14233097,22773126.12402734,19.219948917042082,0.0,0.0,0.0,0.0,0.0,0.0,208184856.75772774,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.130346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.75062023469,47177761.85946251,13047242.381417964,5092450.4771097815,237222921.67380053,6.494406042513456,0.00979003098373304
3100,32194910.15126387,28685709.43941629,22773129.208101034,19.219948747437837,0.0,0.0,0.0,0.0,0.0,0.0,208184853.98682836,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.334228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.845767573157,47177762.578094535,13047242.813732456,5092450.552857131,237222921.4718888,6.494406062181877,0.009790030989505406
3200,32194913.532491565,28685697.316276833,22773126.929152664,19.219948626661264,0.0,0.0,0.0,0.0,0.0,0.0,208184851.79370707,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.8690224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.730199754067,47177761.491472736,13047243.05065225,5092450.470898971,237222921.16436696,6.494406042981259,0.0097900309832767
3300,32194911.259701323,28685709.25995932,22773131.241750494,19.219949001639826,0.0,0.0,0.0,0.0,0.0,0.0,208184855.7225103,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.374119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.79270655905,47177758.95787834,13047243.184426052,5092450.548746001,237222920.9905262,6.494406121466298,0.009790030985377045
