miliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
1400,32194849.175646298,28685679.850721344,22773155.881362665,19.21994881482798,0.0,0.0,0.0,0.0,0.0,0.0,208184852.0741247,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.382232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.80047820676,47177762.8314818,13047237.50116678,5092450.478948568,237222926.65236673,6.494406077673887,0.009790030853430404
1500,32194853.10966257,28685699.944558017,22773153.635562707,19.219948774986598,0.0,0.0,0.0,0.0,0.0,0.0,208184851.23526812,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.700398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.848874836638,47177764.314339206,13047237.698831642,5092450.455740552,237222926.64449447,6.494406098858964,0.009790031174049807
1600,32194855.723834164,28685699.6949496,22773149.133519456,19.219949016408467,0.0,0.0,0.0,0.0,0.0,0.0,208184853.67218783,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.374389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.81772679616,47177762.203897335,13047238.26824419,5092450.561976428,237222926.1624442,6.494406078375129,0.009790030979243074
1700,32194861.192513123,28685703.911796864,22773141.39364261,19.21994898646231,0.0,0.0,0.0,0.0,0.0,0.0,208184855.1364326,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.1138806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.745549049505,47177761.2009115,13047238.30173027,5092450.461124769,237222926.06943223,6.494406091268841,0.00979003077122275
1800,32194870.161334537,28685700.55980358,22773137.506115705,19.219948576925297,0.0,0.0,0.0,0.0,0.0,0.0,208184855.6037756,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.9842887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.828708341998,47177759.480810985,13047238.746800596,5092450.511977688,237222925.38221636,6.4944061048571475,0.009790030878182795
1900,32194873.474061996,28685708.02590283,22773139.050173875,19.219948409839542,0.0,0.0,0.0,0.0,0.0,0.0,208184856.7523384,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.930544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.733721142416,47177761.37238887,13047238.972315818,5092450.566706526,237222925.196773,6.494406070197378,0.009790031014657953
2000,32194878.74039839,28685711.06847644,22773137.95614625,19.219948914230553,0.0,0.0,0.0,0.0,0.0,0.0,208184852.45922765,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.769943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.728500871252,47177761.17422456,13047239.366873613,5092450.5323398765,237222925.12363,6.494406058237714,0.009790031188572891
2100,32194882.33972073,28685703.446577813,22773135.110845428,19.219948839712792,0.0,0.0,0.0,0.0,0.0,0.0,208184853.4704947,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.415596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.76970014499,47177761.55182761,13047239.596891237,5092450.498295606,237222924.5985442,6.494406078723562,0.009790031105804974
2200,32194889.041206416,28685715.120056946,22773134.504614577,19.219948729372355,0.0,0.0,0.0,0.0,0.0,0.0,208184855.69762886,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.542311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.731990570455,47177758.97890603,13047240.276407817,5092450.545116117,237222924.1911064,6.494406070780129,0.009790031069331188
2300,32194892.083039403,28685713.318420395,22773130.5057675,19.219948631511485,0.0,0.0,0.0,0.0,0.0,0.0,208184850.97602817,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.324457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.830761708632,47177763.49479372,13047240.5017084,5092450.55282354,237222924.1523941,6.49440610680156,0.00979003119538662
2400,32194894.570538964,28685715.50647791,22773128.53835738,19.219948696052914,0.0,0.0,0.0,0.0,0.0,0.0,208184851.29371712,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.994611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.81500773248,47177760.30727468,13047240.515783403,5092450.566351926,237222923.6538998,6.4944060730540585,0.009790031019771538
2500,32194896.29970472,28685706.639159337,22773130.640250374,19.21994885185834,0.0,0.0,0.0,0.0,0.0,0.0,208184854.6701709,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.782699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.725312865521,47177763.45346431,13047240.994739385,5092450.5160989715,237222923.2356348,6.494406105565783,0.009790030900659821
2600,32194898.904302742,28685703.555956233,22773130.137878373,19.219948775479583,0.0,0.0,0.0,0.0,0.0,0.0,208184854.01954082,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.646937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.719748408803,47177758.42204494,13047241.320446298,5092450.524960866,237222923.05047345,6.494406057189498,0.009790031190748652
2700,32194905.65775685,28685713.059270877,22773132.741787683,19.219948609309778,0.0,0.0,0.0,0.0,0.0,0.0,208184855.16033456,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.887608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.81514598753,47177762.70508983,13047241.707708875,5092450.490694676,237222922.72765118,6.494406057564754,0.009790030778559998
2800,32194907.425205655,28685703.339728285,22773127.820359264,19.219949024207363,0.0,0.0,0.0,0.0,0.0,0.0,208184850.90244445,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.3146067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.78616099436,47177763.495129324,13047241.771110447,5092450.461957715,237222922.41629264,6.494406122647166,0.009790031167037931
2900,32194909.84435346,28685696.62714889,22773129.925112538,19.219948614230887,0.0,0.0,0.0,0.0,0.0,0.0,208184854.41162562,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.9863486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.771678695277,47177763.47599419,13047242.411042834,5092450.535181171,237222922.35882682,6.494406112249623,0.009790031096300694
3000,32194910.05867798,28685706.131284412,22773125.830982875,19.219948680026754,0.0,0.0,0.0,0.0,0.0,0.0,208184853.87757146,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.4982023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.74773982126,47177760.22557991,13047242.403174335,5092450.469295281,237222921.84236795,6.494406046495857,0.009790031051025294
3100,32194909.390126973,28685708.8432871,22773126.085984826,19.219948935874932,0.0,0.0,0.0,0.0,0.0,0.0,208184856.55860886,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.175913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.790549297557,47177759.91834187,13047242.912340779,5092450.528527505,237222921.40181622,6.494406115340017,0.009790031003546197
3200,32194911.553901937,28685706.83066313,22773126.694518726,19.219948717425282,0.0,0.0,0.0,0.0,0.0,0.0,208184853.98164332,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.732605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.7772317621,47177761.60463162,13047242.997048168,5092450.538650873,237222921.39886513,6.494406118253539,0.009790031045934398
3300,32194914.276755497,28685708.280909974,22773129.743002243,19.219948856276744,0.0,0.0,0.0,0.0,0.0,0.0,208184854.62166947,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.7999616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.825656515948,47177757.768410765,13047243.339237554,5092450.460642201,237222920.8785345,6.494406051328551,0.009790031139323757
