milliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
1000,1.0365783101665393e-07,299.7761052689778,5.083232504080023e-07,299.9998504208821,0.0003360636958330815,0.00014957911796639915,9.008037513905259e-05,-4.254160842326459e-08,10.76759952635472,24.988684909581526,11.14730518352333,0.011314826126180079,5.0917053324862925e-05,2.6429089092147184e-07,4.148550203323671e-05,-2.0232743528788395e-07,5.915971893870286e-07,299.99999940840286,0.22355815900322665,8.107002196493383e-13
1100,1.3134346506208183e-07,299.71809136315795,6.441324786475617e-07,299.9998026050508,0.00046092354443861086,0.00019739494928998813,0.000103148525716551,-6.121902503174392e-08,11.850057909301134,27.485741529938963,12.230618325276708,0.014258151370986424,6.450233408126723e-05,3.186876329400106e-07,5.9207789560608894e-05,-4.546745356990676e-07,7.11096104873471e-07,299.99999928890395,0.28144706916524204,1.3208760726260309e-12
1200,1.6272834050562453e-07,299.652046351512,7.980778025349911e-07,299.9997465449815,0.0006126593630866416,0.0002534550185299877,0.00011682910248955989,-8.542288346084593e-08,12.927251661658367,29.982386771299485,13.308783171354676,0.017612851936438422,7.989612009866236e-05,3.7676020672289794e-07,8.17204015447245e-05,-9.494588000339575e-07,8.38190294113057e-07,299.9999991618098,0.3473401910472693,2.0467912780990406e-12
1300,1.979412134237369e-07,299.5776069518354,9.707800902292394e-07,299.9996818071592,0.0007934446704789765,0.0003181928407509301,0.0001311205683887131,-1.1617122684645302e-07,13.999168542922176,32.478601251439926,14.381786836944533,0.021398310208774824,9.715902042807127e-05,4.3834543337777946e-07,0.00010960430144384519,-1.8620877988645444e-06,9.724638186829358e-07,299.99999902753626,0.4215986327143023,3.04387647268968e-12
1400,2.3715318731199058e-07,299.4944116690905,1.1630644603288431e-06,299.9996079306287,0.0010054103757459719,0.0003920693712709031,0.00014602211012356897,-1.5458410532737086e-07,15.065796426166173,34.974365640115515,15.449616673530908,0.025633856507305236,0.00011637197233868959,5.033686445155526e-07,0.00014338278955313273,-3.4587565973880913e-06,1.1136977991040415e-06,299.99999888630236,0.5045817574697082,4.374609591923034e-12
1500,2.8059294599271334e-07,299.4021004538414,1.3760342162020657e-06,299.9995243973164,0.0012507181121471722,0.0004756026836569852,0.00016153344612505378,-2.018881644956763e-07,16.127123318006284,37.46966064074566,16.51226024809274,0.030338787402409462,0.000137643640474729,5.718399284449623e-07,0.00018349784418017926,-6.1256943444743235e-06,1.2618840072533624e-06,299.99999873811606,0.596647452012752,6.109194169766468e-12
1600,3.2856034281332754e-07,299.3003144468483,1.611136493660268e-06,299.9994306017967,0.0015316451503390666,0.0005693982035699997,0.00017765470241938567,-2.594212971936323e-07,17.183137372548003,39.96446697373489,17.56970533057932,0.03553238235520258,0.00016111698298676246,6.438934640605064e-07,0.00023028734736839615,-1.0400960846364724e-05,1.4172348846199263e-06,299.9999985827652,0.698152296865311,8.32658547139712e-12
1700,3.8143689321347365e-07,299.1886957824467,1.8702124794853505e-06,299.99932582247027,0.0018506763602799076,0.0006741775298335155,0.00019438633092931222,-3.286374117384512e-07,18.233826900712735,42.45876535985455,18.62193988520177,0.04123392038178388,0.0001869742683716562,7.19741652470826e-07,0.00028396536937300685,-1.700670956345642e-05,1.5801868174989243e-06,299.9999984198133,0.8094516709809698,1.1116033624692051e-11
1800,4.3969136025778913e-07,299.06688743470005,2.1555233325278446e-06,299.9992091971492,0.0022105961413174816,0.0007908028509634821,0.0002117290557461079,-4.111110528626405e-07,19.279180374831455,44.95253650301616,19.66895206217901,0.04746269724403223,0.00021543965460802918,7.997108748636835e-07,0.00034460807063692344,-2.6878658970386314e-05,1.751392694918941e-06,299.9999982486075,0.9308998136357242,1.4579064410780954e-11
1900,5.038793761681084e-07,298.9345331031001,2.4697466524797045e-06,299.99907970538686,0.0026145739330890303,0.000920294613205339,0.00022968383914343516,-5.085423852904578e-07,20.31918642878131,47.44576107223934,20.710730188333972,0.05423804350379069,0.00024677881437217767,8.842194352007064e-07,0.0004121471058291617,-4.1190689008897534e-05,1.9317023947819517e-06,299.9999980682978,1.0628498532205506,1.883206219630681e-11
2000,5.746361512055653e-07,298.7912771358581,2.8159389268473794e-06,299.99893616054794,0.00306623351785888,0.0010638394521925278,0.00024825186189166736,-6.227622497926153e-07,21.353833853387723,49.93841968356582,21.74726275512174,0.06157934262077032,0.0002812951502568129,9.73765632732172e-07,0.000486372449176855,-6.137112523566913e-05,2.122130597023503e-06,299.9999978778697,1.2056538146854894,2.400932339628773e-11
2100,6.526616731540134e-07,298.6367644849636,3.1974610936095724e-06,299.99877721413355,0.0035696988644470825,0.001222785866695859,0.0002674345151802142,-7.557369450298938e-07,22.383111585906054,52.43049288213889,22.778538402318166,0.06950604889573345,0.0003193223151550805,1.0689050913083884e-06,0.0005669461632109755,-8.910827679631615e-05,2.32380905674166e-06,299.99999767619113,1.3596626187112522,3.026660257968625e-11
2200,7.387005806048472e-07,298.4706407028117,3.6178780767229627e-06,299.99860137207213,0.004129609982176534,0.0013986279281036746,0.0002872334010317894,-9.095735154418619e-07,23.407008695940622,54.92196112602547,23.804545899723482,0.07803770367360838,0.000361214128072005,1.1702255692765922e-06,0.0006534251428651774,-0.0001263456378516009,2.5379340492024566e-06,299.9999974620662,1.52522606932842,3.7785093871997605e-11
2300,8.335181616960438e-07,298.2925519734924,4.080839411340996e-06,299.9984070225532,0.004751105058284902,0.0015929774470142596,0.0003076503392016703,-1.0865249855383614e-06,24.425514368141595,57.41280477262215,24.82527412678001,0.08719394895247713,0.0004073325992880889,1.278332032961744e-06,0.000745291669140069,-0.00017526645951559486,2.7656940556142405e-06,299.9999972343062,1.7026928406103619,4.6775431065281874e-11
2400,9.378757382970576e-07,298.10214517586184,4.589957128759387e-06,299.99819247220825,0.005439770367134507,0.001807527792043936,0.0003286873783448953,-1.2889957483719268e-06,25.438617883691297,59.90300406860496,25.840712052308014,0.09699453749397441,0.00045803568789545455,1.3937863197615476e-06,0.0008419879218639048,-0.0002382705116074708,3.008225242609129e-06,299.999996991775,1.8924104638142951,5.748224677755911e-11
2500,1.0525083520564493e-06,297.8990679718694,5.14869511114188e-06,299.99795598662473,0.0062015626644917,0.0020440133755652247,0.0003503468094019057,-1.5195471133279037e-06,26.446308602789248,62.392539143953,26.850848716255875,0.10745933878018196,0.0005136662136745547,1.517126644098347e-06,0.0009429506126021527,-0.0003179461070776776,3.266547210491648e-06,299.9999967334531,2.0947253167713695,7.018817816243512e-11
2600,1.1781075026899792e-06,297.68296891127375,5.7602833985773815e-06,299.99769583057605,0.007042712108116932,0.002304169424222845,0.00037263117945759164,-1.7809030416984817e-06,27.44857594985865,64.88139001024268,27.855673215130828,0.11860834077813007,0.0005745432732599099,1.6488089317974416e-06,0.0010476419154510713,-0.0004170411493328101,3.5415271056100143e-06,299.99999645847316,2.309982616335088,8.521805900710552e-11
2700,1.3153105873392578e-06,297.4534975415566,6.427665487306144e-06,299.99741030315664,0.007969617161701999,0.0025896968437051082,0.0003955433045998485,-2.075956033960685e-06,28.445409403217308,67.36953656289133,28.855174692450202,0.13046164769244512,0.0006409569644046473,1.7892105249577213e-06,0.0011555734448812738,-0.0005384367040007085,3.833856706726365e-06,299.9999961661436,2.5385264136165464,1.0294263377501131e-10
2800,1.4646973613995543e-06,297.21030451455727,7.153480051333662e-06,299.997097765011,0.008988740949972688,0.00290223498931623,0.0004190862811519163,-2.40777324700342e-06,29.436798489675468,69.85695858664629,29.849342334443385,0.14303947446750165,0.0007131665587735276,1.9386388156137256e-06,0.00126632198496387,-0.0006851252760900594,4.14403817779709e-06,299.9999958559621,2.7806995910130614,1.237820589566227e-10
2900,1.6267928729990694e-06,296.95304168137704,7.940074333648705e-06,299.99675665562796,0.010106518734533252,0.0032433443723767497,0.00044326349488743843,-2.7796028403634802e-06,30.42273278419197,72.34363576345848,30.838165370787323,0.15636213893480444,0.0007914018455587653,2.097310444066563e-06,0.0013795365367795633,-0.0008601952663003648,4.472400031138744e-06,299.99999552760016,3.0368438598144643,1.4820922279922824e-10
3000,1.8020752233378686e-06,296.6813621696454,8.789541028848843e-06,299.99638550056056,0.011329283717038433,0.003614499439689116,0.00046807862848877017,-3.1948805324657625e-06,31.403201913836817,74.82954768162304,31.821633079433894,0.17045005265697943,0.0008758668252071497,2.2653666114072954e-06,0.0014949377315538414,-0.0010668217627041736,4.8191140295218215e-06,299.99999518088623,3.3072997570968035,1.7675237625823233e-10
3100,1.990986070271262e-06,296.39492044431796,9.70376841267607e-06,299.99598291034516,0.012663213549109379,0.004017089655071587,0.0004935356678631405,-3.657236797876122e-06,32.378195564978995,77.31467384505477,32.79973479431213,0.18532371161700106,0.0009667447262803275,2.4429083796459227e-06,0.0016123117464466054,-0.0013082629330602084,5.1842199457243395e-06,299.99999481578027,3.592406638364804,2.0999773659315052e-10
3200,2.193942160643612e-06,296.0933723562328,1.0684495264594684e-05,299.99554757320124,0.014114296540063258,0.004452426798978508,0.0005196389081306714,-4.17050529548325e-06,33.34770349264594,79.79899368205271,33.77245991487117,0.20100368749122222,0.0010642034984383215,2.6299590245061647e-06,0.0017315008793438128,-0.0015878607948740654,5.567655634092099e-06,299.99999443234464,3.8925026627321415,2.4859314042129146e-10
3300,2.4113467839144975e-06,295.77637512093185,1.1733365368331906e-05,299.99507824166363,0.015688325074514363,0.004921758336593546,0.0005463929579445152,-4.738723591689203e-06,34.31171552765439,82.28248655547351,34.73979791301693,0.2175106173949831,0.0011684012622673015,2.8265451452285703e-06,0.0018523910847518857,-0.0019090413409862095,5.969292939342541e-06,299.99999403070734,4.207924820628454,2.932474265638007e-10
3400,2.6435980636593e-06,295.4435873826346,1.2851965911510726e-05,299.9945737225116,0.017390889490442867,0.005426277488762596,0.0005738027490599731,-5.366148562683468e-06,35.2702215882881,84.76513176697989,35.70173834434043,0.23486519970249847,0.0012794901389330275,3.032628247127039e-06,0.001974903285639476,-0.0022753216204687136,6.3889507130102326e-06,299.99999361104955,4.539008875909229,3.447363399430778e-10
3500,2.891096628446435e-06,295.0946691924225,1.4041863344928566e-05,299.9940328631374,0.01922739349033829,0.005967136862802251,0.0006018735402857371,-6.0572605511865575e-06,36.22321168712416,87.24690856398804,36.65827085460341,0.2530881870153602,0.0013976198324980268,3.248188883921556e-06,0.0020989828071344063,-0.0026903125026215735,6.82642741971946e-06,299.9999931735729,4.8860893722240535,4.0390348572180203e-10
3600,3.1542508469971744e-06,294.72928201662506,1.5304626564775755e-05,299.99345454065946,0.021203071770362528,0.006545459340787088,0.0006306109287452409,-6.816773219812264e-06,37.170675938706765,89.72779614378962,37.609385186783314,0.2722003820654526,0.0015229399333874071,3.473201695571372e-06,0.0022245916870042666,-0.0031577232977977885,7.281511045963552e-06,299.99999271848924,5.249499606978205,4.716634919050214e-10
3700,3.4334800495581767e-06,294.3470887265499,1.6641840553536004e-05,299.9928376527674,0.023323012891366963,0.0071623472328844135,0.0006600208581014384,-7.649640980597032e-06,38.11260456463569,92.20777365731972,38.555071185699546,0.2922226339521591,0.0016556012728519225,3.707630196446103e-06,0.0023517027007372918,-0.003681364356135232,7.753990222434657e-06,299.99999224601004,5.629571618718359,5.49004715816763e-10
3800,3.729216316435785e-06,293.9477535980166,1.805511287946173e-05,299.9921811110339,0.02559218117160908,0.007818888966377556,0.0006901096291768682,-8.561068171349059e-06,39.04898789811505,94.68682021179808,39.49531880213079,0.31317583548385547,0.0017957565580291976,3.95144415596789e-06,0.002480295237929908,-0.004265149425875052,8.2436638057919e-06,299.9999917563365,6.026636165698992,6.369916367539598e-10
3900,4.041905364793769e-06,293.5309423178867,1.954607533400198e-05,299.9914838361761,0.028015437076377738,0.008516163824163944,0.0007208839139616576,-9.556519602980417e-06,39.97981638790306,97.16491487269388,40.430118096471446,0.33508092120441135,0.0019435605205591143,4.204628237343297e-06,0.002610352580152854,-0.004913097603595519,8.750341985237481e-06,299.9999912496583,6.441022698961684,7.367690955304674e-10
4000,4.372006825962043e-06,293.09632198970513,2.1116383114021863e-05,299.9907447547794,0.030597555852871473,0.009255245220806556,0.0007523507660637197,-1.0641731008634118e-05,40.90508060137566,99.6420366654301,41.35945924152634,0.357958865704726,0.0020991698220074765,4.4671661093104155e-06,0.002741860076742868,-0.005629334550867561,9.273849761385451e-06,299.9999907261505,6.873059338058948,8.495652560187621e-10
4100,4.719994117496675e-06,292.64356114167805,2.276771187363901e-05,299.9899627972352,0.033343243412594946,0.01003720276509143,0.0007845176322411082,-1.1822719705829461e-05,41.82477122685045,102.11816457682055,42.283332524768916,0.38183068217869154,0.0022627427469226837,4.739047432665802e-06,0.00287480415828783,-0.006418093106683165,9.814026983426901e-06,299.9999901859733,7.323072847197558,9.766951612837654e-10
4200,5.0863543385129855e-06,292.17232967095094,2.4501754025509682e-05,299.98913689637084,0.03625715190976472,0.01086310362947306,0.0008173923721121884,-1.310578217075503e-05,42.73887907021187,104.59327755809662,43.201728344864016,0.40671741939237077,0.0024344388115739536,5.020271984823985e-06,0.0030091717775244916,-0.007283708603146533,1.0370727571262426e-05,299.9999896292727,7.791388675385368,1.1195600905809773e-09
4300,5.471588464216892e-06,291.6822989502783,2.632021677975034e-05,299.9882659868968,0.03934388624414,0.011734013103476184,0.0008509832734553742,-1.4497524361665633e-05,43.64739506457177,107.06735452359153,44.11463722103362,0.4326401630039375,0.0026144185522386475,5.310845304654747e-06,0.0031449501871242806,-0.008230626066795463,1.0943818555441924e-05,299.9999890561817,8.278330843260832,1.2796568664775312e-09
4400,5.876211098268875e-06,291.17314179735206,2.8224818931906662e-05,299.9873490048358,0.0426080149146806,0.01265099516443489,0.0008852990619584767,-1.600486460254203e-05,44.550310267999464,109.54037435306836,45.02204979104361,0.45962003323568335,0.0028028431945191323,5.6107788796017016e-06,0.0032821268053361994,-0.009263396851752747,1.1533179247498246e-05,299.999988466821,8.784221962914435,1.4585787009260514e-09
4500,6.300750706585192e-06,290.6445324889415,3.021728881188219e-05,299.9863848872054,0.046054077089534455,0.013615112794853146,0.0009203489194633993,-1.763504554509794e-05,45.44761586499536,112.0123158928347,45.923956812588166,0.48767818375959227,0.0029998744297045177,5.920089787782032e-06,0.00342068919309406,-0.010386678479909645,1.2138700020050337e-05,299.99998786130016,9.309383216680255,1.6580187353798863e-09
4600,6.745750102279629e-06,290.09614679576157,3.2299362819467473e-05,299.98537257177014,0.049686588133246355,0.014627428230101854,0.0009561425070637938,-1.939565133661372e-05,46.339303169526865,114.48315795642672,46.82034916623534,0.5168358010127777,0.0032056742450040296,6.238801077283808e-06,0.003560625077779585,-0.011605235832088816,1.2760281723603515e-05,299.9999872397185,9.854134316742462,1.8797750502036324e-09
4700,7.21176689543871e-06,289.52766199786225,3.447278432623922e-05,299.98431099678726,0.05351004455898578,0.015689003212955622,0.0009926899833118251,-2.129462112140067e-05,47.22536362621624,116.95287932575643,47.71121785663146,0.5471141030667146,0.0034204047958332436,6.5669255025206315e-06,0.003701922416014017,-0.012923940822744454,1.3397830167330032e-05,299.99998660217,10.418793484794492,2.12575483128243e-09
4800,7.699373595976001e-06,288.9387568639795,3.6739302922689105e-05,299.98319910073565,0.057528928334263436,0.016800899264543496,0.0010300020076874643,-2.3340253858807988e-05,48.105788808367585,119.42145875291506,48.59655401075247,0.5785343377702905,0.003644228328068834,6.90451884626519e-06,0.003844569351375654,-0.01434776959810278,1.4051271042651945e-05,299.99998594872915,11.003677468383342,2.3979744817586516e-09
4900,8.209159015363554e-06,288.3291117215398,3.910067444752392e-05,299.98203582202996,0.06174770974813264,0.017964177970257282,0.0010680897838000816,-2.5541235589285972e-05,48.98057042372694,121.88887496009151,49.47634888338631,0.6111177828962951,0.0038773071376271215,7.251615245202646e-06,0.0039885543385509625,-0.01588180608344506,1.4720529499330701e-05,299.9999852794707,11.60910146803763,2.6985666120277867e-09
5000,8.741728488789227e-06,287.6984084628682,4.155866064618399e-05,299.9808200986992,0.06617085066704502,0.01917990130105877,0.001106965065203986,-2.7906652671096036e-05,49.849700314588496,124.35510664084131,50.3505938573772,0.6448857448706622,0.004119803530093675,7.6082286260020555e-06,0.004133866211306513,-0.017531240942119657,1.540553335838468e-05,299.9999845944668,12.235379127804075,3.029787914344926e-09
