milliseconds,S1,DNA_000,DNA_100,DNA_010,DNA_001,DNA_110,DNA_101,DNA_011,DNA_111,DNA_1B10,DNA_01B1,DNA_1B11,DNA_11B1,DNA_1B1B1
1100,9.76351677728147e-11,9.784020350621099e-11,9.495857356942604e-15,1.9094692640389727e-12,9.536907859590271e-15,1.8422412835081305e-16,9.484538022687359e-19,1.855634196400557e-16,5.705420073457901e-21,1.1093865905148554e-13,1.1172150717604954e-13,9.14850050212309e-19,8.92602571355556e-19,5.677036135736217e-16
1200,9.761844461965615e-11,9.785608038345208e-11,9.502059807880514e-15,1.9185968928905795e-12,9.557490987185399e-15,1.8522192844469252e-16,9.55785732267579e-19,1.8458248384799053e-16,5.699104407336966e-21,1.106590164856283e-13,1.1186605741239625e-13,9.592281102917285e-19,1.038054069739133e-18,5.918910607689009e-16
1300,9.761185473948909e-11,9.783101334505525e-11,9.492077968533634e-15,1.9022651340838654e-12,9.540970814677251e-15,1.8672819868314116e-16,9.45539470221285e-19,1.8724853608070952e-16,5.839242254203328e-21,1.1199297577642622e-13,1.1153053088015802e-13,1.1201059744944066e-18,1.0623740953777327e-18,6.295421263791748e-16
1400,9.76336935384428e-11,9.785263850873151e-11,9.617881454552225e-15,1.8992783646541865e-12,9.520344278077793e-15,1.8537530478805095e-16,9.413273047262532e-19,1.8720850517928433e-16,5.933526491093198e-21,1.1244312751829359e-13,1.1185694431382546e-13,1.146803501541249e-18,1.1992695570389336e-18,6.733209108077682e-16
1500,9.760820016426754e-11,9.783108197031443e-11,9.577245898313358e-15,1.9047305856435083e-12,9.541451160765052e-15,1.8628065679152436e-16,9.373864775546046e-19,1.8707125192556536e-16,6.03879558779182e-21,1.1215799765809458e-13,1.1158159126750338e-13,1.2300326743869456e-18,1.194528601552206e-18,7.037935607485023e-16
1600,9.760820016007441e-11,9.785483395686933e-11,9.555735916898071e-15,1.909688823446421e-12,9.565897477409266e-15,1.8503869511769692e-16,9.458998384521137e-19,1.8538220079588728e-16,6.064712193625269e-21,1.1236517873622696e-13,1.1137734010036108e-13,1.2530831907028382e-18,1.2567915965509386e-18,7.580169859451973e-16
1700,9.762595743372735e-11,9.784621693301085e-11,9.526607272928335e-15,1.8988353919088187e-12,9.578807700894622e-15,1.854374036406264e-16,9.42719825529824e-19,1.8565850090152463e-16,6.2450954141900265e-21,1.1094354746658817e-13,1.1101622326444459e-13,1.3882948861805437e-18,1.33066164594234e-18,8.249043005583278e-16
1800,9.763319109766526e-11,9.78413436829727e-11,9.59627230968519e-15,1.9082994582958565e-12,9.516156091247856e-15,1.8639670110285373e-16,9.411985813276148e-19,1.8558016927093512e-16,6.300512641682473e-21,1.1151934717500264e-13,1.1220061469379869e-13,1.4397986691932526e-18,1.3578835262465316e-18,8.246550975483687e-16
1900,9.761685821712713e-11,9.783947760323897e-11,9.582552910449494e-15,1.909501834026061e-12,9.569881477998892e-15,1.8733323448058823e-16,9.323686625819641e-19,1.8578376522005415e-16,6.325460895974621e-21,1.1208483941070163e-13,1.125124771661237e-13,1.4250056820267372e-18,1.459011233463917e-18,8.659417619749569e-16
2000,9.760713727803671e-11,9.785802076543284e-11,9.492911694299944e-15,1.9066001390062176e-12,9.5956178484409e-15,1.8676061155451e-16,9.365565566381058e-19,1.8642109845230429e-16,6.364460783225397e-21,1.1108334031225954e-13,1.1208579276226248e-13,1.5170351593038348e-18,1.5054949083630932e-18,8.90759839280332e-16
2100,9.760954056534535e-11,9.783695945715294e-11,9.579455175222081e-15,1.9006927286806516e-12,9.51180833453969e-15,1.8525438453677533e-16,9.327256975189065e-19,1.8701917864188013e-16,6.5484419955742596e-21,1.1151148462647076e-13,1.1140175828067197e-13,1.5418473613537553e-18,1.6208912406789401e-18,9.748670833600108e-16
2200,9.761824559845614e-11,9.784100596424974e-11,9.55035779138529e-15,1.9162292819729934e-12,9.567999142099343e-15,1.8515900024007946e-16,9.401617702923925e-19,1.8621169980861992e-16,6.6103794399767756e-21,1.1241510206394989e-13,1.1170952753123276e-13,1.6226197347560098e-18,1.6248545234193944e-18,9.56598699873797e-16
2300,9.760387546227517e-11,9.785304288384957e-11,9.499135286670614e-15,1.913625968261116e-12,9.492216606717614e-15,1.8728582693030346e-16,9.437404295456002e-19,1.857509531169862e-16,6.6403621525379996e-21,1.1106972729322778e-13,1.1251102111801907e-13,1.7498988649968445e-18,1.7083206193429601e-18,1.0356670182196227e-15
2400,9.760623662067074e-11,9.783737465443242e-11,9.607400959749005e-15,1.9024438301818648e-12,9.611027358143612e-15,1.872811239185351e-16,9.346895749323542e-19,1.8663791349249908e-16,6.806776301011612e-21,1.1159512235642787e-13,1.1177441068198265e-13,1.7989635201875695e-18,1.789015566566788e-18,1.0711797225063226e-15
2500,9.763003249478386e-11,9.784854836272721e-11,9.576045979921919e-15,1.9136861748257314e-12,9.49969075741494e-15,1.853079678019091e-16,9.318743098536048e-19,1.8503454613156175e-16,6.805470080654045e-21,1.110263736266963e-13,1.1135312971709328e-13,1.823858004733138e-18,1.8448251172731666e-18,1.0873603937349506e-15
2600,9.7620227444429e-11,9.783462750461198e-11,9.521473336937773e-15,1.9088485337014132e-12,9.51169267891993e-15,1.8546731650667855e-16,9.438313351376313e-19,1.8628102168038062e-16,6.844986452851796e-21,1.1118614049628434e-13,1.1220387423168075e-13,1.8577308066025366e-18,1.8698417478771844e-18,1.1281199617485574e-15
2700,9.761322569276983e-11,9.78594314995074e-11,9.549732016353426e-15,1.9039957692983005e-12,9.593206163228734e-15,1.8744586978583486e-16,9.373218317168537e-19,1.8509616144000348e-16,7.020206288800909e-21,1.1110608878157374e-13,1.1238998099547249e-13,1.9470383227434875e-18,1.9421960179098458e-18,1.1609074797289598e-15
2800,9.761785249982419e-11,9.785456668393272e-11,9.576467663629635e-15,1.923162012677393e-12,9.55224578196357e-15,1.8751090021814336e-16,9.385749652783663e-19,1.86068252143906e-16,7.021480464468993e-21,1.1117877719657424e-13,1.1187187675271265e-13,1.990367030422776e-18,2.0039053491739278e-18,1.1955568581093872e-15
2900,9.761727075752538e-11,9.783302199579065e-11,9.551915123626258e-15,1.920789162179821e-12,9.52103729682619e-15,1.8677102256310437e-16,9.427943683656399e-19,1.8520793417547142e-16,7.123512183522194e-21,1.1230170677703047e-13,1.1222186202142694e-13,2.079560133165129e-18,2.097829933498602e-18,1.2551488216597575e-15
3000,9.763077762436409e-11,9.785284260419401e-11,9.56424527320775e-15,1.9079381071737426e-12,9.512291859549951e-15,1.8696815266624827e-16,9.363797623918617e-19,1.8683434200372711e-16,7.16449469665927e-21,1.116326241301393e-13,1.1252254790722053e-13,2.1376209942223895e-18,2.1561087350273534e-18,1.249365095230593e-15
3100,9.762471114423743e-11,9.783672331792356e-11,9.571445543930506e-15,1.9018668861548832e-12,9.580996426945522e-15,1.8684410174007498e-16,9.402146247076013e-19,1.8529416859000115e-16,7.27257662972075e-21,1.120451994855421e-13,1.1165280364545515e-13,2.161746634856028e-18,2.222595658126597e-18,1.3258078557851134e-15
3200,9.761505912515562e-11,9.785334099497733e-11,9.491348312321739e-15,1.9010161806584874e-12,9.514315582571778e-15,1.8509752650281554e-16,9.343944061772548e-19,1.8542933638037192e-16,7.348064632210228e-21,1.119018955551592e-13,1.1228193261366726e-13,2.239253688877592e-18,2.203011336436348e-18,1.3701002889142557e-15
3300,9.762855114713657e-11,9.784480246116445e-11,9.519885508450824e-15,1.904571459390834e-12,9.547240081811795e-15,1.8677582588051778e-16,9.416153076760353e-19,1.8744339673382678e-16,7.395765265920625e-21,1.1152752940784436e-13,1.1180048491254204e-13,2.311643463196727e-18,2.302564428145132e-18,1.364939269496802e-15
3400,9.761120295952192e-11,9.78369765919966e-11,9.52247937970369e-15,1.8972434817340908e-12,9.513679934914492e-15,1.8570461573925905e-16,9.412246120716248e-19,1.8672582565070885e-16,7.545251570668597e-21,1.111714020875594e-13,1.1129892603126206e-13,2.406334154036461e-18,2.397264222574675e-18,1.4411970947126004e-15
3500,9.76062987072532e-11,9.785584716826563e-11,9.575596410723936e-15,1.921027767615051e-12,9.614890708233145e-15,1.8555251003680492e-16,9.343582887759605e-19,1.870752331036638e-16,7.591069713802327e-21,1.1199462846099203e-13,1.121484970408596e-13,2.3914462020775274e-18,2.3988368295550273e-18,1.4682290711010524e-15
3600,9.763144331479144e-11,9.784458701573707e-11,9.616346601130478e-15,1.9087932887384217e-12,9.535943797503812e-15,1.8708480456322492e-16,9.403942203690443e-19,1.8505998953458515e-16,7.669152336437256e-21,1.1154437582509313e-13,1.1165236514844684e-13,2.489428221298771e-18,2.4594431453636944e-18,1.5134983561714602e-15
3700,9.760211598035991e-11,9.785738808329523e-11,9.591842372671446e-15,1.9128143841751798e-12,9.566311691807803e-15,1.870111993411634e-16,9.426490778849997e-19,1.873233250027957e-16,7.670333898133526e-21,1.1189365523116668e-13,1.1226635270411471e-13,2.514578436073976e-18,2.5897701612018396e-18,1.5479519624795232e-15
3800,9.763157030172388e-11,9.78320107868989e-11,9.601762203633884e-15,1.8976233665053726e-12,9.52577469792897e-15,1.8610278201180665e-16,9.384480778469146e-19,1.8544835107706018e-16,7.783809276613834e-21,1.1226603411385572e-13,1.1121270408257177e-13,2.5953447537117224e-18,2.646141357014882e-18,1.5912376029936262e-15
3900,9.763381698319947e-11,9.783131297915089e-11,9.517648143966636e-15,1.9165543573114398e-12,9.535077092268538e-15,1.854359569686823e-16,9.377922637353216e-19,1.8639936791014865e-16,7.870930277693221e-21,1.1232975415209766e-13,1.1106057543365648e-13,2.658679585498666e-18,2.6521346625624195e-18,1.5871406560581152e-15
4000,9.762886010580168e-11,9.785791617412657e-11,9.522270263240043e-15,1.8969867227043077e-12,9.563679563492334e-15,1.8530697603551888e-16,9.367041059528867e-19,1.8557597561410224e-16,7.891973008225572e-21,1.1206707983273157e-13,1.1106341454719133e-13,2.7667902437523514e-18,2.7437773555860307e-18,1.663677260914068e-15
4100,9.760286769889484e-11,9.785262065949355e-11,9.597287712370559e-15,1.9060969677439805e-12,9.542902756770067e-15,1.8564496075018802e-16,9.309272559820572e-19,1.8740035623250502e-16,8.062622805684957e-21,1.1176075134579916e-13,1.1195779253193228e-13,2.8383839062531305e-18,2.787784144964544e-18,1.6745005784611862e-15
4200,9.76289164440493e-11,9.784179760540686e-11,9.564766699839778e-15,1.921364894403702e-12,9.486467647399808e-15,1.8753522195926238e-16,9.289834628883732e-19,1.8674284761871569e-16,8.097730631505915e-21,1.1247790728980966e-13,1.1174982220993791e-13,2.8995808554762602e-18,2.8781992616816832e-18,1.7151584516427146e-15
4300,9.761765483620821e-11,9.785403110071507e-11,9.574267792890193e-15,1.9167428777761205e-12,9.557582323704717e-15,1.874579477933861e-16,9.323429915196324e-19,1.8623639262980075e-16,8.265225469953203e-21,1.1149461444725736e-13,1.1201587183796436e-13,2.918544834457285e-18,2.9446138652340615e-18,1.7407439410088297e-15
4400,9.761861209139809e-11,9.785228520238477e-11,9.50009008196274e-15,1.9215944726387163e-12,9.570035373689121e-15,1.8708001557415328e-16,9.37521565314381e-19,1.865612606678646e-16,8.250764994682156e-21,1.1183804167202756e-13,1.1120300760734621e-13,3.0113651865719656e-18,2.9812127029253945e-18,1.7868294250369554e-15
4500,9.762506049231968e-11,9.783895428402518e-11,9.484859781268441e-15,1.896872258509685e-12,9.49350392108402e-15,1.8694726604658616e-16,9.392025361377667e-19,1.8767489522254514e-16,8.413122412566844e-21,1.1106835076094952e-13,1.1126390605819557e-13,3.0099770623824496e-18,3.0223026673180952e-18,1.816291401174108e-15
4600,9.763057968879575e-11,9.785664034442266e-11,9.599134280921727e-15,1.908120125955261e-12,9.534890570996624e-15,1.8677518047050682e-16,9.404638810799153e-19,1.8601005660094105e-16,8.381607907418485e-21,1.1182042606059647e-13,1.1168388387974124e-13,3.0833755924056932e-18,3.1089917607914407e-18,1.848050580452444e-15
4700,9.760372987974681e-11,9.784312374296849e-11,9.515231579023226e-15,1.897209586047621e-12,9.597063863163509e-15,1.852754302249054e-16,9.366281317700604e-19,1.8567176789590456e-16,8.542795769715979e-21,1.1173001072432035e-13,1.1237317954390297e-13,3.1780047696857072e-18,3.200287355743217e-18,1.8833597458344846e-15
4800,9.761631466386451e-11,9.7843122234289e-11,9.587307632804256e-15,1.912772867740861e-12,9.60230607353618e-15,1.8669661883737714e-16,9.395811150809856e-19,1.8532497380309412e-16,8.5349119817768e-21,1.119664760376401e-13,1.1184191303756815e-13,3.191658117382798e-18,3.20984657129498e-18,1.933824613661059e-15
4900,9.76084614289181e-11,9.784519811847315e-11,9.504679249097485e-15,1.897333587607344e-12,9.572466510245216e-15,1.8605494637241073e-16,9.39405046842851e-19,1.8551487983987562e-16,8.575892227347633e-21,1.1186938827673524e-13,1.1145243091217679e-13,3.278360419898188e-18,3.2803651673513633e-18,1.9812606364275646e-15
5000,9.7604414149008e-11,9.783730516975504e-11,9.525481150648542e-15,1.907145763593951e-12,9.539125017642795e-15,1.8761521470968896e-16,9.358391541774677e-19,1.8598480219887416e-16,8.706973537636372e-21,1.1263939130752882e-13,1.126152215847383e-13,3.307115664193303e-18,3.3130443544684633e-18,2.0119832337358305e-15
