milliseconds,S1,DNA_000,DNA_100,DNA_010,DNA_001,DNA_110,DNA_101,DNA_011,DNA_111,DNA_1B10,DNA_01B1,DNA_1B11,DNA_11B1,DNA_1B1B1
2000,9.763563131501778e-11,9.783068516186285e-11,9.49759691477936e-15,1.905747035976279e-12,9.577274601780663e-15,1.8625702211812546e-16,9.406502907490148e-19,1.8710071177209676e-16,6.45129062596737e-21,1.123172047802143e-13,1.1174354663090338e-13,1.4945603185529603e-18,1.561448167428379e-18,9.241515197874112e-16
2100,9.76361716354152e-11,9.785479478338387e-11,9.560976193521682e-15,1.9031329112795756e-12,9.542368415137741e-15,1.8616875976371365e-16,9.30892224235604e-19,1.871324906890215e-16,6.580068018844009e-21,1.1195429619707182e-13,1.1208001713602532e-13,1.5579690803994626e-18,1.545784667199176e-18,9.212980160469083e-16
2200,9.763165149002753e-11,9.784113433479063e-11,9.579031665161248e-15,1.922384587949435e-12,9.485884079324928e-15,1.859424376167037e-16,9.346532970547832e-19,1.8668122624046628e-16,6.6509125035403435e-21,1.118567380546571e-13,1.1152258450378521e-13,1.6156931931766355e-18,1.6625725909349616e-18,9.715073745986001e-16
2300,9.761883373010713e-11,9.786055610072446e-11,9.487421431970506e-15,1.922281663577486e-12,9.557506666034305e-15,1.8550819326354753e-16,9.32305785609813e-19,1.8568774205389985e-16,6.63330253927387e-21,1.1202818666380924e-13,1.1130465916445639e-13,1.7445178656528886e-18,1.7486187477365895e-18,1.0232953271578932e-15
2400,9.761506085443329e-11,9.784906448851691e-11,9.546924977703169e-15,1.9100906923109188e-12,9.50494460367849e-15,1.8636052899762954e-16,9.432936442206064e-19,1.8681642744943853e-16,6.789446612047073e-21,1.1204778855586355e-13,1.1233082570614218e-13,1.7423888476348246e-18,1.7636025437317746e-18,1.0626773329996805e-15
2500,9.762951074651308e-11,9.785431380962348e-11,9.595061899558062e-15,1.8970563426999634e-12,9.575040510509035e-15,1.852393997710679e-16,9.388397125429236e-19,1.8534703930273086e-16,6.83413251953578e-21,1.1139912120515977e-13,1.1226898008424825e-13,1.8443782235881583e-18,1.8413658712232768e-18,1.1059510304827237e-15
2600,9.760367819836936e-11,9.78326642834988e-11,9.495474139197692e-15,1.8970678345535003e-12,9.499039281091133e-15,1.8565218649122414e-16,9.349124973261639e-19,1.8668215638488978e-16,6.83757709701941e-21,1.1106237685119461e-13,1.1123710743127061e-13,1.8551603585760976e-18,1.8870884543106404e-18,1.1552809787092787e-15
2700,9.760525835156754e-11,9.784897094513586e-11,9.534361358885487e-15,1.909725166653954e-12,9.54030317496459e-15,1.8534150720947283e-16,9.414885950816872e-19,1.851332419861926e-16,6.980667579644173e-21,1.1168497446142929e-13,1.119891262407039e-13,1.940706763640492e-18,1.9393840667622652e-18,1.1399050113899803e-15
2800,9.762780331967446e-11,9.785624317297791e-11,9.547770458067245e-15,1.904555181684769e-12,9.592297701307508e-15,1.852615437242935e-16,9.305022987337943e-19,1.8756692221574445e-16,7.122760279584562e-21,1.1118226773372209e-13,1.1182846835633346e-13,2.0216311740579363e-18,1.9744801102229794e-18,1.225008622145206e-15
2900,9.761664671338212e-11,9.785975901712318e-11,9.604788227593071e-15,1.8996935825340535e-12,9.611894289724862e-15,1.866267436938643e-16,9.328550316140088e-19,1.8715349292826456e-16,7.141512839675006e-21,1.123854897825287e-13,1.1248908761463046e-13,2.0862232389584032e-18,2.113165414000508e-18,1.2287014992157101e-15
3000,9.762457099813501e-11,9.783855786555534e-11,9.6180946358659e-15,1.9047506121784573e-12,9.524965587416002e-15,1.8568241632193418e-16,9.386029275030257e-19,1.8695660782285696e-16,7.193218091646012e-21,1.1214139136889552e-13,1.1124518270716545e-13,2.1356012939512807e-18,2.0947104909921745e-18,1.25163581177841e-15
3100,9.760818794814986e-11,9.783708854379711e-11,9.529002610532074e-15,1.9088562772434187e-12,9.554033276335808e-15,1.8735296420861495e-16,9.424566914953161e-19,1.863840437365328e-16,7.224265939317543e-21,1.1232527309325212e-13,1.1243068774686261e-13,2.1901193238757975e-18,2.2351935614017535e-18,1.298189205610571e-15
3200,9.761578137620284e-11,9.783146827446497e-11,9.603017763278126e-15,1.898107226348185e-12,9.563642082166048e-15,1.8679764214089193e-16,9.357014068499983e-19,1.868655335491699e-16,7.33449020693099e-21,1.1147208523618251e-13,1.1178857825983581e-13,2.24788414201014e-18,2.2575959241878014e-18,1.3429518233544799e-15
3300,9.761263669126568e-11,9.7840152104932e-11,9.604560037359753e-15,1.9006549342906806e-12,9.535742459924682e-15,1.8763391205029997e-16,9.326340606738686e-19,1.8530341204846425e-16,7.362240719313788e-21,1.1127223593524846e-13,1.1208273465195603e-13,2.261200183094764e-18,2.3011479401265012e-18,1.3663849089035496e-15
3400,9.762923596093759e-11,9.783346233713225e-11,9.554551632288921e-15,1.899603354977354e-12,9.529441125951288e-15,1.8657119912274821e-16,9.42802579008391e-19,1.8630132316662728e-16,7.476053654321175e-21,1.1252745702889981e-13,1.1148043279753814e-13,2.324939101650731e-18,2.3916273463070084e-18,1.4443719635154518e-15
3500,9.761433368854562e-11,9.78356577957908e-11,9.597344847237931e-15,1.91041401981057e-12,9.487622869480633e-15,1.8657156772837314e-16,9.397987646989903e-19,1.8745412801476947e-16,7.546351698580848e-21,1.1243545878809102e-13,1.1164518106384475e-13,2.3918064872051154e-18,2.4105608063294696e-18,1.4569219897843521e-15
3600,9.76130065654061e-11,9.784748219747041e-11,9.589827281994573e-15,1.9020923516358116e-12,9.568734238378012e-15,1.8727951849845143e-16,9.399539877441706e-19,1.8731007458536654e-16,7.708696466582024e-21,1.1169437052367344e-13,1.1193663444643047e-13,2.516219697177401e-18,2.4516384730741175e-18,1.5166783721083664e-15
3700,9.760724868413229e-11,9.783521485160529e-11,9.544432818948461e-15,1.9098233345924888e-12,9.502605291311497e-15,1.8589784669725045e-16,9.36421873609042e-19,1.8518205582893332e-16,7.75629736027007e-21,1.1220777370291423e-13,1.1125234821970285e-13,2.546832706026798e-18,2.520367413834897e-18,1.5186537894857815e-15
3800,9.761846453953891e-11,9.785016975343351e-11,9.607109735484616e-15,1.911066255088564e-12,9.49638557758208e-15,1.8673982668396622e-16,9.353671392770153e-19,1.8616886459325162e-16,7.847370293956156e-21,1.1149740950056257e-13,1.1118370610838789e-13,2.579989126425907e-18,2.622610338782697e-18,1.5867738426091214e-15
3900,9.762394173190129e-11,9.785162234691015e-11,9.578874389109697e-15,1.899516236453356e-12,9.50105836489061e-15,1.8727671080706851e-16,9.379241774154058e-19,1.866968747254298e-16,7.818768904895814e-21,1.1242659438738628e-13,1.1245544680957333e-13,2.66365594340799e-18,2.7197767633323792e-18,1.6189182491780466e-15
4000,9.762869544331657e-11,9.783863519501467e-11,9.566694092303822e-15,1.901172658981367e-12,9.572484545444336e-15,1.8599711879635176e-16,9.342325794233147e-19,1.8665041864068987e-16,8.021437617293676e-21,1.1139266865552783e-13,1.1138863921275088e-13,2.7532709151693743e-18,2.7304136894129803e-18,1.6133214065536167e-15
4100,9.76146213828484e-11,9.785383607525912e-11,9.541155632526328e-15,1.9071766403140515e-12,9.546690455396618e-15,1.8623953933987114e-16,9.345063255262926e-19,1.8552529946442383e-16,8.052521643810386e-21,1.1124287368657664e-13,1.116600084931366e-13,2.8369970268056576e-18,2.8326663747306437e-18,1.6609457108858181e-15
4200,9.761975169276917e-11,9.78496300218764e-11,9.511156049556935e-15,1.923654684829101e-12,9.612667001796384e-15,1.861652789493095e-16,9.39607476563502e-19,1.8760556159747892e-16,8.162363402473534e-21,1.1250543767056127e-13,1.113618646556529e-13,2.84725149693665e-18,2.8379932716146205e-18,1.6858339688515423e-15
4300,9.762138709997151e-11,9.783413341102665e-11,9.589122571524419e-15,1.923011107584808e-12,9.614178431832663e-15,1.8686668314127218e-16,9.392625953614084e-19,1.867811210349536e-16,8.198084513273986e-21,1.1196968212061517e-13,1.1182879023883859e-13,2.9289962138816436e-18,2.880781265977079e-18,1.7556014004791313e-15
4400,9.761846780598314e-11,9.785384961470475e-11,9.603693632498164e-15,1.9055444108778654e-12,9.540838499054014e-15,1.8597425355754275e-16,9.338133552995511e-19,1.8631535040208303e-16,8.203664736866997e-21,1.1190008204959837e-13,1.1252664787422501e-13,2.9453722955739588e-18,2.9438899498331265e-18,1.7824551991932184e-15
4500,9.762531080758634e-11,9.784718093521442e-11,9.60051561122427e-15,1.9000890720933856e-12,9.490318955978957e-15,1.8666133312849418e-16,9.328914352128583e-19,1.8653773139567299e-16,8.289393647819784e-21,1.1189250594005006e-13,1.1182739718742372e-13,3.0249399511505135e-18,3.07306169145e-18,1.8358862482817866e-15
4600,9.762919634924991e-11,9.783452844762555e-11,9.487823690958409e-15,1.902612835273894e-12,9.507513485065624e-15,1.8627318590709354e-16,9.370508791461276e-19,1.8636604836586367e-16,8.363140384702035e-21,1.1224223575281099e-13,1.1225249918270029e-13,3.128957829710369e-18,3.052922378292744e-18,1.881760909762848e-15
4700,9.76247698988573e-11,9.783923367004872e-11,9.510901320128085e-15,1.9173703019641756e-12,9.577554911980182e-15,1.8644125504884412e-16,9.359888170363179e-19,1.8536657748866083e-16,8.498517989787907e-21,1.1134028002214424e-13,1.1219370758207717e-13,3.185017709007984e-18,3.19249930712614e-18,1.8782307067306453e-15
4800,9.763000395261345e-11,9.7848310889694e-11,9.545814531943063e-15,1.913772466026267e-12,9.607402907124793e-15,1.8536003048866816e-16,9.350886190340521e-19,1.8713050034626185e-16,8.503632300228556e-21,1.1135150844805713e-13,1.1248087519886954e-13,3.249583220077484e-18,3.2559112779525906e-18,1.909362119215168e-15
4900,9.761031819006819e-11,9.784113771239498e-11,9.608478287910982e-15,1.89724996693647e-12,9.492585094306282e-15,1.863154305484958e-16,9.315722899153694e-19,1.871310773661346e-16,8.694179895517428e-21,1.1204212083213108e-13,1.1151572962121233e-13,3.312027920322728e-18,3.3200377583873326e-18,1.952031522103896e-15
5000,9.762170544378394e-11,9.785691034491356e-11,9.485800699632326e-15,1.923089140372927e-12,9.540341908766896e-15,1.873533854467723e-16,9.375009375684778e-19,1.8659975085342307e-16,8.687186847923593e-21,1.111522827471426e-13,1.1247957284455585e-13,3.297952267595342e-18,3.30940519611402e-18,2.0001387812022426e-15
