milliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
2300,9901.37917596721,-0.6581454583311293,199.29158321856679,10.0,10.0,10.0,10.0,10.0,10.0,4.194493573880548,2.7866537059050667,2.97633669407917,2.137366640082458,2.733155423415859,3.1150774573503193,10.0,10.0,10.0,10.0,10.0,10.0
2400,9900.944449807284,0.07535546665612633,199.52382045304287,10.0,10.0,10.0,10.0,10.0,10.0,4.142638048709586,2.889715204004492,2.890991214392762,2.279119505532557,2.706143256283306,3.168202981836945,10.0,10.0,10.0,10.0,10.0,10.0
2500,9900.083572630356,-1.2607360854358547,200.9254750612032,10.0,10.0,10.0,10.0,10.0,10.0,4.224612179506088,2.947554882167491,3.0713077513765987,2.224025953151132,2.8004282334924007,3.211990309094143,10.0,10.0,10.0,10.0,10.0,10.0
2600,9899.076259415253,0.7743430285428655,201.39761842408276,10.0,10.0,10.0,10.0,10.0,10.0,4.222014325931678,2.9862033761669835,3.126151914175161,2.33638268503746,2.7989021436331467,3.4087753475065967,10.0,10.0,10.0,10.0,10.0,10.0
2700,9900.698603591172,1.1748216602120432,200.69383580179604,10.0,10.0,10.0,10.0,10.0,10.0,4.331049116718525,3.002266661826201,3.111940943697139,2.4008572345203407,2.8751932710787265,3.4237363668563026,10.0,10.0,10.0,10.0,10.0,10.0
2800,9899.246031185963,-0.025918253976377387,200.14561036147018,10.0,10.0,10.0,10.0,10.0,10.0,4.262717487383279,3.0863976001620563,3.1341176263572175,2.420779027696055,2.8156679789451546,3.3959750514271603,10.0,10.0,10.0,10.0,10.0,10.0
2900,9901.110492996324,-0.9612401601847547,200.8573813497965,10.0,10.0,10.0,10.0,10.0,10.0,4.391056717820907,3.0081346869776815,3.1695737013556027,2.6487282630119444,2.8304040224521017,3.459163388066955,10.0,10.0,10.0,10.0,10.0,10.0
3000,9899.943748663583,-0.4825801211766014,201.2438206811163,10.0,10.0,10.0,10.0,10.0,10.0,4.36305451386741,3.0744596706764313,3.2768540450550976,2.825396918116864,2.843292973051704,3.4220429547678775,10.0,10.0,10.0,10.0,10.0,10.0
3100,9899.66404272762,-1.0505002965930212,200.8769698967872,10.0,10.0,10.0,10.0,10.0,10.0,4.3448476925563675,3.1878524794072183,3.2327762967817573,2.860473820284022,2.861061566298794,3.517707455718109,10.0,10.0,10.0,10.0,10.0,10.0
3200,9900.878767109478,0.7118573480326124,198.9909966370115,10.0,10.0,10.0,10.0,10.0,10.0,4.246023848576997,3.0808119111613665,3.275061288627508,2.9413191786244113,2.904769663215192,3.4944124587003946,10.0,10.0,10.0,10.0,10.0,10.0
3300,9899.007476232866,-0.5199683410414317,199.5797496686805,10.0,10.0,10.0,10.0,10.0,10.0,4.231502088297485,3.114639463511893,3.2756070226865686,3.0361339138634142,2.9682730606753625,3.6142363847796353,10.0,10.0,10.0,10.0,10.0,10.0
3400,9900.061958038123,0.8814169915577523,199.07784205921732,10.0,10.0,10.0,10.0,10.0,10.0,4.394507913925081,3.2314971260774543,3.2430579670021245,2.9938511155633885,3.0277899483752257,3.6089026044558747,10.0,10.0,10.0,10.0,10.0,10.0
3500,9900.193253569314,0.5478361636138211,198.7885297020985,10.0,10.0,10.0,10.0,10.0,10.0,4.308730656791912,3.2422102128550185,3.269782478247354,3.1198391378451955,2.9960579590548266,3.610294245981808,10.0,10.0,10.0,10.0,10.0,10.0
3600,9899.115809289922,0.6917740984506976,201.24695997823113,10.0,10.0,10.0,10.0,10.0,10.0,4.306765899167749,3.2598212038972587,3.4525554469694506,3.0845938248450393,2.9989174521256534,3.5803304326092857,10.0,10.0,10.0,10.0,10.0,10.0
3700,9898.920880537264,-0.15231130600022608,198.6335064454984,10.0,10.0,10.0,10.0,10.0,10.0,4.396683817638372,3.2945341222656737,3.392457585751802,3.3682123764413685,3.1046967581966807,3.6206730377778054,10.0,10.0,10.0,10.0,10.0,10.0
3800,9901.133184750048,0.04055143897975637,201.27714999469225,10.0,10.0,10.0,10.0,10.0,10.0,4.191001252255532,3.2830997349249578,3.4259206624553737,3.2401978920281738,3.068907310031346,3.63404336811791,10.0,10.0,10.0,10.0,10.0,10.0
3900,9900.524880218076,-0.8453318023805643,200.71417029996587,10.0,10.0,10.0,10.0,10.0,10.0,4.191014103185542,3.3808089382698143,3.5394650951200988,3.409126035289541,3.0943805964742572,3.6639228352609208,10.0,10.0,10.0,10.0,10.0,10.0
4000,9899.314113968247,-0.45807115914785995,200.99701474766826,10.0,10.0,10.0,10.0,10.0,10.0,4.3630020817454715,3.3809517050559643,3.46629643261697,3.4675356518619496,3.110839518998589,3.786834267901984,10.0,10.0,10.0,10.0,10.0,10.0
4100,9899.596627941657,0.9442597272569744,200.21785486951543,10.0,10.0,10.0,10.0,10.0,10.0,4.349137088873971,3.331870686961126,3.5573594739177947,3.5212818686883924,3.12272937931854,3.7256829385937373,10.0,10.0,10.0,10.0,10.0,10.0
4200,9901.01198662281,-0.2239538701607738,200.10634160539766,10.0,10.0,10.0,10.0,10.0,10.0,4.311078362067207,3.3449106638705124,3.4863412343099895,3.612959161760472,3.1211634049303534,3.779356201330516,10.0,10.0,10.0,10.0,10.0,10.0
4300,9899.806822679044,-0.3787945612000201,201.3734612508668,10.0,10.0,10.0,10.0,10.0,10.0,4.279869866068342,3.3963201893283794,3.5779710467324257,3.7355955870307214,3.1553907861060333,3.7390540607200418,10.0,10.0,10.0,10.0,10.0,10.0
4400,9901.042811853687,0.3489058777725374,198.61179181553155,10.0,10.0,10.0,10.0,10.0,10.0,4.198857050601283,3.4424072663822316,3.661839524651802,3.8002004131482883,3.1961941190310017,3.839553493117712,10.0,10.0,10.0,10.0,10.0,10.0
4500,9899.383795670952,-0.4260785853069078,200.75725624684915,10.0,10.0,10.0,10.0,10.0,10.0,4.090868771913161,3.426544200797379,3.6266378635008145,3.926497013189677,3.1890243745553235,3.7440646084088334,10.0,10.0,10.0,10.0,10.0,10.0
4600,9901.213894671273,-1.2959434790613327,201.31089335474098,10.0,10.0,10.0,10.0,10.0,10.0,4.285068814858514,3.5218101449350834,3.5985600218321454,4.016419330567967,3.212592603628927,3.789369068313873,10.0,10.0,10.0,10.0,10.0,10.0
4700,9900.200158932,-1.2768676202770664,199.80344027704245,10.0,10.0,10.0,10.0,10.0,10.0,4.1156947952451,3.4865822004995657,3.6830683079931466,4.130389292717725,3.3230661174198897,3.8543029434912564,10.0,10.0,10.0,10.0,10.0,10.0
4800,9898.995185899965,0.9440729413016556,200.91716329928758,10.0,10.0,10.0,10.0,10.0,10.0,4.254081227279133,3.390247994049528,3.6706828283401656,3.9966133276288907,3.31567101512059,3.9516432170545794,10.0,10.0,10.0,10.0,10.0,10.0
4900,9900.571063942083,-0.3125983097326948,200.72782455305375,10.0,10.0,10.0,10.0,10.0,10.0,4.232975572351852,3.415653258138843,3.6673648979936284,4.044063628138788,3.284507443828766,3.836934861206472,10.0,10.0,10.0,10.0,10.0,10.0
5000,9900.495266884222,-1.1196547608433598,198.9612662677963,10.0,10.0,10.0,10.0,10.0,10.0,3.994152395086212,3.4862334901596213,3.8130175644148703,4.188341016964261,3.354499206675729,3.8282888642053208,10.0,10.0,10.0,10.0,10.0,10.0
