milliseconds,S1,DNA_000,DNA_100,DNA_010,DNA_001,DNA_110,DNA_101,DNA_011,DNA_111,DNA_1B10,DNA_01B1,DNA_1B11,DNA_11B1,DNA_1B1B1
1000,9.761329420661986e-11,9.786610186800809e-11,9.518301203868287e-15,1.892078218188754e-12,9.42531145541185e-15,1.824359993108703e-16,9.542897699217693e-19,1.8470293069030692e-16,5.609033756655964e-21,1.097764307869565e-13,1.1052521316634027e-13,9.028484963900634e-19,8.617843880855068e-19,5.243710379492927e-16
1100,9.76347137013299e-11,9.784026148407821e-11,9.50563857368095e-15,1.8910865355824594e-12,9.575288055142884e-15,1.835279761369322e-16,9.625781649888132e-19,1.8580058786194218e-16,5.514875548521992e-21,1.1071047140564355e-13,1.1214673874790022e-13,9.863205683865207e-19,8.378297790764274e-19,5.589319816101597e-16
1200,9.76192575596707e-11,9.782171795608706e-11,9.604942886099871e-15,1.9013259201715295e-12,9.646835120066263e-15,1.8306014745578845e-16,9.533180616705968e-19,1.8553168216116146e-16,5.754698454298872e-21,1.1234855724565289e-13,1.1107498521816061e-13,9.345968413735463e-19,9.385951436218552e-19,6.034991358399677e-16
1300,9.761401295967163e-11,9.784542678969074e-11,9.67828363011384e-15,1.9114012133126735e-12,9.628858442742478e-15,1.8567525360146103e-16,9.42896737063237e-19,1.8522460190019231e-16,5.89886059698941e-21,1.1090418576835384e-13,1.127705679874019e-13,1.0326277979520693e-18,1.054951106138483e-18,6.061723288686257e-16
1400,9.764642823784109e-11,9.784280560970641e-11,9.421572274152264e-15,1.9290193690336083e-12,9.614051951279381e-15,1.8690744362355103e-16,9.499801449614852e-19,1.86419220966976e-16,5.96629179010748e-21,1.1306643564568067e-13,1.1119089171008208e-13,1.2446602652922057e-18,1.1516093722320453e-18,6.507510136787503e-16
1500,9.759334461818321e-11,9.781922765859999e-11,9.67221041011579e-15,1.9295903988249555e-12,9.478546053627371e-15,1.8641538917377824e-16,9.386470429652134e-19,1.843762854446307e-16,5.9215868449680286e-21,1.1068212071079071e-13,1.131428215008252e-13,1.2337047107127182e-18,1.2501069791994401e-18,6.816076334552921e-16
1600,9.762988508362768e-11,9.783455892621385e-11,9.657000705315323e-15,1.9352082806100185e-12,9.434164580675424e-15,1.876562911377051e-16,9.413545341231238e-19,1.8855636291261549e-16,6.278919091661187e-21,1.1030443987197397e-13,1.1154174577870971e-13,1.2513011096791977e-18,1.3420916640323688e-18,7.167536824445828e-16
1700,9.762826910228944e-11,9.782398999973771e-11,9.570409581546962e-15,1.9100044626300635e-12,9.605283450417056e-15,1.8629536325114688e-16,9.305609129569193e-19,1.8751764456136592e-16,6.2756412521296044e-21,1.1045099649446783e-13,1.1094321657624323e-13,1.422358280181544e-18,1.322805458634148e-18,8.16410332611613e-16
1800,9.761223193063437e-11,9.787410343417628e-11,9.678291779337437e-15,1.9180492656961038e-12,9.474132077330079e-15,1.8442313771731197e-16,9.308250504311466e-19,1.8479892792478199e-16,6.401501073872056e-21,1.1214602810734707e-13,1.1247708482449567e-13,1.3063313867165485e-18,1.373730188786365e-18,8.836132874220824e-16
1900,9.763208212790133e-11,9.783988788667784e-11,9.622261286188793e-15,1.908068944342932e-12,9.530883754698965e-15,1.8742339351453565e-16,9.23393958073741e-19,1.8710462086242983e-16,6.283960615760209e-21,1.1107055130274624e-13,1.1224517047381941e-13,1.4597590252351104e-18,1.5547625356001352e-18,8.483129408595238e-16
2000,9.760827910456967e-11,9.785253717004283e-11,9.564143024620025e-15,1.9179197354596716e-12,9.434428001129859e-15,1.8857971707419813e-16,9.483029439887301e-19,1.8526737583655317e-16,6.350227951594016e-21,1.1051338126712884e-13,1.1027446828652848e-13,1.5090642991465754e-18,1.4676043455599317e-18,8.631050588042789e-16
2100,9.765279710655177e-11,9.782762914442807e-11,9.577738840027905e-15,1.8980628843692237e-12,9.503676348128452e-15,1.838059565158255e-16,9.276918607852839e-19,1.8598754846101753e-16,6.530711401648565e-21,1.1027267701013407e-13,1.1096257924811744e-13,1.5662752730517597e-18,1.5882308510387734e-18,9.055841114315876e-16
2200,9.76294220997067e-11,9.784687371711016e-11,9.466101373226661e-15,1.9122340162056626e-12,9.594565778805336e-15,1.869499213954848e-16,9.282368514125781e-19,1.8841317103186037e-16,6.721230809409286e-21,1.1216588733171507e-13,1.118516540974787e-13,1.7111749990155329e-18,1.6695678828102536e-18,9.36358300865496e-16
2300,9.761370996062553e-11,9.785279903282741e-11,9.569764430484392e-15,1.921852911981725e-12,9.512701844377717e-15,1.882380518357552e-16,9.28035734327633e-19,1.8774381650807892e-16,6.619293486135026e-21,1.1206546530960125e-13,1.1055465780170903e-13,1.758891985690195e-18,1.7434426455921062e-18,9.880331539966573e-16
2400,9.761993702805673e-11,9.786111384477394e-11,9.522628363296254e-15,1.8837711711373707e-12,9.60022483116847e-15,1.847562930968301e-16,9.364815228668734e-19,1.8659342761749118e-16,6.6724232443360735e-21,1.1059946915634026e-13,1.1066026363937931e-13,1.8258534390981412e-18,1.6990565405023854e-18,1.0569532574603208e-15
2500,9.762868736000811e-11,9.783901074096131e-11,9.507669367206593e-15,1.9255798141218526e-12,9.503506021660483e-15,1.8834028539171418e-16,9.323185797383598e-19,1.851061063326445e-16,6.679256721517431e-21,1.110724263559385e-13,1.1177942743622327e-13,1.7925254922454593e-18,1.8171358509008534e-18,1.0746189306315783e-15
2600,9.758815643501734e-11,9.782333581156712e-11,9.55363363892361e-15,1.937242904128435e-12,9.47161809130182e-15,1.888507139364562e-16,9.280330719812897e-19,1.8808104026678943e-16,6.857341565181027e-21,1.1312338274414718e-13,1.1114644314478511e-13,1.8330517172539763e-18,1.906286292261133e-18,1.1303842269460815e-15
2700,9.759682339289125e-11,9.783578642836302e-11,9.556426303069127e-15,1.90234199155415e-12,9.659883116550085e-15,1.8764895481097026e-16,9.384460888597331e-19,1.84909970774493e-16,7.1020780585332e-21,1.111269009563491e-13,1.1314054506543746e-13,1.871697840162254e-18,2.036132914676736e-18,1.1470379776078428e-15
2800,9.760951219405153e-11,9.787280216821882e-11,9.653625989140324e-15,1.908654854617211e-12,9.610400710038552e-15,1.8372545403831316e-16,9.44065884673959e-19,1.841367908907031e-16,7.154498057429539e-21,1.1065077978803595e-13,1.1240801144175326e-13,2.0392094520882197e-18,2.073336332145033e-18,1.1712676200758401e-15
2900,9.761697008399725e-11,9.781915903657686e-11,9.44015512871414e-15,1.8921243652751905e-12,9.43842019975831e-15,1.8691881632862464e-16,9.227045579929525e-19,1.8592796855972677e-16,7.089464695449845e-21,1.1107418478861739e-13,1.108236737943398e-13,2.0873267568204888e-18,2.0978963547687468e-18,1.2950592013149145e-15
3000,9.759584079807914e-11,9.782387630436857e-11,9.652445516440085e-15,1.9200077254868494e-12,9.450600045099507e-15,1.8417494522696738e-16,9.324071403382591e-19,1.873602109595293e-16,7.245452567266171e-21,1.1067131073578573e-13,1.1171980871501374e-13,2.2198454586693986e-18,2.104214305846902e-18,1.3114335980691788e-15
3100,9.7639121784377e-11,9.784981447396294e-11,9.505202506143852e-15,1.935832086757135e-12,9.434226194598569e-15,1.8489248605649723e-16,9.333092904253625e-19,1.86531389331708e-16,7.235657095645379e-21,1.1324236515861873e-13,1.1086253540072314e-13,2.2493430152500578e-18,2.2336901210224608e-18,1.3473889552895443e-15
3200,9.760615913866611e-11,9.783095941442964e-11,9.483421332444948e-15,1.894540383340642e-12,9.671192997268453e-15,1.866730368583746e-16,9.500785541975543e-19,1.8824334804169939e-16,7.255807726312077e-21,1.107205038927028e-13,1.1296910891969436e-13,2.1970829690079005e-18,2.3449814365348903e-18,1.3082067658742869e-15
3300,9.764985947569443e-11,9.785047343979574e-11,9.519557752530603e-15,1.8993036523461793e-12,9.556384153577953e-15,1.8844868989593103e-16,9.280322488894957e-19,1.849038702405793e-16,7.427319120896998e-21,1.1046587295318757e-13,1.1233411984853925e-13,2.3490570668773856e-18,2.400181726569599e-18,1.3446617858582017e-15
3400,9.761248129981535e-11,9.787236051597655e-11,9.523462010786763e-15,1.9370588005853377e-12,9.65796327040096e-15,1.8494972027620878e-16,9.401520931674604e-19,1.8427206880463885e-16,7.526861789312592e-21,1.1066642425400143e-13,1.1054113298816787e-13,2.4415395415962673e-18,2.28626550688519e-18,1.4128518072718442e-15
3500,9.762756416316478e-11,9.784497004734855e-11,9.543670894921392e-15,1.9282323957705338e-12,9.606390044345863e-15,1.8466367991166933e-16,9.245878584265722e-19,1.8395028836477438e-16,7.643022937484861e-21,1.1034768470077636e-13,1.121284226191904e-13,2.3895959125651625e-18,2.3597581205773497e-18,1.4942472938937678e-15
3600,9.759824149498239e-11,9.781825167547933e-11,9.581527048059705e-15,1.8939948999018867e-12,9.616009120921513e-15,1.839467040527917e-16,9.219011168592034e-19,1.8423946293335683e-16,7.533315939717633e-21,1.1055393653475941e-13,1.120635160390301e-13,2.557048200843886e-18,2.4885061638662668e-18,1.4580876610866506e-15
3700,9.763047840507122e-11,9.784250459719623e-11,9.630090740079093e-15,1.931728599487534e-12,9.661951887595887e-15,1.8635724867548613e-16,9.331767825316318e-19,1.8476675240580716e-16,7.814872816635137e-21,1.1310308871437506e-13,1.1291373695925259e-13,2.5330440103228624e-18,2.497891233440639e-18,1.513118863729861e-15
3800,9.764112316134846e-11,9.785080822300702e-11,9.615844595060454e-15,1.9304725456555515e-12,9.683058901594608e-15,1.8871161747302248e-16,9.241075899402254e-19,1.869950577979466e-16,7.760484581096097e-21,1.1070901792745016e-13,1.1067718261324712e-13,2.5215920009034886e-18,2.6297572021476945e-18,1.6070053572328595e-15
3900,9.761497749964579e-11,9.786366983844949e-11,9.676335464629152e-15,1.8943856846164887e-12,9.629067336833432e-15,1.8870391203026486e-16,9.341508653709216e-19,1.888571079113479e-16,8.026918306989054e-21,1.1274241941334946e-13,1.1223751956018364e-13,2.7184978964574167e-18,2.6614935637983605e-18,1.5637746606553254e-15
4000,9.760149398806093e-11,9.782618265289608e-11,9.604641376115607e-15,1.912278655746351e-12,9.530760473256696e-15,1.8601742602464892e-16,9.34632315352425e-19,1.8734650829499468e-16,8.007956956500598e-21,1.1207608996371151e-13,1.1128667807723009e-13,2.8144518756923238e-18,2.8011951905038784e-18,1.584391539569463e-15
4100,9.75958789415902e-11,9.785672498475394e-11,9.457269319484886e-15,1.929170445895625e-12,9.462296891307966e-15,1.8584167726293877e-16,9.419673195416106e-19,1.8449262283960685e-16,8.151445002938708e-21,1.1305545105868087e-13,1.1211672988019515e-13,2.7163607372248232e-18,2.8229922164037744e-18,1.7125192094316804e-15
4200,9.762225555693396e-11,9.785667393538294e-11,9.66478513113063e-15,1.91074519993626e-12,9.540547983280013e-15,1.8479966896148298e-16,9.492484353775213e-19,1.867216781883024e-16,8.0256917545154e-21,1.1302927482909805e-13,1.1112059386881347e-13,2.824999023509391e-18,2.898411071796372e-18,1.707305273899833e-15
4300,9.762445798574095e-11,9.781896182177404e-11,9.53781481164428e-15,1.9254217376575802e-12,9.634292567675075e-15,1.871762476374379e-16,9.272067727769496e-19,1.8622305305587235e-16,8.317734358248755e-21,1.1297185497518594e-13,1.1325686763066941e-13,2.855392761356963e-18,2.9234577289730298e-18,1.76311460570184e-15
4400,9.764600484645742e-11,9.7863209169004e-11,9.548275850096044e-15,1.895671306884682e-12,9.481216791732835e-15,1.8407854747489553e-16,9.417642883403962e-19,1.8547434690795108e-16,8.247388709689952e-21,1.1298193806487489e-13,1.1166655922201926e-13,3.0496277010076686e-18,3.0080150137556604e-18,1.7281734629073524e-15
4500,9.760720023204246e-11,9.787002849310157e-11,9.499663808231127e-15,1.8936131385698344e-12,9.558769622981241e-15,1.8694462912538887e-16,9.371939440610389e-19,1.8697609811234627e-16,8.443693290275202e-21,1.1181900287247246e-13,1.1238779943113283e-13,2.9439446060301437e-18,2.9593530935861233e-18,1.8056986655621056e-15
4600,9.760365385525153e-11,9.781900553758347e-11,9.488419827136373e-15,1.9287200438812314e-12,9.54254529287177e-15,1.8527734012131447e-16,9.416675635652216e-19,1.8761912416443817e-16,8.509052360619567e-21,1.1286032423599265e-13,1.1294545610541822e-13,3.1644458795911424e-18,3.159734997937313e-18,1.8217608862918446e-15
4700,9.762114254535078e-11,9.785111684841771e-11,9.646356117582342e-15,1.9120089581080884e-12,9.515268390643808e-15,1.8651171905958048e-16,9.238716394390369e-19,1.8593968088707168e-16,8.570074757092109e-21,1.1250885461181987e-13,1.1076721210817828e-13,3.253217925876117e-18,3.165204390456082e-18,1.932002804577487e-15
4800,9.760739935114334e-11,9.782254427174084e-11,9.630689048417016e-15,1.9201435356277918e-12,9.574505739066888e-15,1.8460127401756064e-16,9.320868517647976e-19,1.8501069466499572e-16,8.655815984797131e-21,1.1208185177960809e-13,1.1209314172881334e-13,3.171450953188387e-18,3.311663408952992e-18,1.9127390094889232e-15
4900,9.759882076079878e-11,9.786382624935795e-11,9.60058984815926e-15,1.932729731362134e-12,9.456568131201611e-15,1.879855299751743e-16,9.393250510441065e-19,1.8464328042205257e-16,8.71218165710579e-21,1.1293887015300303e-13,1.1135921740636458e-13,3.2555987404292002e-18,3.231128492556865e-18,1.926135310354276e-15
5000,9.76088950000346e-11,9.787290060576329e-11,9.532853008085558e-15,1.93312515697453e-12,9.450134814561845e-15,1.8481685226178813e-16,9.464815191966373e-19,1.8540493236785573e-16,8.62741996151725e-21,1.1340622373750073e-13,1.1147058674359908e-13,3.3650726870965932e-18,3.2819564571699905e-18,1.9558379155016925e-15
