milliseconds,S1,DNA_000,DNA_100,DNA_010,DNA_001,DNA_110,DNA_101,DNA_011,DNA_111,DNA_1B10,DNA_01B1,DNA_1B11,DNA_11B1,DNA_1B1B1
3800,9.760136556122215e-11,9.785619936114786e-11,9.482397466503718e-15,1.8968149321210075e-12,9.486261490226332e-15,1.8895863930203867e-16,9.237411218955996e-19,1.8785707469139948e-16,7.784378568146282e-21,1.115498142723385e-13,1.1150171453707801e-13,2.5345654615031054e-18,2.641868749006715e-18,1.601420884384149e-15
3900,9.763077487335624e-11,9.786174480556222e-11,9.53005301779865e-15,1.9280141408509163e-12,9.467660695562264e-15,1.8550828933614144e-16,9.255995267297725e-19,1.8836970213752504e-16,7.901020821288867e-21,1.1113098975693875e-13,1.106565846253104e-13,2.668281538859884e-18,2.745485697314809e-18,1.6160462335563305e-15
4000,9.762401914127793e-11,9.783175840581867e-11,9.581600904916712e-15,1.905658535091133e-12,9.665277657023594e-15,1.845774480242015e-16,9.332010739671378e-19,1.8692791901859079e-16,8.035412147868488e-21,1.1312741006872477e-13,1.104524751534884e-13,2.69539474510275e-18,2.6648764531311177e-18,1.6911409254007858e-15
4100,9.764560157852126e-11,9.783977040705035e-11,9.580469559672676e-15,1.936849267968353e-12,9.562059118970878e-15,1.8579168119583292e-16,9.46814515530591e-19,1.844358415426122e-16,7.979869902659048e-21,1.1297279433754067e-13,1.1294542007446499e-13,2.8584121614672688e-18,2.863521047928312e-18,1.6212537464298851e-15
4200,9.764943253644415e-11,9.783053774515329e-11,9.645606997686497e-15,1.934097618727743e-12,9.671673816702646e-15,1.8830616713503813e-16,9.24178667204197e-19,1.853430882158652e-16,8.04578148248041e-21,1.1214653807310564e-13,1.1051414669839696e-13,2.8626962714053217e-18,2.8454135641303185e-18,1.7197315392645684e-15
4300,9.759417748265389e-11,9.781681504717931e-11,9.594097370145153e-15,1.9147074081232324e-12,9.654719363067714e-15,1.8734516197795935e-16,9.28322126368604e-19,1.8862219536658514e-16,8.241613893524841e-21,1.1193197335787986e-13,1.1042712108212429e-13,2.8714527874675127e-18,2.8818847993524245e-18,1.756682829143907e-15
4400,9.762891337810504e-11,9.785342874840757e-11,9.430864628004246e-15,1.9305264852516103e-12,9.450860317412653e-15,1.8441685217788004e-16,9.2206441867851e-19,1.8628007006483096e-16,8.336865539009476e-21,1.119443263830647e-13,1.1198705977815165e-13,3.066389140451982e-18,3.0186263836400267e-18,1.7474901435403372e-15
4500,9.764785647350966e-11,9.782242100513121e-11,9.62639957506196e-15,1.933058074887984e-12,9.536236014449332e-15,1.846746641711724e-16,9.293201281001669e-19,1.8573398020497548e-16,8.486757652330057e-21,1.1176486631420657e-13,1.1255857898253415e-13,3.0053394490626656e-18,3.0322014828026096e-18,1.7869751696410054e-15
4600,9.761069274225683e-11,9.787209005605946e-11,9.469414945378922e-15,1.9234003378454197e-12,9.475857947862978e-15,1.8789699266482458e-16,9.472181131860527e-19,1.8661920309326958e-16,8.45912999508941e-21,1.1066215874662031e-13,1.112612078439801e-13,3.1098132822913886e-18,3.1520077351923408e-18,1.896673635126613e-15
4700,9.758447945580943e-11,9.78520100455439e-11,9.669200298887788e-15,1.8911671324161333e-12,9.645082918377639e-15,1.848455975334331e-16,9.447732163220407e-19,1.867554402800142e-16,8.569820938301644e-21,1.1278364968715541e-13,1.1333479460014839e-13,3.1073123455590407e-18,3.2105986070982637e-18,1.943349389451853e-15
4800,9.758659147789578e-11,9.78200643054594e-11,9.634109717069985e-15,1.9241580773831965e-12,9.674879813073088e-15,1.8401571138304629e-16,9.249606611247491e-19,1.8776030616637486e-16,8.423602378885557e-21,1.1126895881076289e-13,1.1144403566969482e-13,3.301757422554375e-18,3.3084114827410556e-18,1.9193481227617668e-15
4900,9.764906712761036e-11,9.786452144955337e-11,9.485144287591433e-15,1.920147856235096e-12,9.552649520687086e-15,1.8764121686212646e-16,9.463674294106293e-19,1.8852007717344466e-16,8.538729931276126e-21,1.1229666686436776e-13,1.1239887329676059e-13,3.2893592642761405e-18,3.325062842106231e-18,1.9813066914284836e-15
5000,9.760920586612526e-11,9.785904417601118e-11,9.651437071085337e-15,1.91546828480253e-12,9.434796819889064e-15,1.8750664172148725e-16,9.419901043058491e-19,1.877012660177703e-16,8.852023227227298e-21,1.108609064203109e-13,1.10762311420913e-13,3.425201309647334e-18,3.366694240172071e-18,1.9910221708465047e-15
