milliseconds,S1,DNA_000,DNA_100,DNA_010,DNA_001,DNA_110,DNA_101,DNA_011,DNA_111,DNA_1B10,DNA_01B1,DNA_1B11,DNA_11B1,DNA_1B1B1
1200,9.763668850886017e-11,9.786643406750424e-11,9.432205220598622e-15,1.887247326013613e-12,9.576141380299263e-15,1.8791321464856226e-16,9.529890434650203e-19,1.857012119035588e-16,5.74580664451826e-21,1.1286743322383645e-13,1.1018770869043932e-13,1.0462425397606948e-18,9.53502433423976e-19,5.420347298445586e-16
1300,9.763252844191499e-11,9.786719632928065e-11,9.580775163708032e-15,1.9076064800317843e-12,9.5659051331164e-15,1.850097781152089e-16,9.390240884023783e-19,1.8404942122061203e-16,5.838889385157169e-21,1.1269913554417012e-13,1.1226467392892795e-13,1.1487549464718138e-18,1.0028168485308035e-18,6.888069220110887e-16
1400,9.759699272070404e-11,9.782688227919682e-11,9.599065102312943e-15,1.8947300254001506e-12,9.624981277110595e-15,1.861455244433011e-16,9.357809651273715e-19,1.8548365946630524e-16,6.010969951500002e-21,1.1191769552832115e-13,1.1262316727006615e-13,1.1200759038463092e-18,1.1616372234818076e-18,6.759516687097527e-16
1500,9.762914795520261e-11,9.782404988396137e-11,9.68241617980415e-15,1.9173534099312674e-12,9.455134662802878e-15,1.8445696714771382e-16,9.263022888568425e-19,1.8395812871205611e-16,6.017890407094404e-21,1.1122817919748824e-13,1.1215237290240093e-13,1.2615963339270664e-18,1.2561158742017925e-18,7.022204177290648e-16
1600,9.762075450276383e-11,9.784938092277143e-11,9.421254617595786e-15,1.926572788559193e-12,9.633629085282074e-15,1.8581938209284157e-16,9.35674833856581e-19,1.8531420096379375e-16,6.25067595784751e-21,1.1290235614094878e-13,1.1312097236526141e-13,1.3014860888328377e-18,1.3465284219172831e-18,8.020752160998825e-16
1700,9.763446115057587e-11,9.782939475065068e-11,9.499597742812668e-15,1.917201606724754e-12,9.592002406975145e-15,1.8706615442444134e-16,9.353830651330564e-19,1.8378256700837237e-16,6.12872021761986e-21,1.104081577419643e-13,1.1152743576603174e-13,1.3524846350742677e-18,1.3200030691664987e-18,8.248565672491456e-16
1800,9.759434349273305e-11,9.783809941175496e-11,9.616409208574073e-15,1.8849687657404194e-12,9.667807603869243e-15,1.855397254407092e-16,9.405392831021108e-19,1.8571838341562352e-16,6.347221945859322e-21,1.1241194153546706e-13,1.1261456169038368e-13,1.4898507250688327e-18,1.3467175258152193e-18,8.937218492552113e-16
1900,9.760008717403175e-11,9.784498019585595e-11,9.556861009035278e-15,1.9362363788074334e-12,9.497985924739237e-15,1.8397928391479422e-16,9.438874864876033e-19,1.8791597223790063e-16,6.427560701771084e-21,1.116452435533967e-13,1.1146631593789986e-13,1.5118606986982124e-18,1.4781695405560462e-18,8.422602783524117e-16
2000,9.761782143598618e-11,9.78621122255381e-11,9.609527772924706e-15,1.8931973388736454e-12,9.500175195256138e-15,1.8842452314173915e-16,9.323773686582935e-19,1.8624661131489415e-16,6.41451219984444e-21,1.1095966638167177e-13,1.1160503232701145e-13,1.570884613850426e-18,1.6158213587785296e-18,8.891748702876395e-16
2100,9.76409865475558e-11,9.786951772176075e-11,9.614054202039426e-15,1.893508036411676e-12,9.491359867667885e-15,1.8486652672695291e-16,9.518513970327612e-19,1.8693058685122157e-16,6.443308823939088e-21,1.1079214647634473e-13,1.1160746835860905e-13,1.4970828229757856e-18,1.527012247625694e-18,9.637536206568427e-16
2200,9.763517303927735e-11,9.786828590504464e-11,9.52915671585782e-15,1.9170800820790527e-12,9.552024757228624e-15,1.8568609346364175e-16,9.336782063369602e-19,1.8627011179258158e-16,6.5966965307894784e-21,1.1225706575316622e-13,1.1213200257857085e-13,1.57605786613143e-18,1.6243234586028103e-18,9.352103034145801e-16
2300,9.760884497474035e-11,9.783151361040165e-11,9.431554304435206e-15,1.891285214718652e-12,9.43625354736403e-15,1.8829944678222663e-16,9.451033926449676e-19,1.8689148621585321e-16,6.598164115080625e-21,1.1053910883705984e-13,1.1024253031426357e-13,1.677891494691091e-18,1.667298774152505e-18,1.018580759590396e-15
2400,9.762370754815756e-11,9.784050932305143e-11,9.626581115201594e-15,1.9188155740245497e-12,9.430347652255419e-15,1.866222018691547e-16,9.356806835497176e-19,1.8735295511553885e-16,6.733709860995594e-21,1.1080147251756305e-13,1.1182770609555064e-13,1.8191729258770774e-18,1.8449500236061822e-18,1.0152030929496231e-15
2500,9.761314590590821e-11,9.784236111008924e-11,9.477721778894996e-15,1.8880501956827702e-12,9.599084654281657e-15,1.8441186506984888e-16,9.390616109010264e-19,1.8508150467754671e-16,6.944075061463832e-21,1.1184769609410373e-13,1.1297741030145095e-13,1.7427113856912685e-18,1.7736554768621652e-18,1.0561113022691806e-15
2600,9.761703328211069e-11,9.78477951149886e-11,9.553243094627181e-15,1.8965902515518537e-12,9.6021816711441e-15,1.8799044890763003e-16,9.373512705511243e-19,1.8705942240556882e-16,6.789645409112798e-21,1.1275084687569197e-13,1.1264986761948381e-13,1.825153927840378e-18,1.9459153644925655e-18,1.1134110259956092e-15
2700,9.7649236220124e-11,9.787561923755704e-11,9.485301449792395e-15,1.887290083421625e-12,9.53645344207695e-15,1.8640409516036532e-16,9.4340164128749e-19,1.8536624074417896e-16,6.999202911849866e-21,1.1076781937136245e-13,1.1193519864170332e-13,1.976385872162468e-18,1.944715692982592e-18,1.212088012650407e-15
2800,9.763759614354518e-11,9.782104666947698e-11,9.454366347751396e-15,1.927915778348069e-12,9.684309314237183e-15,1.885437029341011e-16,9.501944465986848e-19,1.8755328149259108e-16,6.979232594988971e-21,1.1302201019014366e-13,1.1056308391298603e-13,2.0719927006305634e-18,1.936364321618622e-18,1.258042114610938e-15
2900,9.761296786461917e-11,9.783862279153091e-11,9.437441889896882e-15,1.895421730987552e-12,9.629592024564527e-15,1.8866597340666175e-16,9.222263460130253e-19,1.8436066246016825e-16,7.171696083390472e-21,1.1123317442655274e-13,1.1021885019495715e-13,2.0506958174016046e-18,2.1539594514876478e-18,1.2042509415632882e-15
3000,9.760446874644261e-11,9.78412222213354e-11,9.661027462955615e-15,1.9363272676622724e-12,9.497331634034356e-15,1.87669268607473e-16,9.415597713166008e-19,1.8496086756099861e-16,7.34901067408805e-21,1.1302171457789265e-13,1.1215344656448972e-13,2.0898877167345847e-18,2.127903567370187e-18,1.2265643679739296e-15
3100,9.76006855686418e-11,9.784827633376244e-11,9.431544944473122e-15,1.8846600905336217e-12,9.639167230325314e-15,1.8620682100741302e-16,9.489983349966525e-19,1.8644223578408634e-16,7.144107567604664e-21,1.1308859832153215e-13,1.1262635154333762e-13,2.1717152079526634e-18,2.1668146276365976e-18,1.365657611809168e-15
3200,9.761672862183823e-11,9.785333207161846e-11,9.44828698978585e-15,1.9103942393795954e-12,9.496487898416725e-15,1.8627668448244086e-16,9.363565655920957e-19,1.88352605408257e-16,7.487471298219271e-21,1.1265510892708681e-13,1.1191638448714006e-13,2.222207570658173e-18,2.159477268770663e-18,1.3586955804298031e-15
3300,9.758738593345478e-11,9.781655600733946e-11,9.642554939646206e-15,1.921141976733892e-12,9.597293996119152e-15,1.8712263799096675e-16,9.416234834586894e-19,1.8787916851917884e-16,7.573739166815411e-21,1.1106069372236262e-13,1.123927356061177e-13,2.314553552540133e-18,2.2783889194141605e-18,1.4104723633761624e-15
3400,9.759570705857314e-11,9.783165476718583e-11,9.613780342425603e-15,1.9032989054990114e-12,9.548508453079198e-15,1.866961921126411e-16,9.36093003020715e-19,1.8387513064049738e-16,7.578967674123219e-21,1.12747750093123e-13,1.1292022132239804e-13,2.2997505775504044e-18,2.2864173461231035e-18,1.424512921569118e-15
3500,9.758987152099094e-11,9.784610601459756e-11,9.649209328239396e-15,1.9266724072068738e-12,9.528143447712682e-15,1.8804337649987914e-16,9.454590521212962e-19,1.8537827098980984e-16,7.667516513124083e-21,1.1312018006483578e-13,1.1215709020045383e-13,2.3618462414557518e-18,2.5229776196534027e-18,1.4086705407431351e-15
3600,9.758876699253936e-11,9.781764332668632e-11,9.679248683956256e-15,1.9351906506468216e-12,9.50834782594056e-15,1.8868806856754534e-16,9.397935125243514e-19,1.8688988144727206e-16,7.542745942418058e-21,1.1255637512156496e-13,1.126476369949863e-13,2.4018571453840455e-18,2.42820700010937e-18,1.4732313187553448e-15
3700,9.764337561230173e-11,9.783557337865625e-11,9.56245932825987e-15,1.920340293709724e-12,9.491101575614954e-15,1.8743774697156555e-16,9.37082437889514e-19,1.8714325546185637e-16,7.802895248505885e-21,1.1238628239366836e-13,1.1196286703918822e-13,2.4720328552711295e-18,2.5397410520525204e-18,1.4757517488921703e-15
3800,9.759933933251981e-11,9.784700155614909e-11,9.460385670464263e-15,1.8983430290777204e-12,9.521269653934141e-15,1.8715813921054018e-16,9.212302447011955e-19,1.847621690380831e-16,7.680748543186924e-21,1.1096032487656672e-13,1.1290919579044315e-13,2.643000531271013e-18,2.6585619755651798e-18,1.6216412730338743e-15
3900,9.762350215529202e-11,9.782247987351475e-11,9.458759759290502e-15,1.9074125566127517e-12,9.656081295423507e-15,1.8473636168136269e-16,9.212431431369003e-19,1.8694145317814329e-16,7.786123704247192e-21,1.1061718216889878e-13,1.1245813275795932e-13,2.759919700392735e-18,2.7218933224157085e-18,1.5934862884564113e-15
4000,9.758712651573532e-11,9.783522106941151e-11,9.523941453759652e-15,1.9127424059207847e-12,9.592012609668725e-15,1.8524887621513016e-16,9.222529913852548e-19,1.8631968372994274e-16,8.067463434734262e-21,1.1192322064237994e-13,1.1035129331673995e-13,2.6425123709050873e-18,2.80789994495444e-18,1.6768335771811241e-15
4100,9.763319508897375e-11,9.782689683282011e-11,9.563181020498816e-15,1.8955215846520706e-12,9.522485801199749e-15,1.8765589704591115e-16,9.391652460204702e-19,1.8467427320500592e-16,7.991326514804166e-21,1.1132176988803607e-13,1.1196972893820203e-13,2.7869836159484e-18,2.735759427950464e-18,1.6605508394506014e-15
4200,9.762029256101586e-11,9.786944388299292e-11,9.442483759827493e-15,1.8994692928621573e-12,9.545560002056518e-15,1.8504327436265223e-16,9.205400214502296e-19,1.8406671087657378e-16,8.250024574782804e-21,1.1197080287569891e-13,1.107312563989139e-13,2.881661344906266e-18,2.8406466676680557e-18,1.6709690776789748e-15
4300,9.76075896163925e-11,9.78512345843814e-11,9.584441190849184e-15,1.8959993911097205e-12,9.485453990771732e-15,1.879504543728531e-16,9.29672112319961e-19,1.8700212398821708e-16,8.070986562718725e-21,1.1176382975758891e-13,1.1067979735589308e-13,2.9812959896069726e-18,2.880381614029193e-18,1.7393406346852578e-15
4400,9.762738398512722e-11,9.785684808835743e-11,9.438295374295759e-15,1.931518925518839e-12,9.457351468284345e-15,1.8512809473989287e-16,9.21884532116557e-19,1.8750504143323562e-16,8.357175941030652e-21,1.1260960836053019e-13,1.1174096836465503e-13,3.0481323750260245e-18,2.961534267650989e-18,1.7707426857845314e-15
4500,9.762979078871002e-11,9.781742287143372e-11,9.464665390392672e-15,1.9225995353179416e-12,9.453045027437725e-15,1.8431524475985072e-16,9.257790969472146e-19,1.881202790776975e-16,8.311750509614392e-21,1.1042616556806101e-13,1.1040751166285892e-13,2.9400026044659898e-18,3.1134030226329394e-18,1.7888112867214737e-15
4600,9.760742646227468e-11,9.78247239187143e-11,9.64266343374941e-15,1.9052261815217716e-12,9.444879549027791e-15,1.8782787542766075e-16,9.409092701669791e-19,1.8442971496821753e-16,8.403521491126683e-21,1.1123280166656552e-13,1.1058005247130736e-13,3.0925052337149454e-18,3.1651649282313824e-18,1.7981227857121844e-15
4700,9.764408600012842e-11,9.787450952813505e-11,9.456306067522073e-15,1.936620108828779e-12,9.591615376726261e-15,1.841822187129628e-16,9.466546136686282e-19,1.8486629876999667e-16,8.42642934703522e-21,1.1183810898313316e-13,1.131967595437826e-13,3.151132037709437e-18,3.134307969576494e-18,1.8486455518780567e-15
4800,9.764617906936287e-11,9.786881398825113e-11,9.565824936760492e-15,1.8943063582535635e-12,9.596469853959362e-15,1.877345414667019e-16,9.257355084198208e-19,1.88558043067956e-16,8.70959109695813e-21,1.1033995558423582e-13,1.1095886907869619e-13,3.1376519383471605e-18,3.22761084731936e-18,1.9378979178902193e-15
4900,9.763279542508762e-11,9.782440525846754e-11,9.592089448268224e-15,1.9139270175156537e-12,9.45271788151196e-15,1.881910791216485e-16,9.257113003951929e-19,1.8855721498131914e-16,8.688634813455868e-21,1.127656622292888e-13,1.1117703405483331e-13,3.189285094413879e-18,3.215882618942787e-18,1.919874414434177e-15
5000,9.758962383348377e-11,9.78283522122896e-11,9.636126352897913e-15,1.904485094614908e-12,9.601826590858127e-15,1.8648661174230703e-16,9.41759302654013e-19,1.8722177089555793e-16,8.831537824479128e-21,1.1146647776191488e-13,1.1278166538967627e-13,3.2759577852884345e-18,3.430301944244573e-18,1.989913333213652e-15
