milliseconds,S1,DNA_000,DNA_100,DNA_010,DNA_001,DNA_110,DNA_101,DNA_011,DNA_111,DNA_1B10,DNA_01B1,DNA_1B11,DNA_11B1,DNA_1B1B1
1000,9.763337778853364e-11,9.783521109572451e-11,9.585066227798679e-15,1.884668419809152e-12,9.58683134259703e-15,1.854079945811136e-16,9.740554777088872e-19,1.8492435562464988e-16,5.619475338984455e-21,1.093262466671526e-13,1.1190947585630119e-13,7.854370107588059e-19,7.718356096128268e-19,5.359477913030613e-16
1100,9.762513349453738e-11,9.786561572330177e-11,9.660394185116489e-15,1.8866020454731612e-12,9.429047292126059e-15,1.837568840031713e-16,9.498496918096562e-19,1.8516079332969229e-16,5.547126308114416e-21,1.1153611030089113e-13,1.1186985868399587e-13,9.75034011303879e-19,8.596885577785231e-19,6.077250791807775e-16
1200,9.761314282530886e-11,9.786624287702112e-11,9.65660661354792e-15,1.9372434531306006e-12,9.665346674303575e-15,1.8573399516396657e-16,9.556132457716447e-19,1.831787608887641e-16,5.751874075284297e-21,1.0990158387579977e-13,1.1067169608010636e-13,1.0005515815334417e-18,9.87271198376407e-19,6.342757308638086e-16
1300,9.762071381272195e-11,9.787362067975978e-11,9.611702873262815e-15,1.917306789391663e-12,9.680117029010184e-15,1.8507195453312107e-16,9.551211940811915e-19,1.879624819613357e-16,5.909898721352868e-21,1.1309773668206861e-13,1.1201545107807778e-13,1.0907372285576388e-18,1.1004033747145997e-18,6.399808807221946e-16
1400,9.761109589108104e-11,9.785428114732723e-11,9.666740089258226e-15,1.9148345422627917e-12,9.659484146591979e-15,1.8750142691065366e-16,9.487897062236338e-19,1.8600242928901943e-16,5.956042036052729e-21,1.1221329416705277e-13,1.1192519433316628e-13,1.2404482962502835e-18,1.141030789118154e-18,7.242272732825322e-16
1500,9.762973621677757e-11,9.784527147642634e-11,9.48098004728536e-15,1.921974626159047e-12,9.43550275624041e-15,1.8722823332783594e-16,9.36755876559765e-19,1.8601872014921062e-16,5.928219423600107e-21,1.1173049695229888e-13,1.1164946615838939e-13,1.1971733807405417e-18,1.239572209455406e-18,6.910958507283811e-16
1600,9.761357577673596e-11,9.787295508421236e-11,9.554503256828586e-15,1.9329852740971727e-12,9.42280513443136e-15,1.8618084415708222e-16,9.28154350246883e-19,1.8638772650071237e-16,6.195065173209756e-21,1.129380477498484e-13,1.1305016391136826e-13,1.266252908279501e-18,1.3087884159996038e-18,8.094320839581974e-16
1700,9.761661640303789e-11,9.787421733079704e-11,9.576480100054277e-15,1.9090769677215175e-12,9.627145401176864e-15,1.8575772951425195e-16,9.300350788116573e-19,1.837536278248563e-16,6.1334596137955936e-21,1.1230443477944586e-13,1.1250475138095806e-13,1.3988860322007708e-18,1.4023473960406154e-18,7.851641709055011e-16
1800,9.760442974073154e-11,9.783766300837568e-11,9.649510811836616e-15,1.915940802704254e-12,9.472693476286941e-15,1.8460581227577957e-16,9.412052180543383e-19,1.8702337741873474e-16,6.220678656642905e-21,1.103429267071767e-13,1.1236974650350516e-13,1.337390040160829e-18,1.4177403780612956e-18,8.083639484150612e-16
1900,9.764497271715219e-11,9.786033458115608e-11,9.605716067503679e-15,1.924588166838425e-12,9.65359276835999e-15,1.852755808275451e-16,9.424286239040295e-19,1.8540743769126318e-16,6.4372213417780776e-21,1.1230608988216517e-13,1.1180033686190172e-13,1.3677110334570234e-18,1.5394992686980917e-18,8.294466890860959e-16
2000,9.759878774556274e-11,9.783977350557622e-11,9.664129205300372e-15,1.9020675185334824e-12,9.609203735614078e-15,1.8649500210800588e-16,9.395766042463571e-19,1.838395142652944e-16,6.435739586657802e-21,1.109164154039821e-13,1.1223553123310756e-13,1.4741643120381587e-18,1.4404033557031002e-18,8.881980435856172e-16
2100,9.76181565285009e-11,9.787464351659953e-11,9.597182822972552e-15,1.9198074662353964e-12,9.48271855486588e-15,1.8879841018089825e-16,9.397006794424122e-19,1.88179274164432e-16,6.539743991089946e-21,1.1070869094201113e-13,1.1020162041185682e-13,1.5578204532997517e-18,1.493881614575657e-18,9.45096983145072e-16
2200,9.763015691134386e-11,9.782617997716937e-11,9.514125679892652e-15,1.9045567832140334e-12,9.606577280805631e-15,1.87960358539693e-16,9.42536070656502e-19,1.8741853585389353e-16,6.5303386616496965e-21,1.126652563266667e-13,1.1153171653558401e-13,1.5887049870284798e-18,1.6522254814652339e-18,9.82931116415123e-16
2300,9.763892613548965e-11,9.785532046548732e-11,9.575175093455993e-15,1.8965753411331418e-12,9.455323171207913e-15,1.840982759283932e-16,9.47414877524867e-19,1.8394874749597843e-16,6.6369825441170204e-21,1.1132839997157277e-13,1.1244239460867525e-13,1.799352103847831e-18,1.6640221483828545e-18,1.072263001435431e-15
2400,9.763337308894674e-11,9.786442330984069e-11,9.556113005662177e-15,1.9133224497093684e-12,9.481742736173612e-15,1.8508608900612031e-16,9.249209089502509e-19,1.8473553119444914e-16,6.856484298697375e-21,1.1108522532799105e-13,1.1267660480170658e-13,1.7056984727398368e-18,1.7348779922754257e-18,1.0043732809062576e-15
2500,9.75927152570285e-11,9.78685157376873e-11,9.53478558245059e-15,1.9075110361523176e-12,9.582950765346305e-15,1.8747372010855063e-16,9.32987853286739e-19,1.871396168611764e-16,6.79354580639883e-21,1.1296753903872218e-13,1.1206796715113317e-13,1.9132749584999818e-18,1.7734040050668668e-18,1.0509603203600304e-15
2600,9.762969654018771e-11,9.785382223890144e-11,9.661062182558858e-15,1.9299144958510187e-12,9.629063087308208e-15,1.8519245617050378e-16,9.47420230692913e-19,1.885724383390434e-16,7.032571268672861e-21,1.1100700503593418e-13,1.1250288824453713e-13,1.9555368091415148e-18,1.919205959305831e-18,1.1852229189157805e-15
2700,9.760816708985971e-11,9.782400764190212e-11,9.598297903235152e-15,1.926358684501438e-12,9.656830962151251e-15,1.8807531626347066e-16,9.29216083675414e-19,1.851140937696181e-16,7.071004743985348e-21,1.130363089098807e-13,1.1223149488567613e-13,1.914368966558505e-18,1.9456386802477407e-18,1.1532150323591545e-15
2800,9.759062481809704e-11,9.784704755225226e-11,9.617656802703922e-15,1.9100387585993946e-12,9.664703826418304e-15,1.8693090763146685e-16,9.309852104608175e-19,1.869706774591295e-16,6.973911071588149e-21,1.1312013367614259e-13,1.1214436727017005e-13,2.0998057798569497e-18,1.9864704290115576e-18,1.1555181304868907e-15
2900,9.764129035474969e-11,9.785467428323787e-11,9.56507300401584e-15,1.9264852190824293e-12,9.462664535752416e-15,1.8855425673771035e-16,9.32169624324728e-19,1.8381390306568793e-16,7.11906698603209e-21,1.1084306651857902e-13,1.1036819878038388e-13,2.0294997276973553e-18,2.046527371769112e-18,1.2266997276488768e-15
3000,9.758987753358712e-11,9.787533369111003e-11,9.432939747343855e-15,1.921565867170716e-12,9.644375428129707e-15,1.8566555225259846e-16,9.281736609127407e-19,1.848831429914552e-16,7.325074568415123e-21,1.1222935088388938e-13,1.1022103114617067e-13,2.1666094648719157e-18,2.2165860686812515e-18,1.297893087596303e-15
3100,9.761367286220067e-11,9.787412005593527e-11,9.531324829040417e-15,1.9321944650916593e-12,9.543069198872715e-15,1.8743979138818894e-16,9.473481866150574e-19,1.8844053213448395e-16,7.208096770565234e-21,1.1172845727481992e-13,1.1162534393684808e-13,2.0970538747729546e-18,2.278784891471433e-18,1.2578921528014683e-15
3200,9.76034185324395e-11,9.784715366674451e-11,9.51087471000649e-15,1.9356745508727246e-12,9.525240018131966e-15,1.8481302563099126e-16,9.293571516002678e-19,1.8439263702664766e-16,7.407644339053177e-21,1.1214787775115731e-13,1.106956108330263e-13,2.1833200916702957e-18,2.2297003522094985e-18,1.3081436150009996e-15
3300,9.758772676961732e-11,9.787260538661788e-11,9.54525735463846e-15,1.9170445338507767e-12,9.455963666519458e-15,1.8595173363339497e-16,9.260418841887696e-19,1.8425209487220611e-16,7.560473627943942e-21,1.1128602534440276e-13,1.1257468358843816e-13,2.29756187546204e-18,2.2536989787965932e-18,1.3822371744820184e-15
3400,9.762103306136909e-11,9.783121557420847e-11,9.544013292329689e-15,1.9258777845464545e-12,9.470372404507862e-15,1.8590389413651284e-16,9.296567756334457e-19,1.860438483492444e-16,7.636995549129244e-21,1.1202370224967713e-13,1.1306337743190498e-13,2.354195840958214e-18,2.369590390520246e-18,1.4555462840631618e-15
3500,9.764095945953515e-11,9.78511560052338e-11,9.427881125298402e-15,1.883853048456318e-12,9.589116600094939e-15,1.8879099975428006e-16,9.49049763095926e-19,1.8494384153134806e-16,7.44601184281115e-21,1.1064294898651948e-13,1.1218827937730909e-13,2.525637795604783e-18,2.4388448224951664e-18,1.4897627930819142e-15
3600,9.760202673656423e-11,9.782931220671875e-11,9.606604751148315e-15,1.907975116314596e-12,9.608579441468613e-15,1.852542558751923e-16,9.442322234416233e-19,1.8564343924514037e-16,7.689391662524546e-21,1.1262890981554486e-13,1.1121442806041035e-13,2.4866229143459038e-18,2.507116107026288e-18,1.5092292514925895e-15
3700,9.76066921681042e-11,9.785347349698835e-11,9.568961214253022e-15,1.936283559926363e-12,9.54244788070897e-15,1.8815982359843533e-16,9.29101060047665e-19,1.8422011719097532e-16,7.851249825205295e-21,1.1235145800760256e-13,1.1172406053534609e-13,2.6384381122731794e-18,2.5365394916334717e-18,1.4789364173890248e-15
3800,9.764632483059204e-11,9.784947200253696e-11,9.468895449485863e-15,1.9087835433391333e-12,9.47034011824242e-15,1.888490922719834e-16,9.246960265252059e-19,1.8783785721851814e-16,7.779877420318433e-21,1.1182078840071386e-13,1.1035641687967225e-13,2.688112553460206e-18,2.5251588590120024e-18,1.5749371767114764e-15
3900,9.758791668728291e-11,9.787288502481668e-11,9.562712291445086e-15,1.9360810791915275e-12,9.623935379872698e-15,1.8626265323505688e-16,9.475474340712897e-19,1.8617097103624226e-16,7.953112219200349e-21,1.1297524273589555e-13,1.1304831155187013e-13,2.703335772650871e-18,2.6966632541180653e-18,1.60989675109562e-15
4000,9.764988599347049e-11,9.785482873039085e-11,9.659988925936247e-15,1.901765123447296e-12,9.67490347680778e-15,1.8790302153960171e-16,9.300069578604937e-19,1.869906922028103e-16,7.96477221694147e-21,1.1066235238682714e-13,1.1193121416941154e-13,2.819942884708914e-18,2.6552766419233645e-18,1.6685881033282228e-15
4100,9.75858596037652e-11,9.782211506726483e-11,9.60315336191569e-15,1.922751246426731e-12,9.605115247224275e-15,1.8392580155022097e-16,9.298108031349856e-19,1.867492250378063e-16,8.146985580523752e-21,1.1099818928056699e-13,1.1182615093003788e-13,2.8026634277890554e-18,2.725950142927049e-18,1.7191253907889905e-15
4200,9.759756494816579e-11,9.785357558315255e-11,9.466458824168962e-15,1.934064850943622e-12,9.52969898847709e-15,1.8402344021592437e-16,9.421295529807803e-19,1.8672248948405615e-16,7.964447358488966e-21,1.1291145113855084e-13,1.1105183229862036e-13,2.8812985773725944e-18,2.9244027617680955e-18,1.6644549044724905e-15
4300,9.759304722806709e-11,9.784137878512285e-11,9.463079899092151e-15,1.9253259175813054e-12,9.632638687220107e-15,1.8848836913752864e-16,9.240450010100675e-19,1.8776491113257043e-16,8.34185544249863e-21,1.1131593617953644e-13,1.1162598341559893e-13,2.9336589232596555e-18,2.963425467169104e-18,1.7793641708955356e-15
4400,9.759131117302179e-11,9.786974446404135e-11,9.6764645118615e-15,1.933842876047484e-12,9.644730765784252e-15,1.859340151439604e-16,9.362987239897955e-19,1.8585521991793665e-16,8.146987015297723e-21,1.1187354323962238e-13,1.1203124706395491e-13,3.0561194796027513e-18,2.9027478368864973e-18,1.8324632523286914e-15
4500,9.758650263487289e-11,9.787360267125566e-11,9.665441147367746e-15,1.936172779967946e-12,9.462800271621332e-15,1.8430500860160414e-16,9.438836124858472e-19,1.8541715764953599e-16,8.391730554770384e-21,1.1335571044148956e-13,1.1166252822929961e-13,3.023950352500195e-18,3.116631992963888e-18,1.7815464071703723e-15
4600,9.763900624551696e-11,9.78518742513753e-11,9.581058879667483e-15,1.9041805699509695e-12,9.652597019643144e-15,1.8449860877697933e-16,9.426361100824005e-19,1.8644748526271685e-16,8.537986954810646e-21,1.1138220387566576e-13,1.1305248101664586e-13,3.1445269447493435e-18,3.1376847091010087e-18,1.853828014569433e-15
4700,9.762441719498904e-11,9.78188635524768e-11,9.446606655975764e-15,1.8975669328326986e-12,9.664756672600775e-15,1.8458320023731204e-16,9.365493552894495e-19,1.870773853593017e-16,8.623404725648998e-21,1.1119024979292191e-13,1.11899397390239e-13,3.1629000057859985e-18,3.084087827737787e-18,1.893721365883559e-15
4800,9.761485858186834e-11,9.782721969819555e-11,9.494736039798049e-15,1.9045001673722173e-12,9.538736864346013e-15,1.8464281582124428e-16,9.221632680160843e-19,1.845282923569226e-16,8.678037553357698e-21,1.1080333359209918e-13,1.1273575843630084e-13,3.2183706450282994e-18,3.2748218211890763e-18,1.895215910221818e-15
4900,9.760356505452395e-11,9.783708758718732e-11,9.433452988133953e-15,1.8903587291840307e-12,9.495580481985482e-15,1.8675465384799068e-16,9.345124882611479e-19,1.8626667561908399e-16,8.496420528264938e-21,1.1196123974881997e-13,1.1050123573209212e-13,3.2215733949974263e-18,3.191273619405202e-18,1.978671091741513e-15
5000,9.764324174164921e-11,9.787202347870596e-11,9.525517519732429e-15,1.8990344936159905e-12,9.63897447323009e-15,1.885542056186981e-16,9.40689872258774e-19,1.889847739155704e-16,8.689181211718775e-21,1.1194343011006119e-13,1.1240861865191516e-13,3.42291322004046e-18,3.3947849247828802e-18,1.997679589999232e-15
