milliseconds,S0,S1,fwd_step1,fwd_step2,back_step1,back_step2
2600,4615368107580038.0,5384631892419963.0,1.7089880496347814e+17,1.655153100313044e+17,1220705749739.127,82757655015.65251
2700,4615368101707490.0,5384631898292511.0,1.7736032031584864e+17,1.7197686830070115e+17,1266859430827.4873,85988434150.35092
2800,4615368097241142.0,5384631902758859.0,1.838218356674617e+17,1.784384265707471e+17,1313013111910.4375,89219213285.3739
2900,4615368094180992.0,5384631905819009.0,1.9028335101831738e+17,1.848999848414422e+17,1359166792987.978,92449992420.72148
3000,4615368092527041.0,5384631907472960.0,1.9674486636841568e+17,1.9136154311278656e+17,1405320474060.109,95680771556.39365
3100,4615368092279288.0,5384631907720713.0,2.0320638171775658e+17,1.9782310138478e+17,1451474155126.8296,98911550692.39038
3200,4615368093437735.0,5384631906562266.0,2.0966789706634013e+17,2.042846596574227e+17,1497627836188.1406,102142329828.71173
3300,4615368096002379.0,5384631903997622.0,2.1612941241416627e+17,2.1074621793071456e+17,1543781517244.0417,105373108965.35767
3400,4615368099973222.0,5384631900026779.0,2.2259092776123507e+17,2.172077762046556e+17,1589935198294.533,108603888102.32819
3500,4615368104338691.0,5384631895661310.0,2.2905244310809107e+17,2.236693344787789e+17,1636088879343.505,111834667239.38979
3600,4615368104388066.0,5384631895611935.0,2.3551395845727107e+17,2.3013089275091027e+17,1682242560409.0767,115065446375.45546
3700,4615368104437442.0,5384631895562559.0,2.4197547380645117e+17,2.3659245102304166e+17,1728396241474.649,118296225511.52116
3800,4615368104486816.0,5384631895513185.0,2.4843698915563133e+17,2.430540092951731e+17,1774549922540.2212,121527004647.58687
3900,4615368104536192.0,5384631895463809.0,2.5489850450481133e+17,2.4951556756730445e+17,1820703603605.793,124757783783.65256
4000,4615368104585567.0,5384631895414434.0,2.6136001985399142e+17,2.559771258394358e+17,1866857284671.3647,127988562919.71823
4100,4615368104634941.0,5384631895365060.0,2.678215352031715e+17,2.624386841115671e+17,1913010965736.9363,131219342055.78387
4200,4615368104684317.0,5384631895315684.0,2.7428305055235158e+17,2.689002423836985e+17,1959164646802.5083,134450121191.84958
4300,4615368104733692.0,5384631895266309.0,2.8074456590153155e+17,2.7536180065582992e+17,2005318327868.0806,137680900327.91528
4400,4615368104783067.0,5384631895216934.0,2.8720608125071168e+17,2.818233589279612e+17,2051472008933.6519,140911679463.98093
4500,4615368104832442.0,5384631895167559.0,2.936675965998917e+17,2.882849172000926e+17,2097625689999.2239,144142458600.04663
4600,4615368104881818.0,5384631895118183.0,3.0012911194907174e+17,2.94746475472224e+17,2143779371064.7961,147373237736.1123
4700,4615368104931192.0,5384631895068809.0,3.0659062729825184e+17,3.012080337443553e+17,2189933052130.3682,150604016872.178
4800,4615368104980568.0,5384631895019433.0,3.1305214264743194e+17,3.076695920164867e+17,2236086733195.94,153834796008.24368
4900,4615368105029943.0,5384631894970058.0,3.195136579966121e+17,3.141311502886182e+17,2282240414261.5127,157065575144.30942
5000,4615368105079318.0,5384631894920683.0,3.2597517334579206e+17,3.2059270856074944e+17,2328394095327.084,160296354280.37506
