milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
2100,45505.10053679125,456.1730646890155,0.00022117094197223242,0.04308150572802033,6.323309597650621e-06,3.543169999979581,2.0409784683341984e-11,8.87695790504755e-15,22197.777902607664,0.0,0.0
2200,44685.84019623509,494.88845689850416,0.00025162562515492967,0.043049826276780785,7.548072501979643e-06,3.543169999974426,2.556229023484076e-11,1.165972678489301e-14,22973.827494688972,0.0,0.0
2300,43886.07099522203,534.6851483650679,0.00028449832332492407,0.043015565888101535,8.935756887290366e-06,3.5431699999682986,3.168622400236912e-11,1.512580351273682e-14,23728.92175387242,0.0,0.0
2400,43105.31922117425,575.5127923030475,0.0003198391596301553,0.04297866208620448,1.0498715258021732e-05,3.5431699999610733,3.8907309088753916e-11,1.9400773274999232e-14,24463.574005842842,0.0,0.0
2500,42343.12265566658,617.3225071034968,0.00035769395082184874,0.042939056492341546,1.2249509475930281e-05,3.5431699999526147,4.736063080847179e-11,2.462592803803469e-14,25178.28511460719,0.0,0.0
2600,41599.030352760055,660.066846406187,0.00039810429464108555,0.04289669475553649,1.4200892631756843e-05,3.5431699999427786,5.719062219218846e-11,3.095958525861952e-14,25873.543722836675,0.0,0.0
2700,40872.60232754031,703.6997565527986,0.00044110766924000395,0.042851526478991875,1.636578321677176e-05,3.5431699999314104,6.855129435951809e-11,3.8578146791266165e-14,26549.826589547643,0.0,0.0
2800,40163.40931021651,748.1765432079088,0.0004867375260067325,0.04280350514747463,1.875724491228179e-05,3.543169999918346,8.160630117690588e-11,4.7677292878723106e-14,27207.59885671546,0.0,0.0
2900,39471.032474215666,793.4538343774544,0.0005350233854620747,0.04275258805381942,2.1388464189385164e-05,3.5431699999034127,9.652905951858801e-11,5.847314538031859e-14,27847.31434408119,0.0,0.0
3000,38795.06317715139,839.4895451845377,0.0005859909294671632,0.04269873622801968,2.4272729010235433e-05,3.543169999886426,1.1350284959651504e-10,7.120343736516941e-14,28469.415829989022,0.0,0.0
3100,38135.10274184762,886.2428482596403,0.0006396620885112,0.04264191436786582,2.7423410902097773e-05,3.543169999867193,1.3272081067094744e-10,8.612878810486342e-14,29074.335288806597,0.0,0.0
3200,37490.762164012594,933.6741338951824,0.0006960551421604987,0.042582090762498456,3.085394095485584e-05,3.54316999984551,1.5438611427750474e-10,1.0353378393881136e-13,29662.494207867592,0.0,0.0
3300,36861.661947562825,981.744988000782,0.0007551847968804672,0.04251923722775616,3.4577796651457026e-05,3.5431699998211643,1.7871183041340458e-10,1.2372835802589382e-13,30234.303766009918,0.0,0.0
3400,36247.43179038271,1030.4181492001117,0.0008170622904605746,0.04245332902770898,3.860847590920873e-05,3.543169999793932,2.0592115483765585e-10,1.4704882612336301e-13,30790.16517428494,0.0,0.0
3500,35647.71044958978,1079.6574909762792,0.0008816954698848863,0.0423843448069495,4.295948691833515e-05,3.543169999763579,2.3624719599011074e-10,1.738592603495583e-13,31330.469822033127,0.0,0.0
3600,35062.145428546966,1129.4279789288073,0.0009490888910290425,0.042312266517052166,4.764432198548815e-05,3.543169999729862,2.699332056269793e-10,2.0455258057204006e-13,31855.599616230942,0.0,0.0
3700,34490.39285727398,1179.6956550360849,0.0010192439011261249,0.04223707934236468,5.267644927677155e-05,3.5431699996925277,3.0723232511081863e-10,2.395518436777041e-13,32365.92711115175,0.0,0.0
3800,33932.11718526552,1230.4275957255068,0.0010921587336515093,0.04215877163109749,5.806928684309015e-05,3.543169999651312,3.48407802146927e-10,2.793114162498719e-13,32861.81584141223,0.0,0.0
3900,33386.99108086123,1281.5918987616349,0.0011678285914367848,0.04207733481823578,6.383619659463271e-05,3.5431699996059423,3.9373269583752544e-10,3.243181862800986e-13,33343.6204310802,0.0,0.0
4000,32854.695123171936,1333.1576412103984,0.0012462457416229829,0.04199276335688718,6.999045799963512e-05,3.543169999556134,4.4349008965478814e-10,3.7509278384776047e-13,33811.68692768908,0.0,0.0
4100,32334.91772366441,1385.0948694022923,0.0013273995957461078,0.041905054641689886,7.654526459114222e-05,3.543169999501594,4.97972750250277e-10,4.3219073297899445e-13,34266.35288725654,0.0,0.0
4200,31827.35482663544,1437.3745580994234,0.001411276805680767,0.04181420893848872,8.351369834707433e-05,3.54316999944202,5.574833153910596e-10,4.962036937420259e-13,34707.94769903475,0.0,0.0
4300,31331.709887373843,1489.968608322441,0.0014978613388070359,0.04172022930618005,9.090873267895512e-05,3.5431699993770978,6.22333825070358e-10,5.677604625814303e-13,35136.79260918425,0.0,0.0
4400,30847.693438633163,1542.8497878749909,0.001587134583804866,0.04162312153131002,9.874319203875389e-05,3.543169999306506,6.928462194140505e-10,6.475284855347044e-13,35553.20119081299,0.0,0.0
4500,30375.023025174898,1595.991723095796,0.0016790754291784713,0.04152289405086283,0.00010702975060656305,3.543169999229911,7.693519742623808e-10,7.362148649848329e-13,35957.47941494295,0.0,0.0
4600,29913.423419567545,1649.3689297413746,0.0017736603205553507,0.04141955786538372,0.00011578096186966797,3.543169999146974,8.521910864886461e-10,8.345668005328171e-13,36349.92541653474,0.0,0.0
4700,29462.625637893947,1702.9566768818888,0.0018708634079430027,0.04131312649250136,0.0001250091578415864,3.543169999057342,9.417138462841374e-10,9.433741911440013e-13,36730.830561675735,0.0,0.0
4800,29022.367254881432,1756.7310316062246,0.001970656595610429,0.041203615876746036,0.00013472648936369675,3.543169998960656,1.0382795912277603e-09,1.0634699088809352e-12,37100.47910590772,0.0,0.0
4900,28592.392740122516,1810.6689066264298,0.002073009584671686,0.04109104430292509,0.00014494497014750136,3.5431699988565484,1.142255432488552e-09,1.1957297766163154e-12,37459.14782968978,0.0,0.0
5000,28172.45228338818,1864.747897733818,0.002177890043157582,0.04097543234967051,0.00015567635315314198,3.54316999874464,1.2540184377711052e-09,1.3410758973818821e-12,37807.10731201238,0.0,0.0
