miliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,20712706952759.43,105807426650280.69,66584699534400.2,25689155449.77355,117631065329.75374,41010644389.85512,32832491362642.215,72238227064261.33,52301334472047.27,65344595370.47113,123519250251.09956,79664614481.0572,8567390486541.586,6921505180.386072,916152789.6163783,7044082262929.245,6335639113.715028,5645129445.209848,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1100,20484915566728.996,104164071287060.81,70491009659332.58,28946288663.875603,147177173422.0081,67128666320.805664,34444610788402.473,79394715771785.72,59893838780650.83,79642305333.97852,172201770508.19183,56860059092.018654,9214602462249.562,9815622685.440561,3986699797.8502617,7790079297787.333,9639759120.634188,1136235493.7758641,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1200,18925088145686.164,105446347125044.58,77999573471018.67,31742738598.25042,138898777234.0384,122309836932.07916,34703208759473.047,85880028044200.89,67286624058723.695,89483954351.90059,175319420987.42816,90387911589.14517,10522875481441.39,11172112927.661165,3921924776.6569796,10824780662768.537,11300623154.364326,6560265409.7858515,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1300,18133435570054.5,104435756988734.02,83396368196111.92,32667315384.35956,157319157688.06705,128926470670.33081,35170455862151.227,91508176741224.08,82384346138204.72,96343589670.43408,221455243761.4156,253288044579.1604,13013746590040.055,10492465866.313301,6747723626.018391,11138702132572.645,12431384205.423649,6114461122.390383,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1400,17556785454830.248,102832164632849.14,86014370721638.31,34178076833.70579,189764157169.23068,164342496737.4547,35756750974806.84,93439064230322.19,89620415152034.03,110970619718.90982,231464111839.8314,199518390621.1714,12154482193471.17,14179701669.55479,8165904253.644009,13677149588704.363,12341859445.06084,9844859865.234419,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1500,16413334524396.56,102308179101367.53,97288174824796.67,38474043320.71425,200388915906.96194,199239059333.9299,36603457033364.32,97772610731592.83,105108142589606.11,116545111154.59918,266701410558.6878,312378556345.0758,13631500041838.838,14243172767.174286,7509854572.570047,14246297073199.193,14593103134.873137,9129168222.680674,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1600,16545916572660.451,102439076948089.03,96048923994548.84,39393819950.36197,221395213815.06354,209991710581.63464,37062131587471.29,103079893931617.9,118950778581111.61,130053894791.11104,305638634565.6636,329191982134.7058,14832723083045.947,16444069876.397219,9114559594.966515,16262322261480.293,15590582260.370317,11979036831.696716,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1700,15389641170922.275,101391443136742.23,106279343885663.88,40590799978.65336,231500552437.4354,223728548111.44626,37116591153176.45,106350722146495.44,125459242494744.78,142772477610.91913,313260347956.344,429005981484.2279,16110344041119.418,16524572767.971441,14223729083.66933,17907423976664.766,18120874865.634922,14774209024.879566,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1800,15262729532984.916,100238366892961.27,111727948483181.16,44826984128.03203,240239339417.08408,260995381300.85593,37483436087921.47,106706537374057.89,135113097823048.7,145698193841.14026,368711108439.7886,528968779958.14514,19095669220800.168,19821004995.00805,14285287363.71573,20500712961043.38,20214835593.42854,16460382424.550503,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1900,15481521692678.688,100307981185201.78,110249381293068.42,47357951838.36576,258290802645.92978,286526480056.0512,37016018030485.98,108650141545848.02,146772148757005.06,165551647633.92303,382297827787.9691,533690055341.87756,21555012068419.227,21433275550.339443,21774595075.309113,19381224790576.223,19936944624.96122,19793746091.83613,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2000,15135934887558.303,99162660214868.12,117967087756305.44,49461009958.78374,289881620519.2439,307500128258.34106,37588290804266.97,110558101149594.86,157974161676842.25,166832452221.82843,427089638234.2583,651002601387.0555,23786302821763.797,22585782966.918026,25014267158.321754,23710920641282.164,22430125403.141903,18512373079.584263,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2100,14392119654697.3,98622613183700.83,120743159704854.0,54673779977.416725,301472030459.5111,357743610275.0766,37653096138969.43,111840827284473.95,172591446801954.53,177516430176.14267,453453005549.94006,635766783904.6938,23755719525518.85,26076393929.926006,27532153703.53657,24580242971313.242,25812181563.971355,21060102329.45219,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2200,14274917317381.29,97899737600712.12,125454522009368.42,55453567116.86615,316266238058.08374,392047091269.4875,37225459068061.12,114162706922167.05,183600476766344.56,185547842729.40457,469641953838.3649,815713015868.2378,26321561791443.043,27322877402.271503,24614437269.035343,26668012924581.824,28366894982.466976,27307006894.698914,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2300,13849543837175.05,97905071228215.69,131225930459691.6,58538140639.330635,325071818253.3393,406292845117.8005,38028975235290.53,115989014456249.9,194176415515727.97,203448630507.5272,494838989433.8477,928323316336.3036,28061261493770.953,29733699331.407364,33391656479.485603,27678456264558.47,28845721430.384968,30740640100.960934,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2400,14485119558020.36,97404540987754.02,131914750917399.45,61134226934.54393,364847593276.3779,481036049357.1162,37909210219186.0,118992273456062.89,200519079227618.5,210046884237.59653,552728673913.2935,957768547294.4757,30813100105562.246,31749807586.546715,32078815399.270798,30056824631234.547,32855662978.44941,32985751868.867004,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2500,13890529492327.656,97420654905283.9,137523990736522.36,62819014742.50224,366435587392.611,484807153273.2971,37461262859223.03,119497310801479.39,223316566501262.94,210347425744.23273,573250328916.3959,1044234636055.4951,32392769240277.98,32503582234.643776,37398163871.11178,31822242125031.574,34217111916.910492,39704536578.676895,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2600,14361422043492.23,97109235514765.22,144593584594799.22,66260991286.50951,396788973847.39844,539476551295.5448,37785490410110.33,121080475526737.52,231040850898137.84,218233210749.54752,588526508762.2212,1129737814892.6697,34691088877467.883,36849613656.863434,42262333031.60572,33187873529132.625,37750700067.068184,44702253548.04107,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2700,14231104234532.562,95834326732950.25,148218534228135.94,72079217557.36624,420088258310.8675,581212750678.4326,37594905765420.57,119444183124473.17,245728494339090.72,234123616188.25137,650438727077.9763,1257884766572.1802,37375577013335.75,39762348868.69005,50110804446.55966,35238592834760.2,38571619369.334175,50773232714.08056,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2800,13544897322440.002,96206956734076.44,150894739702136.66,74589425248.02075,436147582666.2017,659900639343.4733,37493052903489.3,120040504872522.6,249502115026477.97,236339730576.0411,689506189531.3606,1301252190857.65,38598804468485.57,40796883843.12251,55471290161.72557,37545327830407.14,42188541334.28716,50244562931.11434,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2900,13726895616998.115,94961061204464.27,152569988242409.84,76910579178.06982,459229841825.99915,702246762594.6005,37665199508722.18,119798660613466.92,264941048067289.53,250801836166.50906,714928433161.5676,1459690771973.518,41044341075596.13,44652636654.08351,60986613622.97723,41881348200544.836,43345882415.745514,58872564285.70354,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3000,13294975647501.531,96307000545996.47,157517449928842.5,78824535716.65979,485097663138.1523,767036898170.3867,37861094301185.13,121332387774442.61,275067922855997.5,266907924467.16324,740644808029.3823,1592427211458.468,43785892514906.72,45974112760.29574,65494059251.83467,42443279394450.96,46111274798.0157,66328208825.2835,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3100,13369530303093.824,95323747013354.05,157980119405854.78,84630119897.6664,506218210485.7566,829114521470.1085,37455246728798.055,121246231058756.77,278130074352418.78,274703778322.54868,747231181939.9918,1654148358971.9077,45626790129187.055,48609705973.21428,69855141194.05107,45955749072323.984,50217158971.0209,68376841728.26867,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3200,13539865091687.658,95199000033722.22,165297558823471.12,87031366673.8766,521353732141.9425,867478413390.5481,37302975696484.69,121013461570276.62,297890754245230.4,280681990984.8718,811919312714.1848,1876704182333.8774,47235812544829.1,51913777252.60905,75415528852.42911,47816127619819.336,50080474991.84727,72294816532.38815,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,13917988389574.566,95196698661772.05,167270273362021.7,88880552721.30501,536026755268.9516,894382341458.8126,36941378560558.3,121439471407737.19,306992880113193.3,286885515277.83307,826568496091.5629,2034093345115.77,49764778005804.2,54261669374.65445,78707499772.4621,50796281130825.42,55071813558.55104,83579705725.64932,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3400,12980130001238.994,94848826184817.08,175360554624176.8,93864662993.96318,554047006134.3367,984011429023.7484,37087794393271.54,124910348411737.92,315743748692837.75,295281818045.40173,838336975924.9307,2058821554464.6763,52898459544632.15,56836385324.91531,85465532395.18826,52179078767064.08,57479935180.67944,91957690320.29225,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3500,13188395787740.367,94002106833251.36,174284913050814.84,96685182825.78166,595396488129.968,1042625441331.5475,37172806949480.36,122080927820832.66,324102356853800.75,299673104707.4117,885026812670.6245,2305158999676.8926,55817474796709.58,61152199929.075226,94107868871.61171,53170065794778.44,59190289986.19783,95709821990.74806,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3600,13374083138136.59,94129828179957.61,181597337338202.03,99522284608.79955,608397571246.3511,1100323278736.7773,36763682321576.17,123068293983781.77,330745985264498.56,319160365348.30255,897480782541.3308,2381587751185.859,56305155140441.555,61130732409.5795,102664576859.45248,55902755687399.51,61005550124.38761,101063288809.97647,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,13360506275606.02,94993096656051.75,182506197055276.47,101112299849.35323,627135149159.8608,1153884725646.9688,36921842944577.42,124233893244156.17,346111220400943.25,319581563097.3044,957012993350.8304,2570393834979.0947,59180533961098.9,66250884551.74216,110927878912.77907,60281904176712.516,66597196531.048965,107699120732.61433,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3800,12873512438761.377,95122833522395.25,185554068932254.34,104430602569.05753,667021657567.1898,1202339892714.5144,36996789581276.08,126552450923554.11,349275536248565.7,328897344219.79987,986103382029.0502,2656956231348.7637,62196104853361.81,68051034878.01236,121209334361.1875,60411691536086.53,69077072145.17368,117473044931.33153,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3900,13258264789684.209,95457070722593.86,188878567592966.1,106459944372.82596,680033567038.6201,1276079274096.9434,36714191223548.62,124596101297951.86,365138866224023.7,336338168579.56244,1014648223800.6604,2810920434911.09,65420453460581.625,69994622163.28516,128641471908.6831,63995595618965.05,71285491687.72548,125963926127.2214,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4000,13464074314753.082,94497880881390.47,192528453324452.9,109201663444.83243,702154093666.2549,1336823543084.2908,36607965881365.51,124673485321306.33,361990988498539.56,342780066984.3233,1058263826435.707,2945207426792.9,68120318359744.21,73987066091.13351,138856247926.15204,66024075739436.8,75174640268.28242,136642977175.29404,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,12914090281048.787,93889900604953.27,198050876291310.38,111633039751.83537,715512340944.9404,1458151919438.4006,36886648486503.055,125000430295119.94,379286703866442.5,356222460171.9081,1081190244367.3706,3192999198848.5527,68930452567895.79,77893515892.0123,149512695208.06274,68152429069085.88,76976996245.75603,148792953018.15668,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4200,13078928231514.518,93680397189040.2,203950920142420.3,115653527256.09628,731317474915.187,1519613947235.4182,36619013530690.74,124951700475674.36,379953963334463.1,366238281146.7296,1086549417799.0287,3325500477984.9375,73186324440693.1,79378323151.18233,155552959211.60724,71921780872414.25,80352441778.00343,157016632440.08514,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4300,12808177943664.12,94886363190012.81,202024275778344.6,121315236589.02063,767013921084.4948,1600372146718.35,36358005250923.33,125174335701582.6,388018211470471.7,379045530861.15265,1143476690635.5703,3518823380858.665,73674898740582.14,83816416191.51483,165578803699.8953,74037790295604.84,82642141216.0344,163620036143.10898,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4400,13095542161270.105,94144514146096.95,207218109981889.9,121487251719.36113,785840205798.5402,1664055376067.981,36806969472490.086,124980849033368.45,401366874988853.56,384765358298.26105,1153301884229.452,3715882925212.727,75724355863856.7,85990462594.8691,175057672954.84024,75832771624238.73,85090610715.85432,173814076733.83884,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4500,12600434188908.514,94263813747112.64,211322585057723.53,124328013664.19183,823610547589.916,1750052164495.2441,36867594122680.2,126944861320996.48,417621918045479.1,385743504762.56824,1193284423692.0923,3753434195677.912,78561768195829.1,88104674921.90169,187644114008.39542,80545586795667.58,89130085865.89828,188313877158.51315,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4600,12845940963893.447,95209577705601.4,214738432598222.06,128273352140.11359,838907449481.4215,1811201975175.1936,36232174156040.79,125157639247206.75,417934677590134.2,396517059100.0871,1219385252473.851,4035071543038.516,81867665684965.8,93160194448.29634,195242761565.52823,82436803207778.78,91072999853.33086,197806983123.4952,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4700,13388662299208.229,93887545067093.78,219010748855765.2,131551158287.49803,852270345988.2838,1871865861253.199,36305357994925.125,125614107853039.3,429842128594918.1,412803247056.0329,1257193158766.0676,4226130128061.2036,85392236298262.9,95975173339.0988,209250855193.61368,85075024580951.12,94641453188.16226,211050327266.88342,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4800,12993552548202.922,94611606082235.3,222232044075932.8,134772862175.12978,874062803998.8538,1959631118821.1436,36449425572584.516,127461690783084.52,428374282336346.7,413796381963.1162,1282617150057.592,4380211634830.1333,88850997782077.97,99147815512.2156,220235127404.9759,87841303216114.9,97210980571.63522,219183429005.14526,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4900,13351977383691.322,95300988343389.8,224732259881284.38,139164705093.90793,894958604679.9949,2016721804986.4705,36264803402609.92,125643484096427.61,449866856679292.5,427424720450.59607,1319610906387.6807,4561234432925.055,89021492809454.97,102002155755.13066,231388491727.6557,90769829645691.36,102372933246.99399,234438630638.96542,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
5000,13320057016798.773,94370887821411.03,225707677438567.22,140201974348.6392,926449460756.8481,2125360037394.7454,36333577212585.77,127196931663913.05,448284058689278.7,437970770997.0035,1366078220433.5425,4777602197587.418,92883033349417.97,103450649807.89764,244338768358.106,92362094198225.95,103611600309.16708,244745863011.95126,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
