miliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
2100,14969392115923.271,98294055144407.53,118766228225129.66,51124250449.62576,306143730286.4074,367733449724.2667,37153130739972.71,114944945832256.3,170814080736816.72,179362164170.51877,447067460542.15027,627562218133.0953,24227686731849.14,26173728164.77175,26834535636.94388,25148235779723.88,23660299289.284836,21311015425.86135,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2200,14558804161621.162,98732037523832.97,128045603738191.69,54122740509.32197,311982889138.4713,390901352518.59015,37258934877344.484,113817588838068.45,180953072795990.06,193013210202.3412,496039289438.3448,774472221556.9507,26589058859921.59,25904938634.554447,30452117057.683395,26693935860415.434,25965710563.53795,27972131102.68975,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2300,14369544273054.79,97594111669356.69,127937010988797.39,57923162532.93893,335634054797.51385,434288133797.08246,37957596704898.37,116086429051262.73,199632439256846.2,191037323613.19443,533073881294.48706,782042467040.2521,27479390171380.527,29783447250.60116,31151952785.44514,27980962003358.605,27801972470.101215,30537484801.9399,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2400,13961472203326.416,97844144717194.89,131381588386916.67,62399484671.396324,356657509100.9597,489059733717.656,37377323989275.77,117575472587292.52,206689245954378.97,203662162208.134,558872429841.9733,927566028362.716,30019904589621.074,33258360223.65113,36420552035.11697,29959536412290.58,32468279039.698566,36338930820.79124,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2500,13904173075742.344,97311382016569.6,135227579424835.58,64239059432.952324,368701730916.4864,539241016055.9349,37336668222869.266,118677743348883.08,210743674632802.66,216176827315.1787,574288293942.2772,1090809041350.6644,32466197347202.55,32491938723.93831,37658026002.030945,32049941654244.4,33285228478.06817,37999895585.53736,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2600,14060921260172.229,97213734195495.36,141348501833534.84,69382726327.63072,391634183516.7079,567754591844.0907,37874352494235.85,120456855180126.38,233916495999444.03,227789193034.2413,622164386793.4263,1170204859409.7087,34488657362602.65,37326930133.85072,42462654064.39423,35367449113134.66,36890598054.82065,46489938831.91459,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2700,14365125332363.406,95810111740363.12,144950009686456.94,70698447878.0594,413077480000.3705,585465051713.4939,37653350156544.39,120300406433637.78,233560993911139.0,229916852250.86575,658874869054.9019,1280535974680.9766,36674439558211.67,37158962903.803406,50339764568.095566,36946605447883.14,37329493526.85687,47624319696.64093,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2800,13534090864595.188,95930484240893.16,148262298295136.72,75231820904.20366,448429966414.8526,666999078619.3181,37651349182755.5,119405884807415.56,256985491113589.16,245103453215.11453,664223467093.1061,1393565009818.2424,39249569612213.516,42659176457.4008,48984729490.92423,37721951062873.984,40328098926.366394,49831131393.2079,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2900,13702326679033.191,94857950788917.16,156710816862484.94,77098901111.88026,449493135600.63116,681555788203.5656,37758864687942.234,121198835395179.48,258133895385178.8,257590301468.1959,693835753251.9742,1529524914043.316,39149171890888.234,44771775575.027824,57477736227.38372,40348102064978.06,44498489442.52252,59818000830.65606,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3000,13982532766350.305,95389339925501.14,159633040315950.38,80569947124.10635,469332185662.6987,771438637751.6027,37137485570602.555,120548725993439.34,272103388378090.6,258982819204.31006,723552544816.0223,1612006097460.5837,41505907055241.21,45497197323.675385,65424997493.04322,43979260636763.914,46631659342.60302,66991934983.374275,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3100,13316362573371.24,94671270918695.3,159716260062175.9,83467649018.67761,496360517598.8914,826473929571.0144,37374661400071.66,123439591147634.62,283146760422386.9,267105342792.60376,766994938722.26,1764567343258.4507,43829585940752.39,48767619859.17704,68581092321.35012,44243046490370.71,48829518529.84613,67407703699.485725,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3200,13337665837994.508,95064139895785.33,163496097337045.66,87605713619.67989,530739395929.0984,844890939594.1921,37187704422241.555,121853240884087.88,287385174001455.06,283572655065.3545,809623251089.51,1878343347829.9438,47060911778715.945,50065119050.072235,73429116919.17351,46898062776277.305,51456169527.48507,75086940155.51543,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,13972859502471.732,94356921789305.19,169996752003658.5,89977194901.99805,547556936816.23334,935994759210.5742,37184732455381.53,122724563112516.28,304349002908642.2,280970881274.1161,814286416413.3156,1972892195866.3567,49826431531779.414,55228250867.51057,84228603044.28812,50841089598004.52,52575329479.8233,82849244912.15216,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3400,13001120206055.82,95789351803461.61,172572480632090.44,91190929666.07841,566391261570.7632,956261673778.1552,37253287588989.1,124853561677039.53,316383341518229.06,297495048874.19293,873140229744.282,2066993567789.9556,53374106078384.69,57156152655.24517,87500672219.94388,52585388542781.766,55240575911.00102,87269051518.37512,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3500,13558336288100.621,93970911428688.34,178496413636161.88,95844343402.54306,587323104096.8132,1066721932159.9772,37288388214991.53,123871508916977.33,316327780769905.56,307855870362.0577,862978115581.4543,2263150065225.356,54494704121343.42,60318749820.54707,94663265117.63289,53984765121733.79,58565274091.0698,96861267459.51093,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3600,13569204963969.324,95302738845484.5,177150828559372.47,96297576011.26617,622248650661.346,1115622404167.5134,37166414531878.44,124907960655764.22,333596473047307.6,315136953259.73145,892852223643.0146,2426168999418.035,55754491687789.88,61082810783.77581,103806502632.93616,55990497812375.75,62163743784.77415,106804207362.31271,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,13599532292074.23,93992148846937.56,180276057828076.06,101521563136.47752,625152795577.6367,1152648486225.834,37367951449655.99,124613044277759.27,346284674316034.25,328833729651.0116,945683878622.6039,2486555140735.0093,60431282617445.61,63980961593.89779,114086328431.1445,58090346216436.89,64180663179.09996,114248999209.18517,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3800,13591178651943.043,93984493247560.55,186890704513910.25,104237327840.52954,663512731894.092,1247054135847.61,37134490721361.664,124598760045599.08,355917038565503.0,330930090126.5695,995692258422.5447,2618842032084.3164,62039697973041.19,66992602955.14018,122197833986.72882,62665855175288.24,67139035010.19133,120856233843.5814,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3900,13162062285406.0,94823352215133.19,193150723337105.0,108742314955.59555,668800538999.8883,1324913366124.5925,37132718342941.12,126273357408089.31,357643541930651.06,344213697968.7386,1018941479254.2733,2866365431089.324,65114396577039.46,70498947449.32162,125469466534.51332,64739345304774.91,72388274875.4016,130350348832.61052,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4000,13756647800409.625,95293346667304.47,193894489055018.56,111629759671.2677,692005319539.8373,1386646374909.224,36874084976989.64,124666477378998.98,364681825027846.0,350675857992.1245,1057850493624.7323,3051658100457.359,65798387577171.51,73517950698.28763,135391061741.19006,66298266254857.05,73396169250.6459,135913387185.24258,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,12917256478226.227,93904143430747.23,197860349708497.72,111962672199.2402,712996073444.9888,1439826531659.9417,36514758516497.25,127210118723148.66,375859474928574.94,355539568201.50824,1087281525153.9788,3150462115687.3574,69587453886569.48,77981425503.9756,143582080806.10056,67844976032738.84,78042281838.24384,143483203197.95776,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4200,13273846744447.459,93886175921747.86,202513037442685.7,116256582186.33351,737061418894.8479,1492106228477.822,36842854088569.99,125051246430514.47,381026562711127.25,362272762683.8222,1091334391085.8187,3250468515400.0576,70774711468066.7,79180518675.20709,157167604269.34592,70596914582784.78,81408953526.28073,156930618912.47226,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4300,12687816851121.352,94247000312016.11,207320022776648.84,117877880985.21825,759878640842.9269,1600743318581.0686,36774692671676.33,123936045317011.58,393581023880781.25,378280576025.51746,1126454075476.4915,3503342080195.5044,74608622282796.62,83370967144.52344,165016293962.67645,73423547449502.14,81917113884.41574,164851250066.05505,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4400,12954410426330.64,94428797718306.36,206653031300448.6,124001569442.98906,786867312695.8868,1669483615121.798,36821517382620.7,125576594491152.39,405779711313492.25,381970103633.6204,1171144162943.8767,3600951733019.0474,75700234206378.55,84283106822.67365,173935051494.93478,78223185412006.34,86822487024.15802,173755222391.54016,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4500,12586134242027.926,94152469549387.52,208277887574092.66,124913554295.10573,813808362993.1283,1749993684211.451,36543366947859.92,126129521084237.5,417434412783644.94,388225023525.25433,1198414369733.2239,3882567993236.5347,80606527406304.73,87286041738.34239,184654180426.31522,80734460782049.14,88914449117.60095,183638092426.68777,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4600,12856083064902.291,94041736765359.9,211391538778170.03,126970637809.37221,832018407532.8344,1793248449906.8025,36622734271847.91,127407657918204.14,413888801944818.8,396705860101.0064,1241780329665.9138,3944876935667.8706,83393862974820.33,91487390475.3143,198712967323.7354,81421784911217.36,91358143311.3649,199791132265.00406,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4700,12549288163206.865,93592216320434.02,217624744087613.56,130164138638.81989,865629139838.9028,1867852136953.3599,36204852483885.12,126703533185493.55,425403050018390.6,406471133832.9685,1269030186063.537,4223148897583.926,84371157975766.56,95673779919.54962,206464151332.64706,86132993110964.52,93886920085.2676,208285278729.91028,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4800,12987975759663.016,94164619292235.33,218051657063246.8,136471043233.64273,880291364142.8763,1989930694630.366,36807007218984.61,128221568388412.25,433153478468550.8,417686850685.4147,1303334942045.098,4363343336192.1484,88260137987698.9,98967350485.0451,221697789432.1052,88369235534904.47,99297295670.32451,224273799825.20554,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4900,13000102214310.943,95062726753193.48,224097238910292.88,138431842064.34485,889523960663.9691,2065483692350.1316,36290310257732.5,127253810853498.38,436271642810924.5,428965454299.52734,1336671085255.0225,4596227279726.131,88723910112759.56,101522883179.358,236399067218.78754,91015682320235.97,101085547353.80971,233179798114.29465,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
5000,13340974115132.162,94416072118605.61,228634293444233.97,141204300064.47974,929075209473.9818,2147032020579.709,35973387986051.36,127372384827368.69,458215570985180.1,437544450891.88727,1349727375999.3477,4780170427067.544,92762332348397.2,105877913006.92696,243110396707.77472,92530323044111.89,105754373621.74182,242755030049.65735,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
