miliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,21589982147066.87,104922538833340.56,67681508791764.48,24909428552.70581,109919666125.54575,50610529595.03529,33184061546505.137,73895545243902.28,52124071176255.92,69070426105.58505,127800653761.8619,123230443386.82542,6712448327115.507,7729712030.557789,5450069315.800241,9048948729732.078,6930000371.034338,1555671088.7118154,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1100,20039053873481.66,104743022317087.7,73792470010495.06,28869015279.724663,128372200640.97906,101591987032.97775,34008741941122.535,80022165572271.84,53365152043034.75,86793492206.24901,173099343409.8175,139988696508.26956,7999877264117.866,8125724776.046323,3341553577.40722,8277548017387.409,8488823053.190612,6222831150.169983,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1200,19185628504972.902,105501442078444.61,76958595034624.22,31219432345.683567,147080797644.82443,89494678670.47191,35146443890419.22,84430393126088.83,75602981781974.36,85244683196.52809,172868629834.22946,117112275824.58093,11451088594662.973,10800364076.835546,3294962476.7792473,10950418465841.986,9781986730.116693,2308296810.4387727,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1300,18091147170155.082,103435976635585.6,85604947824153.95,32954913915.072495,157004287331.82712,120586559000.38531,35473144594560.59,91725054103542.0,73992519820287.75,103151542290.2261,197085669631.7396,185069216811.18893,11895055247091.28,12446196802.633795,8144931267.647147,11405100979154.152,12841170778.168331,8811554095.252886,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1400,17366477417112.371,103606420832165.72,90302425337956.78,32828557936.7565,172677089392.13675,158746140243.52997,36357698576254.96,96456278102246.22,91889486684334.39,111485071016.62657,234051925646.19525,175027502417.3742,13459849330346.682,13694093402.07026,7453471584.911446,11788108337729.93,12666486418.69749,11752185562.640202,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1500,16454286548932.508,102826944069578.44,92385913384756.89,37769588782.244965,184838660280.8724,195835460654.18073,36136612349989.75,96655545795146.84,103958497178539.62,124918381437.42015,252346834714.42004,244145948373.9336,14443623077993.496,12702827970.13485,10932503377.251617,15638544515812.773,15684484573.48968,8268596832.805103,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1600,16272195646055.932,102341388393942.42,97059713859503.08,39866601277.246574,201516714208.97623,218763520486.97934,37018655224568.44,102075771934420.42,109266590403078.28,136237835101.12578,301996653538.0561,271525003139.09085,15179291774443.281,17231576026.153828,9566822599.202398,14592858900852.48,14720009809.190842,15172899682.657278,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1700,16248203280239.863,101363316857087.36,100547536293965.25,41106227379.42068,232289482404.57217,208295891096.75974,37047605931160.07,104861975894756.77,124889684610309.7,139343503556.5202,353725877287.10657,370245458158.2989,16712653540562.229,16761296860.28299,17060899408.552126,18471213305405.504,18568330202.007236,13978167921.840471,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1800,15699305775421.365,99897396568211.42,105086753819804.61,43913111377.36939,239674262270.79358,225922117016.55673,36863241417800.63,107903774551529.64,139832147974295.08,150449211002.33496,342425523743.06384,517401386083.9597,20504443115866.293,19112573357.444893,14093503833.602133,19062885861108.43,19196171751.04378,16965232939.422306,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1900,14656836127861.229,98874618806487.25,111177751412850.56,46266915755.10638,262988189343.5724,301305719982.4276,37000783014951.99,109552560951725.77,151170845647810.38,153269613622.14694,402694421678.5222,504242863606.4166,21211422459813.883,22389607359.045067,18779158036.125896,21025888099520.703,20484543048.07647,18591784381.36913,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2000,14791371797824.584,99433695685327.53,115207170158798.45,52198569998.516594,268098453499.59595,346475693920.0238,37145575765430.984,111045096221834.08,157579400447043.0,170218179845.65176,410622003827.7968,580397999307.3477,22627269343252.47,21738290909.138,20836109801.611687,22372012232764.598,24653901102.52689,23577856691.157272,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2100,14235388783032.842,98732667472968.78,120783764052153.83,51626857902.03431,310253248037.6868,331642660736.62726,37193883647558.65,112592542224278.06,172162072898562.44,174146382099.50986,461892730829.49384,659628808645.8433,22980209563317.258,25504890846.434055,22210647354.69676,24687481948694.645,25099769365.68129,26253354225.35238,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2200,14268120861775.836,98049259305916.3,128379835426108.4,56001603727.22876,305099416131.74786,402067544833.66254,37714420330896.42,114554225872314.28,184714673592124.03,191957962602.78455,479354597777.6429,790787729014.8575,25221922671316.965,26994807455.538765,26198867940.100864,27538701792024.156,28732738042.350475,27314112280.27774,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2300,14238230663985.707,98376353474291.14,130848776082330.0,57671330879.67887,334231813679.40027,458786768149.8111,37462505423662.12,116797081826391.4,188439195869794.5,202721125268.96686,513071017673.6998,906652806596.5845,27022528756963.254,28000097590.2192,30715230679.472507,28392554625800.83,30190568895.22207,32393987780.79176,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2400,13729622711855.35,96558394040891.02,135199101329937.02,63181337900.64258,357165171072.2866,479443830210.5722,37519831842414.766,116434842544747.2,209625203102525.8,202117180986.7805,533290817312.3721,876318940281.3081,30202534102277.547,30629168760.911983,35977153634.66364,29829677031767.504,32421943696.808487,35918586508.179436,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2500,13670380747354.838,97475623760320.7,136611190928859.69,64877787833.28327,372078980596.89185,500943713881.45856,37766833054224.04,118248089335073.44,219761518697475.1,220011008821.68362,559715648802.8608,1067969464312.8508,31646842548972.332,33679069966.66483,39556384079.375175,32599388477115.08,32372495486.83565,40118404614.7995,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2600,14251864205062.06,96862293726966.39,143471832419922.75,66016213454.767494,395518354679.47174,523965243030.5641,37952586456304.32,120470032824093.81,224209493920825.0,228338549910.69522,597484035629.4637,1121713150377.5332,33710948639226.61,34897846896.4609,42453843678.44279,35346543852677.52,36468913459.98608,43466520982.07455,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2700,14284067378364.37,96160831398796.27,147548466658001.7,69261542972.21738,412701070658.1183,573864461385.6115,37811490281676.79,121426773353903.19,232257232714943.47,230825058825.57648,658438283169.1626,1208569120379.825,36356622576216.47,40076093161.5996,45193009508.234634,37354382062703.055,38576014961.818405,46852542797.764435,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2800,13625830077418.662,96456485034993.78,148362314679371.84,75459664345.30646,443821726249.85834,674889480532.6455,37852250209231.26,120973803639718.23,246877795510856.97,237503760529.9848,658348079488.2971,1354108178343.9473,38058189706482.11,40840126146.03519,50264415341.92103,38598898756541.47,39628330405.35517,51865830920.07364,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2900,13983134780754.676,94767781957385.25,156762145346951.72,77821488248.04576,460506361433.4473,674121231795.4158,37229988296492.58,119606424297898.84,263180806586240.72,254584242607.00867,688081509373.2432,1480299599007.392,39989046191453.836,42183137644.6234,55885808138.08577,41410703340145.41,44183177231.44706,61328912137.53425,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3000,13658162031192.28,95117189166109.48,159565706467365.16,80209345763.40237,492368824728.23193,764524687207.2617,37154771890678.375,123491013038032.48,269837166608981.16,258904078747.19424,723718152616.5663,1526961540137.6514,41534455531135.38,46124428567.71181,61666284561.64592,41828757408806.23,44921217778.207405,60163427619.263145,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3100,13245473651755.615,94446238526860.69,159649359962585.1,84684305123.34181,489048475227.89124,771486629812.4937,37331303308898.68,123677586184853.06,283344014759319.75,270075443396.65872,768982640205.0363,1768393790794.0283,44979304236887.29,48940620196.16235,66120389510.77584,46299190054420.69,48459173315.31522,69577778903.27899,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3200,13961901357057.494,95501696702146.3,164426644731487.22,84278217818.96631,535119095770.9853,825065296258.3909,37205781367384.05,121257449616656.84,285042662643137.44,283966925335.3736,797762044993.9293,1838532453113.7725,48479270069972.68,52673960540.570526,72132094080.91753,46999098933557.9,49945078826.55395,77848180753.88962,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,13433974036730.377,95493647775025.3,170097833398656.62,90587092124.57812,539550669921.82324,923314325281.9148,37096925037236.33,122400346020983.86,303478745121144.5,292401526693.99524,842721516228.104,1924529454370.7283,50953626705408.84,52653310827.58585,84983254473.46552,50032994555658.23,55477878710.56449,82794841781.77034,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3400,13222319917721.104,94162512012355.11,174300153886498.84,93170535054.57457,569938144427.7898,997952419630.4509,37120160535590.92,122682416266796.72,304989726488307.1,291518700326.1274,865015462816.2152,2164587588511.1113,52444847213709.555,56853121146.74444,87422718733.06288,50577192805829.31,57398414455.70453,86104500341.98929,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3500,12925413416098.59,93946159602195.33,177429599223909.44,94448637758.02278,591073056860.305,1048920158715.7517,37543832947194.94,123257333385697.33,320089530227523.94,299144882405.005,862290853265.1451,2215527844075.6284,54859663844061.305,58810239928.08021,94238868164.56331,55498074445024.38,60142127281.8401,93887979775.2189,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3600,13698316837254.553,94887006894404.67,178934000463126.12,98875871431.03502,596753789505.4215,1077613556858.3525,37428269863998.41,124028424192172.66,332418953817268.9,307950977670.1646,903976895882.5261,2410809939844.2866,55436024859775.59,62753043814.99142,105218268036.91222,56378594966188.586,62483960163.633804,105850908967.77675,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,13144609025315.22,94796256226821.44,182465239428281.56,102627920404.293,636542891378.8956,1141198669029.1838,37257699373723.97,123214518918411.16,343731566665048.44,325853320924.0798,960854627070.2788,2564050282406.9165,60292289533079.45,64200501878.827324,107635013614.22003,60485643263376.05,64701680958.793175,113556496636.46979,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3800,13066768374333.13,94230442214308.22,187116108390590.78,104522251868.7308,651331157357.0648,1214139916580.714,37290829381691.69,125913841958278.19,354802065633354.75,337201737107.5155,961886815825.985,2740766134181.075,62847447788755.516,68484186720.36408,118343853693.25352,62465420900159.21,69062526292.47675,121652632649.47173,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3900,13431468066685.797,94066358777617.34,192418181799348.88,107540869131.2272,684105823786.6588,1263435019055.7485,37361595381119.26,125865949103536.6,353095261141203.5,337180823315.8013,1027992649666.4761,2769016174272.5176,62942921398483.3,70177099909.31894,127740023774.09381,63590451711219.266,70203813230.18275,130168786192.12344,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4000,13651213683181.684,95022320391301.89,196807593881364.12,112053640948.96315,696435414918.7651,1359077020578.5808,36711814688096.63,125255978384812.14,361427179315367.75,348220033772.6906,1029467365842.4614,3010834974044.364,68120166255726.836,74200841654.49342,139912516212.13672,67594649014056.23,72941247748.55653,135144199180.25867,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,13019598812635.582,95365979303531.69,195060253040324.0,114152441223.74524,725745709974.945,1449527174354.0557,36663167660228.586,124478536541544.98,376119123882904.44,354008853815.14154,1077221583411.9149,3101659675688.6426,70115968145825.04,75697549230.62245,147557233885.99854,68228506722377.03,77113012916.12698,147372855039.65103,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4200,13439324663675.67,93649248802806.3,198519151155506.66,116469745706.61101,745335496296.6315,1489913323750.029,36904255478075.555,127175859331249.34,386248128573284.7,361018377200.5933,1113121229433.0657,3379283980938.389,71622609124945.16,80800411924.22675,154557950961.9466,70644292274342.73,79366200722.50716,157372153693.8843,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4300,13416698708249.562,94204564490433.9,206118278176645.28,117977044939.37123,755116208917.5427,1556916526365.4077,36645651424361.31,125957282237333.2,398708833149552.0,371945310809.95435,1140429502285.1487,3506103435165.638,73077103791990.62,81566307696.29666,167415955702.5442,73686425919185.3,82156991167.46204,165543768499.30237,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4400,12850495206848.492,93594088063248.11,208468433514323.78,123901844233.44492,802347329007.3893,1645906295163.6877,36353319567924.6,124182036775151.7,396038609698079.06,382760399338.0529,1174155505888.2417,3650117362582.262,76422755018662.8,85001077993.65465,176958344216.31332,77639685351971.58,84901611676.68541,178229983326.76068,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4500,13233973551366.143,94898963258165.86,209797235524880.1,124199684946.51463,813633085598.0933,1693404929058.406,36681985483987.87,126680042908815.0,407001022096203.1,389570150408.0965,1179990643594.94,3815332733642.3706,80565797364928.36,89274163172.41776,189720619108.9367,79961567752102.42,90352701854.39536,185686481534.729,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4600,12728846738514.979,94213903793034.95,214831086310425.44,129929142969.4159,836333215004.0712,1818110789668.4731,36145220315076.81,126599276600542.56,424237409143829.1,404125413852.6142,1208049590872.6292,4045414268439.9346,81235551813549.66,91133578412.70616,200595513680.00528,81297469672580.08,92585811541.17921,198945792751.6386,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4700,12641548132642.19,93686798172335.45,218327611815609.97,131886024152.93774,846170844285.2462,1913186448567.9841,36512886317261.08,126567022647064.67,423859454574444.6,402528087336.86084,1258115310079.074,4154369735120.319,85620922683788.03,93595996489.7927,209997033169.1644,85811424716156.89,94949949724.10948,211789109984.59326,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4800,13174267958193.633,94573860526786.8,217736660883180.88,134840897321.26462,889168039507.3395,1954863857854.847,36229825200111.17,126726655042970.39,430457283202751.6,421460703819.7841,1269910282354.4033,4426594609938.117,86448578754892.94,97236222959.0916,224173160824.8008,87370536867355.06,99669147078.7439,220305716591.011,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4900,12540497421958.07,94064040853478.22,222502415826652.62,137374934329.40086,904985018818.79,2036892021452.3987,36341105034913.51,128559521697783.22,448212423703560.6,430581043402.8284,1307031765068.952,4556464720420.181,89621628824399.11,101264174659.76978,236116078051.0741,89243029718425.62,102601417039.12633,229860283922.39246,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
5000,13134468721119.352,95046925236398.12,224932258194479.94,140791290766.96146,938284626449.9117,2107594225015.0764,36689950267614.88,126955814966825.27,446455065950623.5,430542624795.5216,1363868576470.311,4729357543373.096,93887654848820.3,102862187935.3982,245047257570.23416,92095770525324.28,103698739222.14938,247720526799.9502,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
