miliseconds,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V
2200,0.08500908419309895,22.79999195802762,0.32999948766145326,9858.051012166652,934.4157334856714,3065.5717305333005,0.0012332643186038134,-60.6846049226976
2300,0.08500964554838794,22.79999172019609,0.32999946963261007,9858.05429504591,934.4382579762143,3065.438132417294,0.0012339374133178494,-60.67595219945362
2400,0.08501068333796297,22.799991465934287,0.3299994184583202,9858.056050097384,934.689309588182,3065.361496615955,0.0012342490881444633,-60.660357464071936
2500,0.08501083763024701,22.799990881753452,0.32999942444350694,9858.058362004826,934.7221987577254,3065.229105463882,0.0012342232311369067,-60.65785289866411
2600,0.0850118898876108,22.79999058040481,0.3299993963905088,9858.059149078146,934.8806488388242,3065.1352859561266,0.001234944658137758,-60.6380827597276
2700,0.08501256752725238,22.799990254920033,0.329999364579177,9858.062802807704,934.8721803566539,3065.140122868124,0.0012349338247578828,-60.63120212884659
2800,0.08501286278397016,22.799990103863014,0.32999932607658783,9858.063216723558,935.1111460143455,3064.9678267908016,0.0012357576862763633,-60.626605684681536
2900,0.08501373911179834,22.79998976722515,0.3299993153986435,9858.066918163935,935.126996358735,3064.806200509887,0.0012357345980213835,-60.61793797265246
3000,0.08501407331519936,22.799989458441182,0.3299992966404878,9858.070294102736,935.3018454362449,3064.769643304409,0.0012360832162760047,-60.60654357072976
3100,0.08501447951912454,22.79998869701574,0.32999924936320696,9858.071002105478,935.37964431595,3064.6251646943956,0.0012369038371670459,-60.603596389081126
3200,0.08501546666409236,22.799988736299827,0.3299992557092202,9858.073447051305,935.4643583943584,3064.505780857663,0.001237264973826467,-60.58729387664465
3300,0.08501587377598503,22.799988074665734,0.32999920890562207,9858.074946272578,935.4940991310916,3064.5066070027215,0.0012374292571847713,-60.586549918551675
3400,0.08501645919699638,22.799987682512903,0.32999918177026255,9858.07785787098,935.6515411750499,3064.374237359055,0.001238099080104794,-60.57326757152876
3500,0.08501788011365743,22.799987521019172,0.32999918488707614,9858.080389679642,935.7613941886694,3064.259686839043,0.001238455051972231,-60.57189122898003
3600,0.08501815114318655,22.799987074982845,0.3299991558605768,9858.082360433951,935.857498703618,3064.1591786837866,0.0012385583616809396,-60.56343121650337
3700,0.08501912815386099,22.799986866876605,0.32999911632441287,9858.084457660347,936.01379894034,3063.975001399907,0.0012394682515952753,-60.554892634828455
3800,0.08501944653469155,22.799986166649976,0.3299990990898477,9858.085543590292,936.0540913855787,3063.949704250974,0.0012398219196586265,-60.541602756223256
3900,0.08502083381551266,22.799986095995866,0.32999908267698125,9858.088402449997,936.2333844019204,3063.850972410588,0.0012403644695820738,-60.54058528882316
4000,0.08502145482025457,22.79998541542908,0.32999903986938117,9858.090720627033,936.3147086332352,3063.7592189578972,0.0012408580686554664,-60.52986484408285
4100,0.08502204299404968,22.79998530202425,0.32999903457305213,9858.090845622275,936.4498320297312,3063.6232867428907,0.0012409683459388373,-60.52594349564059
4200,0.08502246262459312,22.79998471989773,0.3299990159256622,9858.093900907934,936.5475405301398,3063.4752313864415,0.0012417499335488687,-60.518484320697084
4300,0.08502332498881947,22.799984419072253,0.3299989717400326,9858.09497517763,936.5814954716677,3063.3181526504,0.0012422931115557256,-60.50618369059219
4400,0.08502458805902478,22.79998404388291,0.32999896789519817,9858.09993439894,936.6577598286641,3063.260816479383,0.0012426789774903726,-60.50335249315973
4500,0.08502460104181696,22.799983697547916,0.3299989584844796,9858.101664582511,936.7622253345203,3063.1825493634738,0.00124317473647186,-60.48712992843826
4600,0.08502542976774856,22.799983722520903,0.32999892290888,9858.103856355066,936.8926536885441,3063.0745984719824,0.001243628485088517,-60.48112525048084
4700,0.08502697483171054,22.799983454568473,0.329998879594941,9858.1054617922,937.0043590901789,3063.043541102928,0.001244269844795971,-60.47450153909832
4800,0.08502773253797236,22.79998304512513,0.329998865407722,9858.106524113746,937.1432030567552,3062.9111843063192,0.0012447768607404468,-60.47205687818271
4900,0.0850281587174834,22.799982334218193,0.32999886280580226,9858.108018050074,937.1813269444535,3062.7934823939163,0.0012455198793675185,-60.45964938133369
5000,0.08502920893560173,22.799982062589166,0.32999882943058606,9858.111063647266,937.3770010482938,3062.6228931200135,0.0012458763806448062,-60.45942037372816
