milliseconds,PC3,XIAP,C9,PC9,C3,C9P,XIAP_C3,XIAP_C9,XIAP_C9_C3,XIAP_p2frag,XIAP_p2frag_C3,BIR12,BIR12_C3,BIR3R,BIR3R_C9,BIR3R_p2frag,XIAP_2SMAC,BIR12_SMAC,BIR3R_SMAC,SMAC,APAF1,XIAP_p2frag_2SMAC,Substrate,ClvgPrds,SMAC_mito,CytC_mit,CytC_cell
1000,0.11940162624587891,0.054699914512518176,0.0009017550678210339,0.02219415669494477,7.804697992564566e-05,3.301782072442262e-06,0.0004570665466892091,0.006722216162266339,5.62650951838697e-05,2.6855536109155323e-06,2.2435489358442015e-08,4.24858852600747e-05,3.5270309081004716e-07,3.771952735704193e-05,4.685277462684519e-06,1.849124789567725e-09,0.0009336283214818886,8.097425399480142e-08,5.893074042354469e-08,0.009961495484391274,3.364194156694943,7.007710086037395e-10,0.9993167922210292,0.000683207778970838,0.11412118169726185,6.29960524977678,3.700394750223217
1100,0.11933274190408767,0.05375445928588653,0.0009066980577448619,0.021535273277679932,8.037883152289017e-05,4.060417592424058e-06,0.000508631004897466,0.007335907981958147,6.945071985656216e-05,3.3482615093845002e-06,3.164157930825986e-08,4.831314479665045e-05,4.529301753243364e-07,4.237333125251209e-05,5.844438805161241e-06,2.6298372948054808e-09,0.0011742283687507518,1.0091636238045324e-07,7.697897209168645e-08,0.010591456280053852,3.3635352732776784,9.903869773150633e-10,0.9992218230307172,0.0007781769692828709,0.11299671851245124,6.01512518087474,3.9848748191252565
1200,0.11926302044539182,0.05280675253415481,0.0009122703000957976,0.020895950295491145,8.288236562312804e-05,4.902734039577291e-06,0.0005593974029709259,0.007925808382573023,8.388260308906996e-05,4.088895616684556e-06,4.3203743212004944e-08,5.429955667341991e-05,5.681277818525822e-07,4.705521740920475e-05,7.135231048203088e-06,3.621290996045683e-09,0.001438071427804179,1.2295895549995316e-07,9.785117468444891e-08,0.0111617465305834,3.36289595029549,1.3461703393578088e-09,0.9991239643661425,0.0008760356338576217,0.1118833349312279,5.74349177618182,4.2565082238181775
1300,0.11919236806843012,0.05185866252136015,0.0009183864878056545,0.020275607052728576,8.555745790232707e-05,5.832030862811548e-06,0.0006094764623996402,0.008492673528399754,9.95410810596498e-05,4.910084176869708e-06,5.746909340588105e-08,6.045657269163576e-05,6.99330607737147e-07,5.177476979882628e-05,8.560338704316123e-06,4.85814632949818e-09,0.001722431514774756,1.4708467865417794e-07,1.2161707579652943e-07,0.011677808436263554,3.362275607052727,1.7726596624130299e-09,0.9990230109125112,0.0009769890874887824,0.11078092178361758,5.4841249002905705,4.515875099709427
1400,0.11912069565022665,0.05091214489569093,0.0009249572839593224,0.01967368009315031,8.839921099347244e-05,6.851812647414558e-06,0.0006589741640116493,0.009037238913905468,0.00011641090512225357,5.814627748176997e-06,7.481619201407476e-08,6.679528264197279e-05,8.476815850737089e-07,5.654095409632736e-05,1.0122804924984302e-05,6.3788420775199645e-09,0.002024520755694645,1.732828125354611e-07,1.4832813225969687e-07,0.012145222901736252,3.3616736800931486,2.2740462282490617e-09,0.998918760651927,0.0010812393480730295,0.10968937097532475,5.236470616343713,4.763529383656285
1500,0.11904791862963235,0.049969142078197186,0.0009318993292802691,0.019089622688626122,9.140159366681939e-05,7.965727413935035e-06,0.000707989314237142,0.009560211172078342,0.00013448016252375362,6.805438452561849e-06,9.565704166309609e-08,7.332620539854073e-05,1.0144277027219883e-06,6.136199410379362e-05,1.1825940432472437e-05,8.225891283252328e-09,0.002341602030664654,2.0154975732600071e-07,1.780213089366987e-07,0.012569484243884797,3.3610896226886244,2.854330976369041e-09,0.9988110182255934,0.0011889817744065885,0.10860857547713719,5.000000004661621,4.999999995338376
1600,0.11897395639690139,0.049031504544865344,0.0009391402197320208,0.018522904341493625,9.4559407094423e-05,9.177530387654042e-06,0.0007566129726269934,0.010062264553630355,0.00015373950500919436,7.885501549233167e-06,1.2043918736141684e-07,8.005925122205747e-05,1.2009187864748615e-06,6.624539371787615e-05,1.3673260586218125e-05,1.0446194518163964e-08,0.0026710725053177933,2.31889480975578e-07,2.1072336029095575e-07,0.012955832628090986,3.3605229043414924,3.5175260004261936e-09,0.998699595531805,0.0013004044681950006,0.10753842931442444,4.774208029338682,5.225791970661315
1700,0.11889873135093622,0.04810093766373534,0.0009466194768433482,0.017973010302030353,9.78688715859248e-05,1.0491072231701348e-05,0.0008049292460734802,0.010544041008762498,0.00017418172175649615,9.057858858568483e-06,1.4964807730129563e-07,8.700381197356165e-05,1.408609794599449e-06,7.119805834568285e-05,1.5668453195799813e-05,1.3091385305063358e-08,0.0030105159793019066,2.643146076846759e-07,2.4645683751496095e-07,0.01330914844421433,3.359973010302029,4.2677123145824835e-09,0.9985843102244316,0.0014156897755684878,0.10647882755674187,4.55861245731951,5.441387542680487
1800,0.11882216788199414,0.04717896895903189,0.0009542880945704657,0.01743944110238136,0.00010132774502431423,1.191028274230967e-05,0.0008530167197931299,0.011006151776986273,0.0001958012183950509,1.0325587251454342e-05,1.8380917473384136e-07,9.416890288819746e-05,1.6390618052141388e-06,7.622647241252358e-05,1.7815344032623053e-05,1.621816631314534e-08,0.0033577325864414934,2.98844819863685e-07,2.852394257418735e-07,0.013633891672254442,3.35943944110238,5.109360532195666e-09,0.9984649834611653,0.0015350165388348588,0.10542966630755195,4.352752833742429,5.647247166257569
1900,0.1187441914937489,0.046266937169520225,0.0009621081801966107,0.016921712103264576,0.00010493548019991893,1.3439189422874153e-05,0.0009009491107842372,0.01144917819451443,0.0002185940825261333,1.1691810911567028e-05,2.2349111545254609e-07,0.00010156326474804936,1.8939506577964651e-06,8.133679170100358e-05,2.011790983261535e-05,1.9888747331580377e-08,0.0037107476365539835,3.3551082990860494e-07,3.2709398378990687e-07,0.013934082896216183,3.358921712103263,6.047063118919611e-09,0.9983414380534006,0.0016585619465994675,0.10439084269403956,4.156189499782067,5.843810500217931
2000,0.11866472798993853,0.04536598848925783,0.0009700520110315318,0.016419353053127125,0.00010869329820015813,1.5081930970714019e-05,0.0009487960290164242,0.011873673168605402,0.00024255805831700585,1.315970768808642e-05,2.6930915381074724e-07,0.00010919546943615016,2.1750752827887597e-06,8.653494465689895e-05,2.2580287478631904e-05,2.417132202758506e-08,0.004067812602033998,3.74352825964526e-07,3.720506472664581e-07,0.014213300061069469,3.358419353053126,7.085955317663193e-09,0.9982134966537459,0.001786503346254033,0.10336225485702098,3.9685026512681767,6.03149734873182
2100,0.11858370270447428,0.044477080237782574,0.0009781000056638875,0.015931907660390338,0.00011260398179285782,1.6842764790457488e-05,0.0009966240661228119,0.012280163824759292,0.00026769242899581477,1.4732510206548146e-05,3.2192854431944676e-07,0.00011707403877959817,2.484365508419785e-06,9.182675578251995e-05,2.520677693504725e-05,2.9140557215567725e-08,0.004427397253968267,4.154193695766459e-07,4.201460427837921e-07,0.014474692930939637,3.3579319076603884,8.231548837521371e-09,0.9980809797341946,0.0019190202658052977,0.10234380194095173,3.789291439992919,6.210708560007078
2200,0.11850103985794633,0.04360099196932373,0.000986239118217695,0.015458933179456336,0.00011667162942217113,1.8726080434861523e-05,0.0010444976912498182,0.012669153594198172,0.0002939979997326613,1.641351205920091e-05,3.820684624558778e-07,0.0001252075471811525,2.8238920138394684e-06,9.721804411963483e-05,2.800185395709416e-05,3.487814843381836e-08,0.004788175026563612,4.5876894658239906e-07,4.714258170516785e-07,0.014721011126158961,3.3574589331794544,9.489852531652988e-09,0.997943703738996,0.002056296261003935,0.1013353840840406,3.6181731192134734,6.381826880786524
2300,0.11841666203914317,0.042738341498098846,0.0009944618274688752,0.01500000000880229,0.00012090151595920742,2.073642266452309e-05,0.001092479738963492,0.013041123494158533,0.000321477249985598,1.8206082831659837e-05,4.50506730391292e-07,0.0001336046977673294,3.1958794846609274e-06,0.00010271468069276407,3.0970197537285896e-05,4.147346699653171e-08,0.005149004559477569,5.044707399413137e-07,5.259490417401823e-07,0.014954639904590984,3.3570000000088007,1.0867390749801555e-08,0.9978014796097932,0.0021985203902068003,0.10033690240845958,3.4547822270404454,6.545217772959552
2400,0.11833048976340377,0.04188960155968773,0.0010027648287284268,0.014554691300615426,0.00012529999023729813,2.2878512637133976e-05,0.0011406318149864492,0.013396533728069626,0.0003501344511627787,2.01136811027008e-05,5.280849690108691e-07,0.00014227438569096583,3.6027206698459154e-06,0.00010832263819736983,3.411671495702417e-05,4.9024269486065416e-08,0.005508910462957908,5.526032082065424e-07,5.837884093962287e-07,0.015177637630321724,3.3565546913006137,1.2371189443020851e-08,0.997654111530919,0.002345888469080874,0.09934825901064764,3.2987698053387735,6.701230194661225
2500,0.11824244110266519,0.04105511582036713,0.0010111476470537344,0.014122602582115241,0.00012987431747212098,2.515726243725428e-05,0.0011890147954786727,0.013735825474830383,0.0003799756728286525,2.2139860793154644e-05,6.157139633106864e-07,0.00015122575616962665,4.0469902394135725e-06,0.00011404804660216263,3.744655814272154e-05,5.763745440410864e-08,0.0058670646142569075,6.032538100104152e-07,6.450287248896124e-07,0.015391772289839234,3.3561226025821136,1.400881929725041e-08,0.9975013957421182,0.002498604257881757,0.09836935695171067,3.1498026542309665,6.850197345769033
2600,0.11815243141464074,0.04023511510872709,0.0010196120785194453,0.013703341391907813,0.00013463256241688935,2.7577791903371078e-05,0.0012376891301251432,0.014059421769843691,0.00041100884045578025,2.4288278910071313e-05,7.143798532357865e-07,0.00016046824600111025,4.531460862041191e-06,0.00011989722667950182,4.0965145366640666e-05,6.742993290714511e-08,0.006222768342979031,6.565197547457291e-07,7.097685491973141e-07,0.015598556358062055,3.355703341391906,1.5788411809475722e-08,0.9973431195545005,0.002656880445499465,0.09740010024794832,3.007562631541486,6.992437368458513
2700,0.118060373057318,0.03942973307959553,0.0010281613286117091,0.01329652691694166,0.00013958348312602026,3.014544542156003e-05,0.001286715156239633,0.014367728696813077,0.0004432437859823878,2.656270317340998e-05,8.251504122019948e-07,0.00017001162557774623,5.059119482928933e-06,0.00012587672585147737,4.467818216074392e-05,7.852951284926892e-08,0.00657543487451733,7.125078696306262e-07,7.781201329743248e-07,0.015799281161482465,3.35529652691694,1.771867338559332e-08,0.9971790603687364,0.0028209396312634987,0.09644039386138716,2.871745953677668,7.128254046322331
2800,0.11796617518657446,0.0386390210649607,0.0010367996516603899,0.012901789646873838,0.00014473649590639805,3.2865811661786005e-05,0.0013361532019006634,0.014661135996422549,0.0004766923493189991,2.8967021414237295e-05,9.491823948250911e-07,0.0001798660234957678,5.633186470034085e-06,0.00013199333267693774,4.859168733429169e-05,9.107593284334e-08,0.006924573399466215,7.713342607655454e-07,8.502105384970394e-07,0.01599504814610993,3.354901789646872,1.9808875037573063e-08,0.9970089849178001,0.002991015082199772,0.09549014369046352,2.7420625477652245,7.257937452234775
2900,0.11786974360621025,0.037862958448527884,0.0010455318321287118,0.012518771045457523,0.0001501016790206043,3.5744733689276754e-05,0.001386063797368829,0.014940018038494207,0.0005113682786571905,3.1505241272789444e-05,1.0877293465843103e-06,0.00019004194674401668,6.257134914256904e-06,0.00013825410644524274,5.271200274496291e-05,1.0522200250854737e-07,0.007269777416674427,8.331232816772922e-07,9.261787170870804e-07,0.016186791747163535,3.3545187710454556,2.206895490963527e-08,0.9968326485872535,0.0031673514127463854,0.09454925656085726,2.618235452728996,7.381764547271003
3000,0.11777098054277081,0.03710146741490586,0.0010543626321118172,0.012147123208453067,0.00015568965194586367,3.878833173521922e-05,0.0014365078224645817,0.015204734549713876,0.0005472873941174449,3.418150169781119e-05,1.2421495996841383e-06,0.00020055030726827305,6.93471166641475e-06,0.00014466639096796175,5.7045823805533135e-05,1.2113473128103302e-07,0.007610708677204082,8.980092742456073e-07,1.0061787168627637e-06,0.016375310919128784,3.354147123208451,2.4509376916492166e-08,0.9966497945584436,0.003350205441556304,0.09361764021621274,2.5000001798415816,7.499999820158418
3100,0.1176697846040988,0.036354421946155915,0.0010632970960143154,0.011786508568314947,0.00016151162514097656,4.2003022055278384e-05,0.0014875463865348692,0.015455630531505511,0.000584467652855923,3.700007812180299e-05,1.4139166867350335e-06,0.0002114024156650937,7.669963655627531e-06,0.0001512378060963115,6.160022437450066e-05,1.38996838784058e-07,0.007947088238788702,9.661368833173212e-07,1.0903809784367048e-06,0.01656128685208105,3.3537865085683127,2.7141123539887876e-08,0.9964601533945272,0.003539846605472714,0.09269520330926928,2.3871042091515613,7.612895790848439
3200,0.11756605057905285,0.03562165383997514,0.0010723403703743186,0.011436599582438948,0.000167579442551359,4.539552088486473e-05,0.0015392411613636926,0.01569303700095526,0.0006229289365080782,3.9965373592796335e-05,1.604628566066891e-06,0.0002226100097928134,8.467258959476833e-06,0.00015797629556072105,6.638266074893062e-05,1.5900814737181307e-07,0.008278689420236003,1.0376577498219103e-06,1.17896463624885e-06,0.016745296707666786,3.353436599582437,2.997625243631686e-08,0.9962634422307209,0.003736557769279004,0.09178185539286461,2.279306433846029,7.7206935661539715
3300,0.11745966929621533,0.03490296260989301,0.0010814970999384113,0.011097078431083103,0.00017390552249888007,4.8972870366270156e-05,0.001591654363220527,0.01591727171111176,0.0006626932210865847,4.308193076560329e-05,1.8160185525936594e-06,0.00023418525866492336,9.331316150474348e-06,0.0001648901234777541,7.140100256984423e-05,1.8138718643532495e-07,0.008605326874693594,1.1127346260137723e-06,1.272124874445834e-06,0.016927835166924875,3.353097078431081,3.3027124181084264e-08,0.9960593640837173,0.003940635916282643,0.0908775069110252,2.176376632349744,7.823623367650256
3400,0.11735052749104215,0.03419812078555537,0.0010907715045325118,0.010767636727040234,0.00018050290984237465,5.2742450042500503e-05,0.001644848891086602,0.016128639482859287,0.0007037844727637809,4.6354428276624075e-05,2.0499665315892204e-06,0.0002461407742163074,1.026723113696943e-05,0.00017198789890504252,7.666354583051579e-05,2.0637287837897932e-07,0.00892685081517896,1.191539994040649e-06,1.3700698742239132e-06,0.017109325769798827,3.3527676367270383,3.630680402529579e-08,0.9958476071701465,0.004152392829853398,0.08998206919016613,2.078094972837587,7.921905027162412
3500,0.11723850766274886,0.033506877728730046,0.0011001673745681274,0.010447975240580453,0.00018738531932227634,5.671199316806265e-05,0.001698888451643033,0.016327432569083946,0.0007462285681364276,4.978767925162384e-05,2.308512271883143e-06,0.0002584896214755329,1.1280509549522594e-05,0.00017927859938767296,8.217902849413626e-05,2.3422656731380375e-07,0.009243142685953108,1.2742559266036097e-06,1.4730209139993274e-06,0.017290129398775604,3.3524479752405782,3.982951761408948e-08,0.9956278441284092,0.0043721558715907605,0.08909545443045006,1.9842515561360607,8.015748443863938
3600,0.1171234879410667,0.03282896700402346,0.0011096883434113028,0.01013780362643619,0.00019456712775888857,6.08896103882952e-05,0.0017538374859139769,0.01651393047832282,0.000790053449387422,5.3386636836693263e-05,2.5938694521315544e-06,0.0002712453186527983,1.2377102666230352e-05,0.0001867715675608335,8.795666515568125e-05,2.652341530802836e-07,0.009554107789518462,1.361075893121494e-06,1.5812156189359256e-06,0.01747055887106934,3.352137803626434,4.360981075022949e-08,0.9953997313034618,0.00460026869653814,0.08821757569716497,1.894645964583612,8.105354035416386
3700,0.11700534192422983,0.032164109668277534,0.0011193378365131742,0.009836840151738496,0.0002020634509986563,6.528380404719412e-05,0.001809761310325891,0.01668840041761157,0.0008352890125202113,5.715638984986233e-05,2.9084394130458267e-06,0.00028442184825436804,1.3563440466563282e-05,0.00019447653886261573,9.400616168491372e-05,2.997082103198173e-07,0.009859671429281222,1.4522040030598739e-06,1.6949057557354432e-06,0.01765088649680787,3.3518368401517367,4.766320571985458e-08,0.9951629079518236,0.004837092048176373,0.08734834691211567,1.8090868123374815,8.190913187662517
3800,0.11688393851018683,0.03151201690793757,0.0011291193678960106,0.009544811452853729,0.00020989022567366735,6.990348940831163e-05,0.0018667261126357304,0.01685109720258582,0.0008819671272276671,6.110216040814591e-05,3.254828833121663e-06,0.0002980336587416303,1.4846475111688132e-05,0.0002024036544436849,0.00010033774399841012,3.379907624179538e-07,0.010159776289573604,1.5478553113109609e-06,1.8143568717931804e-06,0.017831349285109346,3.351544811452852,5.200627066652323e-08,0.9949169953871553,0.005083004612844689,0.08648768284530843,1.7273913705280188,8.27260862947198
3900,0.11675914170401894,0.03087239288521833,0.001139035777408026,0.009261452282773449,0.00021806421937935688,7.47580198701259e-05,0.001924799045504947,0.017002264241347733,0.0009301216536082135,6.522930643898102e-05,3.6358674186053693e-06,0.00031209566869099973,1.6233725901359064e-05,0.0002105634796941242,0.00010696218295901486,3.804560669251036e-07,0.010454378401297272,1.6482583620413586e-06,1.939852466301885e-06,0.01801215690191634,3.3512614522827717,5.665611556419758e-08,0.9946615960238078,0.0053384039761922054,0.08563549910655491,1.6493851648348294,8.35061483516517
4000,0.11663081045646598,0.03024493662491981,0.001149089583701009,0.008986505266153374,0.00022660310757092856,7.985720385013005e-05,0.0019840483611201242,0.017142133546164284,0.0009797883205789294,6.954331422559293e-05,4.054626026740711e-06,0.00032662327578321295,1.773332278716312e-05,0.00021896703602151656,0.00011389081227202886,4.2751351263457594e-07,0.01074344515634998,1.7536535597615447e-06,2.0716909151606688e-06,0.018193495571375954,3.3509865052661514,6.16310194541369e-08,0.9943962924385565,0.0056037075614434936,0.08479171213715267,1.5749015932300794,8.42509840676992
4100,0.11649879846681135,0.029629343219740308,0.0011592827769218283,0.00871972066846437,0.0002355255199753166,8.521132915624979e-05,0.0020445435162282605,0.01727092619246442,0.0010310046875674646,7.404979507712841e-05,4.514437837384823e-06,0.00034163236105479833,1.935405897952169e-05,0.0002276258271367801,0.00012113555375393352,4.796110409387488e-07,0.0110269535017986,1.8642943152636198e-06,2.21018702417398e-06,0.018375531645408994,3.3507197206684625,6.695033123742548e-08,0.9941206462961355,0.005879353703864566,0.0839562392017224,1.5037815774664054,8.496218422533595
4200,0.11636295399946817,0.029025306803471027,0.0011696175188375664,0.008460856170983992,0.00024485108377901934,9.083118957877101e-05,0.002106355172912343,0.01738885176444191,0.0010838101923223984,7.875448128872223e-05,5.018921556207509e-06,0.000357139288980214,2.1105448856008387e-05,0.00023655185512876233,0.00012870895312740594,5.372389556316012e-07,0.011304887392148473,1.98044882983969e-06,2.3556745151250468e-06,0.018558416652830357,3.350460856170982,7.263412260699573e-08,0.993834197234967,0.0061658027650330184,0.08312899838011863,1.4358732272033963,8.564126772796604
4300,0.1162231196332875,0.02843252131703778,0.001180096223972919,0.008209676649726107,0.00025460057882089487,9.672811022795542e-05,0.002169555251432168,0.01749610852301663,0.0011382460983692137,8.366321804312052e-05,5.572005993811623e-06,0.00037316091208651887,2.2997787966453266e-05,0.00024575764863917583,0.0001366242120227851,6.009339885134747e-07,0.011577236778694239,2.1024000859952584e-06,2.5085047583384065e-06,0.018742289290774768,3.3502096766497242,7.870389530444648e-08,0.9935364616720973,0.006463538327902709,0.08230990855938693,1.3710315132693376,8.628968486730663
4400,0.11607913204856699,0.027850682107750307,0.001190721514176787,0.007965953955212657,0.0002647959800529156,0.00010291397685155984,0.0022342169916140663,0.017592883629326702,0.0011943555061834875,8.878196017083557e-05,6.177954969614182e-06,0.00038971457189195127,2.504221545341063e-05,0.0002552562864744414,0.00014489522077954997,6.712834151808502e-07,0.01184399563109608,2.230447493884584e-06,2.669049601860465e-06,0.01892727934650523,3.3499659539552105,8.518222223093285e-08,0.9932269315949784,0.006773068405021604,0.08149888942573112,1.3091179427459771,8.690882057254022
4500,0.11593082172049163,0.027279485958986403,0.0012014956714341434,0.007729466715999816,0.0002754605817842415,0.00010940127376274161,0.0023004149829922295,0.01767935381185244,0.00125218337970033,9.411676688632052e-05,6.84139986815912e-06,0.0004068180969984288,2.7250795667845048e-05,0.0002650614256508866,0.00015353660154186468,7.489305841088552e-07,0.012105161093661942,2.36490868868233e-06,2.8377042527843666e-06,0.019113509387422345,3.349729466715998,9.209267299796812e-08,0.9929050730471712,0.007094926952828792,0.08069586145676323,1.2500002882035617,8.749999711796438
4600,0.11577801270282412,0.02671863049917259,0.001212420449192477,0.0075000001330412696,0.0002866190385623906,0.00011620310933815836,0.002368225456569143,0.01775568597807277,0.0013117763147310385,9.967378765526761e-05,7.567369760822075e-06,0.0004244898112514953,2.9636591993810915e-05,0.00027518736096186715,0.0001625637252559544,8.34580132417319e-07,0.012360733313708377,2.506117557749655e-06,3.014883594541633e-06,0.01930109508968656,3.3495000001330393,9.94603980928008e-08,0.9925703246614052,0.007429675338594809,0.07990074591365579,1.1935522942608312,8.806447705739169
4700,0.11562052236872575,0.0261678160038439,0.0012234974256423478,0.007277345780464687,0.00029829745417683405,0.00012333325214941684,0.002437726261840885,0.01782203694044459,0.0013731826054588986,0.000105459254957067,8.361324078882552e-06,0.00044274852749680554,3.221374929803666e-05,0.0002856490456090662,0.00017199275864925278,9.29003625137706e-07,0.012610713777610659,2.6544273149788797e-06,3.2010262121833146e-06,0.019490148554303678,3.3492773457804628,1.0731171232228658e-07,0.9922220961810989,0.007777903818901168,0.07911346483336787,1.13965339922624,8.860346600773758
4800,0.11545816114998159,0.0256267457466372,0.0012347283374871511,0.007061301421899887,0.0003105234551052857,0.00013080616643154695,0.002508997012781082,0.017878553326711264,0.0014364521375809798,0.00011147946818029893,9.229191478615167e-06,0.00046161354461142257,3.4997591037390976e-05,0.00029646213920989735,0.00018184070186302712,1.0330464847857179e-06,0.012855104906497411,2.8102112974302817e-06,3.396594450894096e-06,0.019680779120504404,3.349061301421898,1.1567420689938882e-07,0.9918597667049236,0.0081402332950765,0.07833394102107044,1.0881884900035068,8.911811509996491
4900,0.1152907322085323,0.025095127631021327,0.0012461160278595517,0.006851670826003025,0.00032332643018760047,0.00013863705262214394,0.0025821189705316555,0.017925370694123952,0.0015016364388907594,0.00011774077784162254,1.0177410850921637e-05,0.00048110463770128077,3.8004721619984915e-05,0.00030764302960455543,0.00019212544966587324,1.1476353408589049e-06,0.013093909271505784,2.9738652921172814e-06,3.602076570911245e-06,0.019873094931669673,3.3488516708260008,1.2457734508727811e-07,0.9914826829196622,0.008517317080337851,0.07756209804256985,1.0390476541934976,8.9609523458065
