miliseconds,ADP,ATP,MT,Hsc70,Hsp90,CHIP,Bag2,TauH3RUb,TauH4RUb,Nucleus3,Nucleus4,Agg33,Agg43,Tau03R,TauN3R,TauH3R,Tau0_3R,Tau03RMT,TauN_3R,TauN3RMT,TauH_3R,TauH3RMT,TauH3R_Hsc70,TauH3R_Hsp90,Tau03R_Hsp90,TauH3R_CHIP_Hsc70,TauH3R_CHIP_Hsc70_Bag2,Tau04R,TauN4R,TauH4R,Tau0_4R,Tau04RMT,TauN_4R,TauN4RMT,TauH_4R,TauH4RMT,TauH4R_Hsc70,TauH4R_Hsp90,Tau04R_Hsp90,TauH4R_CHIP_Hsc70,TauH4R_CHIP_Hsc70_Bag2,_20S,_26S,Ap,Bp
1000,0.5070826659418739,0.47796863446323196,14.947342601622918,0.09999999999260714,0.09999999999990779,0.09999999999831044,0.09999999999993447,2.1200677189368523e-14,-6.243093241544132e-14,-2.790045300675742e-32,-1.0618372201692433e-31,1.2688605034578712e-45,-5.80707010831645e-44,0.005740374720461517,1.2517221956608833e-05,6.692321652239896e-09,0.00028801805786068756,0.02844116659933581,3.2431028229900564e-07,0.0010096127282138091,-2.889584220620451e-09,3.8505271369833607e-07,-6.956807233158496e-12,-1.1158692914278386e-14,1.6895502409433282e-14,5.71544615488338e-13,-2.967312231444165e-14,0.0038731684531426165,8.526827326374147e-05,6.49471277941685e-07,0.000179532139186075,0.0205258978270553,2.3594679675422523e-07,0.0005095766947493864,-9.652972356324703e-10,3.849713013598189e-06,-2.0027229394262834e-12,1.7348313739148523e-13,3.6400361851572456e-14,1.151498829121422e-13,3.1700442668988462e-19,1.0,1.0,1.2156886558856684e-55,3.574472762590296e-53
1100,0.47121538196473334,0.5216645970788067,14.937655828640505,0.09999999997013201,0.09999999999981325,0.10000000000000898,0.09999999999998309,8.035352963735736e-15,6.706176214392402e-14,7.606904855513241e-32,8.502746329913196e-31,-4.9295082164779156e-45,1.4868328751616723e-43,0.005733755917406154,1.3910163795385811e-05,-5.420918216410922e-09,0.0002893191672021831,0.030781898243306124,5.084799103958079e-07,0.0014206876856244412,-9.71594187926021e-10,3.501129587430861e-07,-7.1790410576288205e-12,1.5863586244041266e-13,-7.087241186340925e-15,-9.408390228043374e-13,-1.0058396627875794e-13,0.003838026999901653,9.001175465013935e-05,9.021582936023698e-07,0.00017891440871791136,0.022322767985329624,2.2092130604038436e-07,0.0004140725393404594,-7.4237073551693786e-09,5.239078915235815e-06,1.004996880982852e-11,7.682103501812685e-14,-3.531543100423236e-14,-1.0534534258463544e-13,4.934970896980345e-19,1.0,1.0,1.2160696382958165e-55,3.5713340577856915e-53
1200,0.443867726785065,0.5608420113935612,14.932032918661104,0.1000000000070009,0.10000000000003796,0.09999999999884145,0.10000000000006122,-1.6670494203523405e-14,8.873600310406849e-14,-1.063317800457129e-31,1.6591171321115287e-30,4.849922636724938e-46,-5.065385840349221e-44,0.005784678182718185,1.6475420015136214e-05,3.1907777676663128e-09,0.00029372884909883935,0.034953118790330744,8.017992782162077e-07,0.0032039854130157673,5.913542137283749e-09,5.0290769225172015e-08,-2.8690371596752768e-12,7.415762821382415e-14,9.870226853867247e-15,-1.1447345720397915e-12,1.0859973136615684e-13,0.003837496810348509,0.00010693617507212061,1.094869319374023e-06,0.00018043848850394684,0.025191136066250144,3.481876159808777e-07,0.0010894134533211046,1.6223087549623656e-08,3.818758459873971e-06,4.238419953505913e-12,1.5360494923223604e-13,1.5221373859254368e-14,-9.944021619363197e-14,7.121677295822439e-19,1.0,1.0,1.2151415931163586e-55,3.563987140671104e-53
1300,0.41812849873665603,0.5824516361479971,14.933251625705058,0.10000000000406949,0.10000000000005686,0.10000000000059113,0.10000000000000994,1.3385900412686405e-16,5.706751080577923e-14,6.067486595682038e-32,3.8680048718154356e-31,-4.3527262867544055e-46,2.6594244759935788e-43,0.005814733663438905,1.691307924698377e-05,2.311811386139256e-09,0.00030004497826347594,0.03806100621889266,1.302751492760162e-06,0.004112506035481494,4.94379258738975e-09,3.664336388639976e-07,1.0803047829194147e-11,1.515216231809824e-13,8.654146673130542e-15,1.253874222993222e-12,5.531167206437425e-14,0.0038465198793957967,0.00011219635703194743,1.5347859605661524e-06,0.00018064384612559184,0.028005683631363958,3.0908226399695944e-07,0.0014452395239952388,2.903755887856609e-08,5.8180959015039445e-06,4.655164749889726e-12,-5.90158355829886e-14,1.9313553493675206e-14,1.6465662859333647e-13,-6.409718322278637e-20,1.0,1.0,1.2140435694724724e-55,3.5649214857541953e-53
1400,0.3989156278517834,0.6039758181977586,14.922476565057583,0.09999999996282871,0.09999999999978672,0.09999999999896314,0.09999999999995536,-1.372248119558199e-14,-4.305600387396242e-14,4.5474319446273906e-32,9.18270714907625e-31,1.1616501320549283e-45,-1.949284478741672e-43,0.005764299946454848,1.9145301457469776e-05,3.4395649804569025e-08,0.0002987294726075365,0.040603667115958274,1.3728966065016718e-06,0.004707722703458423,3.1938648746827314e-09,8.732595238995312e-09,3.6877973578698494e-12,-1.382832185905892e-13,9.009247144888158e-15,1.1886721044364399e-12,-1.409601253154021e-15,0.0038494009762293046,0.0001244599564934022,1.8925208534930533e-06,0.00018253832770137062,0.030131398302639764,3.8599104986057015e-07,0.0019866079171811267,8.267312783223093e-08,3.9233807776284015e-06,1.4426218812690426e-11,1.840438147344953e-13,-1.6676317926998864e-14,1.2469115783921223e-13,7.387301759122183e-19,1.0,1.0,1.214353805404074e-55,3.573163801115848e-53
1500,0.36819924150864286,0.6256166919942486,14.919831682800444,0.09999999996546764,0.10000000000027673,0.09999999999845158,0.10000000000012228,2.2636795418061212e-14,4.1329669562048465e-14,-4.745340608589186e-32,-1.5697853303409245e-30,-4.877975163619986e-45,9.67480056643891e-44,0.005798015073624239,2.1222291854815544e-05,2.1114700231191268e-08,0.00030447551580013043,0.04331768322500642,1.298606132428621e-06,0.006054431729280401,1.5627885134280877e-08,8.179164798447869e-08,1.3274086232424733e-12,1.281850053195069e-13,1.5494116215050957e-14,-3.211374517635212e-13,4.4153996148396733e-14,0.003859191394149269,0.00013937697170872908,2.188090969853966e-06,0.0001831045116102425,0.031108342536348085,4.203240972515313e-07,0.0023078798163875093,5.1860141852721976e-08,2.248480267486469e-06,1.770767902091411e-11,2.473165410745335e-13,2.282759899840567e-14,9.649080534680888e-15,-1.2754175519024319e-19,1.0,1.0,1.2147239407752239e-55,3.5667890993902926e-53
1600,0.35960302731014465,0.641248789057622,14.910323577007421,0.09999999995689102,0.09999999999981164,0.09999999999805213,0.09999999999992949,-9.567345805806207e-15,-4.697989372598489e-14,4.4180902842762204e-32,3.7165304362865388e-31,-3.504553730692109e-45,2.071571494487652e-43,0.005805444312914765,2.3351303531755324e-05,3.5089843728968126e-08,0.00030802152785938707,0.047665965830793744,1.9589902231047234e-06,0.005971477974197853,1.7418039083930883e-08,4.4608030272825295e-07,-1.7713092197718692e-12,-3.508321254616959e-14,1.4718157804391273e-14,7.744733910693546e-13,8.234940950006324e-14,0.0038039759252802303,0.0001489950474139041,2.5728370857598897e-06,0.0001826355500155259,0.03424312773394019,4.7056989517534085e-07,0.002120639316734779,1.0070821284253317e-07,3.462358902884024e-06,2.3268510510108978e-11,1.79262967913839e-13,2.4044262885052364e-14,3.381012198627809e-13,2.5797321881037446e-21,1.0,1.0,1.2167545562689472e-55,3.565465499132139e-53
1700,0.33822805917940507,0.65952332760798,14.908957579056127,0.09999999996106612,0.0999999999992724,0.09999999999947994,0.09999999999986253,1.754227687759644e-14,1.3666770428270116e-13,5.329729827491708e-32,-5.736311832510846e-32,-1.225861513341492e-45,2.028546605583684e-43,0.005811326312536411,2.47870729172858e-05,2.656787530384286e-08,0.0003130522022627301,0.048445558176667555,2.3141176463810834e-06,0.008572032367035876,1.4058415783041566e-08,6.649902296849059e-07,1.2894414048193735e-11,2.559168240871367e-13,1.4639174141495565e-14,1.6601475372627477e-12,-9.397567003221915e-14,0.0038391302724169003,0.0001549169075288335,2.815552745412776e-06,0.00018407875153513172,0.0354434020952641,5.146307686077834e-07,0.0031394706648904423,8.949386363798205e-08,1.0105604142714075e-05,1.7152331467747086e-11,2.0100814205347663e-13,-2.3832659263505892e-14,1.6254399505587687e-13,7.715343052973845e-20,1.0,1.0,1.2138782406180783e-55,3.5640601567291877e-53
1800,0.3017603054554338,0.6888754361090982,14.894833357642623,0.09999999993806968,0.09999999999923193,0.09999999999781316,0.10000000000011006,2.131617989747947e-14,4.463446321497263e-15,9.400314325734409e-32,1.2406532452262683e-31,1.406161744047351e-45,8.749626242927752e-44,0.005780063511899635,2.6771631596980786e-05,6.033531568966108e-08,0.0003100542162014702,0.0501217847963794,2.4405379692052744e-06,0.009409148162728562,2.7349448465797446e-08,9.006230821439551e-07,2.0241030556969748e-11,1.9469056840278453e-13,-1.4469377321417042e-14,1.2082943437513948e-12,-6.328561294020387e-14,0.003803144863205343,0.00016146692914597858,3.1455458513011687e-06,0.00018411247283891603,0.03753739029607062,6.264152323221224e-07,0.002761298443678976,1.0560095152671206e-07,1.3945369190893542e-05,3.02128150517533e-11,2.8879822955337146e-13,-4.985176261325807e-15,4.855226634328445e-13,-2.0031185966779303e-19,1.0,1.0,1.2138191065567244e-55,3.574287807300447e-53
1900,0.29384925734542944,0.6991586247934781,14.895110090690695,0.09999999996820637,0.09999999999958553,0.09999999999778267,0.10000000000008664,2.251486558452823e-14,-7.673243039939621e-15,-5.593496334168617e-32,1.3282372963613396e-30,-2.171086446723507e-45,1.0017915099922172e-43,0.005783420483610399,2.6750768874895737e-05,6.412755489773543e-08,0.0003134007678014919,0.053560083694395966,2.7640384550378407e-06,0.009121561073651566,2.5477708574247913e-08,1.1370718552921816e-06,2.5428747936841737e-11,1.1952578859843622e-13,-8.918124086718834e-16,2.6426720478032376e-13,-3.959556376705105e-14,0.0038015984262027057,0.00016997927355562548,3.354897516046996e-06,0.00018485167778365685,0.038992117906039625,6.646522653465192e-07,0.003297941289910464,1.5174323827628886e-07,1.5301364900594012e-05,3.1045224791950274e-11,3.994968259294362e-13,3.926804502149824e-14,2.362817269006372e-13,5.43199906825609e-19,1.0,1.0,1.2130793288457909e-55,3.5675454833098627e-53
2000,0.2842408825962268,0.7133208118398919,14.886775340367105,0.09999999991322431,0.09999999999938457,0.09999999999755242,0.10000000000002048,2.718186542786544e-14,1.7472001034803316e-13,-9.357346491434803e-32,-6.475560889678131e-31,-2.635635646579294e-45,2.2594094226373607e-43,0.005795113738549372,3.059223161999083e-05,7.122104552999119e-08,0.000316527193143935,0.05490672091560112,3.013383301265894e-06,0.01149732368842156,2.6233658087984702e-08,1.2988916817557225e-06,2.3304190152735567e-11,2.978885117225586e-13,3.2532402266570086e-15,2.175831058492132e-12,1.6746613789070845e-13,0.0038512499135547897,0.00017996977102814355,3.7206998843841542e-06,0.00018564889962170816,0.04076640064869188,6.944028519735959e-07,0.0036504717015749233,1.963820172524495e-07,1.5687259283031627e-05,3.819151403776422e-11,3.6254147313168484e-13,2.863248101783115e-14,4.596269112468141e-13,5.734351978893692e-19,1.0,1.0,1.2132905235845283e-55,3.5677913997481434e-53
2100,0.267603658870957,0.733142003411473,14.876317276685366,0.09999999993207637,0.09999999999902555,0.09999999999672586,0.09999999999981704,3.426134751833906e-14,1.2749960817795466e-13,-9.850023068591587e-32,-1.4724013811477524e-30,-1.878132661006598e-47,3.088114745287596e-43,0.005824256224174588,3.053547363592347e-05,7.41332295181915e-08,0.0003178900554443953,0.057288110410057484,3.491778097125595e-06,0.01179836050580544,3.5505137811497705e-08,1.2592671569953578e-06,2.5158142961220488e-11,1.9884980378849646e-13,2.4460068824377792e-15,2.7018614991069564e-12,1.1976143098559433e-13,0.0038279116357378905,0.00018160084587948787,3.952317222060099e-06,0.00018656377364649723,0.044844100124143596,8.177147827917372e-07,0.0042687581217992375,1.928169961302321e-07,1.620697534645873e-05,4.3889431333966964e-11,5.375988122308109e-13,2.4237150295731854e-14,4.230507861300706e-13,1.1678226249366904e-18,1.0,1.0,1.213219055073391e-55,3.566400673491765e-53
2200,0.2501282185921471,0.7627385152530529,14.874195208459808,0.09999999988384034,0.09999999999870753,0.09999999999677224,0.09999999999982502,1.1858289627029607e-14,1.150368346645941e-13,-1.038253119512069e-31,-1.0686499303307068e-30,-1.2423207932302893e-45,1.3523547011165823e-43,0.0058002255779147725,3.393596323116418e-05,1.0353412531551655e-07,0.0003262948637298651,0.06105299996544142,3.722192471179477e-06,0.014436088833078366,3.42518382570087e-08,1.535735588582666e-06,3.6989005712763356e-11,1.4396984750387919e-13,1.983480255446702e-14,3.142508088682887e-12,1.3318265208913393e-14,0.0038143815621338433,0.00018739151604227548,4.446340383460962e-06,0.00018654143575301484,0.0454536828259498,8.746663161349314e-07,0.004711503181515664,2.3053699652977663e-07,2.2507904978275786e-05,5.190217392614094e-11,5.613124498382441e-13,9.230338910916819e-14,6.551261071198686e-13,1.803271438422777e-18,1.0,1.0,1.2166898226961611e-55,3.567529608975572e-53
2300,0.24369931976275114,0.7638070326931875,14.864954297917551,0.099999999892068,0.09999999999864323,0.09999999999627898,0.0999999999999641,3.462150692640719e-14,2.8275986842669993e-13,-3.629406183820746e-32,1.1959034232522034e-30,-5.106349811511975e-45,-1.5207747614732313e-44,0.005808644919073153,3.6066428859920114e-05,1.1694021888412706e-07,0.00032661185428260427,0.061605660083694294,4.379047805217711e-06,0.015139769285279294,5.095379925767994e-08,2.0180865430664453e-06,3.8164471279897715e-11,2.0115622558104633e-13,2.7213370150127826e-14,2.988143596631471e-12,2.167271916946585e-13,0.003822131059581925,0.00019649156328730306,4.624471818348816e-06,0.00018975529721762378,0.047227306807487615,9.447770363624713e-07,0.005848802629119405,2.8343887255922575e-07,2.5105000153059688e-05,5.5542888977436914e-11,8.406449214036439e-13,1.093888883046787e-13,1.0277380170630702e-12,1.779282159931399e-18,1.0,1.0,1.2161391400457038e-55,3.5676044530872426e-53
2400,0.21159107806324048,0.7665291323931029,14.860560526027363,0.09999999989404668,0.09999999999822631,0.0999999999956785,0.09999999999997587,3.7568260346712284e-14,3.3825202940640814e-13,-9.084976595124718e-32,-5.095423399783004e-31,-2.2743326845583824e-45,2.1942386506115665e-43,0.005844376973442867,3.556406516094888e-05,1.200551203277633e-07,0.0003276531555470871,0.06447539022096287,4.355645100081918e-06,0.01619441762514415,5.829620173780986e-08,2.2918844472857525e-06,6.713240025645212e-11,3.139511497775858e-13,2.2896400976451745e-14,3.4559605762679904e-12,1.131569561153764e-13,0.0038377726006518145,0.00020018935942730926,4.83428183572009e-06,0.00018759798661896807,0.04859439146039844,9.27339964177094e-07,0.006282271570350587,2.710647029039406e-07,2.868562575404106e-05,5.8102496278634094e-11,8.740630158886266e-13,1.0360973653079975e-13,1.165013540332986e-12,2.0039916727528104e-18,1.0,1.0,1.2130380967045114e-55,3.563381212402949e-53
2500,0.21842916643395147,0.7763887161071237,14.854833159249463,0.09999999986858264,0.09999999999790546,0.09999999999654142,0.09999999999990618,4.788549543862678e-14,4.0522784837874716e-13,-8.599714101622362e-32,1.0492891401237962e-30,-3.1017653744122856e-45,2.9712529610998668e-43,0.005774538923354302,3.804821780951259e-05,1.2998154645766942e-07,0.00033400121611580586,0.06586228414716815,4.765682396612239e-06,0.018694211683338336,6.535039620992083e-08,2.79658330511311e-06,7.944915449684368e-11,3.9549041268014877e-13,1.66882641662901e-14,4.650437886837902e-12,2.820602384312816e-13,0.003796568597686375,0.00020687226287878898,5.188332402472022e-06,0.00019093002657876256,0.050407647554330304,1.0285293440965966e-06,0.00669309142700342,3.0198551491491e-07,2.9781193317725084e-05,7.662759065513208e-11,1.1880248243772848e-12,1.477270738916657e-13,1.2972701924693932e-12,2.3536780704914545e-18,1.0,1.0,1.2146876165337931e-55,3.565577882560427e-53
2600,0.20550848292847432,0.8060152093887128,14.849873951145865,0.09999999981647947,0.09999999999797562,0.09999999999383594,0.09999999999971358,7.078997726424039e-14,2.9488184890669004e-13,-6.71014650846136e-32,-6.144759298188724e-31,-2.4652685751802133e-45,-1.974168169528956e-43,0.0057734809770730285,4.19998141682336e-05,1.627113595299505e-07,0.00033110018811716494,0.07002409817745413,5.113169208920107e-06,0.019378785153082084,7.318095742550065e-08,2.792602154161774e-06,7.198892777566547e-11,4.79204788193185e-13,3.248624855700726e-14,3.6418216220086835e-12,1.160899475225486e-13,0.003804617886174679,0.00021180649270123632,5.482345775161864e-06,0.00018919409574556326,0.0521533280192996,1.1182355672709539e-06,0.007834761562801258,3.7213826126199914e-07,3.6953227646352944e-05,7.961279256012616e-11,1.4362726893086886e-12,1.31795835251275e-13,1.3539009322049932e-12,3.626642781526861e-18,1.0,1.0,1.2142429568708944e-55,3.5652281186897353e-53
