milliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
1300,8.8486060260486e-08,1.0629928040738926e-09,2.883526292390282e-09,3.802438747712485e-10,1.6745623251868675e-07,1.0707705750849219e-09,1.4975304357350677e-09,2.3935622621048408e-14,2.5447787981871726e-14,1.9132079768508527e-08,2.692741141166749e-10,6.997578802471037e-10,4.568975076763663e-12,-7.020092091120457e-12,1.401448053009632e-06,7.777949053412858e-12,4.390758235353196e-11,-1.4525821194146888e-09,1.3764178747149928e-15
1400,8.850223661381188e-08,1.0419068234609066e-09,2.8815036141123737e-09,4.516585708137074e-10,1.6728740595068288e-07,1.0544917166953497e-09,1.7503224925199635e-09,1.4031563004137737e-14,-3.7024872781844634e-14,1.99712011170334e-08,1.5054066160865254e-10,7.045991766210865e-10,8.917581715293015e-12,4.573229555671524e-12,1.3998781766612455e-06,1.8680717757788247e-11,5.5781596881697254e-11,-3.938158298552864e-11,-1.7317448819708821e-15
1500,8.84676015896058e-08,1.0392693780392624e-09,2.9022418581639218e-09,4.557614750357692e-10,1.671174035106265e-07,1.0648794180133407e-09,1.7402640057568863e-09,5.777139320113553e-14,8.536732418730291e-14,1.9678372637272658e-08,4.441039938835382e-10,6.938734642641865e-10,-4.286761081685659e-12,8.99244024917733e-12,1.4014745184670935e-06,1.8995322739613715e-11,4.943091689285325e-11,-2.5877201866014115e-10,1.315014261371366e-15
1600,8.84436380673008e-08,1.0495801813685581e-09,2.8893621921145e-09,4.906774044157587e-10,1.6679399915075755e-07,1.0529409946446385e-09,1.9347907523759753e-09,5.0774510034521856e-14,2.3584653114615634e-14,1.9490909712925255e-08,3.5566186501123495e-10,6.960569277244388e-10,-1.1867520472262763e-12,-3.3439037320257204e-13,1.3991344702457645e-06,6.183594133526314e-12,5.677729754117811e-11,-3.9942796835482864e-10,8.757124854336721e-16
1700,8.844538234149584e-08,1.03892400639745e-09,2.8868626894293867e-09,5.635100933454235e-10,1.6701035449304157e-07,1.077991478113891e-09,2.0925963354312273e-09,7.187479641642308e-14,2.2172906221139146e-14,1.9337539357191977e-08,5.072873095811511e-10,6.814579672638883e-10,-2.1009346007967795e-13,-3.821267442371971e-12,1.3978388835227077e-06,3.414579756620662e-11,5.989972661566296e-11,4.492572692771001e-10,-4.722875674197548e-16
1800,8.841479461276263e-08,1.0606948757254975e-09,2.9127430931902474e-09,5.753698365875068e-10,1.6671577747279728e-07,1.0578274011112486e-09,2.1155749008435123e-09,5.470750372140972e-14,1.0364097176850694e-13,1.941843714570698e-08,1.0841755031299787e-09,6.749176215793702e-10,2.7854422743868726e-11,9.584455710999093e-13,1.3982400616296834e-06,4.354218651679467e-11,5.0608972027874224e-11,4.981566238261632e-10,1.6049944550093277e-15
1900,8.829389293726278e-08,1.051572884457055e-09,2.863394072023773e-09,5.846126555542827e-10,1.6668853242436376e-07,1.0575127940358376e-09,2.2819276887742656e-09,3.227582619304998e-14,1.1507332300275154e-13,1.9365824705506798e-08,9.185367623321228e-10,6.943532699296523e-10,1.16590820917829e-11,-5.147568610148055e-12,1.3988819993928838e-06,-3.2261333093521545e-13,5.4798904664043414e-11,6.816517784213779e-10,-1.5396881094644075e-15
2000,8.832327971263112e-08,1.0563105277296052e-09,2.878041902256786e-09,6.324710323013147e-10,1.665381775940396e-07,1.055468555656552e-09,2.3366945356519417e-09,6.42725355666388e-14,-7.582822240273695e-14,1.93050104585062e-08,1.062176027580207e-09,6.92076193298582e-10,3.0430848038167325e-11,1.2873972310506532e-11,1.3981914042661178e-06,5.918800733584158e-11,8.530219510775957e-11,2.3519442734167376e-09,-2.1609900873820787e-15
2100,8.831332387044179e-08,1.0601934949144927e-09,2.8712746657189446e-09,6.444669006149702e-10,1.6642858453973338e-07,1.0699317083567658e-09,2.4326208320058873e-09,4.647261210875514e-14,-4.439668285924355e-14,1.9019203324664868e-08,8.082840516745739e-10,6.625252709659625e-10,2.124500163521887e-11,4.972280571111593e-12,1.3988414426453148e-06,1.179400876351809e-10,5.06114619959454e-11,-2.8128915656265174e-10,1.11463567968685e-15
2200,8.820752427776721e-08,1.0375775078411454e-09,2.869749141791222e-09,7.405141555463626e-10,1.6608551051944178e-07,1.06680633711891e-09,2.645991748487928e-09,2.944895367309629e-14,1.2448818293458878e-13,1.860771630480288e-08,9.780363748761478e-10,6.662434723627254e-10,1.863464416188836e-11,-8.787299715846648e-12,1.3990860074097647e-06,1.1518022151766687e-10,9.773624009497175e-11,2.5666739027142503e-09,-1.3070630083332247e-15
2300,8.81639434200812e-08,1.04234506713861e-09,2.8992002648292008e-09,7.601522724502478e-10,1.6611989242529637e-07,1.0591824667250033e-09,2.6670141878730975e-09,-2.2364623028617317e-14,1.0615774899133828e-13,1.8986900605549784e-08,1.4827415642139954e-09,6.643269280002082e-10,4.1685444524263615e-11,9.585161505965959e-12,1.3976638806906095e-06,1.638306683654363e-10,1.0091912062373526e-10,-2.2648753058872788e-10,-2.53207974918429e-15
2400,8.812907959855472e-08,1.0600275930577725e-09,2.8691336307756434e-09,8.001401078691223e-10,1.6589925762038268e-07,1.0717965162607542e-09,2.6993343324479906e-09,-6.502469944194636e-15,-4.9879073993668325e-15,1.8129372511330486e-08,1.7028384971100191e-09,6.602368021054457e-10,2.6004214461048053e-11,7.736454324284637e-12,1.3989136644384019e-06,1.222679609859019e-10,8.5051277105292e-11,3.5089848380424825e-09,-3.6643313661591407e-16
2500,8.808572036992216e-08,1.0363346984118402e-09,2.887942300177039e-09,7.847473918382889e-10,1.65872218607615e-07,1.0563962335025488e-09,2.77578399847778e-09,7.789778787053009e-14,1.8719527959413835e-13,1.8242657519074383e-08,1.815586853329623e-09,6.63485934692233e-10,3.344358427542786e-11,-9.016940467854226e-12,1.3991136593941358e-06,8.806350905568625e-11,1.2526869431091502e-10,8.548595486115657e-10,5.143916739313581e-16
2600,8.811564201759149e-08,1.0569632007729732e-09,2.8913230402066365e-09,8.707041679761105e-10,1.6578484104480786e-07,1.056413816335512e-09,2.9724327402043455e-09,4.4034203603596376e-14,6.393659876046942e-14,1.778804669707034e-08,1.8753773738329724e-09,6.675925502396132e-10,4.5374355900380223e-11,5.982799915082111e-12,1.3954741290869944e-06,1.6905155701371012e-10,8.978150232870892e-11,3.120268670757657e-09,-3.1933433224982863e-15
2700,8.801714860565706e-08,1.05330932057688e-09,2.8815218216105683e-09,9.09033636379192e-10,1.6574850341397095e-07,1.0743213412375803e-09,2.869501018633791e-09,5.4088732379684535e-14,2.2772986256908104e-13,1.8142826511853e-08,1.939222579524273e-09,6.486587467858321e-10,3.8484048540248586e-11,9.448037672116617e-12,1.3970266597540166e-06,1.489818635943399e-10,1.2206893198137068e-10,5.228343143322161e-09,-2.5736070050291403e-15
2800,8.803487870434822e-08,1.037663678068632e-09,2.881456817844795e-09,8.8116564972517e-10,1.6548204531051768e-07,1.047281903244618e-09,3.1254809777897846e-09,1.35855087257835e-13,5.996421432505976e-14,1.777707839125026e-08,1.867307132891317e-09,6.46505440873593e-10,6.818917820298334e-11,1.5336463427538687e-11,1.3945723376049517e-06,2.778239516111631e-10,1.9703112565193624e-10,3.202470852502312e-09,-3.3626398625082185e-15
2900,8.794843471795373e-08,1.0342031336260526e-09,2.891371857723131e-09,9.771085043036074e-10,1.654430940824711e-07,1.0573317506586581e-09,3.0030918899011128e-09,7.988425131409875e-14,3.204559849663528e-13,1.7141624694077516e-08,2.2713058426098936e-09,6.380908021064421e-10,6.850048406674373e-11,-6.662647179114839e-12,1.393967271313009e-06,2.4007845583738265e-10,2.3505808337034197e-10,3.109862601454728e-09,-2.736652623831959e-15
3000,8.801207643489719e-08,1.0378619673250148e-09,2.8852967993579165e-09,9.461344408306722e-10,1.651287790343374e-07,1.0603705600425737e-09,3.2481200678676316e-09,1.1096503925653519e-13,3.509813985638761e-13,1.6995977253296284e-08,2.4774057031758387e-09,6.204950819816804e-10,5.875954993661157e-11,-3.4121110278228183e-12,1.393327769273109e-06,3.5114096030348256e-10,2.1607561058308704e-10,7.216849224514377e-09,-5.351629237134992e-15
3100,8.791905881114842e-08,1.0393117576869428e-09,2.877067005661477e-09,1.0505151421756906e-09,1.651828866052724e-07,1.0692403371667407e-09,3.151478266958804e-09,2.1139619025766889e-13,3.1123004978688654e-13,1.659452378362886e-08,2.628061901552517e-09,6.149193188037537e-10,7.963148848878708e-11,-8.0659072872965e-12,1.3936467481687434e-06,3.9772557455630437e-10,2.054375467167694e-10,8.170936848083306e-09,-2.4382369859254613e-15
3200,8.795518248796797e-08,1.060699977911915e-09,2.8711448435957737e-09,1.0351133139827223e-09,1.648436713535996e-07,1.0715822886808746e-09,3.282449169654815e-09,2.666225092421723e-13,2.5578681643894496e-13,1.6615632119533336e-08,3.125609997004252e-09,6.007965046729999e-10,9.785044781618353e-11,-2.7471017634650052e-12,1.392808052747699e-06,4.364956179706635e-10,3.0232467808908867e-10,6.141169621787694e-09,-5.047130178337609e-15
3300,8.78322028777343e-08,1.0594061501750008e-09,2.883437079287617e-09,1.0745652037487419e-09,1.650660528538727e-07,1.0497905572470184e-09,3.1969097033794648e-09,2.546308609454085e-13,4.718321828530054e-13,1.5588191543850615e-08,3.0400810936486778e-09,5.903981274597591e-10,1.0150614808174984e-10,1.4035114143907427e-11,1.3906987789622653e-06,4.702989759958867e-10,3.416544753151535e-10,1.0091107540968385e-08,-6.0400055531168684e-15
3400,8.787934971239878e-08,1.0391513064632728e-09,2.8961359318742487e-09,1.0920023190345555e-09,1.6485200415683327e-07,1.0551037720588456e-09,3.309708621210079e-09,3.562265006942331e-13,6.115845782573778e-13,1.5518906370725898e-08,3.2744966293536087e-09,5.790898637844389e-10,1.2680571162696443e-10,2.0496546019767297e-11,1.3885445683884703e-06,4.439908823496142e-10,3.4184041693976037e-10,9.78398870470497e-09,-7.0948051223990245e-15
3500,8.77556145807618e-08,1.0407076231744009e-09,2.868114605023552e-09,1.1309565986230428e-09,1.6483902096769692e-07,1.0620955007807606e-09,3.220345671295446e-09,4.0256758273130704e-13,7.079240754784831e-13,1.4673505383536417e-08,3.91738466566135e-09,5.783376986312505e-10,1.2688864744071295e-10,1.8928344386257412e-11,1.3880065514364882e-06,5.471929217522545e-10,4.1899076181639964e-10,1.3550045863957177e-08,-7.426231086829588e-15
3600,8.777637896400693e-08,1.0531653761970594e-09,2.895779396841403e-09,1.1986892724095736e-09,1.6439683782587645e-07,1.0425767387371588e-09,3.2503025312276214e-09,4.1499848798473706e-13,7.326992661846178e-13,1.440633697477797e-08,4.552075150717547e-09,5.389231542036179e-10,1.5553926979700222e-10,1.7817355766606714e-11,1.3851657054374486e-06,6.01796359826568e-10,4.701365473372926e-10,1.4525143654303506e-08,-1.037753013288553e-14
3700,8.774011718238454e-08,1.0508185190530158e-09,2.8973464041596157e-09,1.199999563586843e-09,1.6435922002040929e-07,1.055401365070107e-09,3.243945814635434e-09,4.5004500511789986e-13,7.454848755344194e-13,1.4424338308935797e-08,4.572123320229776e-09,5.249261220095839e-10,1.5747000417463044e-10,3.7134908400587164e-11,1.383963460020631e-06,6.458210556202517e-10,5.054451041772944e-10,1.6204477273090993e-08,-1.2855930439475154e-14
3800,8.766767125457072e-08,1.0470281780555997e-09,2.9092605891342685e-09,1.2180102780089498e-09,1.6438127193649744e-07,1.0490812963185418e-09,3.3847960744579876e-09,6.036981130863422e-13,8.648795327785894e-13,1.3900436526986388e-08,5.291600561473879e-09,5.171480035229861e-10,1.8135727207848906e-10,2.9490903181593975e-11,1.3798570098793705e-06,7.172658721062036e-10,5.695222482718489e-10,2.0127031799770896e-08,-1.2788249084814782e-14
3900,8.76943307420521e-08,1.0570281111250486e-09,2.916733916087524e-09,1.3121150753802701e-09,1.6429969283622163e-07,1.067879947788318e-09,3.3533555982853124e-09,6.831113984290895e-13,1.1078330428476284e-12,1.261522694852593e-08,5.8626528620393726e-09,4.934912670303475e-10,2.16265601780703e-10,5.855031724809034e-11,1.3768793789654425e-06,8.328306881259092e-10,6.593456319239374e-10,2.075140900732194e-08,-1.4713639029633632e-14
4000,8.765752147585137e-08,1.0374579240763706e-09,2.919712091548374e-09,1.3719304302547597e-09,1.6389383132883309e-07,1.0488337750518993e-09,3.282118144182168e-09,8.235253273743182e-13,1.2197637667529287e-12,1.2475395082076193e-08,5.8639807721131385e-09,4.508159377851855e-10,2.2602894592750519e-10,7.034380945508365e-11,1.372849049802804e-06,1.0034908022711677e-09,7.188092583283105e-10,2.2792993167051317e-08,-1.927927433657704e-14
4100,8.757497658566655e-08,1.0334712474738753e-09,2.874283937236867e-09,1.3645091587713465e-09,1.6382760247887502e-07,1.0500645772507376e-09,3.1208290053585653e-09,8.711982033436719e-13,1.4722151771449775e-12,1.1113515565014765e-08,6.888145530487831e-09,4.500220803050941e-10,2.459718169194864e-10,8.074579117999663e-11,1.3712271111818369e-06,1.0283084240303167e-09,7.886782156487723e-10,2.5879033009961058e-08,-2.1037314258640088e-14
4200,8.752813632950509e-08,1.0319703024070331e-09,2.9156484295825437e-09,1.4385026417005158e-09,1.6362626232850647e-07,1.0567433565190502e-09,3.1157840655828095e-09,9.951932706561145e-13,1.677181564325649e-12,1.0849489086557419e-08,6.969834022971801e-09,4.2534173774809746e-10,2.813573755173164e-10,1.0989054582129613e-10,1.366124032761054e-06,1.1639159846875907e-09,8.632251029228337e-10,3.090841385926551e-08,-2.7288153638049722e-14
4300,8.754834831644615e-08,1.0424863016689256e-09,2.8930206044401796e-09,1.4023828133092373e-09,1.6380420250486665e-07,1.0653656308831222e-09,3.0580268239603864e-09,1.2403234452604383e-12,2.0741833929396947e-12,1.0070635235581244e-08,7.871810555446678e-09,3.993272137178449e-10,3.0120144607031694e-10,1.3147947087542614e-10,1.3643657919093965e-06,1.3169766527228928e-09,9.759068481867556e-10,3.56542684907323e-08,-3.0161592047513425e-14
4400,8.753004870188353e-08,1.0448106022194933e-09,2.897777626924332e-09,1.5038966085839217e-09,1.6354603778573455e-07,1.0502462598512533e-09,3.059623463822869e-09,1.3956128273950144e-12,2.259218121900749e-12,9.497703285925806e-09,8.548965295275669e-09,3.6159103828121326e-10,3.3295216083233584e-10,1.7297452505307407e-10,1.359950528465238e-06,1.3343594179452898e-09,1.07130411541783e-09,3.819586830721056e-08,-3.6194136554304565e-14
4500,8.750017649551347e-08,1.048257690867704e-09,2.897009609798773e-09,1.507089991949623e-09,1.6342942878788532e-07,1.0391113836175442e-09,2.976346987896774e-09,1.533830523768304e-12,2.699132017191446e-12,8.246972387724892e-09,8.983308077285327e-09,3.1805695357624527e-10,3.546984776427086e-10,2.163861561822848e-10,1.3562295707087651e-06,1.4655513086801366e-09,1.1709685178725882e-09,4.245830358262379e-08,-4.4217288505395744e-14
4600,8.74460809235964e-08,1.0495225891251679e-09,2.9002943772308745e-09,1.5620449165645007e-09,1.6331336718177571e-07,1.0547110119276637e-09,2.6979582059543863e-09,1.7215906259206933e-12,2.92387433814045e-12,7.35766650128842e-09,9.220142739148867e-09,2.9534264615608673e-10,4.035795854346366e-10,2.723972848057812e-10,1.3511453229830107e-06,1.6556851097599406e-09,1.2621772916360299e-09,4.712840825682597e-08,-4.717876578341409e-14
4700,8.739903103307376e-08,1.0540607850544242e-09,2.876841821857555e-09,1.563261631090061e-09,1.6323910668145334e-07,1.0638129011267014e-09,2.7752001361563708e-09,1.9655114829086555e-12,3.369180324716344e-12,6.752936674256228e-09,9.699855121557883e-09,2.5576809390833183e-10,4.2633824518167785e-10,3.4035891950060795e-10,1.3444546502976203e-06,1.674696279268791e-09,1.2825940053417862e-09,5.4978821687451104e-08,-5.68780392151601e-14
4800,8.733445849541238e-08,1.05654219891667e-09,2.92108268186493e-09,1.5893554964271056e-09,1.6292647446566643e-07,1.0567808410443626e-09,2.5908567529886313e-09,2.20615723066752e-12,3.859057321898493e-12,5.920091624648611e-09,1.0336552210581506e-08,2.4210140089929913e-10,4.5872270974468054e-10,4.1275507123912947e-10,1.3374742726974797e-06,1.8115104324806306e-09,1.4391336602174e-09,6.035348166651799e-08,-6.724370839739335e-14
4900,8.730023943263607e-08,1.0313778930861028e-09,2.8915492454949984e-09,1.6847360884394602e-09,1.6305588179713389e-07,1.0541559078979967e-09,2.5648646691579807e-09,2.4417622856837836e-12,4.404875243399342e-12,5.694385473936808e-09,1.0818409285607555e-08,2.0068153928518265e-10,4.887869014196545e-10,5.23422950299936e-10,1.333480833140554e-06,1.967599301821294e-09,1.5055385018351493e-09,6.54319023275415e-08,-7.430666053701896e-14
5000,8.73306901515145e-08,1.0409035880507688e-09,2.902124884765598e-09,1.7067598781916633e-09,1.6276330223167148e-07,1.0537150191505867e-09,2.451930360545498e-09,2.766593086091695e-12,4.87683142246913e-12,4.5894637138251886e-09,1.179504825585177e-08,1.806821852724843e-10,5.126431303443132e-10,6.246268446445747e-10,1.3235101174912936e-06,2.033266165676822e-09,1.6343093974195771e-09,7.045159598812001e-08,-8.4842428793014e-14
