miliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13
2800,0.0963704663159574,2.6286110623431353e-05,0.009947554985010633,6.336034891672431e-08,0.010374500336811452,6.702878807775512e-05,2.0583805408316882e-05,6.877007980131545e-05,4.0784432716490304e-10,0.01453552382148028,6.18781525939413e-06,4.980807570445625e-14,3.043107490742082e-08
2900,0.1041888993432713,2.985728659730184e-05,0.010327562339861294,6.511762801748849e-08,0.010616777619671702,7.167577323715282e-05,2.249338115445201e-05,8.168827314240788e-05,4.1173235179946107e-10,0.014532887660342319,6.8178701848393595e-06,8.113396389799478e-14,4.312022099751311e-08
3000,0.10689681758320171,3.135605617112364e-05,0.010723153041679817,9.024036123257334e-08,0.01105607949183209,7.839817564464437e-05,2.5818296936664827e-05,9.273311097574823e-05,5.278215104133536e-10,0.01510575748808831,8.610862365302832e-06,7.359294568089711e-14,3.990030229862189e-08
3100,0.10767249181610195,3.623305221947481e-05,0.011043998058604745,9.3533283260776e-08,0.011394762093088241,8.326755012505274e-05,2.6183894333630434e-05,9.483760670325431e-05,6.521717722868937e-10,0.015483734478732945,1.0580494303787855e-05,1.5590193229691733e-13,4.632465645275205e-08
3200,0.11340486055399839,3.6291144734876904e-05,0.011024132032193793,1.0152133547193454e-07,0.01186008796554366,8.497616140910697e-05,2.86746661962403e-05,0.00010515798239015768,7.591300924459303e-10,0.015845525622599242,1.0385898187783096e-05,1.0136652987513605e-13,5.2899559430288395e-08
3300,0.1173347624482798,4.159237578222612e-05,0.011434635644290609,1.2276386422384366e-07,0.01198006203102175,9.096409678657414e-05,3.1443402250373395e-05,0.00011018864443352158,9.058378778218748e-10,0.015850674702669525,1.2344249050267584e-05,1.9166816207765905e-13,6.278380574933287e-08
3400,0.11857778828201601,4.365343914111263e-05,0.011730162106474144,1.341971691207628e-07,0.012136296481098124,9.514771686714605e-05,3.371745156291898e-05,0.0001205683805220729,9.738772595409629e-10,0.01617820548337803,1.3698475406111227e-05,1.9929517899172217e-13,7.894060713187657e-08
3500,0.12217944102277983,4.752223909507403e-05,0.012074345475783335,1.4677594281837564e-07,0.01280362088479117,0.00010265254723973006,3.653245138763044e-05,0.00013797718543994743,1.0621571565160645e-09,0.01665531620124107,1.6775075043312284e-05,3.0435294445279963e-13,9.125573094737998e-08
3600,0.12443356968402822,5.061271933562083e-05,0.012173167598026514,1.6590665220687455e-07,0.013111540928184543,0.0001045211315827194,3.718448819046613e-05,0.00014091418859238686,1.2866585478466027e-09,0.0170585450913437,1.8480640729583142e-05,3.616078429284836e-13,1.0147302251627071e-07
3700,0.12589250963965382,5.168654442811618e-05,0.012740469778252302,2.0426550642999624e-07,0.013342336110451469,0.00011316248063585361,4.165028919778315e-05,0.00015249528268906185,1.365636591534272e-09,0.016972634902117926,1.9540755154147617e-05,4.965445824721792e-13,1.0695039331696321e-07
3800,0.12980350355472056,5.44584253995928e-05,0.013088168767673165,2.1421730473598053e-07,0.013530932517494126,0.00011417610010784457,4.294571107295472e-05,0.00017301908729533522,1.6509197290652108e-09,0.017443743308192344,2.1849996993440588e-05,6.744185124310733e-13,1.2395290298715429e-07
3900,0.13285806729825486,5.989189795173511e-05,0.013020049906903487,2.4663739476074804e-07,0.014169427384160105,0.00012547875257576876,4.6133081511896964e-05,0.00018361956470372553,1.8397968505282247e-09,0.018077758719924338,2.5068174439872965e-05,7.689117755834984e-13,1.3957787374687199e-07
4000,0.1383319244062042,6.288492721628406e-05,0.013225074787461693,2.723685025319252e-07,0.014269403579499147,0.00012724775464462759,4.723066987075569e-05,0.00019103092286620052,1.959974601788928e-09,0.018335625820854365,2.7806208417058732e-05,9.069598865642948e-13,1.5438375287648268e-07
4100,0.14235946137532685,6.424493247547467e-05,0.013639483365616968,2.9590877797706655e-07,0.014531888735087616,0.00013354680157767765,5.2038029952727444e-05,0.00020273681142575205,2.299803213629917e-09,0.018417928803863063,2.97621290359999e-05,1.0825908258089822e-12,1.811763617254201e-07
4200,0.14383639339455423,6.936162527939338e-05,0.014045243499731535,3.266444677888095e-07,0.014731217554874713,0.000141031342629257,5.434874465113323e-05,0.00021808932642349986,2.568032773109908e-09,0.01888490122018458,3.225566585026474e-05,1.3765302097038455e-12,2.0107474027363805e-07
4300,0.14818056155916026,7.167837053229356e-05,0.014259168367334403,3.679040846420609e-07,0.015276957715182497,0.0001466813615482433,5.717946667701843e-05,0.000237534929405114,2.793562623222073e-09,0.018916451346025955,3.5300086180997415e-05,1.6691371438223733e-12,2.252108258207175e-07
4400,0.14990884211038044,7.640544318723619e-05,0.014709218876051073,4.0399610015730535e-07,0.015636608544534705,0.00015476908383165044,5.8832861962802494e-05,0.00025360431978861756,3.1074638588874274e-09,0.019290491861211834,4.052406705566658e-05,1.9319816343434894e-12,2.3946253784705083e-07
4500,0.15572758605846646,8.127422466651847e-05,0.014962105692713074,4.346966859039027e-07,0.01589978071863801,0.0001621190218459685,6.255816960643624e-05,0.0002683278097375853,3.348669137791119e-09,0.019810833999988602,4.411470843057531e-05,2.36083490467546e-12,2.6428270914580784e-07
4600,0.15548905088494186,8.424362704343523e-05,0.01526933207436605,4.6958852035134587e-07,0.016284760477854862,0.00016815760522738733,6.619123247771137e-05,0.00027876758054017195,3.6911440891867817e-09,0.020257324592249198,4.785485572048148e-05,2.7008052295794958e-12,3.0058568194638305e-07
4700,0.16000109066803836,8.666861531030946e-05,0.01519448049340197,5.154578855233327e-07,0.01642667793297531,0.0001766616210454858,6.912153629162086e-05,0.0002962022915110561,4.036885358781483e-09,0.020245927915378926,5.191816496633867e-05,3.2659811366831818e-12,3.2828934289348e-07
4800,0.16581753426113954,9.278258137744631e-05,0.015768200951566152,5.608781706906714e-07,0.01672798327072902,0.00017854226532461643,7.127604308465385e-05,0.00031334386474419275,4.56513062285882e-09,0.020583171612703677,5.58824776592309e-05,3.820331499368855e-12,3.5590989249538515e-07
4900,0.167501486428434,9.468733075612805e-05,0.01587476802925815,6.115866718053434e-07,0.017219274165550955,0.0001904617094169758,7.446429033542382e-05,0.00033752755909961725,4.96135869304367e-09,0.02095761726530915,6.105740035106637e-05,4.5652158182229935e-12,4.0167429275672523e-07
5000,0.1681011238859105,9.948685996699498e-05,0.01620393682263916,6.709280004043821e-07,0.017536354044668623,0.00019517720155527317,7.969876254233508e-05,0.0003552319757330461,5.37535098952662e-09,0.021404978743050886,6.418172654940144e-05,5.219168402703272e-12,4.3462228294509303e-07
