miliseconds,T,I,F_1,F_2,N,E,R,V,A
1300,0.130087238131341,0.06645306637612292,0.02643811628215409,0.2122341462176199,0.33259754828781457,0.43911197660006607,0.15945288357525392,0.3058135453156601,0.6464794665510627
1400,0.13825088733673135,0.058302551595094634,0.020091239380204903,0.2067216172429515,0.37004527157280076,0.443217743670608,0.1530762463692413,0.24730461917592667,0.6638673113159208
1500,0.14038844856617896,0.043178623027456876,0.0163915714272838,0.2266916922559369,0.40091793925153335,0.4574916685919175,0.14745062333930659,0.20255495375639668,0.6690290718934782
1600,0.15160702478196408,0.031754522869258665,0.013713774661817234,0.2487131334353931,0.3945695384071717,0.4764995773693461,0.14623085169547015,0.14198515793744015,0.6666672187161928
1700,0.14810609361725344,0.025624825535334583,0.010725788739761603,0.27009055424864425,0.45573892595443516,0.48539607384809724,0.14634950574436306,0.11753961720083841,0.6771382914642855
1800,0.1500955866650802,0.009274717711808584,0.008331873101444695,0.28141758487939744,0.46097053784952025,0.503081057652182,0.14455674200168694,0.08408333471463747,0.6880047695953839
1900,0.1470100018531238,0.012890287781034942,0.005075331222562229,0.3146355940585081,0.5154657507452228,0.5153087083945799,0.1456853547117837,0.05453617060918027,0.6850963240583576
2000,0.14648004679673068,0.012142593915520913,0.0029848007796426093,0.32229591340380115,0.5524621930613659,0.5407969183136427,0.14568396485367283,0.032674540371703295,0.7011008425170376
2100,0.1492703705815677,0.00917549064539638,0.0021392230031161232,0.364527401221137,0.5827867716939847,0.5528909493930592,0.14915129343017847,0.01687210993936395,0.7000023516484293
2200,0.146793824631692,0.005048553402776299,0.0031826620395858348,0.3689660007398003,0.6135111102974916,0.5493409279491807,0.14946909520088286,0.033093413100645175,0.7132074620195846
2300,0.1465443465739963,0.0013407953579909677,0.0020449728355761898,0.39540762716912287,0.6481885887653893,0.5727427839247368,0.1537180263056579,0.013245300377735374,0.723161109022663
2400,0.14382666605700042,-0.003302667492424919,0.0006507618218890961,0.4105501588950093,0.7065247983182691,0.5825853020346922,0.15768538362298518,0.025309533769751806,0.7353121500562972
2500,0.13340785039974706,0.005156429767903009,0.0005682227079547546,0.44810325307560717,0.7305674299696019,0.5896068612706917,0.1640867952497787,-0.010973685502126622,0.7387183703062383
2600,0.1330039506576008,0.00010370961699219074,0.0011468705366050325,0.4651231575575255,0.7843757348984296,0.6139962396086298,0.16762104339853784,0.009557453812720641,0.7481733951286736
2700,0.12633887659994178,-0.00035986723432155005,0.0008278971656633752,0.48898461591104614,0.8134414075590922,0.6105779072818236,0.17190102648177968,0.02082071421270867,0.7546553297160794
2800,0.12301303779367179,-0.002486534022744525,0.0005963158699317692,0.5080623677055595,0.8644235123568115,0.6346624912225329,0.1718633053835269,-0.0018497249360894237,0.7616398304575583
2900,0.1248353740682957,0.0044126268948891404,0.0003838892855559562,0.5295225147214121,0.9040885791892281,0.6463970996442491,0.17905418717872615,0.008537637775790577,0.765606698645453
3000,0.12596320352565674,-0.004746605659726579,-0.0010126985041986711,0.5685936017899625,0.9480511160639877,0.6607984047840476,0.18096206804571396,-0.013379721872935924,0.7779833439119673
3100,0.11531738347771599,0.005759699049139137,0.0011376206997946487,0.5731752753026544,0.9789298285108472,0.6685576185817842,0.1823478805883216,-0.01592952886570342,0.7888916040350091
3200,0.10958019335747075,-0.005811636842412444,-0.0011510828286381597,0.598221780255868,0.9829408195431553,0.6840030576000985,0.18490546419910386,0.018357751314616068,0.7942084660048125
3300,0.1125403590239333,-0.0038304477746278526,-0.0005505783714417192,0.6189276752257517,1.031451195216273,0.6934445635729795,0.19097861451068898,0.003870522503491883,0.7971974648870128
3400,0.10303557611102743,0.0033290741118249738,-0.00046866925540510376,0.6489599857085973,1.056987329766439,0.6893775759457765,0.19158099357915837,0.01634634764530902,0.7983995192831349
3500,0.10401541523231972,-0.0016746475075560747,0.0005181155028554065,0.667715736415128,1.1242947906880538,0.7145623995754087,0.19373558437472715,-0.004629209512432422,0.8129080260809872
3600,0.10813419107083666,0.00025880514035035365,-0.0001290004642269564,0.6781574660123559,1.1595583250357098,0.7129248954944292,0.1985924000055326,-0.004813686219178071,0.8231703145896915
3700,0.10470528339764222,0.0018463543374122372,-0.0006315012933405404,0.7215763051931974,1.1621605011991742,0.7283330721938721,0.20114208832613095,0.01100468266336099,0.8266345433659741
3800,0.09576570184734672,0.0038507504133889854,-0.0005930122541045673,0.7196450923230666,1.21502423247737,0.7355139417302577,0.2026205681934569,0.005774306374970624,0.8267149625287118
3900,0.09659831628652914,-0.0009589447876005837,0.0005700754196101691,0.7526673051226249,1.2093212146759817,0.7518903088270162,0.20210836014011727,0.01927456369636431,0.8299271272087432
4000,0.09085993130808799,-0.0015245741891061523,-0.00018987315229591282,0.7577619858727727,1.237296411465977,0.7627767923579593,0.2056045197623772,0.002681142189450828,0.8405292125747652
4100,0.10168938083273103,0.0031724285298689037,1.3574242536960141e-05,0.7945754086294984,1.2891057298823545,0.7716562401860627,0.2078601703420467,0.011459630579831652,0.8444023754705587
4200,0.10069368254251465,-0.0022065846029233247,-0.0007237020272690181,0.7946203600041839,1.2829695166092863,0.7763945466591837,0.20907170468062178,0.008881014710199432,0.8570092040874175
4300,0.09570052863446724,-0.006043759458020721,-0.0005090696917023637,0.8154902548816829,1.3228183083869947,0.7743339332855279,0.20940382414141498,-0.014172957305793125,0.8617960043065143
4400,0.097425287505886,-0.00231278611934771,-0.000843469559935881,0.8347564460021246,1.3288449449245818,0.7910601964272407,0.21100400735964378,-0.006302634217674678,0.8536547911057284
4500,0.08570483405897797,0.00031695270790596216,0.00015051732802726095,0.8580774831743367,1.3732945967695358,0.7964635950732846,0.21300083531828584,0.01581687528237007,0.8716594614411266
4600,0.08885214576838751,0.005791448319378496,0.0004349010152887752,0.8729700683435957,1.4006737413360157,0.8053456770362655,0.213910583978514,-0.008690839674190756,0.8716934057446603
4700,0.0951649572301001,-0.0026589925027335286,-0.0007127593114853325,0.8836594983220315,1.398812736815456,0.8084923046745852,0.21462300338146315,-0.012819479401424297,0.8782342069656197
4800,0.08272542390528455,-0.00043206386918720246,0.0011036884738529664,0.8887653681610407,1.427669206131807,0.8301890930609156,0.21487479950842775,-0.002717929785472246,0.8770756776608883
4900,0.08427015405218238,-0.005074628469564142,-0.0001241634572016473,0.8853977911830915,1.4494401166358202,0.8394531766576017,0.2176255637498806,-0.006523335121032409,0.8808117602415052
5000,0.08494901334420255,0.0013425509373028016,0.0009971218482558604,0.9001158508779135,1.463528964473405,0.8394649986976357,0.22054150404750839,0.005842542985368664,0.8906438470778297
