miliseconds,T,I,F_1,F_2,N,E,R,V,A
1100,0.12580060625245204,0.11593382461372459,0.03954399678562519,0.16321714739703544,0.2615060211095793,0.3993980061063688,0.1697097562655411,0.5057558708547341,0.6409125959734691
1200,0.12712798136968118,0.0961150613538273,0.03175905127771731,0.18226954352094898,0.3137160831576517,0.4211018467937391,0.16237086931926556,0.4141220670789353,0.6544956331199312
1300,0.13551259706467148,0.07586679088191697,0.026837731511358418,0.21094598425239447,0.31066178458843174,0.431277785468499,0.15946401123819337,0.3236700904124041,0.6559399708979502
1400,0.1449550992994558,0.056796879911687456,0.020604436805414173,0.21334568438733542,0.3337963808397193,0.4589656724579906,0.15483033214504052,0.2392440013759183,0.6563269375641315
1500,0.14723703815665565,0.0465536573258298,0.017041823427077926,0.23493626882101135,0.4028963677155918,0.46546789641660496,0.1490007002816104,0.1947851485162652,0.6598166299646859
1600,0.1507753528314656,0.025792417433944646,0.012669148634015543,0.25461989749074193,0.42300113658116517,0.48513971442751697,0.1467946028573995,0.13857007643845326,0.6666882663160028
1700,0.14954838642677987,0.01708378591595215,0.009792138725844174,0.25863179034915096,0.43721887711308627,0.485411161192506,0.14338133966446584,0.1300282035284899,0.6794294187763454
1800,0.1516219383349802,0.014461159218411977,0.006856624445109356,0.3039598318150323,0.461255972538676,0.5069155935926745,0.1450193835910931,0.07845701549038445,0.6738915444564728
1900,0.15024425399906394,0.005121728658230703,0.004416420254862739,0.2970874799917103,0.49120544030811664,0.5124043335622308,0.1445298439212381,0.06928916176231555,0.6837362052696242
2000,0.14496543244397564,0.0007231901040579518,0.003896104018552991,0.32642242415041095,0.5550842490719661,0.527333410485204,0.1469310570240103,0.02635077994566895,0.6994540164669681
2100,0.14261365153689243,0.007097805349031936,0.002524401573809695,0.3398281245467653,0.5876325802095347,0.5540031322862814,0.1467301760244041,0.040328432080505454,0.7110353800243508
2200,0.15273286392897334,-0.00015346832709876553,0.0010661069960991507,0.3786584493395112,0.6332496223599166,0.5588621343472838,0.1535668997578928,0.0037111860180996225,0.7063855209079711
2300,0.14725142747556869,0.0011628841909836927,0.0022379108787050138,0.3827340143047263,0.6539367802652056,0.5708110887166253,0.1548011571935354,0.0175465532234358,0.7203216712246603
2400,0.137241910762011,0.005627725512294792,0.0009313596254434272,0.42624170957137103,0.69212130828003,0.583589377727956,0.1584860237567547,-0.005999264082681014,0.7334477940450533
2500,0.1353518464585983,-0.004718166283898073,0.000990801418831709,0.4430876528448622,0.7362658151748784,0.5908091810211022,0.16243922344675996,0.0150391857286884,0.7434074032588305
2600,0.1323551034954639,0.005944598099751105,-0.0001457865971356953,0.4657255037835261,0.7735814463293561,0.613958870563612,0.16664164922011826,0.01517282874781423,0.7418471246999303
2700,0.1234806733368752,-0.0009868306614003476,0.0011766978607921932,0.49965219094838276,0.8112720060012744,0.6213397110764955,0.17159796867542307,0.01985038643880172,0.7538027716383291
2800,0.12713928907323882,0.0024150121671504235,0.00013193621144536123,0.5147857681769917,0.8723304938791503,0.6392448833917975,0.17538937540510138,0.019604920747367298,0.7580338227126345
2900,0.12470916680591748,-0.0004368166102341536,-5.239954460952387e-05,0.5394502783163305,0.9097700498660523,0.6457464248855554,0.1774098497132688,0.010155304451419747,0.7685522612805096
3000,0.11832884335988693,0.0040668634771473585,-0.0010549965300893898,0.5707973018950152,0.9205890981562829,0.6517958412727801,0.18118093260425208,0.013285635708988957,0.7773400882158037
3100,0.111713953359084,0.0017821130689542515,0.00018800778335864278,0.5835755790198425,0.9767113681508368,0.6694450034886691,0.1854225596960483,-0.002964373416951126,0.7813034194782718
3200,0.10974884824793846,0.004984666184350919,0.000935407670298744,0.6122091604439334,0.9933811448325012,0.683957922631956,0.18747510582712254,-0.014367816286981597,0.7868870883683416
3300,0.11579266927359111,-0.0035065186845233713,-0.001035560963159398,0.6229887221538183,1.05030414581336,0.6884403531994242,0.1911840777083483,-0.013176533326012454,0.790740460181219
3400,0.1021379708873966,0.0026010868640544,-0.0007354522085959665,0.6530314205075043,1.0927755030040758,0.6959887780181119,0.19392794058246046,0.0123514281058916,0.8010668428362295
3500,0.10536906242763885,0.0021968219505423088,-0.0001437419366345919,0.6585858239058682,1.106559675139199,0.7112527032232354,0.1935545124520226,0.014990582370264759,0.8082297094818807
3600,0.10465519530762914,-0.005163279684241466,0.0009243041949530168,0.6987050849620763,1.157690545956496,0.7179861927783682,0.19567214066681968,0.018494756725450895,0.8116175339252215
3700,0.1011843709967673,0.005283954151765718,-0.0010933758528262414,0.7195184387911979,1.1785745572265007,0.73412068094579,0.1993944877002083,-0.012959393199478888,0.8161839850813896
3800,0.0983664497201365,-0.006075100177786451,0.0003202427339456598,0.7446308823030038,1.2089092301105067,0.7421187225807656,0.2031629161759529,-0.002247416110795305,0.8345713365457106
3900,0.10192331188976372,-0.000999265023418551,0.0002738204068875714,0.7467730041830354,1.2147563761115234,0.7534137306228028,0.20318121086227575,-0.0061308202147035825,0.8318244025707455
4000,0.10080199088229619,-0.004640594426323373,-0.00027762169172857425,0.7574471419465035,1.2746956665421318,0.7553164537799222,0.20350928792968617,-0.018151687804387997,0.8438265626615538
4100,0.08962188151602182,-0.00022027781426363024,0.0007431998388512332,0.7788183701878193,1.2576547782934477,0.7635620298393255,0.2065694141275891,0.01943417118311412,0.8394667367226726
4200,0.09047095422591488,0.0058196632403939835,2.2594854422428308e-05,0.8105255243393882,1.3249877108833823,0.7739037913690873,0.2091311552401456,-0.0007590003446653999,0.8459186937670767
4300,0.08932483398513844,0.00039694830144202433,0.0006135035199905833,0.8159534856123714,1.3184630320686201,0.7896439815658617,0.20886892394768913,0.007727954838760012,0.8580450271852619
4400,0.08549571243308433,-0.00023998383405243268,0.00030476494292711,0.8239085969766128,1.3251550641928314,0.7874250545129303,0.2098860424583614,0.0013107135804524236,0.8540809915179112
4500,0.08913678510215865,-0.006224285976376046,-0.0005136251182087752,0.8587807849954522,1.3765737079456157,0.8020673432083504,0.21469487050695252,-0.0024039478488252428,0.8619915019428527
4600,0.08433130486062734,-0.003982378708296718,-1.898411341976394e-05,0.8724216809026835,1.3733306276724557,0.8044354190636167,0.21485531547951425,0.0076158794089286955,0.8625964386354862
4700,0.09552599295236819,-0.0023755081620505263,-0.0011546962717031363,0.8655665496104796,1.420679610650912,0.8242245785544665,0.2151828980889156,-0.018698732265617593,0.8685580551178899
4800,0.09258137071429762,0.0017842326957792705,0.0006899243868645958,0.8794361266979649,1.4102920668260284,0.8197243251815467,0.21592229128865267,-0.007511861091562863,0.8777194325370974
4900,0.08371198915594151,-0.005602696539515588,0.0008347668482914209,0.9038889451132718,1.4399944983226671,0.8262447719017991,0.21826813281975205,0.006551682095187254,0.8864567893455721
5000,0.0847996330460935,0.00533242730163261,0.0005454476014461508,0.89866669771398,1.4531244257262532,0.8429214434041941,0.21760727128300159,0.01351225934121267,0.8809243220659874
