milliseconds,E,E_P_1,P,M,E_M,T,E_P_2,P2,E_P2
4000,7.987534440499006e-05,6.179588758438464e-05,0.978641400910035,0.02025059546139468,1.1582371018541607e-06,0.0004802577045339886,7.460239928179667e-06,0.0009581070086491733,8.570790884510698e-09
4100,7.963679549265132e-05,6.208776351724578e-05,0.9778438433823681,0.020602792480590403,1.1764011085674103e-06,0.000511982622973536,7.478594168216156e-06,0.000984721601444084,8.646302417158797e-09
4200,7.931801619608695e-05,6.149403184423083e-05,0.9775241019950868,0.020723283038934868,1.2048900237692252e-06,0.0005369427025306315,7.406576256292707e-06,0.000999582929653764,8.830992740527344e-09
4300,7.965044647326947e-05,6.146311479000148e-05,0.9771475727648792,0.02179153424026971,1.2402777096835017e-06,0.0005598762121651762,7.422112041007028e-06,0.001036859262861553,9.116470833516503e-09
4400,7.964276686475713e-05,6.159649319317875e-05,0.9761405605748863,0.021782237642602183,1.2777387184269625e-06,0.0005889807989256878,7.441232135799078e-06,0.0010771336176432901,9.268361323010702e-09
4500,7.968980397994768e-05,6.168880022073634e-05,0.9759240700846159,0.02239889462120993,1.2776729029167813e-06,0.0006068007974135927,7.43179746792546e-06,0.0010745813298635102,9.433139979381358e-09
4600,7.96070413668521e-05,6.12267607366815e-05,0.975425567832121,0.02271269726935506,1.337913649660208e-06,0.0006496540210187219,7.417114215599322e-06,0.001113277095577165,9.623021258349459e-09
4700,7.930919966657987e-05,6.156178122696947e-05,0.9748982748478409,0.023333217877079346,1.338645764850159e-06,0.0006654745068730613,7.394376746417205e-06,0.001147036986354493,9.933611082442317e-09
4800,7.980390906594391e-05,6.146890916242864e-05,0.9738009810535788,0.024199309742282734,1.3795305971403786e-06,0.0007011595068234282,7.405968931976499e-06,0.0011398439891001902,1.0240571306794575e-08
4900,7.953241584107246e-05,6.128740501134237e-05,0.9735361871401371,0.02464306915579395,1.3860108996619941e-06,0.0007285110778834394,7.373485228477347e-06,0.0011958732754234062,1.0451347201847169e-08
5000,7.94154281545369e-05,6.177020012853553e-05,0.9731044628987077,0.024909097940633732,1.426467110199751e-06,0.0007570388919565988,7.430731448927717e-06,0.001190557056867879,1.0608639451614543e-08
