miliseconds,E,E_P_1,P,M,E_M,T,E_P_2,P2,E_P2
2100,7.944773918113682e-05,6.215762635848429e-05,0.9889703890563376,0.010481245915820574,6.2485627676241e-07,0.00013115088659835733,7.513659896621682e-06,0.0005086141417964913,4.3418732614229335e-09
2200,7.967081557490269e-05,6.230419538672932e-05,0.9882705159325572,0.010842310830054864,6.515772404120255e-07,0.00015695002149321313,7.468925672936057e-06,0.0005421465292229839,4.591707203837198e-09
2300,7.913598273291233e-05,6.259771493563857e-05,0.9876390065708077,0.011453104946232319,6.687871759078547e-07,0.00015227243753153624,7.52227673009425e-06,0.0005700366711348219,4.7052404555183745e-09
2400,7.907105937851095e-05,6.253601090789866e-05,0.9869811802387878,0.012281360019060928,6.867058646071467e-07,0.00016575474171127546,7.455001408845274e-06,0.0005959148361167436,5.1251328995923105e-09
2500,7.967066521615695e-05,6.233125645913318e-05,0.9860879242071632,0.012687281327562541,7.311270891974695e-07,0.00019281235959491146,7.479544478174707e-06,0.0005918528596607345,5.331282442754617e-09
2600,7.922554372007163e-05,6.181017339293755e-05,0.985955033419407,0.013024128801915271,7.632421145015826e-07,0.00021401843635552057,7.486335635081055e-06,0.0006443126627701517,5.5796205071627165e-09
2700,7.927107156199206e-05,6.25105513670718e-05,0.9853840529357902,0.013483736847863324,7.997803483722872e-07,0.0002180581134780075,7.493090315620934e-06,0.0006532937473207425,5.54256239443154e-09
2800,7.922226428777998e-05,6.171721731846614e-05,0.9849190860925512,0.014325860781948465,8.101817747769616e-07,0.00023098655785782997,7.4416666359546794e-06,0.0006788488495522908,5.8585399599969305e-09
2900,7.943583514421187e-05,6.243860377257653e-05,0.9844663474333959,0.014476434748152276,8.324946436270801e-07,0.0002480189862691924,7.4980409480439076e-06,0.0007156047317961596,6.073697116302223e-09
3000,7.945157410755384e-05,6.219768560277375e-05,0.9834953142716992,0.014940716450724267,8.809806190534898e-07,0.0002858514894222923,7.41651343587522e-06,0.0007199753357311384,6.386669430249184e-09
3100,7.995894092758157e-05,6.222135384030046e-05,0.9833984154543225,0.015383291185500364,8.928408617627276e-07,0.00028444393680600343,7.469460619767134e-06,0.0007570894567453467,6.64486482628112e-09
3200,7.980213677309564e-05,6.221243859089329e-05,0.9824691206520401,0.015964870388905608,9.329418605657973e-07,0.0003103037778551502,7.4895226692909406e-06,0.00077403163893226,6.705520106462818e-09
3300,7.989883747831616e-05,6.178270158193502e-05,0.9822494420453134,0.01642424460368526,9.334070242235051e-07,0.00032935443688157044,7.42533504167239e-06,0.0007810393637648977,6.852606278092926e-09
3400,7.913100486065497e-05,6.200319641422932e-05,0.9818962772688958,0.017281224280243285,9.736296468535859e-07,0.0003415656977247827,7.504250746915395e-06,0.0008307909870994328,7.007727236473431e-09
3500,7.997380495742185e-05,6.230348622369011e-05,0.9812377967827824,0.017573264247235414,9.914116203087193e-07,0.00036494919427577965,7.417752665905249e-06,0.0008400104417895248,7.4377039065843205e-09
3600,8.004241331453452e-05,6.149026205113723e-05,0.9802391585801248,0.01836877944518973,1.057591221853574e-06,0.00039913923856228913,7.453966306657596e-06,0.0008754782893344203,7.695104335981583e-09
3700,7.924800405855838e-05,6.208512973276588e-05,0.9799663105713738,0.01886763555997898,1.0674307467040316e-06,0.00041813937962721897,7.437837280935307e-06,0.0008761870604403056,7.875991086026601e-09
3800,7.913475225535334e-05,6.159292040803104e-05,0.9796665736653638,0.0191936254142471,1.0984011326771982e-06,0.00043459884878980555,7.478458895084477e-06,0.0009026626198109189,8.081346968043064e-09
3900,7.948465026754204e-05,6.146676201960189e-05,0.9792046674335194,0.019549759247036412,1.1182770566516173e-06,0.000462445240453696,7.4430764644107586e-06,0.0009517043464134166,8.197637084315954e-09
4000,7.956097763124477e-05,6.189740268144733e-05,0.9781413208213557,0.020038768458973087,1.1359221589653583e-06,0.00047759617749200915,7.433471869784781e-06,0.0009752828381496502,8.541106044559486e-09
4100,7.924205725263854e-05,6.204527684281954e-05,0.9780731902297348,0.02066053454099249,1.1965846775191043e-06,0.0005103289977766776,7.410870326311664e-06,0.0009793322174749045,8.562773548183808e-09
4200,7.950317902955136e-05,6.144124793195251e-05,0.9775553319543668,0.021166716183816565,1.1901995841326384e-06,0.0005269366597840551,7.381968417028452e-06,0.0010279089110917274,8.896893679370889e-09
4300,7.975313953101849e-05,6.183885785621366e-05,0.9764962579755333,0.021834633921750786,1.2363474849203036e-06,0.0005541141632431243,7.468009796956678e-06,0.001054837558486907,8.945079508925566e-09
4400,7.995399858011844e-05,6.169137693665335e-05,0.9759035901125978,0.02209107928544423,1.251685204912807e-06,0.0005772376210401015,7.427882241646778e-06,0.0010456474677091507,9.35839510953298e-09
4500,7.990134045969239e-05,6.14516903703302e-05,0.9754080668846852,0.022791642392294024,1.2679159537806509e-06,0.0006255285349215356,7.443925605416426e-06,0.0010769457541143297,9.347760769599038e-09
4600,8.001515566389768e-05,6.126661824737927e-05,0.9751362689018678,0.022896887813555106,1.322126591072533e-06,0.0006398258500237764,7.448888006654482e-06,0.0010974269996789807,9.743066402931132e-09
4700,7.938257389517814e-05,6.174247939230914e-05,0.9749512279550973,0.023343042311915665,1.3234904130772424e-06,0.0006801456618475763,7.367612726799621e-06,0.0011447550198092687,1.002115043469954e-08
4800,7.959553723118116e-05,6.187446175567966e-05,0.974051052929122,0.023947208955189498,1.3713601186035703e-06,0.0006904458088348327,7.3739253296977626e-06,0.0011659145606119606,1.0173086472719895e-08
4900,7.938207925344612e-05,6.182511052912102e-05,0.9735955910894594,0.02468627267636559,1.4002400453531876e-06,0.0007210741164046454,7.439092204849174e-06,0.0011838906490833439,1.0477761459193193e-08
5000,7.94804550670596e-05,6.118606536342713e-05,0.9727446778596891,0.024865757738219165,1.4211940284742186e-06,0.0007489281513163407,7.409362988256902e-06,0.0012013300086485637,1.0593400372635144e-08
