miliseconds,E,E_P_1,P,M,E_M,T,E_P_2,P2,E_P2
1900,7.97638227936204e-05,6.200222940256706e-05,0.9896841856633066,0.009688789857783386,5.381329226724153e-07,0.00011010990269377694,7.477117603280856e-06,0.0004498320893875796,4.038864730565439e-09
2000,7.953072381617343e-05,6.245252007902358e-05,0.9890413863356164,0.010073667952790655,6.002279342814681e-07,0.00011734881778674307,7.461091143404139e-06,0.0004982490159895236,4.269646339414925e-09
2100,7.971417636997857e-05,6.198037193694306e-05,0.9887232649636221,0.010415142793313712,6.258165544367337e-07,0.00014402666458940684,7.510729391542469e-06,0.0005155001614416235,4.384888011518099e-09
2200,7.969871711185034e-05,6.235902273854167e-05,0.9884166262549993,0.010866728275595382,6.543531366309543e-07,0.00015101228911309876,7.449509228642818e-06,0.0005341083389708399,4.6911148868510525e-09
2300,7.909263703501703e-05,6.210546807166529e-05,0.9873952257017001,0.01162209108521002,6.675410876233657e-07,0.00016453040252389952,7.4487394409354414e-06,0.0005494386193364976,4.934970212389701e-09
2400,7.915451643839537e-05,6.220208437823878e-05,0.9866536241480531,0.012150777860259686,7.075726361979925e-07,0.0001850899194930627,7.4684128995807315e-06,0.0005882909198404173,4.987338595263615e-09
2500,7.999709250958594e-05,6.2089700306867e-05,0.9866263142699668,0.012616211658109715,7.162469310404889e-07,0.00019940678857349265,7.53583456763606e-06,0.0005941097619512814,5.119952051501882e-09
2600,7.956430822692325e-05,6.249278993663612e-05,0.9855398154084039,0.013192288567347867,7.411252304442459e-07,0.00021367502642764396,7.456261842680475e-06,0.0006145543238822627,5.599934443059436e-09
2700,7.979278888529155e-05,6.247307422734474e-05,0.9854037426803003,0.013464106849326378,7.956986740994655e-07,0.00021561846980900517,7.429573749248942e-06,0.0006615785843680685,5.592964955232168e-09
2800,7.994854346973634e-05,6.223821253821916e-05,0.9845830855790255,0.014119783167367103,7.954557576418172e-07,0.00023481232348614552,7.4255279991996685e-06,0.0006946813022193833,5.948962996371516e-09
2900,7.925705510330141e-05,6.244720727303105e-05,0.9845550311781504,0.014712202685184987,8.202358163799949e-07,0.00025137522202238455,7.4629194270139544e-06,0.0006840074528074025,6.152253658073991e-09
3000,7.951456862171831e-05,6.21671338965424e-05,0.9833797511618282,0.015382223195711609,8.557763254641798e-07,0.00028581885675963656,7.433811941362789e-06,0.0007084118635610045,6.378603757681889e-09
3100,7.917451783635004e-05,6.19304699750686e-05,0.9833841634147772,0.015906594522346454,8.8010101430205e-07,0.00028737522383002524,7.495781977964279e-06,0.0007366992198293163,6.594688150188631e-09
3200,7.973964804530386e-05,6.199715247306878e-05,0.9827330549316121,0.01613628680072868,9.213588138085538e-07,0.0003213070611553277,7.458790169135477e-06,0.0007740595942597688,6.787814282362908e-09
3300,7.941656668295178e-05,6.227671279858024e-05,0.9824943010901207,0.016695226638312716,9.723419415540377e-07,0.00033120500811079095,7.428197419858097e-06,0.0007892747182228981,7.045676346828703e-09
3400,7.940282838047385e-05,6.219106628992204e-05,0.9818401591236834,0.017295532997690655,9.933919982149933e-07,0.00036155967634547633,7.462595043837165e-06,0.0008063816151514621,7.1987663265164e-09
3500,7.922999197422455e-05,6.202279077295491e-05,0.9814239105926924,0.017262273361848955,1.0120170074426003e-06,0.0003771463246427949,7.455907603075368e-06,0.0008592463797040094,7.4040928662061344e-09
3600,8.002014759084232e-05,6.17486109840204e-05,0.9808349226406148,0.01776381645125626,1.039328244974494e-06,0.000389362082729588,7.466765198574911e-06,0.0008824077216699334,7.71958210599979e-09
3700,8.003196456406379e-05,6.218015482833626e-05,0.9803552810675151,0.018786639248796186,1.068290076223194e-06,0.0004237750293951328,7.396458111077718e-06,0.0008887346276626884,7.693991179505606e-09
3800,7.951023967092865e-05,6.20806612794809e-05,0.9797475730523011,0.018743295283897884,1.0766823754324043e-06,0.00044311362711185146,7.450899580306222e-06,0.0009042128657587359,7.968596284366583e-09
3900,7.954101758583001e-05,6.18706661849257e-05,0.9789187089422652,0.019747399783452683,1.1036662729364897e-06,0.00045856105804336966,7.427814935570891e-06,0.0009461389235305852,8.160590705428518e-09
4000,7.957530581379442e-05,6.186290952116196e-05,0.9782865278827538,0.019847725514574404,1.1554624126848308e-06,0.0004788461606423318,7.383749211747735e-06,0.0009782140772410697,8.40807180354899e-09
4100,7.916481927556207e-05,6.138191251370266e-05,0.9778270401538351,0.020845301301480424,1.1747488365556285e-06,0.0005120112952549594,7.3988284411062784e-06,0.0009789451521753556,8.782380254629199e-09
4200,7.950702917330354e-05,6.158918461896776e-05,0.9770924016326049,0.020980908421116207,1.2033647355398226e-06,0.0005454452481241991,7.4018697897896065e-06,0.0010211950829213114,8.82833607954769e-09
4300,7.94849288237288e-05,6.175085701265531e-05,0.9764760784310413,0.021441474325608133,1.223717010135259e-06,0.0005630500204954901,7.451760037156364e-06,0.0010322321610370187,9.18087222213152e-09
4400,8.011081101122834e-05,6.19343713109605e-05,0.9761741045263038,0.02174024266508846,1.2755911339009576e-06,0.000589497310028015,7.393905139038197e-06,0.001072008303357453,9.255502697143769e-09
4500,7.974644848607165e-05,6.178293734723237e-05,0.9756631690901538,0.022693899090916996,1.2813376857419658e-06,0.0006202440303445592,7.402060191263217e-06,0.0010918632698780652,9.578883267564081e-09
4600,7.925311479776619e-05,6.141147822863533e-05,0.9751609891698818,0.022740249570612447,1.3358652796340763e-06,0.0006491375164988818,7.418663965774485e-06,0.0010963604326746407,9.798377162698519e-09
4700,7.928107588544695e-05,6.184735608066243e-05,0.9743898453655099,0.023453312694215953,1.334483464091302e-06,0.00067808562203296,7.4213472246327215e-06,0.0011323475855553242,9.76615801336682e-09
4800,7.984954215097556e-05,6.145909193541468e-05,0.9745450311304779,0.02355720176286414,1.3623982379561314e-06,0.0006954906260346946,7.3898141464282855e-06,0.0011595450679437625,1.0172024647948819e-08
4900,7.98188972149529e-05,6.121193417205981e-05,0.9735336691995068,0.02456125771767279,1.3801569059913843e-06,0.0007253400574637719,7.390351479721827e-06,0.0011809870027618514,1.0263601090770476e-08
5000,7.95709427709347e-05,6.170361041129765e-05,0.9731601970832681,0.024995025541498034,1.441198544781877e-06,0.0007628348972994535,7.38973234613841e-06,0.0012195315722675806,1.053138030486881e-08
