milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
2900,9.588083104166042e-10,8.63469829292752e-10,1.603217676941059e-08,2.2409088589922427e-09,4.033659031242051e-10,1.5685168799187858e-10,1.8968990049090845e-11,5.077610573200564e-11,1.620802846257257e-11,1.4246798862881855e-12,1.2382361136560988e-12,9.550305491242738e-13,0.0,0.0,0.0,0.0,0.0,1.7708787487769098e-11,0.0,0.0,0.0,0.0,0.0,0.0
3000,9.645276296354358e-10,8.503386194131577e-10,1.6029196776919177e-08,2.331564508291465e-09,4.460374974189498e-10,1.6805487053231664e-10,2.0084020623830622e-11,6.378719628225679e-11,1.7343003014293416e-11,1.5785233900276183e-12,1.3724502849950219e-12,1.094043490541786e-12,0.0,0.0,0.0,0.0,0.0,1.767349838567069e-11,0.0,0.0,0.0,0.0,0.0,0.0
3100,9.457427638345514e-10,8.346179040071004e-10,1.583999293904202e-08,2.5151866764280645e-09,4.5861519453555294e-10,1.6805634731335e-10,2.047533643668555e-11,6.819442096721406e-11,1.9219182411948074e-11,1.6122256651755127e-12,1.3859011333058777e-12,1.1457792891681624e-12,0.0,0.0,0.0,0.0,0.0,1.779412717893982e-11,0.0,0.0,0.0,0.0,0.0,0.0
3200,9.374104160068718e-10,8.276125262458983e-10,1.587288512990523e-08,2.612614926538878e-09,4.649306751388426e-10,1.815098047558222e-10,2.1231311305065433e-11,6.525541649223239e-11,2.1969928923515336e-11,1.5971417407155025e-12,1.7981377406819931e-12,1.3932897069057721e-12,0.0,0.0,0.0,0.0,0.0,1.9887966516094448e-11,0.0,0.0,0.0,0.0,0.0,0.0
3300,9.665460867136632e-10,8.197771901299398e-10,1.5815180469749336e-08,2.6905841661257153e-09,4.663830590848113e-10,1.8279570287880443e-10,2.226334943248983e-11,8.11393531019385e-11,2.1604339818169833e-11,2.0898139100583403e-12,2.005186199779046e-12,1.5124834827371656e-12,0.0,0.0,0.0,0.0,0.0,2.2675186996446335e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.71103595245132e-10,8.139372770001851e-10,1.5574080484331054e-08,2.7268583336148215e-09,4.870739259542256e-10,1.9332931328517678e-10,2.3567140261577353e-11,7.788626716048869e-11,2.2516211125008087e-11,2.3328309747864457e-12,2.268816874252162e-12,1.5775544598159987e-12,0.0,0.0,0.0,0.0,0.0,2.2493063661851328e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.487925845650343e-10,8.116895897968618e-10,1.5769258713775924e-08,2.6742397715517665e-09,4.753542889934888e-10,1.9762614150987266e-10,2.3302645005825324e-11,9.037256824111549e-11,2.427109408999344e-11,2.2869334473887098e-12,2.269352785122407e-12,1.7242329085140203e-12,0.0,0.0,0.0,0.0,0.0,2.5139933608806892e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.447265885979826e-10,8.250757856678331e-10,1.5652559239756758e-08,2.8563483423174243e-09,5.120081990349169e-10,2.0730593650065054e-10,2.3104199796611633e-11,9.888647306915448e-11,2.5839775559486543e-11,2.7818452269384065e-12,2.8223861808526036e-12,1.7239626509977258e-12,0.0,0.0,0.0,0.0,0.0,2.6286575952324897e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.542636662731264e-10,8.218917780005637e-10,1.5308227140909678e-08,2.939610562934474e-09,4.979976245530416e-10,2.2589341620061217e-10,2.4189310352329402e-11,1.0525377840853884e-10,2.966221667759613e-11,2.859754137010172e-12,3.1672638168726033e-12,1.9564110491734114e-12,0.0,0.0,0.0,0.0,0.0,2.749303524643683e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.29533983798034e-10,8.097658231145454e-10,1.5427347224843964e-08,2.8870172876920358e-09,5.284912686982511e-10,2.2042285392488161e-10,2.4489343107012142e-11,1.0799681224555779e-10,2.9943036826951784e-11,3.1823875268933388e-12,3.500556228376094e-12,2.0297455127443375e-12,0.0,0.0,0.0,0.0,0.0,2.7141294920093016e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.373901509217634e-10,8.036394197235566e-10,1.519071045072388e-08,2.949138031237417e-09,5.299143977521677e-10,2.399680205501478e-10,2.5475449648511066e-11,1.0849412824605502e-10,3.2373628092451173e-11,3.778022999694726e-12,3.787170221089931e-12,2.214480825824181e-12,0.0,0.0,0.0,0.0,0.0,2.996275109018637e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.415344213075337e-10,7.955606481754621e-10,1.511730624046553e-08,3.160327372837166e-09,5.269636876860288e-10,2.438658089408575e-10,2.6572201787627704e-11,1.2654812634892787e-10,3.399282052160918e-11,3.950476369205261e-12,3.82740789940358e-12,2.3031386097820402e-12,0.0,0.0,0.0,0.0,0.0,3.278451346774515e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.433788313408646e-10,7.722086452651928e-10,1.5176748229458006e-08,3.1602052297221313e-09,5.459828568919725e-10,2.5231637929138504e-10,2.7129038179780243e-11,1.269687602413113e-10,3.643518113255583e-11,4.031686967404303e-12,4.051434838299713e-12,2.3924686930594763e-12,0.0,0.0,0.0,0.0,0.0,3.449412517677095e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.53928119366849e-10,7.847207846895001e-10,1.5025585101038502e-08,3.181226940313286e-09,5.523218090977123e-10,2.5088075404503913e-10,2.8801723427443093e-11,1.3843049555330948e-10,3.6518326154433855e-11,4.459862794262836e-12,4.637331261839411e-12,2.642679898802498e-12,0.0,0.0,0.0,0.0,0.0,3.448851590230476e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.47528853243587e-10,7.71287036690616e-10,1.4779895797159394e-08,3.3166261196619e-09,5.808837466439859e-10,2.5905185973213427e-10,2.914222986700331e-11,1.4296351284283294e-10,3.83403254901074e-11,5.195872088876038e-12,4.835911798019885e-12,2.7278430378582903e-12,0.0,0.0,0.0,0.0,0.0,3.50170280281927e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.154915414939878e-10,7.642250420208659e-10,1.4966820650899573e-08,3.402865747880531e-09,5.783127647702826e-10,2.6685566612944303e-10,2.8090915569900877e-11,1.5163921235754392e-10,4.0459236234085535e-11,5.195659216147272e-12,5.243270759452211e-12,3.0103205714755898e-12,0.0,0.0,0.0,0.0,0.0,3.8246443732831525e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.197142358495894e-10,7.702678378969938e-10,1.4749323873716933e-08,3.33099717536347e-09,5.863650732895607e-10,2.695539822771782e-10,2.8437781681487533e-11,1.5899357956085186e-10,4.219333818900675e-11,5.951108391904035e-12,5.81674519001997e-12,3.0206527736316563e-12,0.0,0.0,0.0,0.0,0.0,3.936373111493517e-11,0.0,0.0,0.0,0.0,0.0,0.0
4600,9.246760951940081e-10,7.468785776954805e-10,1.4614617432117042e-08,3.5298762411305404e-09,6.083610818437589e-10,2.854970453512517e-10,3.022242913272912e-11,1.6466618454968078e-10,4.317038069848738e-11,6.41899586651088e-12,6.195040689239305e-12,3.4375007392647174e-12,0.0,0.0,0.0,0.0,0.0,4.077714033060035e-11,0.0,0.0,0.0,0.0,0.0,0.0
4700,9.196383536478502e-10,7.589677316550442e-10,1.4524777823473887e-08,3.5786868045634777e-09,6.285427517623553e-10,2.903637591901485e-10,3.0911820201984675e-11,1.751056433821846e-10,4.6061734676283915e-11,6.695849612484497e-12,6.603280976461638e-12,3.501078535573341e-12,0.0,0.0,0.0,0.0,0.0,4.247028531122778e-11,0.0,0.0,0.0,0.0,0.0,0.0
4800,9.427251300421539e-10,7.526755405814002e-10,1.4416684962403008e-08,3.510994341391779e-09,6.132683204730085e-10,3.03206185158261e-10,3.1889450318294555e-11,1.852529196689239e-10,4.826505672836222e-11,7.441691685681351e-12,7.134642208164809e-12,3.687942092871267e-12,0.0,0.0,0.0,0.0,0.0,4.425687963854573e-11,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.091525339867233e-10,7.421826037010498e-10,1.4538275277252852e-08,3.685234651685817e-09,6.275671990632824e-10,3.12785514199109e-10,3.076872311997684e-11,1.88802281265633e-10,4.96910228059547e-11,7.9839512044764e-12,7.669269384006368e-12,3.894100809801328e-12,0.0,0.0,0.0,0.0,0.0,4.5849782451135e-11,0.0,0.0,0.0,0.0,0.0,0.0
5000,9.331775072167744e-10,7.165780366201423e-10,1.429303490429701e-08,3.8159091694542764e-09,6.429568691652193e-10,3.160875886212786e-10,3.128837936061028e-11,1.9914599254416125e-10,5.2772686353592527e-11,8.517619046998072e-12,8.365944054159616e-12,4.1240577308560865e-12,0.0,0.0,0.0,0.0,0.0,4.825634780151234e-11,0.0,0.0,0.0,0.0,0.0,0.0
