milliseconds,S0,S1,fwd_step1,fwd_step2,back_step1,back_step2
2600,4668004105667596.0,5332523532583648.0,1.7017119173604035e+17,1.6510509888515226e+17,1186271795507.689,78532240248.69508
2700,4600127802078667.0,5347192660464922.0,1.7747478814545066e+17,1.7502836974243875e+17,1211771893915.7002,87241115259.91725
2800,4602115308314469.0,5324836611479082.0,1.859259518790191e+17,1.8247168508865546e+17,1266400265734.673,91330514809.83322
2900,4546701181593677.0,5454650179050330.0,1.9916804091433088e+17,1.788332416722172e+17,1389502042625.0422,91435688109.74374
3000,4661630012051500.0,5381681901090787.0,1.892002467177668e+17,1.8976160810241606e+17,1422065921660.6565,95668767022.02315
3100,4665791809776833.0,5352681649850769.0,2.0657513360412547e+17,1.9592352665467587e+17,1403254562033.981,94289969535.69626
3200,4663903435415102.0,5442829800134579.0,2.104021284304905e+17,2.007837651038029e+17,1548362934105.605,98555789621.2748
3300,4573519585067660.0,5311311017354597.0,2.113604090928821e+17,2.1027221529299498e+17,1528956967635.2068,109595660174.13844
3400,4603547308606864.0,5316243421731868.0,2.2664308648935424e+17,2.200081831691418e+17,1602365677289.1624,106106541549.49051
3500,4606174003631822.0,5336858186086743.0,2.232772955144342e+17,2.2044643901306218e+17,1579738451600.2998,113572199144.92867
3600,4566511474726583.0,5368150711624998.0,2.4435105111292685e+17,2.259627387617463e+17,1728083511739.5374,119700028674.748
3700,4646674102120518.0,5422751539177086.0,2.328289546400222e+17,2.4201646064216416e+17,1762610565275.8076,115209873436.29163
3800,4561788944436719.0,5442960387445649.0,2.5378992952522166e+17,2.408245619057947e+17,1808600176147.7295,123659534765.78413
3900,4688507110842572.0,5384297967137029.0,2.4762021463921827e+17,2.449185918173183e+17,1806600944283.099,127468949994.35873
4000,4682365702901428.0,5380064400325425.0,2.517949868257545e+17,2.473078055915138e+17,1862508773906.9993,130488893288.59703
4100,4579934180469101.0,5319236928991960.0,2.6907206690205485e+17,2.6996527804882518e+17,1957831169031.1892,131223109335.48776
4200,4551972330424517.0,5435647016972597.0,2.646757359303899e+17,2.6440129807045072e+17,1899732793790.7585,139058678517.33347
4300,4630700899302533.0,5412666247814037.0,2.891248480626549e+17,2.709384918806622e+17,2065366404527.3447,132981384997.8657
4400,4670456126083969.0,5458324229011682.0,2.925362798313548e+17,2.7901468248313267e+17,2080084531742.7515,139332427477.83835
4500,4663526096160086.0,5425710567458979.0,2.908067765482615e+17,2.951603470143393e+17,2050411032726.6638,141644805205.01468
4600,4689975732174719.0,5346564771627998.0,3.093617426819191e+17,2.8775625996970646e+17,2096856710046.1577,146219575259.28467
4700,4540379150547909.0,5355315777239246.0,3.149004836904602e+17,2.9656407991385434e+17,2189104491545.7131,148975226155.90436
4800,4656275924883412.0,5404541298180600.0,3.068428779583943e+17,3.1648917560034246e+17,2172121339348.1,155473130639.13208
4900,4652274204426927.0,5373668340616134.0,3.1938998650698445e+17,3.128085790465398e+17,2290420429415.461,154762031426.48846
5000,4562567492456020.0,5332012670228962.0,3.351839210508382e+17,3.161602284437112e+17,2371754880060.1787,156645809281.1319
