milliseconds,S0,S1,fwd_step1,fwd_step2,back_step1,back_step2
3200,4550828807914481.0,5334998349043558.0,2.149817522556397e+17,1.982385724980212e+17,1544884394039.6968,104579958623.15057
3300,4547562164704319.0,5338716057116474.0,2.2411773643350707e+17,2.080737209906268e+17,1497738514275.8223,101354010408.81046
3400,4681866280029005.0,5310914380312614.0,2.1675838659241386e+17,2.109260730363898e+17,1624185244461.4734,111568210590.55962
3500,4666130583047532.0,5459199947525626.0,2.210975510954545e+17,2.187263766103131e+17,1648832604318.1313,107951859899.36641
3600,4573083526314332.0,5371190138506929.0,2.4233335528075894e+17,2.327281303947834e+17,1678244127069.487,119552712428.60954
3700,4653301545620939.0,5313563949872284.0,2.50663985299492e+17,2.3420373631904832e+17,1772490472685.1782,121349177308.38194
3800,4546033684593193.0,5432027865783424.0,2.4810032212367142e+17,2.473602905588203e+17,1721074671263.3093,120931936159.8192
3900,4632957100975901.0,5421743094949885.0,2.5559484454005258e+17,2.5881686655486797e+17,1831216355391.4438,124367531711.58313
4000,4540946289073827.0,5457292571644465.0,2.6525083407400544e+17,2.4727250897389754e+17,1906901900585.9302,124577310777.50726
4100,4606702080695182.0,5337749242776709.0,2.772256617433803e+17,2.6144384532470317e+17,1950549348160.4504,135132239455.079
4200,4549260706832046.0,5312941433329289.0,2.7299888465782765e+17,2.6868966400004246e+17,1974514122528.7805,131204101024.84793
4300,4682808155126614.0,5445938498627078.0,2.8490023685695888e+17,2.8245254430103693e+17,2004308535450.8306,139707971924.2973
4400,4630240374376117.0,5446971186696592.0,2.9366946627530765e+17,2.91198908131119e+17,2020436219463.3296,137774248346.59622
4500,4615549064090671.0,5421632051077736.0,2.8853469687270035e+17,2.8564658797804938e+17,2085366674731.193,141988805701.9037
4600,4621098229349076.0,5347638551203261.0,2.919999680227812e+17,2.852849883121593e+17,2171378571954.707,147950510918.27277
4700,4661683401366573.0,5430463143325459.0,3.0505408189578464e+17,3.0176009144051283e+17,2235963602945.347,150641774154.8177
4800,4589748607455967.0,5393679621442876.0,3.183764514843739e+17,3.095251568067547e+17,2256318011407.6953,152114793660.26907
4900,4642800630943347.0,5414163747641886.0,3.2735715166095994e+17,3.182146762562731e+17,2275302969273.996,152890946190.5662
5000,4550529049276823.0,5427331459458727.0,3.321379471073263e+17,3.2192309546682266e+17,2343688989814.081,160254152436.78326
