milliseconds,S0,S1,fwd_step1,fwd_step2,back_step1,back_step2
3000,4590579717352462.0,5356063072847967.0,2.0567060357814358e+17,1.895384389266871e+17,1370628534763.3137,95209962487.89754
3100,4655955634740476.0,5457867953146225.0,2.0983059651068125e+17,2.023230305342054e+17,1477422415423.115,94652209175.99329
3200,4620752224969114.0,5375168796874394.0,2.132529241447069e+17,1.9727605188969008e+17,1481509800782.1196,105555373462.04927
3300,4634823329425763.0,5385714547118382.0,2.1609663349190022e+17,2.063490026327445e+17,1576708308808.8313,105380003559.01048
3400,4564784476769396.0,5348707041901046.0,2.314836079444903e+17,2.133179956884812e+17,1551400312220.8723,108133479934.05785
3500,4604990213337466.0,5452692053215308.0,2.3823705353166285e+17,2.2094009884738163e+17,1611657427696.8337,109347979583.64604
3600,4627599922601224.0,5335363379385956.0,2.4309190046181398e+17,2.388749754164441e+17,1629023210949.0955,111022450353.77983
3700,4610280024273609.0,5442073522898251.0,2.3361547916520323e+17,2.343475976032598e+17,1791182661329.064,121715046321.81404
3800,4623504034175031.0,5409056481909927.0,2.449654071129861e+17,2.5135654655573267e+17,1830019959638.2385,124663236035.65268
3900,4548206300725899.0,5354906738611842.0,2.49107607804737e+17,2.4345660313034458e+17,1770393535465.7476,127408875194.68938
4000,4590431776457118.0,5364716266412294.0,2.577338847202171e+17,2.4931176081418973e+17,1855719129984.8494,125674845125.27637
4100,4578143349722490.0,5419519233959932.0,2.5995960400441962e+17,2.569412667700014e+17,1933971774967.9648,133314454250.93045
4200,4655503244122537.0,5311835683439463.0,2.790864264995982e+17,2.6314478387445334e+17,1927630009954.1895,136816859123.77184
4300,4569395840874076.0,5336589852355683.0,2.8737350547154195e+17,2.7360098644936515e+17,1945756981372.409,135966262835.24672
4400,4575683166207782.0,5426452514391484.0,2.8821980790271706e+17,2.823068593548137e+17,2026434298531.192,139319820410.5226
4500,4687880679284020.0,5363369059389020.0,2.987915117210236e+17,2.9555181101090323e+17,2112649320818.769,145933188780.75726
4600,4676029971877918.0,5439519433868134.0,2.9688165264392704e+17,3.0309100395636595e+17,2173805016747.1506,149827746984.10843
4700,4542916210910042.0,5351546450623949.0,3.0073757646324026e+17,2.9177032116646534e+17,2244340437052.147,154574751314.38654
4800,4670635357916199.0,5353875607394196.0,3.155517459798978e+17,2.9983305386519264e+17,2283869478916.5386,152130756685.80673
4900,4561904631677055.0,5433617236091946.0,3.273030875054686e+17,3.210299333895709e+17,2275258047696.3623,158042273518.62762
5000,4650918562943121.0,5398714606977181.0,3.1912485197340794e+17,3.1456063690059296e+17,2337791470856.3936,156993478188.48074
