milliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
1000,500.0000000199886,0.009991485453734525,493.5843290989654,93.8980575331955,99.68627156629648,99.99999150594066,200.0,100.0,10.0,6.1019424668045055,0.31372843370352477,8.494059327936514e-06,5.478175905269493e-10,2.4454524957602045e-13,8.711035270018872e-17,2.2547659227634393e-20,4.403850506367546e-24,5.105671503336902e-28,3.161732688313672e-32,1.0381919282449774e-36,2.336891949948371e-24,4.340580791473398e-28,4.934081599484467e-32,3.013631666115566e-36,9.803206346986017e-41,0.0,0.0,0.0,0.0,0.0,0.010000000000133277,1.9988645465151313e-08,-2.4802785107201276e-11,-8.28406518516012e-15,-8.284065185160121e-15
1100,500.00000002418477,0.010989698052646489,492.9685808874125,93.34587757264678,99.62270331342178,99.99998972305185,200.0,100.0,10.0,6.654122427353221,0.3772966865782182,1.0276948130025877e-05,8.740231154251258e-10,5.058138713611405e-13,2.222518187546287e-16,7.245330636460507e-20,1.7213769274484e-23,2.780876603215596e-27,2.3538307067751094e-31,9.29026076463908e-36,8.108806377152599e-24,1.8218044311340687e-27,2.784754073478959e-31,2.2705604930840662e-35,8.80656741778671e-40,0.0,0.0,0.0,0.0,0.0,0.011000000000177385,2.418488783469111e-08,-2.9987549568542255e-11,-1.1019521983263821e-14,-1.1019521983263823e-14
1200,500.0000000287802,0.011987740609085931,492.35719368187495,92.80346655859559,99.55372711492691,99.99998777065686,200.0,100.00000000000001,10.0,7.1965334414044095,0.44627288507309193,1.2229343107976281e-05,1.338055292294706e-09,9.694771458875472e-13,5.071957993074213e-16,1.958510160541569e-19,5.498783399051929e-23,1.1029105533188446e-26,1.3699997793182202e-30,9.373506259325852e-35,2.2923155766932407e-23,6.0240724312329e-27,1.1343701996586407e-30,1.34447490085197e-34,8.957453959799745e-39,0.0,0.0,0.0,0.0,0.0,0.012000000000230285,2.8780381234531008e-08,-3.5659323272263694e-11,-1.42978127161323e-14,-1.4297812716132296e-14
1300,500.0000000337748,0.012985613155458507,491.750089597718,92.27063913351269,99.47945045036778,99.99998564882944,200.0,100.00000000000001,10.0,7.72936086648731,0.52054954963223,1.435117054215559e-05,1.981134682329564e-09,1.7966142996007125e-12,1.1708072390947067e-15,5.464162262593622e-19,1.8777932285178997e-22,4.569389892162287e-26,7.657248074670491e-30,6.6599231728789295e-34,6.630744486875226e-23,2.1040328331840572e-26,4.812740607665243e-30,7.5912144720288e-34,6.379186283636189e-38,0.0,0.0,0.0,0.0,0.0,0.013000000000292774,3.3775057654016596e-08,-4.18169298586811e-11,-1.8167580946191457e-14,-1.8167580946191457e-14
1400,500.0000000391686,0.013983315724166551,491.14719254504047,91.74721285437515,99.39997967387264,99.99998335764744,200.0,100.00000000000001,10.0,8.252787145624845,0.600020326127376,1.664235253394754e-05,2.8486455548624777e-09,3.1657138994111828e-12,2.5028325703220186e-15,1.3943080490973718e-18,5.699242699669773e-22,1.688196307396484e-25,3.59300361416526e-29,4.909230154041398e-33,1.7315665243433734e-22,6.492548589841928e-26,1.8049613684490718e-29,3.636716154476321e-33,4.773137731806922e-37,0.0,0.0,0.0,0.0,0.0,0.014000000000365649,3.916884909542645e-08,-4.8459193736644156e-11,-2.267735250398733e-14,-2.2677352503987333e-14
1500,500.0000000449613,0.014980848347620727,490.5484279110772,91.23300814630969,99.3154197457937,99.99998089719817,200.0,100.00000000000003,10.0,8.76699185369031,0.6845802542063014,1.9102801804118398e-05,3.995195900633721e-09,5.403328654484234e-12,5.2509429133651705e-15,3.637314940430006e-18,1.77351739767231e-21,6.3270137835615e-25,1.5851768025679387e-28,2.7507170326643747e-32,4.6047503830920995e-22,2.0514561634444616e-25,6.831604751569163e-29,1.6284346790736412e-32,2.6906324634511544e-36,0.0,0.0,0.0,0.0,0.0,0.015000000000449713,4.496168757421914e-08,-5.5584940121433596e-11,-2.7875534190704113e-14,-2.7875534190704116e-14
1600,500.00000005115305,0.01597821105823225,489.9537227621911,90.72784831274166,99.2258744302924,99.99997826757455,200.0,100.00000000000003,10.0,9.272151687258349,0.7741255697076012,2.1732425422107652e-05,5.480995322163791e-09,8.885247958914569e-12,1.0368509493210032e-14,8.701309391956821e-18,5.1352712264450435e-21,2.207277424425572e-24,6.894107402136311e-28,1.5449844426135533e-31,1.128398138948908e-21,6.029756892513764e-25,2.4165831077934217e-28,7.17547313710842e-32,1.542219263109539e-35,0.0,0.0,0.0,0.0,0.0,0.016000000000545758,5.1153505118662904e-08,-6.319299499520513e-11,-3.3810416350088976e-14,-3.381041635008899e-14
1700,500.0000000577437,0.0169754038884228,489.36300559809564,90.23155947110313,99.13144610794743,99.99997546887924,200.0,100.00000000000004,10.0,9.768440528896878,0.8685538920525654,2.453112073361489e-05,7.3757334920727944e-09,1.4218773081012398e-11,1.9877114120217292e-14,2.0349924361738587e-17,1.480769103028452e-20,7.460452151367924e-24,2.738871852991479e-27,7.007834601192762e-31,2.7252336639079136e-21,1.7630496395500025e-24,8.265391328419388e-28,2.8713894523725523e-31,7.067076800908641e-35,0.0,0.0,0.0,0.0,0.0,0.01700000000065459,5.774423377015924e-08,-7.128218514990816e-11,-4.053017086513483e-14,-4.0530170865134843e-14
1800,500.0000000647331,0.01797242687061747,488.7762065297612,89.74397060392184,99.03223590667731,99.99997250122169,200.0,100.00000000000004,10.0,10.256029396078171,0.9677640933226838,2.7498778272433682e-05,9.755804977022379e-09,2.2114446018336797e-11,3.642177310638232e-14,4.445668591124988e-17,3.935189778743377e-20,2.4490432208986436e-23,1.1001730198944295e-26,3.598131886973157e-30,6.166413298139656e-21,4.803348755315021e-24,2.7552643133251512e-27,1.1703373779030723e-30,3.6734329703323762e-34,0.0,0.0,0.0,0.0,0.0,0.018000000000777,6.473380558301833e-08,-7.985133815645671e-11,-4.808285252727617e-14,-4.8082852527276194e-14
1900,500.00000007212134,0.018969280037255013,488.19325703606563,89.2649134397564,98.92834357682032,99.9999693647216,200.0,100.00000000000006,10.0,10.735086560243605,1.0716564231796772,3.0635278374108894e-05,1.2707447561349663e-08,3.362175905398889e-11,6.488741403190329e-14,9.392412022544612e-17,1.0037375045518014e-19,7.595967562533766e-23,3.9225584976765255e-26,1.4714842043169065e-29,1.3545577635870894e-20,1.2605894156943949e-23,8.648618332470727e-27,4.213093601384903e-30,1.5103432907931372e-33,0.0,0.0,0.0,0.0,0.0,0.019000000000913786,7.212215262454618e-08,-8.889928239356487e-11,-5.651639904505273e-14,-5.651639904505277e-14
2000,500.00000007990826,0.01996596342078076,487.61409013841387,88.79422254206322,98.8198675758301,99.99996605950645,200.0,100.00000000000006,10.0,11.205777457936787,1.1801324241698856,3.3940493518601986e-05,1.6324554543584753e-08,4.9982087437908745e-11,1.1176223684697953e-13,1.8907020467117427e-16,2.4057232952826775e-19,2.23436267322751e-22,1.4600387869732346e-25,6.816450657236276e-29,2.835908278816093e-20,3.1272299263103175e-23,2.612575173288234e-26,1.5931148992342658e-29,7.101576119477211e-33,0.0,0.0,0.0,0.0,0.0,0.02000000000106575,7.990920697503356e-08,-9.84248470308781e-11,-6.587863063050808e-14,-6.587863063050812e-14
2100,500.00000008809377,0.020962477053656586,487.03864017914776,88.33173517086459,98.70690498674844,99.99996258571437,200.0,100.00000000000007,10.0,11.668264829135408,1.2930950132515546,3.7414285584550784e-05,2.0711134204320734e-08,7.290247135969115e-11,1.8775664582246766e-13,3.685462299117686e-16,5.505512312801527e-19,6.09384979113429e-22,4.759311191143039e-25,2.5055643026484074e-28,5.748800731491852e-20,7.404172240747242e-23,7.30266315116874e-26,5.244645934543005e-29,2.630139617613262e-32,0.0,0.0,0.0,0.0,0.0,0.021000000001233685,8.809490072772313e-08,-1.084268620487964e-10,-7.621725099066762e-14,-7.621725099066766e-14
2200,500.0000000966778,0.02195882096835485,486.4668429632506,87.87729136884836,98.58955157202857,99.99995894349239,200.0,100.00000000000009,10.0,12.12270863115164,1.410448427971419,4.1056507586940295e-05,2.597971566190082e-08,1.0441843722011751e-10,3.0730512509309123e-13,6.936996175949152e-16,1.2079771833064053e-18,1.5967160456179139e-21,1.5489185071322029e-24,1.0584638639025499e-27,1.1252028883491597e-19,1.6855429684201843e-22,1.979405707593908e-25,1.7547975224293186e-28,1.1288386460316222e-31,0.0,0.0,0.0,0.0,0.0,0.022000000001418392,9.667916598886018e-08,-1.1890415822842162e-10,-8.757984647904391e-14,-8.757984647904396e-14
2300,500.0000001056604,0.022954995197366858,485.89863558658817,87.43073384023948,98.46790172381199,99.99995513299832,200.0,100.0000000000001,10.0,12.569266159760515,1.5320982761880018,4.4867001644008655e-05,3.2253091866718314e-08,1.471722890283846e-10,4.920968376528971e-13,1.2677680874426047e-15,2.5390528568210328e-18,3.897656563000337e-21,4.440098235343931e-24,3.5592235930109794e-27,2.1352092237944485e-19,3.665204442048284e-22,4.973818584144979e-25,5.134789798447131e-28,3.826026014167313e-31,0.0,0.0,0.0,0.0,0.0,0.023000000001620665,1.0566193487766492e-07,-1.2985556716794104e-10,-1.0001388694044175e-13,-1.0001388694044182e-13
2400,500.00000011504136,0.023950999773198964,485.33395652338174,86.99190800571048,98.34204849602042,99.99995115439992,200.0,100.00000000000011,10.0,13.008091994289527,1.657951503979565,4.884560004892878e-05,3.9663331275742416e-08,2.0433275852398985e-10,7.717677803193932e-13,2.2566399889320874e-15,5.182520228226257e-18,9.284640030703433e-21,1.2707185118025865e-23,1.2828459415769125e-26,3.9471225816062253e-19,7.75796234408509e-22,1.2270825367298911e-24,1.519283805543837e-27,1.4184802815013176e-30,0.0,0.0,0.0,0.0,0.0,0.0240000000018413,1.1504313952636154e-07,-1.4127992127606665e-10,-1.135667252057699e-13,-1.1356672520576998e-13
2500,500.0000001248207,0.02494683472837857,484.7727455145386,86.56066191689392,98.21208357809205,99.999947007876,200.0,100.00000000000013,10.0,13.439338083106092,1.78791642190795,5.299212396950607e-05,4.835283840490731e-08,2.798252651968177e-10,1.187459241704416e-12,3.911477910926274e-15,1.0171326278513657e-17,2.077123938036989e-20,3.263255073385245e-23,3.809527331930778e-26,7.091024489848423e-19,1.5734758536031573e-21,2.8261004025435473e-24,3.9974070725765746e-27,4.283987160848279e-30,0.0,0.0,0.0,0.0,0.0,0.025000000002081094,1.248227120801801e-07,-1.5317605378488707e-10,-1.2828559751927574e-13,-1.282855975192758e-13
2600,500.0000001349983,0.02594250009545318,484.2149435959835,86.1368462668091,98.07809731318781,99.9999426936161,200.0,100.00000000000014,10.0,13.863153733190902,1.9219026868121905,5.730638385969441e-05,5.847389614611787e-08,3.783746304794704e-10,1.796088506596008e-12,6.641751574836253e-15,1.954347375317934e-17,4.577612238853665e-20,8.425500554315113e-23,1.1914634158958534e-25,1.2485109736441336e-18,3.1317731645668594e-21,6.4462270922194835e-24,1.0674699508949181e-26,1.3842975148817193e-29,0.0,0.0,0.0,0.0,0.0,0.02600000000234084,1.3500058469736567e-07,-1.655427987482753e-10,-1.442176234249865e-13,-1.4421762342498663e-13
2700,500.00000014557406,0.026937995906993282,483.6604930472727,85.72031434998834,97.94017868638421,99.99993821182112,200.0,100.00000000000016,10.0,14.279685650011665,2.059821313615792,6.178817885279524e-05,7.018915994590323e-08,5.056136810050285e-10,2.6715238838515746e-12,1.1012951077435247e-14,3.6244484885924524e-17,9.538683656449774e-20,1.9827169749981498e-22,3.180417047981828e-25,2.141853090726489e-18,5.99455564224178e-21,1.382090649924525e-23,2.5746221419144333e-26,3.7701351258905756e-29,0.0,0.0,0.0,0.0,0.0,0.02700000000262135,1.455766895491875e-07,-1.7837899104853206e-10,-1.6140980590138826e-13,-1.614098059013884e-13
2800,500.0000001565481,0.027933322195594905,483.1093373613982,85.31092201929276,97.79841533799159,99.99993356270339,200.0,100.00000000000017,10.0,14.689077980707257,2.2015846620084085,6.643729656272974e-05,8.367158791558502e-08,6.683365555736883e-10,3.917085679700155e-12,1.7961187865566402e-14,6.616163399527804e-17,1.969619804573996e-19,4.707422366796575e-22,8.899115130341534e-25,3.616282100959281e-18,1.1320606673501592e-20,2.950909016301602e-23,6.317969585257382e-26,1.0898599668376391e-28,0.0,0.0,0.0,0.0,0.0,0.028000000002923405,1.5655095881995332e-07,-1.916834664024556e-10,-1.7990903149989501e-13,-1.799090314998952e-13
2900,500.0000001679201,0.02892847899387876,482.5614212535029,84.90852770198194,97.65289355600702,99.99992874648684,200.0,100.0000000000002,10.0,15.091472298018077,2.347106443992987,7.125351310999104e-05,9.910453183957192e-08,8.743889766734607e-10,5.659320883792064e-12,2.86787727644211e-14,1.169903509980469e-16,3.8687863575088283e-19,1.0308098577663915e-21,2.1801122683220367e-24,5.9640093737209374e-18,2.063372733860926e-20,5.959353811139013e-23,1.4178817333495677e-25,2.7258008180218896e-28,0.0,0.0,0.0,0.0,0.0,0.029000000003247806,1.6792332470700506e-07,-2.0545506135932857e-10,-1.9976207028194837e-13,-1.997620702819486e-13
3000,500.0000001796901,0.02992346633449692,482.0166905717223,84.51299229237705,97.50369829446075,99.9999237634076,200.0,100.00000000000021,10.0,15.487007707622965,2.4963017055392407,7.623659237475322e-05,1.1668187387711837e-07,1.1332422521848162e-09,8.076940014584647e-12,4.517012709359049e-14,2.0436339840477557e-16,7.558746171281885e-19,2.2816923080527807e-21,5.572648889723274e-24,9.709233686088652e-18,3.723857612767289e-20,1.2025805480343048e-22,3.2410329656196984e-25,7.193734214374156e-28,0.0,0.0,0.0,0.0,0.0,0.030000000003595352,1.7969371942075558e-07,-2.1969261331677494e-10,-2.2101557615123535e-13,-2.2101557615123558e-13
3100,500.00000019185813,0.030918284250127562,481.47509236749545,84.1241792359357,97.35091315955378,99.99991861371338,200.0,100.00000000000024,10.0,15.875820764064315,2.649086840446213,8.138628659054735e-05,1.366079096155664e-07,1.4555449537267277e-09,1.137810295826036e-11,6.981117482668495e-14,3.4694114857548194e-16,1.4123477440009878e-18,4.703701241578373e-21,1.2707927976606768e-23,1.5475317391751123e-17,6.508239096365947e-20,2.3082310232975065e-22,6.845192890657303e-25,1.6753111655293847e-27,0.0,0.0,0.0,0.0,0.0,0.03100000000396683,1.9186207518465962e-07,-2.3439496050829894e-10,-2.4371608659530267e-13,-2.4371608659530297e-13
3200,500.000000204424,0.031912932773486336,480.93657474573973,83.74195434601252,97.19462044311442,99.99991329766485,200.0,100.00000000000026,10.0,16.258045653987498,2.805379556885571,8.670233511534972e-05,1.5909747842777189e-07,1.8541499976534493e-09,1.5859241275892353e-11,1.0665734086505812e-13,5.833320983365039e-16,2.63121714303261e-18,9.810312004981976e-21,3.0124990252527984e-23,2.4401117504798412e-17,1.129027181549074e-19,4.436304810287736e-22,1.4728368844582393e-24,4.0971141475033505e-27,0.0,0.0,0.0,0.0,0.0,0.032000000004363045,2.0442832423528356e-07,-2.495609420305453e-10,-2.6791002322278774e-13,-2.6791002322278815e-13
3300,500.00000021738765,0.032907411937316146,480.40108699863725,83.36618596825355,97.03490109197736,99.99990781553444,200.0,100.00000000000028,10.0,16.633814031746468,2.9650989080226315,9.218446552214733e-05,1.8437586828335415e-07,2.3431849064493453e-09,2.1850804843088533e-11,1.602161150823849e-13,9.559619914347807e-16,4.7099590364349834e-18,1.9211420879867468e-20,6.465891827939794e-23,3.774791615721684e-17,1.9025260042237256e-19,8.150152553746991e-22,2.953452529462103e-24,8.9805518841275e-27,0.0,0.0,0.0,0.0,0.0,0.03300000000478479,2.1739239882224176e-07,-2.6518939781883666e-10,-2.9364369128498603e-13,-2.936436912849865e-13
3400,500.00000023074904,0.033901721774403655,479.86857939334885,82.99674470976542,96.87183476648187,99.999902167608,200.0,100.00000000000031,10.0,17.003255290234595,3.128165233518123,9.783239196121223e-05,2.1267869162824104e-07,2.939684836827439e-09,2.9826779112243786e-11,2.3829578147641716e-13,1.5543525112418472e-15,8.418892893943438e-18,3.8069217721238195e-20,1.4379953150810823e-22,5.786252737689725e-17,3.1875781809745623e-19,1.5011317214710443e-21,6.0312475408318386e-24,2.0585267219089103e-26,0.0,0.0,0.0,0.0,0.0,0.034000000005232865,2.3075423120830935e-07,-2.812791686872903e-10,-3.2096328044330933e-13,-3.2096328044330993e-13
3500,500.00000024450804,0.034895862317563905,479.3390033687035,82.63350369270289,96.70549978363616,99.99989635418329,200.0,100.00000000000034,10.0,17.36649630729713,3.294500216363839,0.00010364581665298317,2.442520728279817e-07,3.6620379701678454e-09,4.029717106467427e-11,3.4913786256559217e-13,2.4706323327026324e-15,1.4530105677835085e-17,7.143041940079246e-20,2.93841986113898e-22,8.719966600067627e-17,5.204674544179414e-19,2.6571879393883297e-21,1.1584870261130767e-23,4.296588274052612e-26,0.0,0.0,0.0,0.0,0.0,0.035000000005708055,2.4451375366931476e-07,-2.978290962913029e-10,-3.499148640559816e-13,-3.499148640559823e-13
3600,500.0000002586647,0.03588983359966133,478.8123112696239,82.27633819920574,96.53597320652696,99.99989037557195,200.0,100.00000000000037,10.0,17.72366180079427,3.464026793473034,0.00010962442799750738,2.7935201780192594e-07,4.532297016409254e-09,5.399081162344455e-11,5.069779932488245e-13,3.8983197015175545e-15,2.5023464619973158e-17,1.3516338583701008e-19,6.168959242082405e-22,1.3031813862416412e-16,8.450843020066416e-19,4.709038956138748e-21,2.2559887370818396e-23,9.284060039742776e-26,0.0,0.0,0.0,0.0,0.0,0.03600000000621116,2.5867089849429974e-07,-3.148380231797296e-10,-3.8054440016280905e-13,-3.805444001628098e-13
3700,500.00000027321886,0.03688363565359099,478.2884565835847,81.92512599161302,96.36333076063228,99.99988423209773,200.0,100.0000000000004,10.0,18.074874008387,3.6366692393677083,0.00011576790221765489,3.1824509585676274e-07,5.5740530306854406e-09,7.168082114268822e-11,7.265804862876742e-13,6.032979939145426e-15,4.185230404525324e-17,2.446280775550618e-19,1.2106263557582213e-21,1.9190025855577221e-16,1.342387995075672e-18,8.07391288484911e-21,4.179514407079028e-23,1.8617790701107054e-25,0.0,0.0,0.0,0.0,0.0,0.03700000000674298,2.732255979853722e-07,-3.323047927479303e-10,-4.128977306017193e-13,-4.128977306017202e-13
3800,500.00000028817044,0.037877268512301235,477.7673936570839,81.5797469149832,96.18764694773145,99.99987792409841,200.0,100.00000000000044,10.0,18.420253085016796,3.8123530522685396,0.00012207590153129807,3.612071830541551e-07,6.815226254575729e-09,9.444601505575177e-11,1.0325387242655557e-12,9.264946915832762e-15,6.969156448266242e-17,4.439151679239724e-19,2.411882840555229e-21,2.8029760628343397e-16,2.1185173484444445e-18,1.3814839760018573e-20,7.793031602380758e-23,3.8110097581850014e-25,0.0,0.0,0.0,0.0,0.0,0.0380000000073043,2.8817778445789906e-07,-3.502282492955736e-10,-4.470205821008698e-13,-4.4702058210087086e-13
3900,500.00000030351947,0.03887073220877477,477.2490779316708,81.24008323235083,96.0089949466944,99.99987145192432,200.0,100.00000000000047,10.0,18.759916767649177,3.991005053305591,0.0001285480756271122,4.0852464908126475e-07,8.285665057697037e-09,1.2343702148241372e-10,1.4507074007768685e-12,1.3997862717793597e-14,1.1331151827007395e-16,7.776943222905936e-19,4.562417070579077e-21,4.042340592010972e-16,3.282643503920467e-18,2.3013148401843606e-20,1.3971605768579182e-22,7.367473572309109e-25,0.0,0.0,0.0,0.0,0.0,0.03900000000789593,3.035273902403404e-07,-3.686072379780299e-10,-4.82958565358912e-13,-4.829585653589132e-13
4000,500.0000003192658,0.03986402677605034,476.73346567487425,80.9060192292801,95.8274467398669,99.99986481593982,200.0,100.00000000000051,10.0,19.093980770719913,4.1725532601330935,0.00013518406013100431,4.604925348524831e-07,1.0020132764609674e-08,1.6020949434760876e-10,2.0220968703820843e-12,2.0984682979354912e-14,1.831672436208746e-16,1.3607710531736508e-18,8.69122465830965e-21,5.784390739619189e-16,5.051013736968216e-18,3.8176669068392733e-20,2.508541559179677e-22,1.439915608647373e-24,0.0,0.0,0.0,0.0,0.0,0.04000000000851864,3.192743476744557e-07,-3.874406048631541e-10,-5.207571761321242e-13,-5.207571761321257e-13
4100,500.0000003354094,0.040857152247204986,476.2205141995529,80.57744154011364,95.64307300615206,99.99985801652214,200.0,100.00000000000055,10.0,19.422558459886375,4.356926993847921,0.00014198347781322577,5.174161734582848e-07,1.205579997839813e-08,2.0643414225622915e-10,2.7904803050009024e-12,3.102311583037896e-14,2.9029328995567586e-16,2.3146590047956916e-18,1.590038927200352e-20,8.185865244838812e-16,7.652288464405705e-18,6.195314496406865e-20,4.365112520259747e-22,2.691932909488359e-24,0.0,0.0,0.0,0.0,0.0,0.04100000000917324,3.3541858911513093e-07,-4.0672719688459275e-10,-5.604617943368211e-13,-5.604617943368227e-13
