miliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
4000,4.991046049891185e-08,1.249520441370615e-07,8.864884248178977e-11,1.3671459474556136e-07,1.0098754703824725e-09,1.2243280571819236e-07,9.599113341461863e-10,5.231254201069019e-10,9.76280047108667e-09,2.9546180704918575e-09,7.693456185975823e-08
4100,4.9911078804569857e-08,1.2472471698852443e-07,8.905256825710648e-11,1.3652068888501053e-07,1.0090784007334097e-09,1.223233530328746e-07,9.955692582291303e-10,5.338819081001708e-10,9.902277902697253e-09,3.097778784225354e-09,7.775388482573229e-08
4200,4.991112932247641e-08,1.246648467802735e-07,8.990335071405825e-11,1.3740644505287895e-07,1.009882667503444e-09,1.2225679961801813e-07,1.0124210620114862e-09,5.444767929678408e-10,1.033109723392689e-08,3.2210059819709775e-09,7.675295750517401e-08
4300,4.99099935916842e-08,1.245338280202369e-07,8.898047135293599e-11,1.3795874614793973e-07,1.0075846346735244e-09,1.2213521067783324e-07,1.0486785198467244e-09,5.456030465201005e-10,1.0526353861028083e-08,3.272311512720112e-09,7.637008484775628e-08
4400,4.991015805504569e-08,1.2437567220910374e-07,9.010893906566041e-11,1.3784342298385994e-07,1.0246559560858434e-09,1.2190221112407548e-07,1.0391238399356331e-09,5.4824373359346e-10,9.409509503216117e-09,3.3976478845673748e-09,7.761109036056091e-08
4500,4.9910357732486544e-08,1.2424205354905826e-07,8.86702681522432e-11,1.364666880015242e-07,1.0214079110478744e-09,1.2192277626051947e-07,1.0744523266901706e-09,5.478873186404923e-10,8.640084515346992e-09,3.4449043882640695e-09,7.625284709553629e-08
4600,4.991055203041038e-08,1.242401022972904e-07,8.955096224083182e-11,1.362641096863263e-07,1.0095222344082075e-09,1.2175199826385445e-07,1.1057765763800074e-09,5.582699211294387e-10,9.85828557241104e-09,3.6487660936199485e-09,7.678390511525468e-08
4700,4.991149869894911e-08,1.2397629926659022e-07,8.840908782123497e-11,1.36741970745734e-07,1.024194330285303e-09,1.2158158535704825e-07,1.1203723283651234e-09,5.700344051793289e-10,9.842735602153413e-09,3.6591788123418815e-09,7.745926875597456e-08
4800,4.991131026367125e-08,1.2390585840872578e-07,8.968198350021e-11,1.3590964152229738e-07,1.0229495525390827e-09,1.215695657150248e-07,1.119940226603014e-09,5.739494244957533e-10,9.035655925830884e-09,3.804188387115531e-09,7.683811057241457e-08
4900,4.99106697083887e-08,1.2391164574227386e-07,8.966323310015078e-11,1.3690759083470694e-07,1.0266854363867728e-09,1.212714392929184e-07,1.1598691830482707e-09,5.776155185927966e-10,1.0008460665963044e-08,3.912995489551608e-09,7.615810015228906e-08
5000,4.9910377279654716e-08,1.236447036791675e-07,9.010217254314287e-11,1.366066547722412e-07,1.0211966242376365e-09,1.213140562826266e-07,1.1840564579772718e-09,5.75005077085786e-10,9.452873206211138e-09,3.96573169976379e-09,7.688096183758614e-08
